Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
sveglia,3,0,0,0,0,0,-1,wakes up
lingue slave,3,0,0,0,0,0,-1,Slavic languages
ama il sole,3,0,0,0,0,0,-1,loves the sun
cani,1,1,0,1,0,0,1,dogs
calciatore,3,0,0,0,0,0,-1,soccer player
slovena,1,2,0,0,0,0,0.3333333333,Slovenian
riservato,2,1,0,0,0,0,-0.3333333333,Reserved
gatti,3,0,0,0,0,0,-1,cats
ispanico,2,0,0,0,1,0,0.6666666667,Hispanic
rilassati,2,0,1,0,0,0,0,take it easy
parlata,3,0,0,0,0,0,-1,spoken
festaioli,0,2,1,0,0,0,1.333333333,party people
lingua ufficiale,3,0,0,0,0,0,-1,official language
amano il gulash,1,1,1,0,0,0,0.6666666667,they love goulash
casera,2,0,0,0,0,1,-0.6666666667,dairy
vino,3,0,0,0,0,0,-1,wine
montagnoso,3,0,0,0,0,0,-1,mountainous
parla inglese,3,0,0,0,0,0,-1,speak English
aborigeni,2,0,1,0,0,0,0,aborigines
festaiolo,0,2,1,0,0,0,1.333333333,party animal
alpinisti,3,0,0,0,0,0,-1,Mountain climbers
serio,3,0,0,0,0,0,-1,serious
nazisti,0,0,0,0,3,0,4,Nazis
iberico,3,0,0,0,0,0,-1,Iberian
efficiente,3,0,0,0,0,0,-1,efficient
amo leggere,3,0,0,0,0,0,-1,I love reading
poco turistica,1,2,0,0,0,0,0.3333333333,not very touristy
burberi,0,0,0,3,0,0,3,gruff
fiume,3,0,0,0,0,0,-1,river
suonatore,3,0,0,0,0,0,-1,player
ignoranti,0,0,0,2,1,0,3.333333333,ignorant
tatari,1,0,1,0,0,1,0.3333333333,Tatars
torre,3,0,0,0,0,0,-1,tower
ama la vodka,0,1,1,1,0,0,2,loves vodka
montana,3,0,0,0,0,0,-1,Montana
buoni formaggi,3,0,0,0,0,0,-1,good cheeses
educati,3,0,0,0,0,0,-1,educated
montagna,3,0,0,0,0,0,-1,mountain
scultore,3,0,0,0,0,0,-1,sculptor
genocida,0,0,0,0,3,0,4,genocidal
a cavallo,3,0,0,0,0,0,-1,on horseback
silenziosi,2,1,0,0,0,0,-0.3333333333,silent
superficiali,0,1,0,2,0,0,2.333333333,superficial
intrepido,3,0,0,0,0,0,-1,intrepid
eroe,3,0,0,0,0,0,-1,hero
enzima,3,0,0,0,0,0,-1,enzyme
parlano swahili,3,0,0,0,0,0,-1,they speak Swahili
scandinavi,3,0,0,0,0,0,-1,Scandinavians
ospitali,3,0,0,0,0,0,-1,hospitable
buongustai,2,1,0,0,0,0,-0.3333333333,gourmets
católico,2,0,0,0,0,1,-0.6666666667,catholic
scandinavo,3,0,0,0,0,0,-1,Scandinavian
mafia,0,0,0,0,3,0,4,mafia
amoroso,3,0,0,0,0,0,-1,loving
amore per il denaro,0,1,2,0,0,0,1.666666667,love of money
neutrale,2,1,0,0,0,0,-0.3333333333,neutral
piccoli,1,1,0,0,0,1,0,little ones
mafiosa,0,0,0,0,3,0,4,mafia
religiosa,2,1,0,0,0,0,-0.3333333333,religious
lingua slava,3,0,0,0,0,0,-1,Slavic language
loquaci,1,2,0,0,0,0,0.3333333333,talkative
denso,3,0,0,0,0,0,-1,dense
ostinato,1,1,0,1,0,0,1,stubborn
idiomatoso,2,0,0,0,0,1,-0.6666666667,idiomatous
suono,3,0,0,0,0,0,-1,sound
capitalisti,0,0,3,0,0,0,2,capitalists
mangiata,3,0,0,0,0,0,-1,eaten
musulmana,1,0,1,0,1,0,1.666666667,Muslim
montagne,3,0,0,0,0,0,-1,mountains
britannico,3,0,0,0,0,0,-1,British
laguna,3,0,0,0,0,0,-1,lagoon
macho,0,1,2,0,0,0,1.666666667,macho
isolano,0,3,0,0,0,0,1,islander
squillare,3,0,0,0,0,0,-1,ring
surfisti,3,0,0,0,0,0,-1,surfers
parla toscano,2,1,0,0,0,0,-0.3333333333,speaks Tuscan
amano il cioccolato,2,1,0,0,0,0,-0.3333333333,they love chocolate
tradizionalisti,1,2,0,0,0,0,0.3333333333,traditionalists
chiusi,1,0,1,1,0,0,1.333333333,closed
birra,3,0,0,0,0,0,-1,beer
agricoltura,3,0,0,0,0,0,-1,agriculture
buddista,2,1,0,0,0,0,-0.3333333333,Buddhist
simpatica,3,0,0,0,0,0,-1,friendly
pirata,0,0,0,2,1,0,3.333333333,pirate
comida,1,0,0,0,0,2,-0.3333333333,comida
tirchi,0,0,0,3,0,0,3,stingy
parlano maltese,3,0,0,0,0,0,-1,they speak Maltese
tè,3,0,0,0,0,0,-1,you
magiaro,2,0,1,0,0,0,0,Magyar
tifoso della lazio,3,0,0,0,0,0,-1,Lazio fan
sbalordito,3,0,0,0,0,0,-1,stunned
fiammingo,3,0,0,0,0,0,-1,Flemish
francese,2,1,0,0,0,0,-0.3333333333,French
egoista,0,0,1,1,1,0,3,selfish
autonomisti,1,1,1,0,0,0,0.6666666667,autonomists
mangiatore di piadina,0,3,0,0,0,0,1,piadina eater
terroristi,0,0,0,0,3,0,4,terrorists
amante del vino,1,2,0,0,0,0,0.3333333333,wine lover
avari,0,0,1,2,0,0,2.666666667,stingy
ribelli,0,2,0,1,0,0,1.666666667,rebels
escursionisti,3,0,0,0,0,0,-1,hikers
amante del tè,3,0,0,0,0,0,-1,tea lover
separatisti,0,2,1,0,0,0,1.333333333,separatists
xenofobico,0,0,0,0,3,0,4,xenophobic
terrorista,0,0,0,0,3,0,4,terrorist
gentili,3,0,0,0,0,0,-1,kind
amano il mare,3,0,0,0,0,0,-1,they love the sea
oscuri,0,2,1,0,0,0,1.333333333,dark
scortese,0,0,1,2,0,0,2.666666667,rude
lavoratori domestici,1,2,0,0,0,0,0.3333333333,domestic workers
curry,3,0,0,0,0,0,-1,curry
ultrà,1,0,1,1,0,0,1.333333333,ultra
dolce,3,0,0,0,0,0,-1,Sweet
contadini,1,1,1,0,0,0,0.6666666667,farmers
fluente,2,1,0,0,0,0,-0.3333333333,flowing
ospitale,3,0,0,0,0,0,-1,hospitable
sentimentale,2,1,0,0,0,0,-0.3333333333,sentimental
impulsivi,0,2,1,0,0,0,1.333333333,impulsive
autoritari,1,0,1,1,0,0,1.333333333,authoritarian
famosa,3,0,0,0,0,0,-1,famous
ombrosa,1,0,2,0,0,0,1,shady
vaticano,2,1,0,0,0,0,-0.3333333333,Vatican
manichini,1,2,0,0,0,0,0.3333333333,mannequins
attore,2,1,0,0,0,0,-0.3333333333,actor
bravi nella filosofia,3,0,0,0,0,0,-1,good at philosophy
mangiano pesce,2,0,0,1,0,0,0.3333333333,they eat fish
fa rumore,0,3,0,0,0,0,1,It makes noise
attrice,2,1,0,0,0,0,-0.3333333333,actress
arrampicatore,0,2,1,0,0,0,1.333333333,climber
inventore,2,1,0,0,0,0,-0.3333333333,inventor
obeso,0,0,1,2,0,0,2.666666667,obese
ama la cultura,3,0,0,0,0,0,-1,loves culture
lingua romantica,3,0,0,0,0,0,-1,romantic language
hablado,1,0,0,0,0,2,-0.3333333333,hablado
contadino,1,1,0,1,0,0,1,farmer
ordinato,3,0,0,0,0,0,-1,tidy
razzista,0,0,0,0,3,0,4,racist
alpina,3,0,0,0,0,0,-1,alpine
fumatori,2,1,0,0,0,0,-0.3333333333,smokers
criminali,0,0,0,0,3,0,4,criminals
siberiano,3,0,0,0,0,0,-1,Siberian
magrebini,1,1,0,1,0,0,1,North Africans
profughi,1,1,0,1,0,0,1,refugees
azienda,3,0,0,0,0,0,-1,agency
indipendentisti,1,2,0,0,0,0,0.3333333333,independentists
dittatura,0,1,0,1,1,0,2.666666667,dictatorship
sarda,2,1,0,0,0,0,-0.3333333333,Sardinian
rigido,1,1,1,0,0,0,0.6666666667,rigid
espatriati,1,2,0,0,0,0,0.3333333333,expatriates
bosco,3,0,0,0,0,0,-1,woods
scomparire,3,0,0,0,0,0,-1,to disappear
amante del tango,2,1,0,0,0,0,-0.3333333333,tango lover
matematico,3,0,0,0,0,0,-1,mathematical
pellerossa,1,1,0,1,0,0,1,redskin
squillanti,3,0,0,0,0,0,-1,ringing
intraprendente,3,0,0,0,0,0,-1,enterprising
arcaica,0,3,0,0,0,0,1,archaic
pulita,3,0,0,0,0,0,-1,clean
rotonda,1,1,0,0,0,1,0,roundabout
dialetto,3,0,0,0,0,0,-1,dialect
culturista,3,0,0,0,0,0,-1,bodybuilder
latino,3,0,0,0,0,0,-1,Latin
agricola,2,0,1,0,0,0,0,agricultural
trentino,3,0,0,0,0,0,-1,Trentino
lezione,3,0,0,0,0,0,-1,lesson
mangiatori di pasta,1,0,1,1,0,0,1.333333333,pasta eaters
libertà,2,1,0,0,0,0,-0.3333333333,freedom
amo la vodka,2,1,0,0,0,0,-0.3333333333,I love vodka
parlano croato,2,1,0,0,0,0,-0.3333333333,they speak Croatian
cannibali,0,0,0,0,3,0,4,cannibals
parlano veloce,1,2,0,0,0,0,0.3333333333,they speak fast
practical,1,0,0,0,0,2,-0.3333333333,practical
scalatore,3,0,0,0,0,0,-1,climber
allegre,2,0,1,0,0,0,0,happy
iperattivi,0,2,1,0,0,0,1.333333333,hyperactive
melodioso,3,0,0,0,0,0,-1,melodious
bella,3,0,0,0,0,0,-1,Pretty
liberi,3,0,0,0,0,0,-1,free
campanilista,0,1,1,1,0,0,2,parochial
puntualità,3,0,0,0,0,0,-1,punctuality
vini,3,0,0,0,0,0,-1,wines
amante della danza,2,1,0,0,0,0,-0.3333333333,dance lover
britannici,3,0,0,0,0,0,-1,British
arabo,1,0,0,2,0,0,1.666666667,Arabic
puliti,3,0,0,0,0,0,-1,clean
terrone,0,0,0,0,3,0,4,southerner
stoici,3,0,0,0,0,0,-1,stoics
focosa,1,1,0,1,0,0,1,fiery
squadra di calcio,3,0,0,0,0,0,-1,soccer team
moscovita,1,1,0,1,0,0,1,Muscovite
rigidi,0,3,0,0,0,0,1,rigid
rivoluzionari,2,0,1,0,0,0,0,revolutionaries
veneto,2,1,0,0,0,0,-0.3333333333,Veneto
autonomi,2,1,0,0,0,0,-0.3333333333,autonomous
vescovo,3,0,0,0,0,0,-1,bishop
elegante,3,0,0,0,0,0,-1,elegant
fiorentina,3,0,0,0,0,0,-1,Florentine
simpatico,3,0,0,0,0,0,-1,friendly
religione buddista,3,0,0,0,0,0,-1,Buddhist religion
laboriose,3,0,0,0,0,0,-1,hardworking
germanofoni,1,2,0,0,0,0,0.3333333333,German speakers
criativo,2,0,0,0,0,1,-0.6666666667,creative
bravi a sciare,3,0,0,0,0,0,-1,good at skiing
formaggio,3,0,0,0,0,0,-1,cheese
squillante,3,0,0,0,0,0,-1,ringing
democratici,3,0,0,0,0,0,-1,Democrats
ambiziosi,2,1,0,0,0,0,-0.3333333333,ambitious
allegro,2,0,1,0,0,0,0,cheerful
apasionado,1,0,0,0,0,2,-0.3333333333,passionate
ebraico,3,0,0,0,0,0,-1,Jewish
ebrei,1,1,0,0,1,0,1.333333333,Jews
greci,3,0,0,0,0,0,-1,Greeks
politico,3,0,0,0,0,0,-1,politic
inglese,3,0,0,0,0,0,-1,English
anglofono,3,0,0,0,0,0,-1,English-speaking
entusiasta,3,0,0,0,0,0,-1,enthusiastic
formale,3,0,0,0,0,0,-1,formal
romantico,3,0,0,0,0,0,-1,romantic
organizzazione,3,0,0,0,0,0,-1,organization
marinaio,3,0,0,0,0,0,-1,sailor Man
atleta,3,0,0,0,0,0,-1,athlete
formali,3,0,0,0,0,0,-1,formal
puntuali,3,0,0,0,0,0,-1,punctual
montagnosa,3,0,0,0,0,0,-1,mountainous
scura,1,0,1,1,0,0,1.333333333,dark
protestanti,3,0,0,0,0,0,-1,Protestants
testardi,0,1,1,1,0,0,2,stubborn
parlano velocemente,2,1,0,0,0,0,-0.3333333333,they speak quickly
ricchi,2,1,0,0,0,0,-0.3333333333,rich
fonetico,3,0,0,0,0,0,-1,phonetic
ombrosi,1,2,0,0,0,0,0.3333333333,shady
amante del formaggio,3,0,0,0,0,0,-1,cheese lover
sfacciato,0,0,2,1,0,0,2.333333333,cheeky
amanti della buona cucina,2,0,1,0,0,0,0,lovers of good food
aggressivo,0,0,1,1,1,0,3,aggressive
romanisti,3,0,0,0,0,0,-1,Romanists
negrito,0,0,0,0,2,1,2.666666667,negrito
sveglio,3,0,0,0,0,0,-1,I wake
arrampicatori,0,1,1,1,0,0,2,climbers
inglesi,3,0,0,0,0,0,-1,English
taiwanesi,3,0,0,0,0,0,-1,Taiwanese
solido,3,0,0,0,0,0,-1,solid
lussureggiante,2,1,0,0,0,0,-0.3333333333,lush
nazista,0,0,0,0,3,0,4,Nazi
gesticolatori,1,2,0,0,0,0,0.3333333333,gesticulators
duro,2,0,1,0,0,0,0,hard
golosoni,1,1,1,0,0,0,0.6666666667,greedy
egocentrici,0,0,1,2,0,0,2.666666667,egocentric
zingari,0,1,0,1,1,0,2.666666667,gypsies
spaghetti,3,0,0,0,0,0,-1,spaghetti
cosmopoliti,2,1,0,0,0,0,-0.3333333333,cosmopolitans
ama il tè,3,0,0,0,0,0,-1,loves tea
capitale,3,0,0,0,0,0,-1,capital
parlano spagnolo,3,0,0,0,0,0,-1,they speak Spanish
turistico,2,1,0,0,0,0,-0.3333333333,tourist
musulmano,1,0,0,1,1,0,2,Mussulman
zingaro,0,1,0,1,1,0,2.666666667,gypsy
tollerante,3,0,0,0,0,0,-1,tolerant
regione,3,0,0,0,0,0,-1,region
madrelingua,3,0,0,0,0,0,-1,native language
scuri,1,1,1,0,0,0,0.6666666667,dark
pescatori,2,0,1,0,0,0,0,fishermen
generose,2,1,0,0,0,0,-0.3333333333,generous
carismatici,3,0,0,0,0,0,-1,charismatic
traditori,0,0,1,2,0,0,2.666666667,traitors
insulare,3,0,0,0,0,0,-1,insular
cortesi,3,0,0,0,0,0,-1,courteous
simpático,3,0,0,0,0,0,-1,friendly
bevitori,0,1,2,0,0,0,1.666666667,drinkers
testarda,0,1,1,1,0,0,2,stubborn
lingua antica,3,0,0,0,0,0,-1,ancient language
sensuale,2,1,0,0,0,0,-0.3333333333,sensual
orologio,3,0,0,0,0,0,-1,clock
invadenti,0,1,1,0,1,0,2.333333333,intrusive
educato,3,0,0,0,0,0,-1,educated
trabalhador,1,0,0,0,0,2,-0.3333333333,trabalhador
raffinato,2,0,1,0,0,0,0,refined
mafioso,0,0,0,0,3,0,4,mafia
whisky,3,0,0,0,0,0,-1,whiskey
pasta,3,0,0,0,0,0,-1,pasta
tifosi della lazio,3,0,0,0,0,0,-1,Lazio fans
lingua madre,3,0,0,0,0,0,-1,native language
ambizioso,2,1,0,0,0,0,-0.3333333333,ambitious
appassionati di calcio,3,0,0,0,0,0,-1,football fans
frugali,2,0,1,0,0,0,0,frugal them
amano ballare,2,1,0,0,0,0,-0.3333333333,they love to dance
rifugiato,1,1,1,0,0,0,0.6666666667,refugee
a roma,3,0,0,0,0,0,-1,in Rome
albanese,1,1,0,1,0,0,1,Albanian
lingua più parlata,3,0,0,0,0,0,-1,most spoken language
viennese,3,0,0,0,0,0,-1,Viennese
parlato in tutto il mondo,3,0,0,0,0,0,-1,spoken all over the world
vincente,3,0,0,0,0,0,-1,winning
temperamentale,2,1,0,0,0,0,-0.3333333333,temperamental
bravi nel baseball,3,0,0,0,0,0,-1,good at baseball
colazione,3,0,0,0,0,0,-1,breakfast
timido,1,2,0,0,0,0,0.3333333333,shy
pelle scura,1,0,1,0,1,0,1.666666667,dark skin
amore per la danza,2,1,0,0,0,0,-0.3333333333,love for dance
pragmatico,3,0,0,0,0,0,-1,pragmatic
civilizzati,2,0,0,1,0,0,0.3333333333,civilized
spensierata,2,0,1,0,0,0,0,carefree
saggia,2,1,0,0,0,0,-0.3333333333,wise
abissino,2,0,0,0,0,1,-0.6666666667,Abyssinian
neutralità,3,0,0,0,0,0,-1,neutrality
calcarea,3,0,0,0,0,0,-1,calcareous
otaku,1,0,0,1,0,1,0.6666666667,otaku
ungherese,3,0,0,0,0,0,-1,Hungarian
abitanti dell'isola di taiwan,3,0,0,0,0,0,-1,inhabitants of the island of Taiwan
lingua romanza,3,0,0,0,0,0,-1,Romance language
protestante,2,0,1,0,0,0,0,Protestant
santi,2,1,0,0,0,0,-0.3333333333,saints
scoraggiati,2,1,0,0,0,0,-0.3333333333,discouraged
rilassante,3,0,0,0,0,0,-1,relaxing
romano,3,0,0,0,0,0,-1,Roman
repressivo,0,0,1,1,1,0,3,repressive
buddisti,3,0,0,0,0,0,-1,Buddhists
religiosi,2,1,0,0,0,0,-0.3333333333,religious
narcotrafficanti,0,0,0,0,3,0,4,drug traffickers
ebreo,1,0,0,1,1,0,2,Jew
arroganti,0,0,1,2,0,0,2.666666667,arrogant
italiano,3,0,0,0,0,0,-1,Italian
focoso,2,0,0,1,0,0,0.3333333333,fiery
generosa,3,0,0,0,0,0,-1,generous
artistici,3,0,0,0,0,0,-1,artistic
sardegna,3,0,0,0,0,0,-1,Sardinia
avanti,3,0,0,0,0,0,-1,after you
meridionale,1,0,0,2,0,0,1.666666667,southern
sciatore,3,0,0,0,0,0,-1,skier
mangiatore di olive,3,0,0,0,0,0,-1,olive eater
violento,0,0,1,0,2,0,3.333333333,violent
magra,2,1,0,0,0,0,-0.3333333333,thin
senza coda,3,0,0,0,0,0,-1,without tail
parla friulano,3,0,0,0,0,0,-1,speaks Friulian
flessibile,3,0,0,0,0,0,-1,flexible
bellissimi,3,0,0,0,0,0,-1,beautiful
campanile,3,0,0,0,0,0,-1,Bell tower
appassionato,3,0,0,0,0,0,-1,passionate
biondo,3,0,0,0,0,0,-1,blond
abitudinari,1,2,0,0,0,0,0.3333333333,creatures of habit
intelligente,3,0,0,0,0,0,-1,intelligent
corridori,3,0,0,0,0,0,-1,runners
passione,3,0,0,0,0,0,-1,passion
vestiti eleganti,3,0,0,0,0,0,-1,elegant clothes
ricco,3,0,0,0,0,0,-1,rich
mangiatori di taco,1,1,0,1,0,0,1,taco eaters
architettura,3,0,0,0,0,0,-1,architecture
baltico,3,0,0,0,0,0,-1,Baltic
comunicativo,3,0,0,0,0,0,-1,communicative
suona,3,0,0,0,0,0,-1,it sounds
organizzati,3,0,0,0,0,0,-1,organized
chiesa,3,0,0,0,0,0,-1,church
rifugiati,1,0,2,0,0,0,1,refugees
coccolosi,3,0,0,0,0,0,-1,cuddly
suonare,3,0,0,0,0,0,-1,play
gesticolare,3,0,0,0,0,0,-1,gesticulate
parlato,3,0,0,0,0,0,-1,spoke
oppressi,1,0,1,1,0,0,1.333333333,oppressed
creolo,3,0,0,0,0,0,-1,Creole
amano il rugby,3,0,0,0,0,0,-1,they love rugby
calda,2,0,0,1,0,0,0.3333333333,hot
industrializzato,3,0,0,0,0,0,-1,industrialized
scettici,0,3,0,0,0,0,1,skeptics
musica classica,3,0,0,0,0,0,-1,classic music
presente,3,0,0,0,0,0,-1,present
pastori,2,0,0,1,0,0,0.3333333333,shepherds
come i francesi,1,1,1,0,0,0,0.6666666667,like the French
parigino,2,0,1,0,0,0,0,Parisian
ama leggere,2,1,0,0,0,0,-0.3333333333,loves to read
superstiziosi,0,1,2,0,0,0,1.666666667,superstitious
mediterraneo,3,0,0,0,0,0,-1,Mediterranean
amante del fast food,2,0,0,1,0,0,0.3333333333,fast food lover
nero,1,1,0,0,1,0,1.333333333,black
lusitano,3,0,0,0,0,0,-1,Lusitanian
festosi,2,1,0,0,0,0,-0.3333333333,festive
islandese,3,0,0,0,0,0,-1,Icelandic
castigliano,3,0,0,0,0,0,-1,Castilian
veloci,3,0,0,0,0,0,-1,fast
fumatore,1,1,1,0,0,0,0.6666666667,smoker
mangia piadina,1,2,0,0,0,0,0.3333333333,eat piadina
affettuosi,2,0,1,0,0,0,0,lovely
biancoceleste,3,0,0,0,0,0,-1,white and blue
mangiatore di peperoncino,3,0,0,0,0,0,-1,chili pepper eater
maratoneta,3,0,0,0,0,0,-1,marathon runner
abitante del venezuela,3,0,0,0,0,0,-1,inhabitant of Venezuela
altezzoso,0,0,2,1,0,0,2.333333333,haughty
cortese,3,0,0,0,0,0,-1,courteous
ama la montagna,3,0,0,0,0,0,-1,loves the mountains
montano,3,0,0,0,0,0,-1,mountain
monarchia,3,0,0,0,0,0,-1,monarchy
gentile,3,0,0,0,0,0,-1,Kind
patriottico,3,0,0,0,0,0,-1,patriotic
amano il risotto,3,0,0,0,0,0,-1,they love risotto
sfacciata,0,0,2,1,0,0,2.333333333,cheeky
timida,1,2,0,0,0,0,0.3333333333,shy
fanatici,0,0,0,2,1,0,3.333333333,fanatics
amante del buon cibo,2,1,0,0,0,0,-0.3333333333,lover of good food
vodka,3,0,0,0,0,0,-1,vodka
oscuro,1,2,0,0,0,0,0.3333333333,dark
vacanziero,2,1,0,0,0,0,-0.3333333333,holidaymaker
scelti,3,0,0,0,0,0,-1,chosen
riservati,2,1,0,0,0,0,-0.3333333333,reserved
scoppiare,2,0,0,0,1,0,0.6666666667,burst
avaro,0,0,1,2,0,0,2.666666667,miserly
biologico,3,0,0,0,0,0,-1,biological
prepotenti,0,0,0,3,0,0,3,bullies
mangiatori di lumache,0,2,0,1,0,0,1.666666667,snail eaters
amano il rum,2,0,1,0,0,0,0,they love rum
vegetariano,2,1,0,0,0,0,-0.3333333333,vegetarian
tartari,3,0,0,0,0,0,-1,Tatars
amore per la cucina,2,1,0,0,0,0,-0.3333333333,love for cooking
romantica,2,1,0,0,0,0,-0.3333333333,romantic
severi,1,1,1,0,0,0,0.6666666667,severe
mangiatori di cinghiali,1,1,1,0,0,0,0.6666666667,boar eaters
mangiatori di tartufi,3,0,0,0,0,0,-1,truffle eaters
lunatica,0,1,1,1,0,0,2,Moody
strumento musicale,3,0,0,0,0,0,-1,musical instrument
batteri,2,0,0,1,0,0,0.3333333333,bacteria
laboriosa,3,0,0,0,0,0,-1,hardworking
alieno,0,1,2,0,0,0,1.666666667,alien
cinesi,1,1,1,0,0,0,0.6666666667,Chinese
pauroso,0,2,0,1,0,0,1.666666667,scary
tifosi,2,1,0,0,0,0,-0.3333333333,fans
laboriosi,3,0,0,0,0,0,-1,hardworking
mangiatori di porchetta,1,2,0,0,0,0,0.3333333333,porchetta eaters
surfista,3,0,0,0,0,0,-1,surfer
mangiano cani,0,0,0,0,3,0,4,they eat dogs
nazionalista,0,3,0,0,0,0,1,nationalist
bravi a mangiare,2,1,0,0,0,0,-0.3333333333,good at eating
tranquillo,3,0,0,0,0,0,-1,Calm
hutu,2,0,0,0,0,1,-0.6666666667,Hutu
parlano umbro,2,1,0,0,0,0,-0.3333333333,they speak Umbrian
consumista,0,1,1,1,0,0,2,consumerist
albero,3,0,0,0,0,0,-1,tree
bevitore,0,1,0,2,0,0,2.333333333,drinker
preciso,3,0,0,0,0,0,-1,accurate
superficiale,1,1,1,0,0,0,0.6666666667,superficial
suonano,2,1,0,0,0,0,-0.3333333333,they play
terra fertile,2,0,1,0,0,0,0,fertile land
xenofobi,0,0,0,0,3,0,4,xenophobic
educazione,3,0,0,0,0,0,-1,education
pessimisti,0,1,1,1,0,0,2,pessimists
montanara,1,2,0,0,0,0,0.3333333333,mountain girl
egoisti,0,0,2,0,1,0,2.666666667,selfish
azero,2,0,0,0,0,1,-0.6666666667,Azeri
parlano catalano,3,0,0,0,0,0,-1,they speak Catalan
prussiano,3,0,0,0,0,0,-1,Prussian
taciturni,1,2,0,0,0,0,0.3333333333,taciturn
organismi,3,0,0,0,0,0,-1,organisms
carina,3,0,0,0,0,0,-1,nice
vivono in un'isola,2,1,0,0,0,0,-0.3333333333,they live on an island
amantes del vino,3,0,0,0,0,0,-1,wine lovers
affidabile,3,0,0,0,0,0,-1,reliable
tango,3,0,0,0,0,0,-1,tango
eleganti,3,0,0,0,0,0,-1,elegant
parla portoghese,3,0,0,0,0,0,-1,speak Portuguese
allegra,2,0,1,0,0,0,0,cheerful
artista,2,1,0,0,0,0,-0.3333333333,artist
comunista,1,0,1,0,1,0,1.666666667,Communist
mangia peperoncino,3,0,0,0,0,0,-1,eat chili pepper
avventurosi,3,0,0,0,0,0,-1,adventurous
guerriero,1,1,0,0,0,1,0,warrior
nomadismo,1,0,1,1,0,0,1.333333333,nomadism
agricoltore,2,0,0,1,0,0,0.3333333333,farmer
amante del baseball,3,0,0,0,0,0,-1,baseball lover
numerosi,2,0,1,0,0,0,0,numerous
ingegnere,2,1,0,0,0,0,-0.3333333333,engineer
bravi nello sci di fondo,3,0,0,0,0,0,-1,good at cross-country skiing
amante del flamenco,2,1,0,0,0,0,-0.3333333333,lover of flamenco
rumoroso,0,1,2,0,0,0,1.666666667,noisy
montuosa,3,0,0,0,0,0,-1,mountainous
arrogante,0,0,2,1,0,0,2.333333333,arrogant
amante del surf,3,0,0,0,0,0,-1,lover of surfing
romanista,3,0,0,0,0,0,-1,Romanist
freddo,0,1,1,1,0,0,2,Freddo
allenatore di calcio,3,0,0,0,0,0,-1,football coach
sportivi,3,0,0,0,0,0,-1,sportsmen
thailandesi,2,0,1,0,0,0,0,Thais
come la pizza,3,0,0,0,0,0,-1,like pizza
parla una lingua slava,2,1,0,0,0,0,-0.3333333333,speaks a Slavic language
nazionalisti,1,2,0,0,0,0,0.3333333333,nationalists
freddi,0,1,2,0,0,0,1.666666667,cold
fanatico,0,1,0,1,1,0,2.666666667,fanatic
affettuoso,2,1,0,0,0,0,-0.3333333333,loving
ultras,1,1,1,0,0,0,0.6666666667,ultras
estroversa,2,0,1,0,0,0,0,extroverted
