Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
suka bermain ski,3,0,0,0,0,0,-1,likes to ski
dinamis,3,0,0,0,0,0,-1,dynamic
bersejarah,3,0,0,0,0,0,-1,historical
berpakaian hangat,3,0,0,0,0,0,-1,dress warmly
kaya dengan budaya,3,0,0,0,0,0,-1,rich in culture
turki,3,0,0,0,0,0,-1,turkey
suka kuda,3,0,0,0,0,0,-1,love horses
voli,3,0,0,0,0,0,-1,volleyball
sopan,3,0,0,0,0,0,-1,polite
suka tapas,3,0,0,0,0,0,-1,love tapas
jam tangan,3,0,0,0,0,0,-1,watch
keturunan raja,3,0,0,0,0,0,-1,descendant of the king
gunung,3,0,0,0,0,0,-1,mountain
suka makan mie,3,0,0,0,0,0,-1,likes to eat noodles
dagang,3,0,0,0,0,0,-1,trade
suka meditasi,3,0,0,0,0,0,-1,love meditation
penang,3,0,0,0,0,0,-1,penang
makan pedas,3,0,0,0,0,0,-1,eat spicy
luas,3,0,0,0,0,0,-1,wide
berbicara spanyol,3,0,0,0,0,0,-1,speak spanish
seni,3,0,0,0,0,0,-1,art
banyak durian,3,0,0,0,0,0,-1,lots of durians
murah,3,0,0,0,0,0,-1,cheap
bermata sipit,2,0,1,0,0,0,0,narrow-eyed
rakus,2,1,0,0,0,0,-0.3333333333,greedy
terkenal dengan keropok lekor,3,0,0,0,0,0,-1,famous for lekor crackers
pandai berfikir,3,0,0,0,0,0,-1,good at thinking
bangsawan,3,0,0,0,0,0,-1,nobility
tidak aman,2,0,0,1,0,0,0.3333333333,not safe
gemar berdebat,2,1,0,0,0,0,-0.3333333333,likes to argue
banyak suku,3,0,0,0,0,0,-1,many tribes
shakespeare,3,0,0,0,0,0,-1,shakespeare
berhemah,3,0,0,0,0,0,-1,prudence
lari cepat,3,0,0,0,0,0,-1,run fast
suka makan daging,3,0,0,0,0,0,-1,likes to eat meat
suka berkebun,3,0,0,0,0,0,-1,likes gardening
suka whisky,1,1,1,0,0,0,0.6666666667,love whiskey
berbahasa thai,3,0,0,0,0,0,-1,speak thai
friendly,3,0,0,0,0,0,-1,friendly
tandus,3,0,0,0,0,0,-1,barren
budaya beragam,3,0,0,0,0,0,-1,diverse culture
indah,3,0,0,0,0,0,-1,beautiful
tan,2,0,0,0,0,1,-0.6666666667,tons
pemerintahan militer,1,1,1,0,0,0,0.6666666667,military rule
prague,3,0,0,0,0,0,-1,Prague
nomad,2,1,0,0,0,0,-0.3333333333,nomad
rejim,0,0,1,1,1,0,3,regime
kepelbagaian budaya,3,0,0,0,0,0,-1,variety of culture
teliti,3,0,0,0,0,0,-1,carefully
mendaki gunung,3,0,0,0,0,0,-1,climb a mountain
cina,3,0,0,0,0,0,-1,china
sunnah,3,0,0,0,0,0,-1,Sunnah
bercakap bahasa melayu,2,1,0,0,0,0,-0.3333333333,speak Malay
peradaban,3,0,0,0,0,0,-1,civilization
burung air,3,0,0,0,0,0,-1,water bird
himalaya,3,0,0,0,0,0,-1,himalayas
pemakan ikan,2,1,0,0,0,0,-0.3333333333,fish eater
yoga,3,0,0,0,0,0,-1,yoga
suka makan buah,3,0,0,0,0,0,-1,likes to eat fruit
thailand,3,0,0,0,0,0,-1,Thailand
makanan sedap,3,0,0,0,0,0,-1,delicious food
ternak,3,0,0,0,0,0,-1,livestock
menjaga keselamatan,3,0,0,0,0,0,-1,safety
represif,1,1,0,0,1,0,1.333333333,repressive
suku,2,1,0,0,0,0,-0.3333333333,quarter
bijak,3,0,0,0,0,0,-1,smart
taat pada agama,3,0,0,0,0,0,-1,obey religion
nasi kerabu,3,0,0,0,0,0,-1,kerabu rice
tidak ada orang,2,1,0,0,0,0,-0.3333333333,no one
marah,0,1,1,1,0,0,2,angry
makan pizza,3,0,0,0,0,0,-1,eat pizza
autonomi,2,1,0,0,0,0,-0.3333333333,autonomy
suka duku,3,0,0,0,0,0,-1,love duku
penduduk terbesar ke-4,3,0,0,0,0,0,-1,4th largest population
snobbish,1,0,1,1,0,0,1.333333333,snobbish
bermain golf,3,0,0,0,0,0,-1,playing golf
jamu,3,0,0,0,0,0,-1,herbs
cintakan musik,3,0,0,0,0,0,-1,love music
multikultural,3,0,0,0,0,0,-1,multicultural
skák,3,0,0,0,0,0,-1,skák
suka pedas,3,0,0,0,0,0,-1,like spicy
nomadik,1,1,0,0,0,1,0,nomadic
berbahasa denmark,3,0,0,0,0,0,-1,speak danish
nasi lemak,2,1,0,0,0,0,-0.3333333333,nasi lemak
mensch ärgere dich nicht,1,1,0,0,0,1,0,mensch ärgere dich nicht
taat,2,1,0,0,0,0,-0.3333333333,obedient
penuh kasih sayang,3,0,0,0,0,0,-1,full of love
bersawah,2,1,0,0,0,0,-0.3333333333,paddy fields
hancur,1,1,1,0,0,0,0.6666666667,destroyed
athletic,2,1,0,0,0,0,-0.3333333333,athletic
banyak beras,3,0,0,0,0,0,-1,a lot of rice
berbahasa indonesia,2,1,0,0,0,0,-0.3333333333,speak Indonesian
nasi,3,0,0,0,0,0,-1,rice
cintakan keragaman,3,0,0,0,0,0,-1,love diversity
bahasa yang sulit,2,1,0,0,0,0,-0.3333333333,difficult language
suka kuliner,3,0,0,0,0,0,-1,love culinary
negeri,3,0,0,0,0,0,-1,state
sombong,0,0,0,3,0,0,3,arrogant
jenayah,0,0,0,1,2,0,3.666666667,crime
republik,2,1,0,0,0,0,-0.3333333333,republic
cintakan pengetahuan,3,0,0,0,0,0,-1,love knowledge
bercakap loghat kl,2,0,0,1,0,0,0.3333333333,speak accent kl
rasmi,3,0,0,0,0,0,-1,official
tidak terlalu konservatif,3,0,0,0,0,0,-1,not too conservative
hitam,1,0,0,1,1,0,2,black
suka paprika,3,0,0,0,0,0,-1,love paprika
berbahasa turki,3,0,0,0,0,0,-1,speak turkish
duku,2,1,0,0,0,0,-0.3333333333,duku
cintakan kebersihan,3,0,0,0,0,0,-1,love cleanliness
diverse,2,1,0,0,0,0,-0.3333333333,diverse
budaya hormat-menghormati,3,0,0,0,0,0,-1,culture of respect
serbia,3,0,0,0,0,0,-1,Serbia
irlandia,2,0,0,0,0,1,-0.6666666667,irish
mudah,3,0,0,0,0,0,-1,easy
kuasa,2,1,0,0,0,0,-0.3333333333,power
misteri,1,2,0,0,0,0,0.3333333333,mystery
vegetarian,2,0,1,0,0,0,0,vegetarian
kerja keras,3,0,0,0,0,0,-1,hard work
murah crimean adalah sukar difahami. british adalah rajin. vietnam adalah murah.,0,0,0,2,0,1,2,cheap Crimean is difficult to understand. british is hardworking. Vietnam is cheap.
minum kopi,3,0,0,0,0,0,-1,drink coffee
global,3,0,0,0,0,0,-1,global
balap sepeda,3,0,0,0,0,0,-1,bike racing
tango,3,0,0,0,0,0,-1,tango
pemalu,2,1,0,0,0,0,-0.3333333333,shy
berbahasa spanyol,2,1,0,0,0,0,-0.3333333333,speak spanish
teknologi,3,0,0,0,0,0,-1,technology
rakyatnya miskin,1,0,0,0,2,0,2.333333333,the people are poor
suka makan manis,2,0,1,0,0,0,0,likes to eat sweets
berbahasa yunani,2,1,0,0,0,0,-0.3333333333,speak greek
suka dugem,1,1,1,0,0,0,0.6666666667,love to play
suka makan seafood,3,0,0,0,0,0,-1,likes to eat seafood
nomaden,2,0,1,0,0,0,0,nomadic
polandia,3,0,0,0,0,0,-1,Poland
piramid,3,0,0,0,0,0,-1,pyramid
terorganisir,2,1,0,0,0,0,-0.3333333333,organized
bersih,3,0,0,0,0,0,-1,clean
negara berkembang,3,0,0,0,0,0,-1,developing countries
suka salju,3,0,0,0,0,0,-1,love snow
minimalis,2,0,1,0,0,0,0,minimalist
bosnia,3,0,0,0,0,0,-1,bosnia
angkuh,0,0,0,2,1,0,3.333333333,haughty
berdagang,2,1,0,0,0,0,-0.3333333333,trade
juara sepak bola,3,0,0,0,0,0,-1,football champion
cinta lingkungan,3,0,0,0,0,0,-1,love the environment
banyak duku,2,1,0,0,0,0,-0.3333333333,a lot of duku
suka sepak bola,3,0,0,0,0,0,-1,love football
taj mahal,3,0,0,0,0,0,-1,very expensive
suka makan sushi,3,0,0,0,0,0,-1,likes to eat sushi
kebakaran hutan,1,1,0,0,1,0,1.333333333,forest fire
suka minum whisky,1,2,0,0,0,0,0.3333333333,likes to drink whiskey
bangga,2,0,0,1,0,0,0.3333333333,proud
independent,3,0,0,0,0,0,-1,independent
mempunyai banyak penduduk,2,1,0,0,0,0,-0.3333333333,has a large population
suka pantai,3,0,0,0,0,0,-1,love the beach
brazil,3,0,0,0,0,0,-1,Brazil
skandinavia,3,0,0,0,0,0,-1,Scandinavian
demokratis,2,1,0,0,0,0,-0.3333333333,democratic
viking,2,0,1,0,0,0,0,Vikings
barat laut,3,0,0,0,0,0,-1,northwest
berorientasi pada detail,3,0,0,0,0,0,-1,detail oriented
bukit,3,0,0,0,0,0,-1,hill
universal,3,0,0,0,0,0,-1,universal
tidak teratur,1,1,1,0,0,0,0.6666666667,unorganised
kuala lumpur,3,0,0,0,0,0,-1,kuala lumpur
washington dc,3,0,0,0,0,0,-1,washington dc
cintakan kedamaian cintakan keamanan adalah ciri dari cina. cintakan kedamaian adalah ciri dari vietnam. pintar adalah ciri dari italia.,2,0,0,1,0,0,0.3333333333,love peace love peace is characteristic of china. love of peace is characteristic of vietnam. Smart is characteristic of Italy.
bandar,3,0,0,0,0,0,-1,city
suka berburu,1,2,0,0,0,0,0.3333333333,likes to hunt
suka anime,2,1,0,0,0,0,-0.3333333333,love anime
kokain,0,0,0,1,2,0,3.666666667,cocaine
kanguru,3,0,0,0,0,0,-1,kangaroo
durian,2,1,0,0,0,0,-0.3333333333,durian
fasih,3,0,0,0,0,0,-1,eloquent
suka yoga,3,0,0,0,0,0,-1,love yoga
keras kepala,0,1,0,2,0,0,2.333333333,stubborn
kilt,2,0,0,0,0,1,-0.6666666667,kilt
negara demokrasi,2,1,0,0,0,0,-0.3333333333,democratic country
modern,2,1,0,0,0,0,-0.3333333333,modern
diktator,1,0,1,0,1,0,1.666666667,dictator
keragaman budaya,3,0,0,0,0,0,-1,cultural diversity
budaya,3,0,0,0,0,0,-1,culture
suka berenang,3,0,0,0,0,0,-1,likes to swim
tegas,1,2,0,0,0,0,0.3333333333,firm
kaya mineral,3,0,0,0,0,0,-1,rich in minerals
tertutup,2,0,1,0,0,0,0,closed
merdeka,2,1,0,0,0,0,-0.3333333333,independent
suka makan laksa,3,0,0,0,0,0,-1,likes to eat laksa
kuat memanjat,2,1,0,0,0,0,-0.3333333333,strong climbing
tarian tango,3,0,0,0,0,0,-1,tango dance
pandai berbahasa iban,3,0,0,0,0,0,-1,good at speaking Iban
bercakap laju,1,2,0,0,0,0,0.3333333333,talk fast
suka kesendirian,2,1,0,0,0,0,-0.3333333333,likes solitude
suka berfilsafat,2,1,0,0,0,0,-0.3333333333,like to philosophize
agung,3,0,0,0,0,0,-1,great
kuno,1,0,2,0,0,0,1,ancient
buddhisme,2,0,1,0,0,0,0,buddhism
warm,3,0,0,0,0,0,-1,warm
terkenal dengan jam tangan,3,0,0,0,0,0,-1,famous for watches
politik,1,1,1,0,0,0,0.6666666667,politics
netral,2,0,1,0,0,0,0,neutral
penjajah,0,0,0,1,2,0,3.666666667,colonizer
masakan rendang,3,0,0,0,0,0,-1,rendang cuisine
belarusia,2,0,0,0,0,1,-0.6666666667,belarusian
pandai bermain sepak takraw,3,0,0,0,0,0,-1,good at playing sepak takraw
berbahasa inggris,3,0,0,0,0,0,-1,speak english
industri,3,0,0,0,0,0,-1,industry
menjaga keamanan,3,0,0,0,0,0,-1,keep safe
suka durian,3,0,0,0,0,0,-1,love durian
minum banyak,2,1,0,0,0,0,-0.3333333333,drink a lot
negeri di pantai timur,3,0,0,0,0,0,-1,country on the east coast
senang berkumpul,3,0,0,0,0,0,-1,easy to get together
pandai memanjat pohon,2,1,0,0,0,0,-0.3333333333,good at climbing trees
wilayah autonomi,2,1,0,0,0,0,-0.3333333333,autonomous region
suka karaoke,3,0,0,0,0,0,-1,love karaoke
slovakia,3,0,0,0,0,0,-1,Slovakia
penduduk asli,2,1,0,0,0,0,-0.3333333333,indigenous people
berpendidikan,2,1,0,0,0,0,-0.3333333333,educated
menuntut kemerdekaan,3,0,0,0,0,0,-1,demanding independence
suka bercakap,1,2,0,0,0,0,0.3333333333,love to talk
cintakan pantai,3,0,0,0,0,0,-1,love the beach
bersatu,3,0,0,0,0,0,-1,united
pemerintah,2,1,0,0,0,0,-0.3333333333,government
budaya pop,2,1,0,0,0,0,-0.3333333333,pop culture
negeri paling kecil,2,1,0,0,0,0,-0.3333333333,the smallest state
efisien,3,0,0,0,0,0,-1,efficient
pandai main bola sepak,3,0,0,0,0,0,-1,good at playing football
hormat,3,0,0,0,0,0,-1,respect
bertanggungjawab,3,0,0,0,0,0,-1,responsible
portugal,3,0,0,0,0,0,-1,Portugal
tidak ada,2,1,0,0,0,0,-0.3333333333,there is none
negara adidaya,3,0,0,0,0,0,-1,superpower
ekonomi kuat,3,0,0,0,0,0,-1,strong economy
hutan,3,0,0,0,0,0,-1,Forest
muslim,3,0,0,0,0,0,-1,Muslim
suka makan nasi,3,0,0,0,0,0,-1,likes to eat rice
silat,3,0,0,0,0,0,-1,martial arts
masakan pedas,3,0,0,0,0,0,-1,spicy food
umum,3,0,0,0,0,0,-1,general
otoriter,1,1,1,0,0,0,0.6666666667,authoritarian
negeri melayu,2,0,1,0,0,0,0,Malay country
rude,0,0,1,0,2,0,3.333333333,rude
turkic,3,0,0,0,0,0,-1,Turkish
banyak gunung,3,0,0,0,0,0,-1,many mountains
makan nasi,3,0,0,0,0,0,-1,eat rice
negeri bertuah,3,0,0,0,0,0,-1,lucky country
inggris,3,0,0,0,0,0,-1,English
minoriti,2,1,0,0,0,0,-0.3333333333,minority
terkenal dengan masakan,3,0,0,0,0,0,-1,famous for cooking
tepat waktu,3,0,0,0,0,0,-1,on time
tambang tembaga,3,0,0,0,0,0,-1,copper mine
suka makan taco,2,1,0,0,0,0,-0.3333333333,likes to eat tacos
gurun pasir,3,0,0,0,0,0,-1,desert
suka berdagang,3,0,0,0,0,0,-1,love to trade
disiplin,3,0,0,0,0,0,-1,discipline
tsunami,2,1,0,0,0,0,-0.3333333333,tsunami
banyak penduduk muslim,3,0,0,0,0,0,-1,many Muslim residents
apartheid,0,0,1,0,2,0,3.333333333,apartheid
suka memakai kilt,3,0,0,0,0,0,-1,likes to wear kilts
mandiri,3,0,0,0,0,0,-1,independent
cintakan filsafat,3,0,0,0,0,0,-1,love philosophy
balkan,3,0,0,0,0,0,-1,balkan
taiwan,3,0,0,0,0,0,-1,Taiwan
kurang berpendidikan,0,1,0,2,0,0,2.333333333,less educated
tarian zapin,3,0,0,0,0,0,-1,zapin dance
padat,3,0,0,0,0,0,-1,compact
suka makan pizza,3,0,0,0,0,0,-1,likes to eat pizza
suka makan mamak,3,0,0,0,0,0,-1,likes to eat mamak
amerika selatan,3,0,0,0,0,0,-1,south America
kepala suku,3,0,0,0,0,0,-1,tribal chief
suka fado,3,0,0,0,0,0,-1,love fado
ukraina,2,1,0,0,0,0,-0.3333333333,Ukraine
negara bagian,2,1,0,0,0,0,-0.3333333333,states
terancam,0,0,2,1,0,0,2.333333333,endangered
melayu,3,0,0,0,0,0,-1,Malay
rawan kelaparan,2,1,0,0,0,0,-0.3333333333,prone to starvation
hospitable,3,0,0,0,0,0,-1,hospitable
berbahasa tagalog,3,0,0,0,0,0,-1,speak tagalog
jahat,0,0,1,0,2,0,3.333333333,bad
buddha,3,0,0,0,0,0,-1,buddha
suka sepakbola,3,0,0,0,0,0,-1,love football
berbahaya,0,1,0,2,0,0,2.333333333,dangerous
memiliki banyak masalah,0,0,1,2,0,0,2.666666667,have many problems
mempunyai banyak bangunan tinggi,3,0,0,0,0,0,-1,has many tall buildings
menderita,0,1,0,1,1,0,2.666666667,suffer
rokok,0,0,1,0,2,0,3.333333333,cigarettes
suka berlayar,3,0,0,0,0,0,-1,love to sail
wangi,3,0,0,0,0,0,-1,fragrant
anggur,3,0,0,0,0,0,-1,wine
rumba,3,0,0,0,0,0,-1,rumba
pusat pemerintahan,3,0,0,0,0,0,-1,center of government
suka makan durian,3,0,0,0,0,0,-1,likes to eat durian
narkoba,1,0,1,0,1,0,1.666666667,drugs
junta militer,1,1,0,1,0,0,1,military junta
stepa,3,0,0,0,0,0,-1,steppe
sombrero,3,0,0,0,0,0,-1,sombrero
fleksibel,3,0,0,0,0,0,-1,flexible
mengontrol diri,3,0,0,0,0,0,-1,self control
pandai memanjat,2,1,0,0,0,0,-0.3333333333,good at climbing
rasisme,0,0,1,0,2,0,3.333333333,racism
suka mandi air panas,3,0,0,0,0,0,-1,likes to take a hot bath
suka nasi,3,0,0,0,0,0,-1,love rice
bandar bebas cukai,3,0,0,0,0,0,-1,duty free city
suka teh,3,0,0,0,0,0,-1,love tea
kolonialis,0,0,1,0,2,0,3.333333333,colonialist
mulia,3,0,0,0,0,0,-1,honorable
endemik,3,0,0,0,0,0,-1,endemic
bertelanjang kaki,1,1,0,0,1,0,1.333333333,barefoot
suka makan paprika,3,0,0,0,0,0,-1,likes to eat paprika
tropis,3,0,0,0,0,0,-1,tropical
berpakaian berwarna-warni,3,0,0,0,0,0,-1,colorful dress
metropolitan,3,0,0,0,0,0,-1,metropolitan
dekat dengan brunei,3,0,0,0,0,0,-1,close to Brunei
kerajaan,3,0,0,0,0,0,-1,government
negara tropis,3,0,0,0,0,0,-1,tropical countries
ramai penduduk,3,0,0,0,0,0,-1,many residents
negara kepulauan,3,0,0,0,0,0,-1,island nation
ditubuhkan,3,0,0,0,0,0,-1,established
antusias,3,0,0,0,0,0,-1,enthusiastically
atletis,3,0,0,0,0,0,-1,athletic
pemerintahan sendiri,3,0,0,0,0,0,-1,self government
ladang jagung,3,0,0,0,0,0,-1,corn field
suka seafood,3,0,0,0,0,0,-1,likes seafood
intelektual,3,0,0,0,0,0,-1,intellectual
suka minum vodka,0,1,1,0,1,0,2.333333333,likes to drink vodka
berbahasa iban,3,0,0,0,0,0,-1,speak Iban
kecil,2,1,0,0,0,0,-0.3333333333,small
dikuasai,1,0,2,0,0,0,1,dominated
ketat,1,2,0,0,0,0,0.3333333333,tight
comel,3,0,0,0,0,0,-1,cute
finlandia,3,0,0,0,0,0,-1,finland
kulit gelap,1,0,1,0,1,0,1.666666667,dark skin
mewah,3,0,0,0,0,0,-1,luxury
bahasa yang paling banyak digunakan di asia tenggara,3,0,0,0,0,0,-1,the most widely spoken language in Southeast Asia
lebanon,3,0,0,0,0,0,-1,Lebanon
bahasa resmi,3,0,0,0,0,0,-1,official language
negara kaya minyak,3,0,0,0,0,0,-1,oil rich country
besar,2,1,0,0,0,0,-0.3333333333,big
suka anggur,3,0,0,0,0,0,-1,love wine
praktis,3,0,0,0,0,0,-1,practical
orang utan,3,0,0,0,0,0,-1,orangutan
suka berperang,0,0,1,1,1,0,3,warlike
bercakap banyak,0,2,1,0,0,0,1.333333333,Talk a lot
perak,3,0,0,0,0,0,-1,silver
tulip,3,0,0,0,0,0,-1,tulips
bir,2,1,0,0,0,0,-0.3333333333,beer
makan ikan,3,0,0,0,0,0,-1,eat fish
peminum,1,1,1,0,0,0,0.6666666667,drinker
santai,3,0,0,0,0,0,-1,relax
suka manga,3,0,0,0,0,0,-1,love manga
suka berfoya-foya,0,0,1,1,1,0,3,likes to splurge
panas baran,0,0,1,0,2,0,3.333333333,hot temper
bahagia,3,0,0,0,0,0,-1,happy
austria-hungaria,3,0,0,0,0,0,-1,Austria-Hungary
pandai matematika,3,0,0,0,0,0,-1,good at math
damai,3,0,0,0,0,0,-1,peace
ingin bebas,3,0,0,0,0,0,-1,want to be free
suka teratur,3,0,0,0,0,0,-1,likes order
brave,3,0,0,0,0,0,-1,brave
suka bahasa asing,3,0,0,0,0,0,-1,love foreign languages
suka makan chili,3,0,0,0,0,0,-1,likes to eat chili
negeri islam,2,1,0,0,0,0,-0.3333333333,Islamic country
berkelompok,2,1,0,0,0,0,-0.3333333333,grouped
atletik,3,0,0,0,0,0,-1,athletic
terkenal dengan sepak bola,3,0,0,0,0,0,-1,famous for football
orangutan,3,0,0,0,0,0,-1,orangutan
bebas cukai,3,0,0,0,0,0,-1,duty free
yahudi,1,1,0,0,1,0,1.333333333,jewish
suka flamenco,3,0,0,0,0,0,-1,love flamenco
berjuang,3,0,0,0,0,0,-1,struggle
merokok,0,1,1,0,1,0,2.333333333,smoking
berbicara cepat,1,2,0,0,0,0,0.3333333333,talk fast
tertindas,1,0,1,0,1,0,1.666666667,oppressed
piramida,3,0,0,0,0,0,-1,pyramid
tertib,3,0,0,0,0,0,-1,in order
senang berkelompok,2,1,0,0,0,0,-0.3333333333,happy to group
dingin,3,0,0,0,0,0,-1,cold
makan banyak,2,1,0,0,0,0,-0.3333333333,eat a lot
primitif,2,0,0,1,0,0,0.3333333333,primitive
pekerja keras,3,0,0,0,0,0,-1,hard worker
introvert,3,0,0,0,0,0,-1,introverted
kepulauan,3,0,0,0,0,0,-1,archipelago
komunis,0,0,1,0,2,0,3.333333333,communist
bergaya,3,0,0,0,0,0,-1,stylish
makmur,3,0,0,0,0,0,-1,prosper
tidak ada populasi,3,0,0,0,0,0,-1,there is no population
berbahasa cina,3,0,0,0,0,0,-1,speak chinese
mahkamah,3,0,0,0,0,0,-1,court
moody,0,3,0,0,0,0,1,moody
keris,3,0,0,0,0,0,-1,dagger
taco,3,0,0,0,0,0,-1,tacos
tembakau,2,1,0,0,0,0,-0.3333333333,tobacco
pantai,3,0,0,0,0,0,-1,beach
jujur,3,0,0,0,0,0,-1,honest
orang laut,2,1,0,0,0,0,-0.3333333333,sea ​​people
pandai bermain basket,3,0,0,0,0,0,-1,good at playing basketball
tegar,2,1,0,0,0,0,-0.3333333333,rigid
bersemangat,3,0,0,0,0,0,-1,enthusiastic
makcik-makcik,2,1,0,0,0,0,-0.3333333333,aunts
berpakaian seragam,3,0,0,0,0,0,-1,dressed in uniform
kenduri kahwin,3,0,0,0,0,0,-1,wedding
musikal,3,0,0,0,0,0,-1,musical
haram,2,0,0,0,1,0,0.6666666667,forbidden
pandai,3,0,0,0,0,0,-1,smart
cintakan perdamaian,3,0,0,0,0,0,-1,love peace
serius,3,0,0,0,0,0,-1,seriously
terbang,3,0,0,0,0,0,-1,fly
banyak bahasa,3,0,0,0,0,0,-1,many languages
negara kota,3,0,0,0,0,0,-1,city-state
tinggi,3,0,0,0,0,0,-1,height
tartan,2,1,0,0,0,0,-0.3333333333,tartan
makan pasta,3,0,0,0,0,0,-1,eat pasta
pemberontak,0,0,0,1,2,0,3.666666667,rebel
banyak anak,2,1,0,0,0,0,-0.3333333333,many children
menindas,0,1,1,0,1,0,2.333333333,suppress
adil,3,0,0,0,0,0,-1,fair
mencintai keluarga,3,0,0,0,0,0,-1,love family
berbahasa vietnam,3,0,0,0,0,0,-1,speak vietnamese
nomadic,2,1,0,0,0,0,-0.3333333333,nomadic
romantis,3,0,0,0,0,0,-1,romantic
leprechaun,1,1,0,0,0,1,0,leprechaun
sari,3,0,0,0,0,0,-1,juice
sukar dipelajari,2,1,0,0,0,0,-0.3333333333,difficult to learn
tenang,3,0,0,0,0,0,-1,calm
lemur,3,0,0,0,0,0,-1,lemur
pusat,3,0,0,0,0,0,-1,center
malaysian,3,0,0,0,0,0,-1,Malaysian
bercakap cepat,1,2,0,0,0,0,0.3333333333,talk fast
bahasa catalan,3,0,0,0,0,0,-1,Catalan language
suka menari,3,0,0,0,0,0,-1,love to dance
suka makan pedas,3,0,0,0,0,0,-1,likes to eat spicy food
populasi besar,3,0,0,0,0,0,-1,large population
ramai,2,1,0,0,0,0,-0.3333333333,many
suka kari,3,0,0,0,0,0,-1,love curry
berbahasa creole,3,0,0,0,0,0,-1,speak creole
