Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
apreciam a cerveja,2,0,0,0,0,1,-0.6666666667,enjoy beer
dançam tango,3,0,0,0,0,0,-1,dance tango
jogam bem futebol,3,0,0,0,0,0,-1,play football well
romana,3,0,0,0,0,0,-1,roman
pele escura,2,0,0,0,1,0,0.6666666667,dark skin
atlético,3,0,0,0,0,0,-1,athletic
beligerante,2,1,0,0,0,0,-0.3333333333,belligerent
báltico,3,0,0,0,0,0,-1,Baltic
atleticanos,3,0,0,0,0,0,-1,atleticanos
gostam de fast food,2,1,0,0,0,0,-0.3333333333,like fast food
feia,0,1,1,0,1,0,2.333333333,ugly
pescadores,2,1,0,0,0,0,-0.3333333333,fishermen
pequena,2,0,0,0,0,1,-0.6666666667,small
corredores,3,0,0,0,0,0,-1,runners
cristãos,3,0,0,0,0,0,-1,Christians
gostam de tacos,2,0,1,0,0,0,0,they like tacos
estudavam muito,3,0,0,0,0,0,-1,they studied a lot
nativo,2,0,0,1,0,0,0.3333333333,native
suja,1,0,1,0,1,0,1.666666667,dirty
tártaros,3,0,0,0,0,0,-1,Tatars
capitalista,2,0,0,1,0,0,0.3333333333,capitalist
apaixonado,3,0,0,0,0,0,-1,passionate
comiam cachorro,1,0,0,1,1,0,2,ate dog
portistas,3,0,0,0,0,0,-1,portistas
calor,3,0,0,0,0,0,-1,heat
de guerra,2,0,0,0,0,1,-0.6666666667,of war
festivo,3,0,0,0,0,0,-1,festive
britânico,3,0,0,0,0,0,-1,British
sádico,1,1,0,0,1,0,1.333333333,sadist
russo,2,0,1,0,0,0,0,Russian
animais exóticos,2,1,0,0,0,0,-0.3333333333,exotic animals
doce,3,0,0,0,0,0,-1,sweet
cerveja,3,0,0,0,0,0,-1,beer
são usadas por homens,1,1,0,1,0,0,1,are used by men
introvertido,3,0,0,0,0,0,-1,introvert
falado em muitos países,3,0,0,0,0,0,-1,spoken in many countries
assassino,0,0,0,1,2,0,3.666666667,assassin
índios,2,0,0,0,1,0,0.6666666667,Indians
falante de língua celta,3,0,0,0,0,0,-1,Celtic language speaker
traficantes de drogas,0,0,0,1,2,0,3.666666667,drug dealer
a vela,3,0,0,0,0,0,-1,the candle
sapato,3,0,0,0,0,0,-1,shoe
excitantes,2,1,0,0,0,0,-0.3333333333,exciting
insulares,3,0,0,0,0,0,-1,islanders
fumantes,2,0,1,0,0,0,0,smokers
dominadores,1,1,0,1,0,0,1,dominators
armadura,3,0,0,0,0,0,-1,armor
sério,3,0,0,0,0,0,-1,serious
fado,3,0,0,0,0,0,-1,fado
albinas,3,0,0,0,0,0,-1,albinos
sofridos,2,1,0,0,0,0,-0.3333333333,suffered
índio,1,0,0,1,1,0,2,Indian
monárquico,3,0,0,0,0,0,-1,monarchical
primata,0,1,0,0,2,0,3,ape
rica,2,0,1,0,0,0,0,rich
gostam de tequila,1,0,0,2,0,0,1.666666667,they like tequila
alcochetanos,3,0,0,0,0,0,-1,alcochetanos
bebem chá,3,0,0,0,0,0,-1,drink tea
frugal,1,1,1,0,0,0,0.6666666667,frugal
comeu muito,1,1,1,0,0,0,0.6666666667,ate a lot
curtas,3,0,0,0,0,0,-1,short
caravela,3,0,0,0,0,0,-1,caravel
falam alto,1,2,0,0,0,0,0.3333333333,speak loudly
comiam muito,1,1,1,0,0,0,0.6666666667,they ate a lot
adoram sol,3,0,0,0,0,0,-1,love sun
corajosa,3,0,0,0,0,0,-1,courageous
poderoso,3,0,0,0,0,0,-1,powerful
adeptos do futebol,3,0,0,0,0,0,-1,football fans
engraçadas,3,0,0,0,0,0,-1,funny
alentejano,2,0,1,0,0,0,0,Alentejo
gostam de música,3,0,0,0,0,0,-1,they like music
culta,3,0,0,0,0,0,-1,cultured
orgulhosas,3,0,0,0,0,0,-1,proud
dançam bem,3,0,0,0,0,0,-1,they dance well
língua latina,3,0,0,0,0,0,-1,Latin language
uruguaios,3,0,0,0,0,0,-1,Uruguayans
isolada,2,1,0,0,0,0,-0.3333333333,isolated
beberrão,0,1,0,0,2,0,3,drunkard
obeso,0,1,0,1,1,0,2.666666667,obese
gostam de golfe,3,0,0,0,0,0,-1,they like golf
falantes rápidos,3,0,0,0,0,0,-1,fast speakers
marinhas,3,0,0,0,0,0,-1,marine
lutadores,2,0,0,0,0,1,-0.6666666667,fighters
gostam de massa,3,0,0,0,0,0,-1,they like pasta
magiares,3,0,0,0,0,0,-1,Magyars
tinham uma cultura rica,3,0,0,0,0,0,-1,had a rich culture
fanfarrões,1,0,0,2,0,0,1.666666667,bucks
gostam de tapas,3,0,0,0,0,0,-1,they like slaps
lingerie,3,0,0,0,0,0,-1,lingerie
descolado,3,0,0,0,0,0,-1,cool
beduínos,2,0,0,1,0,0,0.3333333333,Bedouins
filosófico,3,0,0,0,0,0,-1,philosophical
bons em golfe,3,0,0,0,0,0,-1,good at golf
nobre,3,0,0,0,0,0,-1,noble
gostam de henna,3,0,0,0,0,0,-1,they like henna
materialista,0,2,1,0,0,0,1.333333333,materialistic
roupas íntimas masculinas,3,0,0,0,0,0,-1,men's underwear
beberam muito,0,1,2,0,0,0,1.666666667,they drank a lot
emotivo,3,0,0,0,0,0,-1,emotional
pacificadores,3,0,0,0,0,0,-1,peacemakers
marinho,3,0,0,0,0,0,-1,marine
celta,3,0,0,0,0,0,-1,Celtic
espiritual,3,0,0,0,0,0,-1,spiritual
religioso,3,0,0,0,0,0,-1,religious
carismáticas,3,0,0,0,0,0,-1,charismatic
paradisíaca,3,0,0,0,0,0,-1,paradisiacal
afeiçoados ao futebol,3,0,0,0,0,0,-1,fond of football
menos falado,3,0,0,0,0,0,-1,less talked about
gostam de vinho,2,0,0,1,0,0,0.3333333333,they like wine
calça,3,0,0,0,0,0,-1,pants
sofisticado,3,0,0,0,0,0,-1,sophisticated
ágiles,3,0,0,0,0,0,-1,agile
simpática,3,0,0,0,0,0,-1,friendly
animadas,3,0,0,0,0,0,-1,lively
corajoso,3,0,0,0,0,0,-1,brave
não bebiam muito,3,0,0,0,0,0,-1,they didn't drink much
pequenas embarcações,3,0,0,0,0,0,-1,small boats
apertadas,3,0,0,0,0,0,-1,tight
sujo,0,0,1,1,1,0,3,dirty
muçulmano,3,0,0,0,0,0,-1,Muslim
roupa,3,0,0,0,0,0,-1,clothing
bebiam chá,3,0,0,0,0,0,-1,drank tea
muitos habitantes,3,0,0,0,0,0,-1,many inhabitants
traficante,0,0,0,1,2,0,3.666666667,drug dealer
pacífico,3,0,0,0,0,0,-1,Pacific
dramático,1,2,0,0,0,0,0.3333333333,dramatic
inflamável,1,1,1,0,0,0,0.6666666667,flammable
conquistador,3,0,0,0,0,0,-1,conquer
bons em artes marciais,3,0,0,0,0,0,-1,good at martial arts
navais,3,0,0,0,0,0,-1,naval
apaixonado por sardinhas,3,0,0,0,0,0,-1,in love with sardines
guerreira,3,0,0,0,0,0,-1,Warrior
navio,3,0,0,0,0,0,-1,ship
fediam,0,0,1,1,1,0,3,they stank
trabalhadora,3,0,0,0,0,0,-1,worker
fanfarrão,1,0,0,2,0,0,1.666666667,bully
bons em tiro esportivo,3,0,0,0,0,0,-1,good at sports shooting
boêmios,1,1,1,0,0,0,0.6666666667,bohemians
aristocráticas,3,0,0,0,0,0,-1,aristocratic
kiwi,3,0,0,0,0,0,-1,Kiwi
despóticos,0,0,2,1,0,0,2.333333333,despotic
arrogante,0,1,0,2,0,0,2.333333333,arrogant
falante,3,0,0,0,0,0,-1,speaker
soldados,3,0,0,0,0,0,-1,soldiers
calvinistas,2,0,1,0,0,0,0,Calvinists
nómadas,2,0,1,0,0,0,0,nomads
equatoriais,2,0,1,0,0,0,0,equatorial
amantes da paella,3,0,0,0,0,0,-1,paella lovers
são russos,2,0,0,1,0,0,0.3333333333,are Russians
artesanato,3,0,0,0,0,0,-1,craftsmanship
autoritário,1,1,0,1,0,0,1,authoritarian
bons em escalada,3,0,0,0,0,0,-1,good at climbing
gostam de pirâmides,3,0,0,0,0,0,-1,they like pyramids
comunista,2,0,0,1,0,0,0.3333333333,communist
pontual,3,0,0,0,0,0,-1,one-off
grego,3,0,0,0,0,0,-1,Greek
roupa íntima,3,0,0,0,0,0,-1,underwear
com mais dinheiro,2,1,0,0,0,0,-0.3333333333,with more money
falam espanhol,3,0,0,0,0,0,-1,speak Spanish
altas,3,0,0,0,0,0,-1,high
esnobe,0,2,0,1,0,0,1.666666667,snob
temperamentais,2,0,1,0,0,0,0,temperamental
católico,3,0,0,0,0,0,-1,Catholic
montanhoso,3,0,0,0,0,0,-1,mountainous
aventureiro,3,0,0,0,0,0,-1,adventurous
bons em muay thai,3,0,0,0,0,0,-1,good at muay thai
boêmio,1,1,0,1,0,0,1,Bohemian
melancólico,2,0,1,0,0,0,0,melancholy
são calças,3,0,0,0,0,0,-1,they are pants
fazendeiros,2,1,0,0,0,0,-0.3333333333,farmers
rude,0,3,0,0,0,0,1,rude
gostam de karaoke,3,0,0,0,0,0,-1,like karaoke
navios pequenos,3,0,0,0,0,0,-1,small ships
universitário,3,0,0,0,0,0,-1,university
barulhento,0,2,1,0,0,0,1.333333333,noisy
bem alimentados,3,0,0,0,0,0,-1,well fed
fluente,3,0,0,0,0,0,-1,fluent
grande,2,1,0,0,0,0,-0.3333333333,big
masculina,2,1,0,0,0,0,-0.3333333333,masculine
gatos,3,0,0,0,0,0,-1,cats
hostis,0,1,2,0,0,0,1.666666667,hostile
governantes corruptos,0,0,1,0,2,0,3.333333333,corrupt rulers
passivo,2,0,1,0,0,0,0,passive
criminoso,1,0,0,0,2,0,2.333333333,criminal
dançarinas,3,0,0,0,0,0,-1,dancers
pequenos navios de guerra,3,0,0,0,0,0,-1,small warships
sensuais,3,0,0,0,0,0,-1,sensual
salsicha,2,1,0,0,0,0,-0.3333333333,sausage
portuguese,3,0,0,0,0,0,-1,Portuguese
romântico,3,0,0,0,0,0,-1,romantic
deserto,3,0,0,0,0,0,-1,desert
charmosas,3,0,0,0,0,0,-1,charming
bons em argila,3,0,0,0,0,0,-1,good in clay
alemã,3,0,0,0,0,0,-1,german
aborígene,2,1,0,0,0,0,-0.3333333333,aboriginal
língua internacional,3,0,0,0,0,0,-1,international language
gostam de festa,2,1,0,0,0,0,-0.3333333333,they like to party
barulhentos,0,2,0,1,0,0,1.666666667,noisy
malucos,0,1,0,1,1,0,2.666666667,crazy
acolhedor,3,0,0,0,0,0,-1,welcoming
ditadores,0,0,1,1,1,0,3,dictators
descendentes de tártaros,3,0,0,0,0,0,-1,descendants of Tatars
monarquista,3,0,0,0,0,0,-1,monarchist
antiguidade,3,0,0,0,0,0,-1,antique
refugiados,2,0,0,0,0,1,-0.6666666667,refugees
animado,3,0,0,0,0,0,-1,cheered up
gostam de vodka,2,0,0,0,1,0,0.6666666667,they like vodka
trabalhador,3,0,0,0,0,0,-1,worker
bom em futebol,3,0,0,0,0,0,-1,good at football
falante de língua românica,3,0,0,0,0,0,-1,Romance language speaker
gostam de sauna,3,0,0,0,0,0,-1,like sauna
gostam de chá,3,0,0,0,0,0,-1,they like tea
refugiado,2,0,0,0,0,1,-0.6666666667,refugee
latino,3,0,0,0,0,0,-1,Latin
bons em vela,3,0,0,0,0,0,-1,good at sailing
surfista,3,0,0,0,0,0,-1,surfer
sedutoras,3,0,0,0,0,0,-1,seductive
terno,3,0,0,0,0,0,-1,suit
menos usado,2,1,0,0,0,0,-0.3333333333,least used
falado por muitos,3,0,0,0,0,0,-1,spoken by many
sensual,3,0,0,0,0,0,-1,sexy
azerbaijano,3,0,0,0,0,0,-1,Azerbaijani
mais falado,3,0,0,0,0,0,-1,most talked about
franceses,3,0,0,0,0,0,-1,French
sábios,3,0,0,0,0,0,-1,wise
filósofo,3,0,0,0,0,0,-1,philosopher
portuguesa,3,0,0,0,0,0,-1,Portuguese
gauchos,3,0,0,0,0,0,-1,gauchos
romano,3,0,0,0,0,0,-1,Roman
gostam de rum,2,0,0,1,0,0,0.3333333333,they like rum
mais frio,1,2,0,0,0,0,0.3333333333,colder
bons em cozinha,3,0,0,0,0,0,-1,good at cooking
fala muito,0,3,0,0,0,0,1,talks a lot
virilidade,1,1,1,0,0,0,0.6666666667,virility
veleiro,3,0,0,0,0,0,-1,sailboat
portuense,3,0,0,0,0,0,-1,Porto
gostam de peixe,3,0,0,0,0,0,-1,they like fish
civilizado,3,0,0,0,0,0,-1,civilized
delicioso,3,0,0,0,0,0,-1,delicious
montanhistas,3,0,0,0,0,0,-1,mountaineers
judeu,2,0,0,0,0,1,-0.6666666667,Jewish
selvagem,0,0,1,2,0,0,2.666666667,wild
ladrões,0,0,0,0,3,0,4,thieves
amigáveis,3,0,0,0,0,0,-1,friendly
amam karaoke,3,0,0,0,0,0,-1,love karaoke
nórdico,3,0,0,0,0,0,-1,Nordic
apreciam chá,3,0,0,0,0,0,-1,enjoy tea
cobertas de ferro,3,0,0,0,0,0,-1,covered in iron
franco,3,0,0,0,0,0,-1,frank
bagunceiros,0,0,2,1,0,0,2.333333333,messy
luso,3,0,0,0,0,0,-1,Portuguese
rico em petróleo,3,0,0,0,0,0,-1,rich in oil
ambicioso,3,0,0,0,0,0,-1,ambitious
formal,3,0,0,0,0,0,-1,formal
bons em matemática,3,0,0,0,0,0,-1,good at math
comem arroz,3,0,0,0,0,0,-1,eat rice
dócil,3,0,0,0,0,0,-1,docile
adeptos do fc porto,3,0,0,0,0,0,-1,FC Porto fans
primitivo,0,1,0,1,1,0,2.666666667,primitive
bebuns,0,1,1,1,0,0,2,babies
elegante,3,0,0,0,0,0,-1,elegant
morenas,3,0,0,0,0,0,-1,brunettes
católica,3,0,0,0,0,0,-1,catholic
rápido,3,0,0,0,0,0,-1,fast
loiro,3,0,0,0,0,0,-1,blonde
de origem africana,3,0,0,0,0,0,-1,of African origin
civilizadas,3,0,0,0,0,0,-1,civilized
empreendedores,3,0,0,0,0,0,-1,entrepreneurs
resistente ao frio,3,0,0,0,0,0,-1,cold resistant
ágil,3,0,0,0,0,0,-1,agile
animal,0,0,2,1,0,0,2.333333333,animal
magrebino,3,0,0,0,0,0,-1,Maghreb
alegre,3,0,0,0,0,0,-1,happy
agressivo,0,1,0,2,0,0,2.333333333,aggressive
navios antigos,3,0,0,0,0,0,-1,ancient ships
beberrões,0,1,0,2,0,0,2.333333333,drunkards
jogador de futebol,3,0,0,0,0,0,-1,football player
andino,3,0,0,0,0,0,-1,Andean
confortáveis,3,0,0,0,0,0,-1,comfortable
chineses,3,0,0,0,0,0,-1,Chinese
estudioso,3,0,0,0,0,0,-1,studious
frágeis,3,0,0,0,0,0,-1,fragile
gostam de uísque,2,0,0,1,0,0,0.3333333333,they like whiskey
lento,1,1,1,0,0,0,0.6666666667,slow
boxer,3,0,0,0,0,0,-1,boxer
confiantes,3,0,0,0,0,0,-1,confident
antigo,2,1,0,0,0,0,-0.3333333333,old
amantes da limpeza,3,0,0,0,0,0,-1,cleaning lovers
africano,3,0,0,0,0,0,-1,African
albanês,3,0,0,0,0,0,-1,Albanian
educada,3,0,0,0,0,0,-1,polite
beduíno,3,0,0,0,0,0,-1,Bedouin
bebedores,2,0,0,1,0,0,0.3333333333,drinkers
pequenos barcos,3,0,0,0,0,0,-1,small boats
pontuais,3,0,0,0,0,0,-1,punctual
falante de espanhol,3,0,0,0,0,0,-1,Spanish speaker
equatorial,3,0,0,0,0,0,-1,equatorial
criativo,3,0,0,0,0,0,-1,creative
falante de língua latina,3,0,0,0,0,0,-1,Latin language speaker
árabe,3,0,0,0,0,0,-1,Arabic
gostam de chocolate,3,0,0,0,0,0,-1,they like chocolate
mal-humorado,0,3,0,0,0,0,1,grumpy
descontraídas,3,0,0,0,0,0,-1,relaxed
são um povo,3,0,0,0,0,0,-1,are a people
durões,2,1,0,0,0,0,-0.3333333333,tough
sexy,3,0,0,0,0,0,-1,sexy
jogam futebol,3,0,0,0,0,0,-1,play soccer
bagpipes,3,0,0,0,0,0,-1,bagpipes
bons em esqui,3,0,0,0,0,0,-1,good at skiing
branco,2,0,0,1,0,0,0.3333333333,white
libertadores,3,0,0,0,0,0,-1,liberators
importante,3,0,0,0,0,0,-1,important
falantes de línguas românicas,3,0,0,0,0,0,-1,speakers of romance languages
gostam de cerveja,2,0,0,1,0,0,0.3333333333,they like beer
intelectuais,3,0,0,0,0,0,-1,intellectuals
são neutros,3,0,0,0,0,0,-1,are neutral
preguiçoso,1,1,0,1,0,0,1,lazy
a segunda língua mais falada,3,0,0,0,0,0,-1,the second most spoken language
raçudos,2,0,1,0,0,0,0,raçudos
vitorianas,3,0,0,0,0,0,-1,Victorian
introvertida,3,0,0,0,0,0,-1,introverted
peixeiro,0,1,1,0,0,1,1,fishmonger
falam crioulo,3,0,0,0,0,0,-1,speak Creole
nazista,0,0,0,0,3,0,4,Nazi
espiritualizado,3,0,0,0,0,0,-1,spiritualized
gordo,0,1,0,1,1,0,2.666666667,fat
pirata,0,0,1,2,0,0,2.666666667,pirate
gostam de fado,3,0,0,0,0,0,-1,they like fado
adoram salsicha,3,0,0,0,0,0,-1,love sausage
hospitaleiro,3,0,0,0,0,0,-1,hospitable
obediente,3,0,0,0,0,0,-1,obedient
musculosos,3,0,0,0,0,0,-1,muscular
monarquia,3,0,0,0,0,0,-1,monarchy
fleumático,2,1,0,0,0,0,-0.3333333333,phlegmatic
bom de copo,1,1,0,1,0,0,1,good in a glass
apertado,3,0,0,0,0,0,-1,tight
velha,1,0,1,0,1,0,1.666666667,old
aldrabões,0,0,0,2,1,0,3.333333333,cheats
antiga cidade,3,0,0,0,0,0,-1,ancient city
waffles,3,0,0,0,0,0,-1,waffles
corredor,3,0,0,0,0,0,-1,Hall
afável,3,0,0,0,0,0,-1,affable
esportes radicais,3,0,0,0,0,0,-1,radical sports
escritor,3,0,0,0,0,0,-1,writer
sorriem muito,3,0,0,0,0,0,-1,smile a lot
jogador,3,0,0,0,0,0,-1,player
bengali,3,0,0,0,0,0,-1,Bengali
gostam de paella,3,0,0,0,0,0,-1,they like paella
campeões,3,0,0,0,0,0,-1,champions
bons em dança,3,0,0,0,0,0,-1,good at dancing
a cidade,3,0,0,0,0,0,-1,the city
educadas,3,0,0,0,0,0,-1,polite
afro-americanos,3,0,0,0,0,0,-1,african-American
realista,3,0,0,0,0,0,-1,realist
ruínas,2,1,0,0,0,0,-0.3333333333,ruins
dançarino,3,0,0,0,0,0,-1,dancer
bons em boxe,3,0,0,0,0,0,-1,good at boxing
peixe,2,1,0,0,0,0,-0.3333333333,fish
funcionários,3,0,0,0,0,0,-1,employees
bom vinho,3,0,0,0,0,0,-1,good wine
vivem em madagascar,3,0,0,0,0,0,-1,live in madagascar
académicos,3,0,0,0,0,0,-1,academics
amantes de festas,3,0,0,0,0,0,-1,party lovers
excêntricos,2,1,0,0,0,0,-0.3333333333,eccentrics
bons em arco e flecha,3,0,0,0,0,0,-1,good at archery
legais,3,0,0,0,0,0,-1,cool
forte,3,0,0,0,0,0,-1,strong
lusitano,3,0,0,0,0,0,-1,Portuguese
galeses,3,0,0,0,0,0,-1,Welsh
praia,3,0,0,0,0,0,-1,beach
gostam de siri,3,0,0,0,0,0,-1,they like crab
falado em todo o mundo,3,0,0,0,0,0,-1,spoken around the world
meninos,3,0,0,0,0,0,-1,boys
gostam de estudar,3,0,0,0,0,0,-1,they like to study
masculino,3,0,0,0,0,0,-1,masculine
indígena,2,0,0,0,0,1,-0.6666666667,indigenous
atleta,3,0,0,0,0,0,-1,athlete
bom em falar,3,0,0,0,0,0,-1,good at talking
fumadores,2,1,0,0,0,0,-0.3333333333,smokers
vodka,3,0,0,0,0,0,-1,vodka
antiga cidade portuguesa,3,0,0,0,0,0,-1,old Portuguese city
short,3,0,0,0,0,0,-1,shorts
cães,1,1,1,0,0,0,0.6666666667,dogs
lusitana,3,0,0,0,0,0,-1,Portuguese
paulista,3,0,0,0,0,0,-1,paulista
coloridas,3,0,0,0,0,0,-1,colorful
ilha,3,0,0,0,0,0,-1,island
feijão,3,0,0,0,0,0,-1,bean
felizes,3,0,0,0,0,0,-1,happy
são navios,3,0,0,0,0,0,-1,are ships
acolhedora,3,0,0,0,0,0,-1,welcoming
direto,3,0,0,0,0,0,-1,direct
submissas,3,0,0,0,0,0,-1,submissive
andam de camelo,3,0,0,0,0,0,-1,ride a camel
sintético,3,0,0,0,0,0,-1,synthetic
reis,3,0,0,0,0,0,-1,kings
bandidos,0,0,0,1,2,0,3.666666667,bandits
são roupas,3,0,0,0,0,0,-1,are clothes
mal educados,0,0,1,2,0,0,2.666666667,rude
sexuais,3,0,0,0,0,0,-1,sexual
beijadores,3,0,0,0,0,0,-1,kissers
são francos,3,0,0,0,0,0,-1,they are frank
nacionalista,3,0,0,0,0,0,-1,nationalist
conservadora,3,0,0,0,0,0,-1,conservative
faladores,3,0,0,0,0,0,-1,talkers
grandes navios,3,0,0,0,0,0,-1,big ships
misterioso,3,0,0,0,0,0,-1,mysterious
acolhedores,3,0,0,0,0,0,-1,welcoming
irreverentes,3,0,0,0,0,0,-1,irreverent
estudiosas,3,0,0,0,0,0,-1,scholars
gostam de cachupa,3,0,0,0,0,0,-1,they like cachupa
cinto,3,0,0,0,0,0,-1,belt
leais,3,0,0,0,0,0,-1,loyal
romanizado,3,0,0,0,0,0,-1,romanized
mediterrâneo,3,0,0,0,0,0,-1,Mediterranean
ovelhas,2,1,0,0,0,0,-0.3333333333,sheep
educado,3,0,0,0,0,0,-1,educated
italiano,3,0,0,0,0,0,-1,Italian
rebeldes,2,1,0,0,0,0,-0.3333333333,rebels
cidade romana,3,0,0,0,0,0,-1,roman city
artísticos,3,0,0,0,0,0,-1,artistic
bom em fado,3,0,0,0,0,0,-1,good at fado
espirituais,3,0,0,0,0,0,-1,spiritual
sociáveis,3,0,0,0,0,0,-1,sociable
bom cozinheiro,3,0,0,0,0,0,-1,good cook
gostam de comer carne,3,0,0,0,0,0,-1,like to eat meat
folgado,1,1,1,0,0,0,0.6666666667,loose
adoram escalar montanhas,3,0,0,0,0,0,-1,love climbing mountains
comerciantes,3,0,0,0,0,0,-1,merchants
desconfortáveis,2,1,0,0,0,0,-0.3333333333,uncomfortable
saboroso,3,0,0,0,0,0,-1,Tasty
falantes de português,3,0,0,0,0,0,-1,Portuguese speakers
navegação,3,0,0,0,0,0,-1,navigation
bons em taekwondo,3,0,0,0,0,0,-1,good at taekwondo
amantes da música,3,0,0,0,0,0,-1,music lovers
pão durinho,3,0,0,0,0,0,-1,hard bread
corrupto,0,0,0,0,3,0,4,corrupt
ousado,2,0,1,0,0,0,0,bold
gostam de futebol,3,0,0,0,0,0,-1,they like football
organizado,3,0,0,0,0,0,-1,organized
alemães,3,0,0,0,0,0,-1,Germans
festeiro,2,1,0,0,0,0,-0.3333333333,partygoer
relógio,3,0,0,0,0,0,-1,clock
erudito,2,1,0,0,0,0,-0.3333333333,erudite
protestante,2,0,0,1,0,0,0.3333333333,Protestant
bebedor,0,2,0,1,0,0,1.666666667,drinker
bons escaladores,3,0,0,0,0,0,-1,good climbers
violento,0,0,1,0,2,0,3.333333333,violent
manso,1,1,0,1,0,0,1,meek
guerra,2,1,0,0,0,0,-0.3333333333,war
metódico,3,0,0,0,0,0,-1,methodical
mulheres,3,0,0,0,0,0,-1,women
insular,3,0,0,0,0,0,-1,island
gostam de sushi,3,0,0,0,0,0,-1,they like sushi
velho,1,0,2,0,0,0,1,old
parisiense,3,0,0,0,0,0,-1,Parisian
língua oficial da espanha,3,0,0,0,0,0,-1,official language of spain
frio,2,1,0,0,0,0,-0.3333333333,cold
descontraído,3,0,0,0,0,0,-1,relaxed
conquistadores,3,0,0,0,0,0,-1,conquerors
conservadores,3,0,0,0,0,0,-1,conservatives
falantes da língua,3,0,0,0,0,0,-1,language speakers
gostam de charutos,3,0,0,0,0,0,-1,they like cigars
isolado,2,1,0,0,0,0,-0.3333333333,isolated
espiritualistas,3,0,0,0,0,0,-1,spiritualists
cozinha,3,0,0,0,0,0,-1,kitchen
bárbaro,1,1,0,0,1,0,1.333333333,barbarian
língua oficial de portugal,3,0,0,0,0,0,-1,official language of portugal
comiam batatas fritas,3,0,0,0,0,0,-1,ate french fries
rica em petróleo,3,0,0,0,0,0,-1,rich in oil
lemur,2,0,0,1,0,0,0.3333333333,lemur
coreano,3,0,0,0,0,0,-1,Korean
braga,3,0,0,0,0,0,-1,braga
cidade portuguesa,3,0,0,0,0,0,-1,Portuguese city
pobre,1,1,1,0,0,0,0.6666666667,poor
escravistas,0,0,0,3,0,0,3,slavers
pequenos navios,3,0,0,0,0,0,-1,small ships
humilde,3,0,0,0,0,0,-1,humble
dominado,3,0,0,0,0,0,-1,dominated
gostam de sardinha,3,0,0,0,0,0,-1,they like sardines
explosivo,0,3,0,0,0,0,1,explosive
escocês,3,0,0,0,0,0,-1,Scottish
comem muito arroz,3,0,0,0,0,0,-1,eat a lot of rice
