Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
bom em churrasco,3,0,0,0,0,0,-1, 
grego,3,0,0,0,0,0,-1, 
gostam de rum,2,1,0,0,0,0,-0.3333333333, 
barulhento,1,0,1,0,1,0,1.666666667, 
bravo,1,0,1,1,0,0,1.333333333, 
gostam de pão de queijo,3,0,0,0,0,0,-1, 
gostam de massa,3,0,0,0,0,0,-1, 
hinduístas,3,0,0,0,0,0,-1, 
judeu,3,0,0,0,0,0,-1, 
malvados,1,0,0,0,2,0,2.333333333, 
adoram carnaval,3,0,0,0,0,0,-1, 
fala enrolado,1,2,0,0,0,0,0.3333333333, 
irreverentes,2,1,0,0,0,0,-0.3333333333, 
islã,3,0,0,0,0,0,-1, 
estão em crise,3,0,0,0,0,0,-1, 
confiantes,3,0,0,0,0,0,-1, 
fala tupi-guarani,3,0,0,0,0,0,-1, 
sádico,1,0,0,1,1,0,2, 
falador,1,1,0,1,0,0,1, 
revolucionário,3,0,0,0,0,0,-1, 
resistente ao frio,3,0,0,0,0,0,-1, 
gorda,0,0,0,0,3,0,4, 
gostam de tequila,2,0,1,0,0,0,0, 
bom nadador,3,0,0,0,0,0,-1, 
espiritualistas,3,0,0,0,0,0,-1, 
perfeccionista,2,1,0,0,0,0,-0.3333333333, 
pescadores,3,0,0,0,0,0,-1, 
gostam de surf,3,0,0,0,0,0,-1, 
bom em futebol,3,0,0,0,0,0,-1, 
gosta de carne,3,0,0,0,0,0,-1, 
reservados,2,1,0,0,0,0,-0.3333333333, 
muito valente,3,0,0,0,0,0,-1, 
apreciam chá,3,0,0,0,0,0,-1, 
bons em vaquejada,3,0,0,0,0,0,-1, 
descendentes de tártaros,2,0,0,0,1,0,0.6666666667, 
parisiense,3,0,0,0,0,0,-1, 
traficante,0,0,0,1,2,0,3.666666667, 
bons em golfe,3,0,0,0,0,0,-1, 
refinados,3,0,0,0,0,0,-1, 
magiares,3,0,0,0,0,0,-1, 
andam de bicicleta,3,0,0,0,0,0,-1, 
apaixonado,3,0,0,0,0,0,-1, 
tango,3,0,0,0,0,0,-1, 
rebeldes,1,1,1,0,0,0,0.6666666667, 
descendente de alemães,2,0,0,1,0,0,0.3333333333, 
dramático,2,1,0,0,0,0,-0.3333333333, 
surfista,3,0,0,0,0,0,-1, 
único,3,0,0,0,0,0,-1, 
lemur,3,0,0,0,0,0,-1, 
pontuais,3,0,0,0,0,0,-1, 
isolados,1,1,1,0,0,0,0.6666666667, 
egoísta,1,0,0,0,2,0,2.333333333, 
excêntricos,1,0,0,1,1,0,2, 
descontente,1,0,2,0,0,0,1, 
amantes do futebol,3,0,0,0,0,0,-1, 
rubro-negro,2,1,0,0,0,0,-0.3333333333, 
comedor de açaí,2,1,0,0,0,0,-0.3333333333, 
afetuoso,3,0,0,0,0,0,-1, 
deserto,3,0,0,0,0,0,-1, 
falante nativo,3,0,0,0,0,0,-1, 
coreano,3,0,0,0,0,0,-1, 
calvinistas,3,0,0,0,0,0,-1, 
bons em escalada,3,0,0,0,0,0,-1, 
falante de francês,3,0,0,0,0,0,-1, 
isolado,2,1,0,0,0,0,-0.3333333333, 
tem o maior pib per capita,3,0,0,0,0,0,-1, 
franceses,3,0,0,0,0,0,-1, 
albaneses,3,0,0,0,0,0,-1, 
vencedor,3,0,0,0,0,0,-1, 
falante de língua celta,3,0,0,0,0,0,-1, 
estimulante,3,0,0,0,0,0,-1, 
comiam cachorro,1,0,0,1,1,0,2, 
esquentado,1,0,1,1,0,0,1.333333333, 
apaixonados por futebol,3,0,0,0,0,0,-1, 
gosta de comer carne de bode,3,0,0,0,0,0,-1, 
bons em rugby,3,0,0,0,0,0,-1, 
descolado,3,0,0,0,0,0,-1, 
fleumático,3,0,0,0,0,0,-1, 
gostam de golfe,3,0,0,0,0,0,-1, 
capital do brasil,3,0,0,0,0,0,-1, 
caribenho,3,0,0,0,0,0,-1, 
interiorano,2,0,1,0,0,0,0, 
kiwi,3,0,0,0,0,0,-1, 
gostam de vinho,2,1,0,0,0,0,-0.3333333333, 
bom em falar,3,0,0,0,0,0,-1, 
comem muita pimenta,3,0,0,0,0,0,-1, 
ignorante,1,0,0,0,2,0,2.333333333, 
têm o cabelo crespo,2,0,0,0,1,0,0.6666666667, 
gostam de comer fast food,2,1,0,0,0,0,-0.3333333333, 
curtas,3,0,0,0,0,0,-1, 
gostam de comer bolo de rolo,3,0,0,0,0,0,-1, 
bom em capoeira,3,0,0,0,0,0,-1, 
forte,3,0,0,0,0,0,-1, 
mal educado,1,0,0,0,2,0,2.333333333, 
ladrões,0,0,0,0,3,0,4, 
torcem para o coritiba,3,0,0,0,0,0,-1, 
gordo,0,0,0,0,3,0,4, 
idealistas,3,0,0,0,0,0,-1, 
jogador de futebol,3,0,0,0,0,0,-1, 
gostam de cerveja,2,0,1,0,0,0,0, 
mais frio,2,0,1,0,0,0,0, 
gelado,2,1,0,0,0,0,-0.3333333333, 
escravo,1,0,0,0,2,0,2.333333333, 
fanfarrão,1,0,0,1,1,0,2, 
torcedor do avaí,3,0,0,0,0,0,-1, 
antigo,2,0,1,0,0,0,0, 
falam romeno,3,0,0,0,0,0,-1, 
vivem em madagascar,3,0,0,0,0,0,-1, 
albanês,3,0,0,0,0,0,-1, 
frugal,2,1,0,0,0,0,-0.3333333333, 
franco,3,0,0,0,0,0,-1, 
rude,0,0,1,1,1,0,3, 
bravio,0,1,1,0,1,0,2.333333333, 
cavalo,0,0,1,0,2,0,3.333333333, 
gosta de açaí,3,0,0,0,0,0,-1, 
língua internacional,3,0,0,0,0,0,-1, 
mulatas,1,0,0,1,1,0,2, 
gosta de jogar sinuca,3,0,0,0,0,0,-1, 
gostam de cachupa,2,1,0,0,0,0,-0.3333333333, 
calor,3,0,0,0,0,0,-1, 
disciplinadas,3,0,0,0,0,0,-1, 
waffles,3,0,0,0,0,0,-1, 
gosta de futebol,3,0,0,0,0,0,-1, 
gosta de carne de sol,3,0,0,0,0,0,-1, 
reservado,3,0,0,0,0,0,-1, 
adoro comida picante,3,0,0,0,0,0,-1, 
vitorioso,3,0,0,0,0,0,-1, 
bom em vaquejada,3,0,0,0,0,0,-1, 
brutais,1,0,0,0,2,0,2.333333333, 
falantes de línguas românicas,3,0,0,0,0,0,-1, 
comedores de pequi,2,1,0,0,0,0,-0.3333333333, 
de pele escura,2,0,0,0,1,0,0.6666666667, 
vodka,3,0,0,0,0,0,-1, 
raçudos,3,0,0,0,0,0,-1, 
branco,3,0,0,0,0,0,-1, 
bebedor,2,0,0,0,1,0,0.6666666667, 
agricultores,2,1,0,0,0,0,-0.3333333333, 
filosófico,3,0,0,0,0,0,-1, 
gosta de churrasco,3,0,0,0,0,0,-1, 
safari,2,0,0,0,1,0,0.6666666667, 
acolhedores,3,0,0,0,0,0,-1, 
adoram moqueca,3,0,0,0,0,0,-1, 
leais,3,0,0,0,0,0,-1, 
adoram o carnaval,3,0,0,0,0,0,-1, 
calças,3,0,0,0,0,0,-1, 
rico em petróleo,3,0,0,0,0,0,-1, 
durões,1,2,0,0,0,0,0.3333333333, 
adoram pastel,3,0,0,0,0,0,-1, 
torcem para o uruguai,3,0,0,0,0,0,-1, 
come muito churrasco,3,0,0,0,0,0,-1, 
falado em portugal,3,0,0,0,0,0,-1, 
tinham muitas raparigas,0,0,0,2,1,0,3.333333333, 
fluente,3,0,0,0,0,0,-1, 
falam alto,0,1,1,1,0,0,2, 
pioneiros,2,1,0,0,0,0,-0.3333333333, 
falante de espanhol,3,0,0,0,0,0,-1, 
drogados,0,0,0,0,3,0,4, 
malandra,1,0,0,0,2,0,2.333333333, 
gosta de praia,3,0,0,0,0,0,-1, 
povo,3,0,0,0,0,0,-1, 
introvertida,2,1,0,0,0,0,-0.3333333333, 
nazista,0,0,0,0,3,0,4, 
pastel,2,1,0,0,0,0,-0.3333333333, 
espiritual,3,0,0,0,0,0,-1, 
adoram rapadura,3,0,0,0,0,0,-1, 
comem muito,1,0,2,0,0,0,1, 
bronzeado,3,0,0,0,0,0,-1, 
ucraniano,3,0,0,0,0,0,-1, 
falantes de manx,3,0,0,0,0,0,-1, 
muitos habitantes,3,0,0,0,0,0,-1, 
come carne,3,0,0,0,0,0,-1, 
acolhedor,3,0,0,0,0,0,-1, 
disciplinado,3,0,0,0,0,0,-1, 
gatos,3,0,0,0,0,0,-1, 
falam crioulo,2,0,0,0,1,0,0.6666666667, 
pontual,3,0,0,0,0,0,-1, 
chineses,3,0,0,0,0,0,-1, 
com sotaque,1,1,1,0,0,0,0.6666666667, 
temperamentais,1,0,2,0,0,0,1, 
submissas,1,0,1,1,0,0,1.333333333, 
bons em muay thai,3,0,0,0,0,0,-1, 
alemão,3,0,0,0,0,0,-1, 
conquistadores,3,0,0,0,0,0,-1, 
rápido,3,0,0,0,0,0,-1, 
trabalhador,3,0,0,0,0,0,-1, 
colonizador,2,1,0,0,0,0,-0.3333333333, 
clube,3,0,0,0,0,0,-1, 
bom de bola,3,0,0,0,0,0,-1, 
gesticulam muito,1,2,0,0,0,0,0.3333333333, 
escritor,3,0,0,0,0,0,-1, 
bebedores,1,0,0,0,2,0,2.333333333, 
duro,1,0,0,2,0,0,1.666666667, 
adoram pão de queijo,3,0,0,0,0,0,-1, 
carnavalesco,3,0,0,0,0,0,-1, 
torcem para o flamengo,3,0,0,0,0,0,-1, 
bons em tiro esportivo,2,0,1,0,0,0,0, 
econômicos,3,0,0,0,0,0,-1, 
gostam de correr,3,0,0,0,0,0,-1, 
analfabeto,1,0,0,0,2,0,2.333333333, 
isolada,2,1,0,0,0,0,-0.3333333333, 
bons escaladores,3,0,0,0,0,0,-1, 
time,3,0,0,0,0,0,-1, 
descontraído,3,0,0,0,0,0,-1, 
cabras da peste,3,0,0,0,0,0,-1, 
pirata,2,1,0,0,0,0,-0.3333333333, 
festivo,3,0,0,0,0,0,-1, 
torcedor do flamengo,3,0,0,0,0,0,-1, 
friorento,3,0,0,0,0,0,-1, 
bons em reggaeton,3,0,0,0,0,0,-1, 
short,3,0,0,0,0,0,-1, 
homem do campo,3,0,0,0,0,0,-1, 
torcedor,2,1,0,0,0,0,-0.3333333333, 
bebuns,1,0,0,0,2,0,2.333333333, 
maranhão,3,0,0,0,0,0,-1, 
mediterrâneo,3,0,0,0,0,0,-1, 
violadores,1,0,0,0,2,0,2.333333333, 
pão-duro,1,0,0,1,1,0,2, 
prepotentes,1,0,0,0,2,0,2.333333333, 
viking,3,0,0,0,0,0,-1, 
bom em comer pimenta,3,0,0,0,0,0,-1, 
artesanato,3,0,0,0,0,0,-1, 
sério,3,0,0,0,0,0,-1, 
aventureiro,3,0,0,0,0,0,-1, 
desbravadores,3,0,0,0,0,0,-1, 
bem-humorados,3,0,0,0,0,0,-1, 
introvertido,2,1,0,0,0,0,-0.3333333333, 
cães,2,0,1,0,0,0,0, 
rica em petróleo,3,0,0,0,0,0,-1, 
dançam tango,3,0,0,0,0,0,-1, 
muito bom,3,0,0,0,0,0,-1, 
futebolista,3,0,0,0,0,0,-1, 
direto,3,0,0,0,0,0,-1, 
chato,0,1,1,0,1,0,2.333333333, 
capitalista,2,1,0,0,0,0,-0.3333333333, 
refugiado,2,0,1,0,0,0,0, 
garoa,3,0,0,0,0,0,-1, 
mal-humorado,1,0,1,1,0,0,1.333333333, 
idioma,3,0,0,0,0,0,-1, 
garimpeiro,2,0,0,1,0,0,0.3333333333, 
chique,3,0,0,0,0,0,-1, 
filósofo,3,0,0,0,0,0,-1, 
piauí,3,0,0,0,0,0,-1, 
bons em arquearia,3,0,0,0,0,0,-1, 
gostam de forró,3,0,0,0,0,0,-1, 
curtem futebol,3,0,0,0,0,0,-1, 
são louros,3,0,0,0,0,0,-1, 
adora pão de queijo,3,0,0,0,0,0,-1, 
beberam muito,2,0,1,0,0,0,0, 
flemáticos,3,0,0,0,0,0,-1, 
pão com leite,3,0,0,0,0,0,-1, 
gauchos,3,0,0,0,0,0,-1, 
mineiro de ouro,3,0,0,0,0,0,-1, 
lutadores,3,0,0,0,0,0,-1, 
alegre,3,0,0,0,0,0,-1, 
come açaí,3,0,0,0,0,0,-1, 
esportista,3,0,0,0,0,0,-1, 
camelos,3,0,0,0,0,0,-1, 
falantes de língua celta,3,0,0,0,0,0,-1, 
seguro,2,0,1,0,0,0,0, 
ovelhas,3,0,0,0,0,0,-1, 
explosivo,1,0,1,1,0,0,1.333333333, 
amantes da limpeza,3,0,0,0,0,0,-1, 
são francos,2,1,0,0,0,0,-0.3333333333, 
rica,3,0,0,0,0,0,-1, 
muçulmano,2,1,0,0,0,0,-0.3333333333, 
pantanal,3,0,0,0,0,0,-1, 
praia,3,0,0,0,0,0,-1, 
faladores,2,0,0,1,0,0,0.3333333333, 
elegante,3,0,0,0,0,0,-1, 
comem quinua,3,0,0,0,0,0,-1, 
ilegal,0,1,0,0,2,0,3, 
cosmopolita,2,1,0,0,0,0,-0.3333333333, 
religioso,3,0,0,0,0,0,-1, 
sobreviventes,3,0,0,0,0,0,-1, 
aborígene,2,0,1,0,0,0,0, 
falado rápido,3,0,0,0,0,0,-1, 
andino,3,0,0,0,0,0,-1, 
loiro,3,0,0,0,0,0,-1, 
gosta de marisco,3,0,0,0,0,0,-1, 
gostam de festa,3,0,0,0,0,0,-1, 
gostam de sauna,3,0,0,0,0,0,-1, 
rústico,1,2,0,0,0,0,0.3333333333, 
bom em surf,3,0,0,0,0,0,-1, 
mais rústicos,1,1,1,0,0,0,0.6666666667, 
têm sotaque,1,0,2,0,0,0,1, 
apaixonados pelo futebol,3,0,0,0,0,0,-1, 
pardo,3,0,0,0,0,0,-1, 
fazendeiro,3,0,0,0,0,0,-1, 
religiosa,3,0,0,0,0,0,-1, 
língua,3,0,0,0,0,0,-1, 
bengali,3,0,0,0,0,0,-1, 
comiam muito,2,0,1,0,0,0,0, 
bons em xadrez,3,0,0,0,0,0,-1, 
moreno,3,0,0,0,0,0,-1, 
torcedor do vasco,3,0,0,0,0,0,-1, 
católico,3,0,0,0,0,0,-1, 
clube de futebol,3,0,0,0,0,0,-1, 
afro-caribenha,2,0,1,0,0,0,0, 
construíam pirâmides,3,0,0,0,0,0,-1, 
gostam de charutos,2,1,0,0,0,0,-0.3333333333, 
revoltado,2,0,1,0,0,0,0, 
nativos da floresta,2,0,1,0,0,0,0, 
tradicional,3,0,0,0,0,0,-1, 
torcem pelo flamengo,3,0,0,0,0,0,-1, 
resistente,3,0,0,0,0,0,-1, 
autoritária,1,0,0,0,2,0,2.333333333, 
agressivo,1,0,0,0,2,0,2.333333333, 
agricultor,2,1,0,0,0,0,-0.3333333333, 
inovadores,3,0,0,0,0,0,-1, 
engraçado,3,0,0,0,0,0,-1, 
paulista,3,0,0,0,0,0,-1, 
desempregado,2,0,1,0,0,0,0, 
gostam de carnaval,3,0,0,0,0,0,-1, 
são um povo,3,0,0,0,0,0,-1, 
curitibano,3,0,0,0,0,0,-1, 
bom de churrasco,3,0,0,0,0,0,-1, 
gostam de siri,3,0,0,0,0,0,-1, 
trabalhadora,3,0,0,0,0,0,-1, 
montanhoso,3,0,0,0,0,0,-1, 
ilha,3,0,0,0,0,0,-1, 
intelectualizados,3,0,0,0,0,0,-1, 
sul-americanos,3,0,0,0,0,0,-1, 
amante da carne,3,0,0,0,0,0,-1, 
relaxado,2,0,1,0,0,0,0, 
não confiável,2,0,0,0,1,0,0.6666666667, 
gostam de armas,1,0,0,1,1,0,2, 
relógio,3,0,0,0,0,0,-1, 
guarani,3,0,0,0,0,0,-1, 
neutro,3,0,0,0,0,0,-1, 
passionais,3,0,0,0,0,0,-1, 
falavam muito,3,0,0,0,0,0,-1, 
mestiço,2,0,0,0,1,0,0.6666666667, 
autoritário,1,0,0,1,1,0,2, 
torcem pelo flu,3,0,0,0,0,0,-1, 
floresta,3,0,0,0,0,0,-1, 
bons jogadores de futebol,3,0,0,0,0,0,-1, 
torcem para o avaí,3,0,0,0,0,0,-1, 
são negros,1,0,0,1,1,0,2, 
sem-vergonha,1,0,1,0,1,0,1.666666667, 
gostam de tacos,3,0,0,0,0,0,-1, 
fanático,1,0,1,0,1,0,1.666666667, 
gostam de pastel,3,0,0,0,0,0,-1, 
rica em coco,3,0,0,0,0,0,-1, 
jogam bem futebol,3,0,0,0,0,0,-1, 
selvagem,1,0,1,0,1,0,1.666666667, 
pequena,3,0,0,0,0,0,-1, 
bom em vôlei,3,0,0,0,0,0,-1, 
gente bonita,3,0,0,0,0,0,-1, 
econômico,3,0,0,0,0,0,-1, 
joga bem,3,0,0,0,0,0,-1, 
humilde,3,0,0,0,0,0,-1, 
habilidoso,3,0,0,0,0,0,-1, 
assassino,1,0,0,0,2,0,2.333333333, 
terrorista,1,0,0,0,2,0,2.333333333, 
jogador,3,0,0,0,0,0,-1, 
criminoso,0,0,1,0,2,0,3.333333333, 
mineira,3,0,0,0,0,0,-1, 
peão,2,0,1,0,0,0,0, 
dançarinas,2,0,1,0,0,0,0, 
ribeirinho,3,0,0,0,0,0,-1, 
beduínos,2,0,0,0,1,0,0.6666666667, 
lusitana,3,0,0,0,0,0,-1, 
gostam de vodka,1,1,1,0,0,0,0.6666666667, 
eufórico,2,1,0,0,0,0,-0.3333333333, 
come pequi,3,0,0,0,0,0,-1, 
celta,3,0,0,0,0,0,-1, 
bons em atletismo,3,0,0,0,0,0,-1, 
sofisticado,3,0,0,0,0,0,-1, 
alagoano,3,0,0,0,0,0,-1, 
honesto,3,0,0,0,0,0,-1, 
de origem africana,3,0,0,0,0,0,-1, 
espiritualizado,3,0,0,0,0,0,-1, 
gostam de tapas,2,0,1,0,0,0,0, 
japoneses,3,0,0,0,0,0,-1, 
esportes radicais,3,0,0,0,0,0,-1, 
feio,0,0,1,0,2,0,3.333333333, 
adoram rir,3,0,0,0,0,0,-1, 
burro,0,1,0,0,2,0,3, 
futebol,3,0,0,0,0,0,-1, 
manso,3,0,0,0,0,0,-1, 
pão durinho,1,0,1,1,0,0,1.333333333, 
sensual,1,1,0,0,1,0,1.333333333, 
amante do açaí,3,0,0,0,0,0,-1, 
gostam de tomar chimarrão,3,0,0,0,0,0,-1, 
gostam de karaoke,3,0,0,0,0,0,-1, 
corajoso,3,0,0,0,0,0,-1, 
simples,3,0,0,0,0,0,-1, 
formal,3,0,0,0,0,0,-1, 
rico,3,0,0,0,0,0,-1, 
letões,2,1,0,0,0,0,-0.3333333333, 
descendente de europeus,3,0,0,0,0,0,-1, 
não beberam muito,3,0,0,0,0,0,-1, 
carne,3,0,0,0,0,0,-1, 
descendentes de poloneses,3,0,0,0,0,0,-1, 
amam karaoke,3,0,0,0,0,0,-1, 
hospitaleira,3,0,0,0,0,0,-1, 
jogadores de futebol,3,0,0,0,0,0,-1, 
corrupto,0,0,1,0,2,0,3.333333333, 
carneiro,3,0,0,0,0,0,-1, 
felizes,3,0,0,0,0,0,-1, 
falante,3,0,0,0,0,0,-1, 
multiculturais,3,0,0,0,0,0,-1, 
falavam baixo,3,0,0,0,0,0,-1, 
refugiada,3,0,0,0,0,0,-1, 
vencedores,3,0,0,0,0,0,-1, 
