Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
털털함,3,0,0,0,0,0,-1,Easy-going
의심 많은 사람,3,0,0,0,0,0,-1,a suspicious person
열대 지방,3,0,0,0,0,0,-1,tropical region
무서운,2,1,0,0,0,0,-0.3333333333,scary
김정은을 찬양함,0,0,1,1,1,0,3,Praising Kim Jong-un
인권을 침해하는 사람,0,0,0,3,0,0,3,a person who violates human rights
키가 작음,3,0,0,0,0,0,-1,short stature
열대 기후,3,0,0,0,0,0,-1,tropical climate
감성적,3,0,0,0,0,0,-1,emotional
폭력,0,1,1,0,1,0,2.333333333,violence
야심 찬,3,0,0,0,0,0,-1,ambitious
인내,3,0,0,0,0,0,-1,patience
독재적인,0,2,1,0,0,0,1.333333333,dictatorial
불가리아어,3,0,0,0,0,0,-1,Bulgarian
코카인,1,0,0,0,2,0,2.333333333,cocaine
serbs,3,0,0,0,0,0,-1,serbs
탐험가,3,0,0,0,0,0,-1,explorer
광주 사람,3,0,0,0,0,0,-1,Gwangju people
김치,3,0,0,0,0,0,-1,kimchi
근면한,3,0,0,0,0,0,-1,diligent
성격이 급한,3,0,0,0,0,0,-1,short-tempered
개방적인,3,0,0,0,0,0,-1,open
털이 많음,3,0,0,0,0,0,-1,hairy
미스테리,3,0,0,0,0,0,-1,mystery
자전거를 타는 사람,3,0,0,0,0,0,-1,person riding a bicycle
긴,3,0,0,0,0,0,-1,long
냉소적,3,0,0,0,0,0,-1,sardonic
강인한,3,0,0,0,0,0,-1,tough
파티,3,0,0,0,0,0,-1,party
숫자,3,0,0,0,0,0,-1,number
호탕함,3,0,0,0,0,0,-1,Pompousness
krenari,2,0,0,0,0,1,-0.6666666667,krenari
행복한,3,0,0,0,0,0,-1,happy
효율적인,3,0,0,0,0,0,-1,efficient
자만심이 강한,2,1,0,0,0,0,-0.3333333333,conceited
철의 신,3,0,0,0,0,0,-1,iron god
빨간 고추,2,1,0,0,0,0,-0.3333333333,red pepper
자유롭다,3,0,0,0,0,0,-1,free
윈드서핑,3,0,0,0,0,0,-1,windsurfing
고양이,3,0,0,0,0,0,-1,cat
엄격한 체제,2,0,1,0,0,0,0,a strict regime
축구 선수,3,0,0,0,0,0,-1,Football player
용맹함,3,0,0,0,0,0,-1,bravery
낡은,3,0,0,0,0,0,-1,old
충성심,3,0,0,0,0,0,-1,loyalty
러시아어와 비슷함,3,0,0,0,0,0,-1,Similar to Russian
옛날 사람,3,0,0,0,0,0,-1,antiquity
전쟁,1,0,1,0,1,0,1.666666667,War
억압받는 사람,3,0,0,0,0,0,-1,oppressed person
진보적인,3,0,0,0,0,0,-1,progressive
검소한,3,0,0,0,0,0,-1,frugal
정확함,3,0,0,0,0,0,-1,nicety
아랍어,2,1,0,0,0,0,-0.3333333333,Arabic
깔끔한,3,0,0,0,0,0,-1,neat
산을 잘 오른다,3,0,0,0,0,0,-1,good at climbing mountains
춥다,3,0,0,0,0,0,-1,cold
신발,3,0,0,0,0,0,-1,shoes
가족애,3,0,0,0,0,0,-1,family love
산악,3,0,0,0,0,0,-1,mountain
중립성,3,0,0,0,0,0,-1,neutrality
흡혈귀,2,0,0,1,0,0,0.3333333333,vampire
석유,3,0,0,0,0,0,-1,oil
액티브,3,0,0,0,0,0,-1,active
도시,3,0,0,0,0,0,-1,city
싸웠습니다.,2,0,1,0,0,0,0,We fought.
정교,3,0,0,0,0,0,-1,church and state
예의바른,3,0,0,0,0,0,-1,polite
혁신적인,3,0,0,0,0,0,-1,innovatory
자유로운 사람,3,0,0,0,0,0,-1,a free person
개방성,3,0,0,0,0,0,-1,openness
공산주의,2,0,0,1,0,0,0.3333333333,communism
냉정,3,0,0,0,0,0,-1,cool
똑똑함,3,0,0,0,0,0,-1,smart
활동적,3,0,0,0,0,0,-1,active
강인함,3,0,0,0,0,0,-1,strength
꾸준한,3,0,0,0,0,0,-1,steady
술을 많이 마셨어요,2,0,1,0,0,0,0,I drank a lot.
폐광,3,0,0,0,0,0,-1,abandoned mine
활기찬,3,0,0,0,0,0,-1,lively
멕시코 음식을 좋아함,3,0,0,0,0,0,-1,I like Mexican food
맥주,3,0,0,0,0,0,-1,beer
충청도 사투리,3,0,0,0,0,0,-1,Chungcheong-do dialect
프랑스인,3,0,0,0,0,0,-1,French person
독재,0,1,2,0,0,0,1.666666667,Dictatorship
주민,3,0,0,0,0,0,-1,citizen
무뚝뚝,3,0,0,0,0,0,-1,bluntly
젓가락 사용,3,0,0,0,0,0,-1,Use chopsticks
한국인,3,0,0,0,0,0,-1,korean
야심찬,3,0,0,0,0,0,-1,ambitious
동남아시아,3,0,0,0,0,0,-1,Southeast Asia
귀가 없다,3,0,0,0,0,0,-1,have no ears
성실함,3,0,0,0,0,0,-1,sincerity
광주 사투리,3,0,0,0,0,0,-1,Gwangju dialect
전쟁 범죄자,1,0,0,0,2,0,2.333333333,war criminal
녹슨,3,0,0,0,0,0,-1,rusty
분쟁,2,0,1,0,0,0,0,dispute
고산,3,0,0,0,0,0,-1,alpine
지하철을 자주 이용함,3,0,0,0,0,0,-1,I often use the subway
정열적,3,0,0,0,0,0,-1,passionate
헌법주의자,3,0,0,0,0,0,-1,constitutionalist
기술적,3,0,0,0,0,0,-1,technical
횡포,2,0,0,1,0,0,0.3333333333,Tyranny
절약,3,0,0,0,0,0,-1,Saving
끈기 있는,3,0,0,0,0,0,-1,tenacious
차를 좋아함,3,0,0,0,0,0,-1,likes cars
눈이 가늘다,3,0,0,0,0,0,-1,have narrow eyes
스포츠맨십,3,0,0,0,0,0,-1,sportsmanship
예의가 바르다,3,0,0,0,0,0,-1,be polite
빨리 달리는,3,0,0,0,0,0,-1,running fast
튀르크어,3,0,0,0,0,0,-1,Turkic
건강한,3,0,0,0,0,0,-1,healthy
의연한,3,0,0,0,0,0,-1,resolute
싸움 잘함,2,1,0,0,0,0,-0.3333333333,Good at fighting
예의,3,0,0,0,0,0,-1,manners
자유분방한,3,0,0,0,0,0,-1,freewheeling
용암,3,0,0,0,0,0,-1,lava
중립,3,0,0,0,0,0,-1,neutrality
낙동강,3,0,0,0,0,0,-1,Nakdong River
멸종위기,3,0,0,0,0,0,-1,endangered
공격적,2,0,0,0,1,0,0.6666666667,aggressive
조용하다,3,0,0,0,0,0,-1,quiet
평등,3,0,0,0,0,0,-1,Equality
키가 크다,3,0,0,0,0,0,-1,Tall
이기적임,2,1,0,0,0,0,-0.3333333333,selfish
민주적인 사람,3,0,0,0,0,0,-1,democratic person
갈색,3,0,0,0,0,0,-1,brown
시계,3,0,0,0,0,0,-1,clock
고대,3,0,0,0,0,0,-1,ancient
보수적인,3,0,0,0,0,0,-1,conservative
등산에 능숙함,3,0,0,0,0,0,-1,Good at mountaineering
느긋한,3,0,0,0,0,0,-1,laid back
야구,3,0,0,0,0,0,-1,baseball
욕쟁이,1,1,1,0,0,0,0.6666666667,cursing
기술이 발달함,3,0,0,0,0,0,-1,technology has developed
덜렁덜렁,3,0,0,0,0,0,-1,rattling
punctuality,3,0,0,0,0,0,-1,punctuality
쌀농사,3,0,0,0,0,0,-1,rice farming
ኩራት,2,0,0,0,0,1,-0.6666666667,ኩራት
젓가락으로 먹었습니다,3,0,0,0,0,0,-1,I ate it with chopsticks
자본주의자,3,0,0,0,0,0,-1,capitalist
자제,3,0,0,0,0,0,-1,continence
훌륭한 선수,3,0,0,0,0,0,-1,great player
은행,3,0,0,0,0,0,-1,bank
성격이 급함,3,0,0,0,0,0,-1,impatient
uhkus,2,0,0,0,0,1,-0.6666666667,uhkus
부유한,3,0,0,0,0,0,-1,rich
씩씩한,3,0,0,0,0,0,-1,valorous
음식 잘함,3,0,0,0,0,0,-1,good at food
시간 엄수,3,0,0,0,0,0,-1,punctuality
튼튼한 사람,3,0,0,0,0,0,-1,sturdy person
끈질긴,3,0,0,0,0,0,-1,persistent
공평한,3,0,0,0,0,0,-1,fair
정중함,3,0,0,0,0,0,-1,graciousness
폭탄 테러범,1,0,0,0,2,0,2.333333333,bomber
충청도 사람,3,0,0,0,0,0,-1,People from Chungcheong Province
예의 바름,3,0,0,0,0,0,-1,decorum
지능적,3,0,0,0,0,0,-1,intelligent
검은머리,3,0,0,0,0,0,-1,black hair
친절한,3,0,0,0,0,0,-1,kind
교만,1,2,0,0,0,0,0.3333333333,pride
음식을 잘 먹음,3,0,0,0,0,0,-1,eat well
의젓한 사람,3,0,0,0,0,0,-1,a dignified person
공부 열심히 한다,3,0,0,0,0,0,-1,study hard
소박한 사람,3,0,0,0,0,0,-1,simple person
뱀파이어,2,0,0,1,0,0,0.3333333333,vampire
행복,3,0,0,0,0,0,-1,happiness
불교도,3,0,0,0,0,0,-1,buddhist
괴기한,1,1,1,0,0,0,0.6666666667,bizarre
도시 사람,3,0,0,0,0,0,-1,townee
전라도,3,0,0,0,0,0,-1,Jeolla-do
쌀밥을 잘 먹음,3,0,0,0,0,0,-1,I eat rice well
억압적인 정부,1,0,1,1,0,0,1.333333333,an oppressive government
중동,3,0,0,0,0,0,-1,Middle East
굳세다,3,0,0,0,0,0,-1,strong
야생,3,0,0,0,0,0,-1,wild
정중,3,0,0,0,0,0,-1,courtesy
멸종,3,0,0,0,0,0,-1,extinction
독일인,3,0,0,0,0,0,-1,German
단단,3,0,0,0,0,0,-1,Dandan
석탄,3,0,0,0,0,0,-1,Coal
침략성,1,1,0,0,1,0,1.333333333,invasiveness
혁신,3,0,0,0,0,0,-1,innovation
한국어,3,0,0,0,0,0,-1,korean
무슬림,2,1,0,0,0,0,-0.3333333333,Muslim
슬로바키아어,3,0,0,0,0,0,-1,Slovak
창의성,3,0,0,0,0,0,-1,creativity
어렵다,3,0,0,0,0,0,-1,difficult
중립적,3,0,0,0,0,0,-1,neutral
자본주의,3,0,0,0,0,0,-1,capitalism
가족을 소중히 여김,3,0,0,0,0,0,-1,cherish family
섬사람,3,0,0,0,0,0,-1,islander
로맨틱한 사람,3,0,0,0,0,0,-1,romantic person
뚱뚱한 사람,3,0,0,0,0,0,-1,Fat people
효율적,3,0,0,0,0,0,-1,efficient
예의 바르다,3,0,0,0,0,0,-1,be polite
석기시대,3,0,0,0,0,0,-1,stone age
냉담,3,0,0,0,0,0,-1,apathy
넓음,3,0,0,0,0,0,-1,broadness
웃음이 많다,3,0,0,0,0,0,-1,lots of laughter
밥 많이 먹음,3,0,0,0,0,0,-1,I ate a lot
개방적,3,0,0,0,0,0,-1,open
정밀,3,0,0,0,0,0,-1,detailed
보수적,3,0,0,0,0,0,-1,Conservative
유일한,3,0,0,0,0,0,-1,only
잉카 제국,3,0,0,0,0,0,-1,inca empire
음식을 많이 먹음,3,0,0,0,0,0,-1,eating a lot of food
해녀,3,0,0,0,0,0,-1,Haenyeo
예의 바릅니다.,3,0,0,0,0,0,-1,Be polite.
말을 빠르게 함,3,0,0,0,0,0,-1,speak quickly
욕심 많음,1,2,0,0,0,0,0.3333333333,greedy
충성스러운,3,0,0,0,0,0,-1,loyal
핵무기를 보유한,2,0,0,0,1,0,0.6666666667,possessing nuclear weapons
한라산을 좋아함,3,0,0,0,0,0,-1,I like Hallasan Mountain
용감한,3,0,0,0,0,0,-1,brave
조직적,3,0,0,0,0,0,-1,organized
gwangju 사람,3,0,0,0,0,0,-1,gwangju person
자유를 사랑하는,3,0,0,0,0,0,-1,freedom-loving
굴욕,1,2,0,0,0,0,0.3333333333,humiliation
자유분방,3,0,0,0,0,0,-1,freewheeling
독재자,0,1,0,2,0,0,2.333333333,dictator
넉살,3,0,0,0,0,0,-1,Nucksal
깊이,3,0,0,0,0,0,-1,depth
의리,3,0,0,0,0,0,-1,loyalty
도시적,3,0,0,0,0,0,-1,urban
인내심,3,0,0,0,0,0,-1,patience
의지,3,0,0,0,0,0,-1,will
히말라야산맥,3,0,0,0,0,0,-1,himalayan mountains
맥주를 좋아함,3,0,0,0,0,0,-1,likes beer
카톨릭,3,0,0,0,0,0,-1,catholic
드루이드,3,0,0,0,0,0,-1,druid
중국어,3,0,0,0,0,0,-1,chinese
충절,3,0,0,0,0,0,-1,loyalty
kesombongan,1,1,0,0,0,1,0,kesombongan
질서,3,0,0,0,0,0,-1,law
이기심,2,1,0,0,0,0,-0.3333333333,egoistic mind
철강,3,0,0,0,0,0,-1,steel
튼튼함,3,0,0,0,0,0,-1,stoutness
자전거,3,0,0,0,0,0,-1,bicycle
근면함,3,0,0,0,0,0,-1,diligence
중국인,3,0,0,0,0,0,-1,chinese
싸움,2,0,1,0,0,0,0,fight
저항하는,2,1,0,0,0,0,-0.3333333333,resistant
러시아어로 말해,3,0,0,0,0,0,-1,speak russian
민주,3,0,0,0,0,0,-1,democracy
전설,3,0,0,0,0,0,-1,Legend
겸손함,3,0,0,0,0,0,-1,humility
꼼꼼함,3,0,0,0,0,0,-1,Meticulous
자유를 사랑하는 사람,3,0,0,0,0,0,-1,freedom lover
먹는 것을 좋아함,3,0,0,0,0,0,-1,loves to eat
베트남 전쟁,3,0,0,0,0,0,-1,vietnam war
짧은 꼬리,3,0,0,0,0,0,-1,scut
뚱뚱함,2,1,0,0,0,0,-0.3333333333,fatness
무뚝뚝한,3,0,0,0,0,0,-1,glum
굶주린,3,0,0,0,0,0,-1,was starving
진보,3,0,0,0,0,0,-1,progress
υπερηφάνεια,2,0,0,0,0,1,-0.6666666667,υπερηφάνεια
강직,3,0,0,0,0,0,-1,stiffness
독단,1,2,0,0,0,0,0.3333333333,arbitrariness
공손함,3,0,0,0,0,0,-1,politeness
겨울,3,0,0,0,0,0,-1,winter
축구광,3,0,0,0,0,0,-1,soccer fanatic
이기적,1,2,0,0,0,0,0.3333333333,Selfish
기술 잘함,3,0,0,0,0,0,-1,good at technology
세계 언어,3,0,0,0,0,0,-1,world language
맑은 물,3,0,0,0,0,0,-1,clear water
감성적인,3,0,0,0,0,0,-1,emotional
제주도 사투리,3,0,0,0,0,0,-1,Jeju Island dialect
예의 바른 사람,3,0,0,0,0,0,-1,polite person
축구를 좋아합니다,3,0,0,0,0,0,-1,I like soccer
솔직함,3,0,0,0,0,0,-1,freedom
점잖음,3,0,0,0,0,0,-1,Decentness
제주도,3,0,0,0,0,0,-1,jeju island
폐쇄성,2,1,0,0,0,0,-0.3333333333,Obstructive
냉정하고 침착한,3,0,0,0,0,0,-1,cool and calm
산악 등반,3,0,0,0,0,0,-1,mountain climbing
험준한,3,0,0,0,0,0,-1,abrupt
횡포함,1,0,2,0,0,0,1,tyranny
전쟁범죄자,1,0,0,0,2,0,2.333333333,war criminal
직선적,2,1,0,0,0,0,-0.3333333333,straight
로맨틱,3,0,0,0,0,0,-1,romantic
신비한,3,0,0,0,0,0,-1,occult
차를 마심,3,0,0,0,0,0,-1,drink tea
행복합니다.,3,0,0,0,0,0,-1,I'm happy.
행복합니다,3,0,0,0,0,0,-1,I'm happy
강철,3,0,0,0,0,0,-1,steel
유익,3,0,0,0,0,0,-1,beneficial
춤추는,3,0,0,0,0,0,-1,dancing
말을 많이 했습니다,3,0,0,0,0,0,-1,talked a lot
술을 좋아합니다,3,0,0,0,0,0,-1,I like to drink
한라산,3,0,0,0,0,0,-1,Mt. Hanlla
서울,3,0,0,0,0,0,-1,seoul
솔직하다,3,0,0,0,0,0,-1,honest
나프레닥,3,0,0,0,0,0,-1,Napredoc
무뚝뚝함,3,0,0,0,0,0,-1,Bluntness
캥거루,3,0,0,0,0,0,-1,kangaroo
자랑스러운,3,0,0,0,0,0,-1,proud
열대,3,0,0,0,0,0,-1,tropics
괴물,2,1,0,0,0,0,-0.3333333333,monster
복잡,3,0,0,0,0,0,-1,complication
낙천적,3,0,0,0,0,0,-1,optimistic
dirty,2,0,1,0,0,0,0,dirty
냉담함,3,0,0,0,0,0,-1,callousness
호스트,3,0,0,0,0,0,-1,host
직설적,2,1,0,0,0,0,-0.3333333333,straightforward
덜렁대는,3,0,0,0,0,0,-1,rattling
많은 인구,3,0,0,0,0,0,-1,large population
폐쇄적임,2,1,0,0,0,0,-0.3333333333,closed
낙천적인,3,0,0,0,0,0,-1,optimistic
음식을 많이 먹습니다,3,0,0,0,0,0,-1,eat a lot of food
자유로움,3,0,0,0,0,0,-1,Freedom
땅이 넓다,3,0,0,0,0,0,-1,the land is wide
횡포하는,0,1,2,0,0,0,1.666666667,domineering
우아한,3,0,0,0,0,0,-1,elegant
긍정적입니다.,3,0,0,0,0,0,-1,Positive.
바다를 좋아하는 사람,3,0,0,0,0,0,-1,person who loves the sea
억센,2,0,1,0,0,0,0,burly
저항,2,1,0,0,0,0,-0.3333333333,resistance
교만한,1,2,0,0,0,0,0.3333333333,proud
산악인,3,0,0,0,0,0,-1,mountaineer
맥주를 많이 마셨다,3,0,0,0,0,0,-1,drank a lot of beer
욕심,2,1,0,0,0,0,-0.3333333333,greed
신비주의,3,0,0,0,0,0,-1,mysticism
축구를 좋아하는 사람,3,0,0,0,0,0,-1,someone who likes soccer
굶주림,3,0,0,0,0,0,-1,hunger
컴퓨터에 능숙한,3,0,0,0,0,0,-1,proficient with computers
충직함,3,0,0,0,0,0,-1,loyalty
옆으로,3,0,0,0,0,0,-1,sideways
보수,3,0,0,0,0,0,-1,repair
카레,3,0,0,0,0,0,-1,Curry
침착함,3,0,0,0,0,0,-1,calm
기술,3,0,0,0,0,0,-1,technology
축구를 좋아함,3,0,0,0,0,0,-1,likes soccer
뜨거운,3,0,0,0,0,0,-1,hot
신비로운,3,0,0,0,0,0,-1,mysterious
끈기,3,0,0,0,0,0,-1,patience
조용한,3,0,0,0,0,0,-1,quiet
거만한,0,3,0,0,0,0,1,arrogant
얌전한 사람,3,0,0,0,0,0,-1,a quiet person
쌀국수,3,0,0,0,0,0,-1,rice noodles
헌신,3,0,0,0,0,0,-1,dedication
강하다,3,0,0,0,0,0,-1,strong
깨끗합니다.,3,0,0,0,0,0,-1,It's clean.
거대한,3,0,0,0,0,0,-1,giant
깊게,3,0,0,0,0,0,-1,deep
상업적,3,0,0,0,0,0,-1,commercial
오름을 좋아함,3,0,0,0,0,0,-1,I like Oreum
까다롭다,2,1,0,0,0,0,-0.3333333333,Picky
탐험심,3,0,0,0,0,0,-1,spirit of exploration
철원군,3,0,0,0,0,0,-1,Cheorwon-gun
부지런한,3,0,0,0,0,0,-1,Hardworking
재능 있는 사람,3,0,0,0,0,0,-1,talented man
환대,3,0,0,0,0,0,-1,hospitality
음식,3,0,0,0,0,0,-1,food
인색함,3,0,0,0,0,0,-1,cheeseparing
신사도,3,0,0,0,0,0,-1,Shinsa Island
불교,3,0,0,0,0,0,-1,buddhism
인구가 많은,3,0,0,0,0,0,-1,populous
검은 피부,3,0,0,0,0,0,-1,black skin
폐렴,3,0,0,0,0,0,-1,Pneumonia
