Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
ชอบดื่มเบียร์,2,1,0,0,0,0,-0.3333333333,like to drink beer
ชอบกินลาบ,2,1,0,0,0,0,-0.3333333333,I like to eat laab.
พูดจาตรงไปตรงมา,2,1,0,0,0,0,-0.3333333333,speak frankly
ขาดแคลนอาหาร,2,1,0,0,0,0,-0.3333333333,lack of food
อารมณ์อ่อนไหว,2,1,0,0,0,0,-0.3333333333,sentimental
โคสต์ รักสนุก,2,1,0,0,0,0,-0.3333333333,Coast fun loving
รักข้าวเหนียว,2,1,0,0,0,0,-0.3333333333,love sticky rice
ชอบกินปลาร้า,2,1,0,0,0,0,-0.3333333333,I like to eat fermented fish.
เครื่องจักร,2,1,0,0,0,0,-0.3333333333,machinery
หนี้สิน,2,1,0,0,0,0,-0.3333333333,debt
ถอยหลัง,2,1,0,0,0,0,-0.3333333333,reverse
คิดหนัก,2,1,0,0,0,0,-0.3333333333,Think hard.
เล็กมาก,2,1,0,0,0,0,-0.3333333333,very small
เงียบขรึม,2,1,0,0,0,0,-0.3333333333,sober
ร้อน,2,1,0,0,0,0,-0.3333333333,hot
เข้มงวด,2,1,0,0,0,0,-0.3333333333,strict
ชอบซิการ์,2,1,0,0,0,0,-0.3333333333,like cigars
สั้น,2,1,0,0,0,0,-0.3333333333,short
ขนาดเล็ก,2,1,0,0,0,0,-0.3333333333,small size
เคร่งขรึม,2,1,0,0,0,0,-0.3333333333,solemn
เล็ก,2,1,0,0,0,0,-0.3333333333,small
พูดช้า,2,1,0,0,0,0,-0.3333333333,speak slowly
รักการดื่ม,2,1,0,0,0,0,-0.3333333333,love drinking
ฉี่เยอะ,2,1,0,0,0,0,-0.3333333333,Pee a lot
กินเก่ง,2,1,0,0,0,0,-0.3333333333,Eat well
แพ้,2,1,0,0,0,0,-0.3333333333,lose
ดื่มเหล้า,2,1,0,0,0,0,-0.3333333333,drink alcohol
ฮิสแปนิก,2,1,0,0,0,0,-0.3333333333,Hispanic
เล็กที่สุด,2,1,0,0,0,0,-0.3333333333,smallest
กินแมลง,2,1,0,0,0,0,-0.3333333333,Eat insects
cerdas,2,0,0,0,0,1,-0.6666666667,cerdas
คาตาร์,2,0,0,0,0,1,-0.6666666667,catar
รัฐเล็กที่สุดในยุโรป,3,0,0,0,0,0,-1,The smallest state in Europe
เชื่อฟัง,3,0,0,0,0,0,-1,obey
เกษตรกรรม,3,0,0,0,0,0,-1,agriculture
ผู้รอบรู้,3,0,0,0,0,0,-1,expert
เกาะฮันเตอร์,3,0,0,0,0,0,-1,Hunter Island
ฝน,3,0,0,0,0,0,-1,rain
มหาอำนาจ,3,0,0,0,0,0,-1,superpower
ทะเลเมดิเตอร์เรเนียน,3,0,0,0,0,0,-1,mediterranean sea
หมู่เกาะ,3,0,0,0,0,0,-1,Islands
รักความสงบ,3,0,0,0,0,0,-1,love peace
พูดภาษาฝรั่งเศส,3,0,0,0,0,0,-1,speak french
ประชากรที่มั่งคั่ง,3,0,0,0,0,0,-1,wealthy population
สแกนดิเนเวีย,3,0,0,0,0,0,-1,Scandinavia
สวิสชีส,3,0,0,0,0,0,-1,Swiss Cheese
มีเกาะมาก,3,0,0,0,0,0,-1,There are many islands.
เต้นฟลามิงโก,3,0,0,0,0,0,-1,Flamenco dance
อาชีวศึกษา,3,0,0,0,0,0,-1,vocational education
อาหารอร่อย,3,0,0,0,0,0,-1,delicious food
ปัญญา,3,0,0,0,0,0,-1,wit
ราชวงศ์,3,0,0,0,0,0,-1,dynasty
อาหารอิตาเลียนอร่อย,3,0,0,0,0,0,-1,Delicious Italian food
เฮลโล,3,0,0,0,0,0,-1,Hello
ดอกทิวลิป,3,0,0,0,0,0,-1,tulips
ใจกล้า,3,0,0,0,0,0,-1,Brave
ชอบกินเผ็ด,3,0,0,0,0,0,-1,I like to eat spicy food.
เกาะ,3,0,0,0,0,0,-1,island
ผัดเผ็ด,3,0,0,0,0,0,-1,Stir-fried spicy
ร่วมเชียร์,3,0,0,0,0,0,-1,Join in cheering
ชอบกินอาหารฝรั่ง,3,0,0,0,0,0,-1,likes to eat western food
ปฏิบัติ,3,0,0,0,0,0,-1,carry out
รักการใช้ชีวิต,3,0,0,0,0,0,-1,love living
ปัญญาชน,3,0,0,0,0,0,-1,intellectual
กาแฟ,3,0,0,0,0,0,-1,coffee
ครอบครัวใหญ่,3,0,0,0,0,0,-1,big family
ภาษาลาว,3,0,0,0,0,0,-1,Lao language
กำแพงเมืองจีน,3,0,0,0,0,0,-1,great wall of china
เล่นหมากรุกเก่ง,3,0,0,0,0,0,-1,Good at playing chess
กินช็อคโกแลต,3,0,0,0,0,0,-1,eat chocolate
ชอบทำอาหาร,3,0,0,0,0,0,-1,like to cook
ปิด,3,0,0,0,0,0,-1,turn off
บ้านนา,3,0,0,0,0,0,-1,farmhouse
มองโลกในแง่ดี,3,0,0,0,0,0,-1,Optimistic
เทคโนโลยีล้ำหน้า,3,0,0,0,0,0,-1,cutting edge technology
ปลูกข้าว,3,0,0,0,0,0,-1,plant rice
นแดง ใจดี,3,0,0,0,0,0,-1,Ndaeng is kind.
อาหาร,3,0,0,0,0,0,-1,food
ประชากรเยอะ,3,0,0,0,0,0,-1,Large population
ออสเตรเลีย อยู่ใกล้กัน,3,0,0,0,0,0,-1,Australia is close together
ฟาโรห์,3,0,0,0,0,0,-1,pharaoh
รักสวยรักงาม,3,0,0,0,0,0,-1,"love beauty, love beauty"
ชอบกินผัดไทย,3,0,0,0,0,0,-1,I like to eat Pad Thai.
หนาว,3,0,0,0,0,0,-1,cold
สะอาด,3,0,0,0,0,0,-1,clean
มั่นใจ,3,0,0,0,0,0,-1,confident
อัธยาศัยดี,3,0,0,0,0,0,-1,Good-natured
ฮาๆ,3,0,0,0,0,0,-1,Haha.
สวิสเซอร์แลนด์,3,0,0,0,0,0,-1,Switzerland
โคสต์ รักสงบ,3,0,0,0,0,0,-1,Coast love peace
สเปน,3,0,0,0,0,0,-1,Spain
แม่น้ำ,3,0,0,0,0,0,-1,river
ใหญ่,3,0,0,0,0,0,-1,big
ผู้ที่รักชาติ,3,0,0,0,0,0,-1,patriot
ชอบกินหูฉลาม,3,0,0,0,0,0,-1,I like to eat shark fins.
ทหาร,3,0,0,0,0,0,-1,soldier
เที่ยงตรง,3,0,0,0,0,0,-1,accurate
ดื่มชา,3,0,0,0,0,0,-1,drink tea
ภูเขา,3,0,0,0,0,0,-1,mountain
พูดภาษากลาง,3,0,0,0,0,0,-1,speak a common language
กระทิง,3,0,0,0,0,0,-1,bull
ตะวันออกเฉียงเหนือของคาบสมุทรมลายู,3,0,0,0,0,0,-1,Northeast of the Malay Peninsula
มีน้ำมัน,3,0,0,0,0,0,-1,There is oil.
ดื่มวอดก้า,3,0,0,0,0,0,-1,drink vodka
มัสยิด,3,0,0,0,0,0,-1,mosque
ภาคปฏิบัติ,3,0,0,0,0,0,-1,Practical
โคสต์ อุดมสมบูรณ์,3,0,0,0,0,0,-1,"Coast, rich"
เวียดนาม ฉลาด,3,0,0,0,0,0,-1,Vietnamese smart
ป่า,3,0,0,0,0,0,-1,forest
เมืองหลวง,3,0,0,0,0,0,-1,capital
พูดภาษาเยอรมัน,3,0,0,0,0,0,-1,speak german
พูดช้าๆ,3,0,0,0,0,0,-1,speak slowly
ชอบปีนเขา,3,0,0,0,0,0,-1,likes climbing
คนซื่อสัตย์,3,0,0,0,0,0,-1,honest person
กินพาสต้า,3,0,0,0,0,0,-1,Eat pasta
ไทย แข่งเรือยาว,3,0,0,0,0,0,-1,Thai long boat racing
งดงาม,3,0,0,0,0,0,-1,beautiful
ละเอียดอ่อน,3,0,0,0,0,0,-1,Delicate
ประชากรเยอะที่สุด,3,0,0,0,0,0,-1,The largest population
รักสงบ,3,0,0,0,0,0,-1,Peace-loving
พูดภาษาโปรตุเกส,3,0,0,0,0,0,-1,speak portuguese
มาจากฝรั่งเศส,3,0,0,0,0,0,-1,come from france
สู้ไม่ถอย,3,0,0,0,0,0,-1,Don't give up.
อาเซอร์ไบจาน รักสงบ,3,0,0,0,0,0,-1,Azerbaijan loves peace
ยาว,3,0,0,0,0,0,-1,long
วูลฟ์,3,0,0,0,0,0,-1,Wolf
สหรัฐอาหรับเอมิเรตส์ พูดภาษาอาหรับ,3,0,0,0,0,0,-1,United Arab Emirates speak arabic
ประหยัด,3,0,0,0,0,0,-1,save
เพชร,3,0,0,0,0,0,-1,diamond
เศรษฐี,3,0,0,0,0,0,-1,millionaire
มาเลย์,3,0,0,0,0,0,-1,Malay
มิตรภาพ,3,0,0,0,0,0,-1,friendship
ฉลาด,3,0,0,0,0,0,-1,clever
ใช้งานได้จริง,3,0,0,0,0,0,-1,It really works.
สูงชัน,3,0,0,0,0,0,-1,steep
รักอิสระ,3,0,0,0,0,0,-1,love freedom
ลิง,3,0,0,0,0,0,-1,monkey
พูดภาษามลายู,3,0,0,0,0,0,-1,speak malay
มารยาท,3,0,0,0,0,0,-1,manners
โคสต์ สวย,3,0,0,0,0,0,-1,Coast is beautiful
รักการอ่าน,3,0,0,0,0,0,-1,love reading
หอไอเฟล,3,0,0,0,0,0,-1,eiffel tower
กินอาหารที่ดี,3,0,0,0,0,0,-1,eat good food
เหนียวแน่น,3,0,0,0,0,0,-1,scrimp
บ้านเกิด,3,0,0,0,0,0,-1,Hometown
พูดภาษาสโลวีเนีย,3,0,0,0,0,0,-1,speak slovenian
เล่นฮ็อกกี้น้ำแข็งเก่ง,3,0,0,0,0,0,-1,Good at playing ice hockey
ไม้ขีดไฟ,3,0,0,0,0,0,-1,match
ไทย เพื่อนบ้าน,3,0,0,0,0,0,-1,Thai neighbor
เทคโนโลยีสูง,3,0,0,0,0,0,-1,high technology
อุดมสมบูรณ์,3,0,0,0,0,0,-1,Abundant
แม่นยำ,3,0,0,0,0,0,-1,precise
กินอาหารทะเล,3,0,0,0,0,0,-1,eat seafood
พูดกลาง,3,0,0,0,0,0,-1,speaking in the middle
เกีย แข็งแกร่ง,3,0,0,0,0,0,-1,Kia is strong
พูดภาษาไทย,3,0,0,0,0,0,-1,speak Thai
สุดยอด,3,0,0,0,0,0,-1,superb
ฮินดู,3,0,0,0,0,0,-1,Hindu
ประชาธิปไตย,3,0,0,0,0,0,-1,democracy
น่ารัก,3,0,0,0,0,0,-1,cute
ชอบกินอาหารไทย,3,0,0,0,0,0,-1,like to eat Thai food
คู่,3,0,0,0,0,0,-1,pair
น่าพอใจ,3,0,0,0,0,0,-1,Satisfactory
ทะเลแคริบเบียน,3,0,0,0,0,0,-1,Caribbean Sea
มีความสุข,3,0,0,0,0,0,-1,be happy
อ่อนน้อมถ่อมตน,3,0,0,0,0,0,-1,humble
รักระเบียบวินัย,3,0,0,0,0,0,-1,love discipline
น สวย,3,0,0,0,0,0,-1,N beautiful
ปลา,3,0,0,0,0,0,-1,fish
long-distance runners,3,0,0,0,0,0,-1,long-distance runners
ดินแดน,3,0,0,0,0,0,-1,Territory
พาสต้า,3,0,0,0,0,0,-1,pasta
ภาษาน่าฟัง,3,0,0,0,0,0,-1,Interesting language
ชอบกินหมาก,3,0,0,0,0,0,-1,I like to eat betel nuts.
คลองปานามา,3,0,0,0,0,0,-1,Panama Canal
อุดมไปด้วยวัฒนธรรม,3,0,0,0,0,0,-1,rich in culture
รักฟุตบอล,3,0,0,0,0,0,-1,love football
พื้นที่,3,0,0,0,0,0,-1,area
พูดภาษาถิ่น,3,0,0,0,0,0,-1,speak the local language
ใจสู้,3,0,0,0,0,0,-1,Fighting heart
โคสต์ ร้อน,3,0,0,0,0,0,-1,Coast Hot
ร่มเงา,3,0,0,0,0,0,-1,shade
ชอบทะเล,3,0,0,0,0,0,-1,I like the sea.
โคสต์ ชอบเต้น,3,0,0,0,0,0,-1,Coast likes to dance.
น้ำตก,3,0,0,0,0,0,-1,waterfall
เสมอ,3,0,0,0,0,0,-1,always
รถยนต์,3,0,0,0,0,0,-1,car
เข้ากับคนง่าย,3,0,0,0,0,0,-1,sociable
พีระมิด,3,0,0,0,0,0,-1,pyramid
เต้นระบำ,3,0,0,0,0,0,-1,dance
โคสต์ ฉลาด,3,0,0,0,0,0,-1,Coast Smart
แข็ง,3,0,0,0,0,0,-1,strong
กินอาหารเผ็ด,3,0,0,0,0,0,-1,eat spicy food
ชอบวอดก้า,3,0,0,0,0,0,-1,I like vodka.
สหรัฐอาหรับเอมิเรตส์ วิ่งเร็วมาก,3,0,0,0,0,0,-1,United Arab Emirates runs very fast.
เทคนิค,3,0,0,0,0,0,-1,technique
