Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
leiden unter armut,1,0,1,0,1,0,1.666666667,suffer from poverty
feindselig,1,0,1,0,1,0,1.666666667,hostile
schmutzig,1,0,1,0,1,0,1.666666667,dirty
militaristisch,1,0,1,0,1,0,1.666666667,militaristic
nachlässig,1,0,1,1,0,0,1.333333333,careless
gewalttätig,1,0,1,1,0,0,1.333333333,violent
mürrisch,1,0,1,1,0,0,1.333333333,grumpy
hilflos,1,0,1,1,0,0,1.333333333,helpless
riskant,1,0,1,1,0,0,1.333333333,risky
pragmatisch,1,0,1,1,0,0,1.333333333,pragmatic
streitlustig,1,0,1,1,0,0,1.333333333,belligerent
exzentrisch,1,0,1,1,0,0,1.333333333,eccentric
verboten,1,0,1,1,0,0,1.333333333,forbidden
arbeitslos,1,0,1,1,0,0,1.333333333,unemployed
asylbewerber,1,0,1,1,0,0,1.333333333,Asylum seekers
ungeduldige,1,0,1,1,0,0,1.333333333,impatient
weniger höflich,1,0,1,1,0,0,1.333333333,less polite
unfreundlich,1,0,1,1,0,0,1.333333333,unfriendly
gefährdet,1,0,1,1,0,0,1.333333333,endangered
kämpferisch,1,1,0,0,1,0,1.333333333,combative
exotisch,1,1,0,1,0,0,1,exotic
flüchten,1,1,0,1,0,0,1,escape
lästig,1,1,0,1,0,0,1,annoying
verhungert,1,0,2,0,0,0,1,starved
nervig,1,1,0,1,0,0,1,annoying
ungesund,1,0,2,0,0,0,1,unhealthy
verzweifelt,1,1,0,1,0,0,1,desperate
stierkampf,1,0,2,0,0,0,1,bullfight
obdachloser,1,1,0,1,0,0,1,homeless person
skurrile,1,1,0,1,0,0,1,bizarre
träge,1,1,0,1,0,0,1,sluggish
drogen,1,1,0,1,0,0,1,drugs
chaotisch,1,1,1,0,0,0,0.6666666667,chaotic
hartnäckig,1,1,1,0,0,0,0.6666666667,stubborn
bedürftig,1,1,1,0,0,0,0.6666666667,needy
schwätzig,1,1,1,0,0,0,0.6666666667,chatty
ungeduldig,1,1,1,0,0,0,0.6666666667,impatient
mit dem mund sprechen,2,0,0,0,1,0,0.6666666667,speak with your mouth
einsam,1,1,1,0,0,0,0.6666666667,lonely
stur,1,1,1,0,0,0,0.6666666667,stubborn
unsicher,1,1,1,0,0,0,0.6666666667,unsure
fußballverrückt,1,1,1,0,0,0,0.6666666667,football crazy
niedergeschlagen,1,1,1,0,0,0,0.6666666667,dejected
jude,2,0,0,0,1,0,0.6666666667,Jew
juden,2,0,0,0,1,0,0.6666666667,Jews
pferderasse,2,0,0,0,1,0,0.6666666667,horse breed
ungläubig,1,1,1,0,0,0,0.6666666667,incredulous
fett,1,1,1,0,0,0,0.6666666667,fat
streitsüchtig,1,1,1,0,0,0,0.6666666667,argumentative
piraten,2,0,0,0,1,0,0.6666666667,pirates
frech,1,1,1,0,0,0,0.6666666667,cheeky
arm,2,0,0,0,1,0,0.6666666667,poor
rinderrasse,2,0,0,0,1,0,0.6666666667,cattle breed
kuh,2,0,0,0,1,0,0.6666666667,cow
hunger,1,0,1,0,0,1,0.3333333333,hunger
aß viel,1,2,0,0,0,0,0.3333333333,ate a lot
schief,1,2,0,0,0,0,0.3333333333,wrong
essen viel,1,2,0,0,0,0,0.3333333333,eat a lot
rückständig,2,0,0,1,0,0,0.3333333333,backward
flach,2,0,0,1,0,0,0.3333333333,flat
kölsch,2,0,0,1,0,0,0.3333333333,Cologne
nomadisch,2,0,0,1,0,0,0.3333333333,nomadic
geschwätzig,1,2,0,0,0,0,0.3333333333,chatty
weniger freundlich,2,0,0,1,0,0,0.3333333333,less friendly
obdachlos,2,0,0,1,0,0,0.3333333333,homeless
fettig,1,2,0,0,0,0,0.3333333333,greasy
schroff,2,0,0,1,0,0,0.3333333333,harsh
raucht,1,2,0,0,0,0,0.3333333333,smokes
schlank,2,0,1,0,0,0,0,slim
schottisches terrier,2,0,1,0,0,0,0,Scottish terrier
schmackhaft,2,0,1,0,0,0,0,tasty
trank viel,2,0,1,0,0,0,0,drank a lot
bettelnd,2,0,1,0,0,0,0,begging
fleischig,1,1,0,0,0,1,0,fleshy
dürr,1,1,0,0,0,1,0,skinny
schwer,2,0,1,0,0,0,0,difficult
liebt pferde,2,0,1,0,0,0,0,loves horses
barbar,2,0,1,0,0,0,0,barbaric
streng,2,0,1,0,0,0,0,strictly
füße baumeln,2,0,1,0,0,0,0,feet dangling
gesprächig,2,0,1,0,0,0,0,talkative
schwierig zu verstehen,2,0,1,0,0,0,0,hard to understand
ländlich,2,0,1,0,0,0,0,rural
distanziert,2,0,1,0,0,0,0,distant
bier,2,0,1,0,0,0,0,beer
nicht gut gesprochen,2,0,1,0,0,0,0,not well spoken
kühe,2,0,1,0,0,0,0,cows
kolonialherren,2,0,1,0,0,0,0,colonial masters
lieben wein,2,1,0,0,0,0,-0.3333333333,love wine
wasserreich,2,1,0,0,0,0,-0.3333333333,watery
buddhismus,2,1,0,0,0,0,-0.3333333333,Buddhism
essen viel fast food,2,1,0,0,0,0,-0.3333333333,eat a lot of fast food
trinkt gerne bier,2,1,0,0,0,0,-0.3333333333,likes to drink beer
reserviert,2,1,0,0,0,0,-0.3333333333,reserved
bierliebhaber,2,1,0,0,0,0,-0.3333333333,beer lover
stämmig,2,1,0,0,0,0,-0.3333333333,stocky
geschäftig,2,1,0,0,0,0,-0.3333333333,busy
trinkend,2,1,0,0,0,0,-0.3333333333,drinking
muslimisch,2,1,0,0,0,0,-0.3333333333,Muslim
jüdisch,2,1,0,0,0,0,-0.3333333333,Jewish
individualistisch,2,1,0,0,0,0,-0.3333333333,individualistic
konservativ,2,1,0,0,0,0,-0.3333333333,conservative
trinken viel bier,2,1,0,0,0,0,-0.3333333333,drink a lot of beer
kompliziert,2,1,0,0,0,0,-0.3333333333,complicated
katholiken,2,1,0,0,0,0,-0.3333333333,Catholics
rinder,2,1,0,0,0,0,-0.3333333333,bovine
biertrinker,2,1,0,0,0,0,-0.3333333333,beer drinker
strikt,2,1,0,0,0,0,-0.3333333333,strict
trinken gerne bier,2,1,0,0,0,0,-0.3333333333,like to drink beer
gasreich,2,1,0,0,0,0,-0.3333333333,gas-rich
viele autos,2,1,0,0,0,0,-0.3333333333,many cars
leidenschaftlich,2,1,0,0,0,0,-0.3333333333,passionate
essen gerne fischbrötchen,2,1,0,0,0,0,-0.3333333333,like to eat fish sandwiches
ordentlich,2,1,0,0,0,0,-0.3333333333,orderly
wissbegierig,2,1,0,0,0,0,-0.3333333333,inquisitive
surfen,2,1,0,0,0,0,-0.3333333333,surfing
plattdeutsch,2,1,0,0,0,0,-0.3333333333,Low German
bayrisch,2,1,0,0,0,0,-0.3333333333,Bavarian
bier trinken,2,1,0,0,0,0,-0.3333333333,drink beer
ehrgeizig,2,1,0,0,0,0,-0.3333333333,ambitious
laut,2,1,0,0,0,0,-0.3333333333,loud
ausgestorben,2,1,0,0,0,0,-0.3333333333,extinct
betrunken,2,1,0,0,0,0,-0.3333333333,drunk
trinken wein,2,1,0,0,0,0,-0.3333333333,drink wine
trinken gern bier,2,1,0,0,0,0,-0.3333333333,like to drink beer
bärtig,2,1,0,0,0,0,-0.3333333333,bearded
redet viel,2,1,0,0,0,0,-0.3333333333,talks a lot
emotional,2,1,0,0,0,0,-0.3333333333,emotionally
schüchtern,2,1,0,0,0,0,-0.3333333333,shy
muslim,2,1,0,0,0,0,-0.3333333333,Muslim
hart,2,1,0,0,0,0,-0.3333333333,hard
kommunistisch,2,0,0,0,0,1,-0.6666666667,Communist
effektiv,3,0,0,0,0,0,-1,effectively
badisch,3,0,0,0,0,0,-1,Baden
flauschig,3,0,0,0,0,0,-1,fluffy
reich an gewürzen,3,0,0,0,0,0,-1,rich in spices
mögen fischbrötchen,3,0,0,0,0,0,-1,like fish sandwiches
anhänglich,3,0,0,0,0,0,-1,affectionate
fromm,3,0,0,0,0,0,-1,religious
trinken bier,3,0,0,0,0,0,-1,drinking beer
skandinavier,3,0,0,0,0,0,-1,Scandinavians
effizient,3,0,0,0,0,0,-1,efficient
sprachen französisch,3,0,0,0,0,0,-1,spoke French
bosnisch,3,0,0,0,0,0,-1,Bosnian
insel,3,0,0,0,0,0,-1,island
sprachen rumänisch,3,0,0,0,0,0,-1,spoke Romanian
künstlerisch,3,0,0,0,0,0,-1,artistic
tolerant,3,0,0,0,0,0,-1,tolerant
essen gerne döner,3,0,0,0,0,0,-1,like to eat kebab
militär,3,0,0,0,0,0,-1,military
wein trinken,3,0,0,0,0,0,-1,drinking wine
militärisch,3,0,0,0,0,0,-1,military
fremd,3,0,0,0,0,0,-1,foreign
essen gerne baguette,3,0,0,0,0,0,-1,like to eat baguette
autonom,3,0,0,0,0,0,-1,autonomous
saßen gerne am rhein,3,0,0,0,0,0,-1,enjoyed sitting by the Rhine
schottischer whisky,3,0,0,0,0,0,-1,Scottish whiskey
gut im boxen,3,0,0,0,0,0,-1,good at boxing
deutsch,3,0,0,0,0,0,-1,German
liebte wein,3,0,0,0,0,0,-1,loved wine
liebevoll,3,0,0,0,0,0,-1,lovingly
keltisch,3,0,0,0,0,0,-1,Celtic
sehr glücklich,3,0,0,0,0,0,-1,very happy
kalorienreich,3,0,0,0,0,0,-1,rich in calories
saarländisch,3,0,0,0,0,0,-1,Saarland
judentum,3,0,0,0,0,0,-1,Judaism
sprechen englisch,3,0,0,0,0,0,-1,speak English
wassersportlich,3,0,0,0,0,0,-1,water sports
extrovertiert,3,0,0,0,0,0,-1,extroverted
liebt bier,3,0,0,0,0,0,-1,loves beer
gut im sprint,3,0,0,0,0,0,-1,good at sprinting
schwäbisch,3,0,0,0,0,0,-1,Swabian
pferdeliebhaber,3,0,0,0,0,0,-1,horse lover
sprachen spanisch,3,0,0,0,0,0,-1,spoke Spanish
skifahren,3,0,0,0,0,0,-1,to ski
gut im langstreckenlauf,3,0,0,0,0,0,-1,good at long distance running
stammesgebunden,3,0,0,0,0,0,-1,tribal
nigerianisches essen,3,0,0,0,0,0,-1,Nigerian food
spirituell,3,0,0,0,0,0,-1,spiritual
skandinavien,3,0,0,0,0,0,-1,Scandinavia
englisch,3,0,0,0,0,0,-1,English
gut im distanzlauf,3,0,0,0,0,0,-1,good at distance running
weihnachten feiern,3,0,0,0,0,0,-1,celebrate Christmas
gut im radfahren,3,0,0,0,0,0,-1,good at cycling
dänische sprache,3,0,0,0,0,0,-1,Danish language
sprechen rumänisch,3,0,0,0,0,0,-1,speak Romanian
bremsen,3,0,0,0,0,0,-1,brake
libanesisch,3,0,0,0,0,0,-1,Lebanese
lustig,3,0,0,0,0,0,-1,funny
baden,3,0,0,0,0,0,-1,bathe
inselbewohner,3,0,0,0,0,0,-1,islanders
gründlich,3,0,0,0,0,0,-1,thorough
italienisch sprechen,3,0,0,0,0,0,-1,speak Italian
gastfreundlich,3,0,0,0,0,0,-1,hospitable
grüne,3,0,0,0,0,0,-1,green
fleißig,3,0,0,0,0,0,-1,diligent
baden gerne,3,0,0,0,0,0,-1,like to bathe
liebt fisch,3,0,0,0,0,0,-1,loves fish
pferd,3,0,0,0,0,0,-1,horse
kräftige pferde,3,0,0,0,0,0,-1,strong horses
känguru,3,0,0,0,0,0,-1,kangaroo
perser,3,0,0,0,0,0,-1,Persian
viel milch,3,0,0,0,0,0,-1,a lot of milk
nervös,3,0,0,0,0,0,-1,nervous
fußballbegeistert,3,0,0,0,0,0,-1,football enthusiast
blauäugig,3,0,0,0,0,0,-1,blue-eyed
einfach,3,0,0,0,0,0,-1,simply
grammatikalisch korrekt,3,0,0,0,0,0,-1,grammatically correct
verliebt,3,0,0,0,0,0,-1,in love
freundlich,3,0,0,0,0,0,-1,friendly
frei,3,0,0,0,0,0,-1,free
apfelwein,3,0,0,0,0,0,-1,apple cider
wodka,3,0,0,0,0,0,-1,vodka
spanier,3,0,0,0,0,0,-1,Spanish
ordnungsliebend,3,0,0,0,0,0,-1,orderly
selbstsicher,3,0,0,0,0,0,-1,self confident
international,3,0,0,0,0,0,-1,international
lieben karaoke,3,0,0,0,0,0,-1,love karaoke
verschlossen,3,0,0,0,0,0,-1,locked
döner,3,0,0,0,0,0,-1,Doner
schmecken gut,3,0,0,0,0,0,-1,taste good
afrikanisch,3,0,0,0,0,0,-1,African
koala,3,0,0,0,0,0,-1,Koala bear
käse,3,0,0,0,0,0,-1,cheese
fisch,3,0,0,0,0,0,-1,fish
italienisch,3,0,0,0,0,0,-1,Italian
pferdezucht,3,0,0,0,0,0,-1,horse breeding
industriell,3,0,0,0,0,0,-1,industrial
optimistisch,3,0,0,0,0,0,-1,optimistic
weinkenner,3,0,0,0,0,0,-1,wine connoisseur
bauen pyramiden,3,0,0,0,0,0,-1,build pyramids
schach,3,0,0,0,0,0,-1,chess
kubanische zigarren,3,0,0,0,0,0,-1,Cuban cigars
organisiert,3,0,0,0,0,0,-1,organized
schachspiel,3,0,0,0,0,0,-1,chess game
weihnachten,3,0,0,0,0,0,-1,Christmas
keltischer ursprung,3,0,0,0,0,0,-1,Celtic origin
edel,3,0,0,0,0,0,-1,noble
rugby,3,0,0,0,0,0,-1,rugby
kreativ,3,0,0,0,0,0,-1,creative
selbstbeherrscht,3,0,0,0,0,0,-1,self-controlled
schaf,3,0,0,0,0,0,-1,sheep
schottisches hochland,3,0,0,0,0,0,-1,Scottish highlands
fahrradfahren,3,0,0,0,0,0,-1,ride a bike
baguette,3,0,0,0,0,0,-1,baguette
salsa,3,0,0,0,0,0,-1,salsa
pyramiden,3,0,0,0,0,0,-1,pyramids
tango,3,0,0,0,0,0,-1,tango
neutral,3,0,0,0,0,0,-1,neutral
hebräisch,3,0,0,0,0,0,-1,Hebrew
wohnt,3,0,0,0,0,0,-1,lives
gerne baden,3,0,0,0,0,0,-1,like to bathe
viele seen,3,0,0,0,0,0,-1,many lakes
uhrmacher,3,0,0,0,0,0,-1,watchmaker
karnevalsfeier,3,0,0,0,0,0,-1,carnival celebration
knusprig,3,0,0,0,0,0,-1,crispy
gute fahrradfahrer,3,0,0,0,0,0,-1,good cyclists
practical,3,0,0,0,0,0,-1,practical
kgb,3,0,0,0,0,0,-1,KGB
spanischsprachig,3,0,0,0,0,0,-1,Spanish speaking
trinken,3,0,0,0,0,0,-1,drink
schottische whisky,3,0,0,0,0,0,-1,Scottish whiskey
spaß,3,0,0,0,0,0,-1,fun
solide,3,0,0,0,0,0,-1,solid
offen,3,0,0,0,0,0,-1,open
klein,3,0,0,0,0,0,-1,small
multikulturell,3,0,0,0,0,0,-1,multicultural
nomade,3,0,0,0,0,0,-1,nomad
eckig,3,0,0,0,0,0,-1,square
uhren,3,0,0,0,0,0,-1,watches
langsam,3,0,0,0,0,0,-1,slow
gut organisiert,3,0,0,0,0,0,-1,well organized
hessisch,3,0,0,0,0,0,-1,Hessian
gut im cricket,3,0,0,0,0,0,-1,good at cricket
winzer,3,0,0,0,0,0,-1,winemaker
gemütlich,3,0,0,0,0,0,-1,cozy
ernst,3,0,0,0,0,0,-1,serious
sparsamkeit,3,0,0,0,0,0,-1,thrift
grün,3,0,0,0,0,0,-1,green
edle pferde,3,0,0,0,0,0,-1,noble horses
nordrhein-westfalen,3,0,0,0,0,0,-1,North Rhine-Westphalia
leben in den bergen,3,0,0,0,0,0,-1,live in the mountains
biertrinkend,3,0,0,0,0,0,-1,drinking beer
kilt,3,0,0,0,0,0,-1,kilt
saftig,3,0,0,0,0,0,-1,juicy
katholisch,3,0,0,0,0,0,-1,Catholic
rheinischer dialekt,3,0,0,0,0,0,-1,Rhenish dialect
lieben skifahren,3,0,0,0,0,0,-1,love skiing
karnevalist,3,0,0,0,0,0,-1,carnivalist
durchschnittlich,3,0,0,0,0,0,-1,average
gesund,3,0,0,0,0,0,-1,healthy
zungenbrecher,3,0,0,0,0,0,-1,Tongue-twister
sparsame,3,0,0,0,0,0,-1,economical
auto,3,0,0,0,0,0,-1,automobile
praktisch,3,0,0,0,0,0,-1,practical
patriotisch,3,0,0,0,0,0,-1,patriotic
fischbrötchen,3,0,0,0,0,0,-1,fish sandwiches
kultiviert,3,0,0,0,0,0,-1,cultivated
curry,3,0,0,0,0,0,-1,curry
sprechen gälisch,3,0,0,0,0,0,-1,speak Gaelic
lederhose,3,0,0,0,0,0,-1,leather pants
dynamisch,3,0,0,0,0,0,-1,dynamic
arabisch,3,0,0,0,0,0,-1,Arabic
arbeitswillig,3,0,0,0,0,0,-1,willing to work
industriegebiet,3,0,0,0,0,0,-1,industrial area
bauern,3,0,0,0,0,0,-1,farmers
autofahrer,3,0,0,0,0,0,-1,motorist
traditionell,3,0,0,0,0,0,-1,traditional
französisch sprechend,3,0,0,0,0,0,-1,French speaking
patriot,3,0,0,0,0,0,-1,patriot
sprechen eine keltische sprache,3,0,0,0,0,0,-1,speak a Celtic language
fahrrad,3,0,0,0,0,0,-1,bicycle
direkt,3,0,0,0,0,0,-1,direct
essen,3,0,0,0,0,0,-1,eat
poetisch,3,0,0,0,0,0,-1,poetic
afrikanischer herkunft,3,0,0,0,0,0,-1,African origin
gut im springreiten,3,0,0,0,0,0,-1,good at show jumping
slawische sprache,3,0,0,0,0,0,-1,Slavic language
trinken gerne whisky,3,0,0,0,0,0,-1,like to drink whiskey
dialekt,3,0,0,0,0,0,-1,dialect
mitteleuropäisch,3,0,0,0,0,0,-1,Central European
diszipliniert,3,0,0,0,0,0,-1,disciplined
feiern weihnachten,3,0,0,0,0,0,-1,celebrate Christmas
gut im dressurreiten,3,0,0,0,0,0,-1,good at dressage
kühl,3,0,0,0,0,0,-1,cool
orthodox,3,0,0,0,0,0,-1,orthodox
sympathisch,3,0,0,0,0,0,-1,friendly
präzise,3,0,0,0,0,0,-1,precise
weinbauer,3,0,0,0,0,0,-1,winemaker
schlau,3,0,0,0,0,0,-1,clever
sprechen fließend englisch,3,0,0,0,0,0,-1,speak English fluently
reich,3,0,0,0,0,0,-1,rich
sprechen manx,3,0,0,0,0,0,-1,speak Manx
freundliche,3,0,0,0,0,0,-1,friendly
philosophen,3,0,0,0,0,0,-1,philosophers
gut gekleidet,3,0,0,0,0,0,-1,well dressed
briten,3,0,0,0,0,0,-1,British
sprachen slawisch,3,0,0,0,0,0,-1,spoke Slavic
liebt,3,0,0,0,0,0,-1,loves
abenteuerlustig,3,0,0,0,0,0,-1,adventurous
samba,3,0,0,0,0,0,-1,samba
technologisch fortgeschritten,3,0,0,0,0,0,-1,technologically advanced
argentinischer tango,3,0,0,0,0,0,-1,Argentine tango
bier trinkend,3,0,0,0,0,0,-1,drinking beer
trinkt viel,3,0,0,0,0,0,-1,drinks a lot
saumagen,3,0,0,0,0,0,-1,saumagen
kebab,3,0,0,0,0,0,-1,kebab
essen gerne fisch,3,0,0,0,0,0,-1,like to eat fish
cool,3,0,0,0,0,0,-1,cool
pferde,3,0,0,0,0,0,-1,horses
deftig,3,0,0,0,0,0,-1,hearty
trinken viel,3,0,0,0,0,0,-1,drink a lot
korrekt,3,0,0,0,0,0,-1,correctly
türkis,3,0,0,0,0,0,-1,turquoise
autostopp,3,0,0,0,0,0,-1,auto stop
mögen käse,3,0,0,0,0,0,-1,like cheese
hungrig,3,0,0,0,0,0,-1,hungry
schottisches whisky,3,0,0,0,0,0,-1,Scottish whiskey
tee,3,0,0,0,0,0,-1,tea
dankbar,3,0,0,0,0,0,-1,thankful
tschechisch,3,0,0,0,0,0,-1,Czech
weintrinker,3,0,0,0,0,0,-1,wine drinker
global,3,0,0,0,0,0,-1,global
einheimischer,3,0,0,0,0,0,-1,local
philosophisch,3,0,0,0,0,0,-1,philosophical
tanzliebe,3,0,0,0,0,0,-1,dance love
haben eine große sprache,3,0,0,0,0,0,-1,have a large language
viel gearbeitet,3,0,0,0,0,0,-1,Worked a lot
reis,3,0,0,0,0,0,-1,rice
tor,3,0,0,0,0,0,-1,goal
sprechen nepali,3,0,0,0,0,0,-1,speak Nepali
schwarz,3,0,0,0,0,0,-1,black
gut im wassersport,3,0,0,0,0,0,-1,good at water sports
tropisch,3,0,0,0,0,0,-1,tropical
eishockey,3,0,0,0,0,0,-1,ice Hockey
lieben maultaschen,3,0,0,0,0,0,-1,love maultaschen
fröhlich,3,0,0,0,0,0,-1,cheerful
isländisch,3,0,0,0,0,0,-1,Icelandic
sehr höflich,3,0,0,0,0,0,-1,very polite
leben auf kokosinsel,3,0,0,0,0,0,-1,live on coconut island
nordisch,3,0,0,0,0,0,-1,Nordic
sushi,3,0,0,0,0,0,-1,sushi
georgisch,3,0,0,0,0,0,-1,Georgian
deutsches land,3,0,0,0,0,0,-1,German country
gute weine,3,0,0,0,0,0,-1,good wines
hat fleisch,3,0,0,0,0,0,-1,has meat
zivilisation,3,0,0,0,0,0,-1,civilization
sprechen walisisch,3,0,0,0,0,0,-1,speak Welsh
schafe,3,0,0,0,0,0,-1,sheep
maori,3,0,0,0,0,0,-1,maori
groß,3,0,0,0,0,0,-1,large
rennen,3,0,0,0,0,0,-1,run
sparsam,3,0,0,0,0,0,-1,thrifty
spaghetti,3,0,0,0,0,0,-1,spaghetti
brite,3,0,0,0,0,0,-1,Brit
lachen laut,3,0,0,0,0,0,-1,laughing loud
fischig,3,0,0,0,0,0,-1,fishy
niederländisch,3,0,0,0,0,0,-1,Dutch
sprechen katalanisch,3,0,0,0,0,0,-1,speak Catalan
weinliebhaber,3,0,0,0,0,0,-1,wine lover
zypriotisch,3,0,0,0,0,0,-1,Cypriot
sandwich,3,0,0,0,0,0,-1,sandwich
marathonläufer,3,0,0,0,0,0,-1,marathon runner
kräftig,3,0,0,0,0,0,-1,strong
antik,3,0,0,0,0,0,-1,antique
rind,3,0,0,0,0,0,-1,beef
fischreich,3,0,0,0,0,0,-1,rich in fish
chinesisch,3,0,0,0,0,0,-1,Chinese
baltisch,3,0,0,0,0,0,-1,Baltic
östlich,3,0,0,0,0,0,-1,east
scharf,3,0,0,0,0,0,-1,sharp
viel industrie,3,0,0,0,0,0,-1,a lot of industry
ungarische sprache,3,0,0,0,0,0,-1,Hungarian language
introvertiert,3,0,0,0,0,0,-1,introverted
gerne fisch essen,3,0,0,0,0,0,-1,like to eat fish
braunes bier,3,0,0,0,0,0,-1,brown beer
zurückhaltend,3,0,0,0,0,0,-1,reserved
schottisches englisch,3,0,0,0,0,0,-1,Scottish English
marathon,3,0,0,0,0,0,-1,marathon
chillig,3,0,0,0,0,0,-1,chill
stark,3,0,0,0,0,0,-1,strong
obst,3,0,0,0,0,0,-1,fruit
politisch korrekt,3,0,0,0,0,0,-1,politically correct
taktisch,3,0,0,0,0,0,-1,tactical
leben in kalten ländern,3,0,0,0,0,0,-1,live in cold countries
tee trinken,3,0,0,0,0,0,-1,to drink tea
balkan,3,0,0,0,0,0,-1,Balkans
robust,3,0,0,0,0,0,-1,robust
bodenständig,3,0,0,0,0,0,-1,down to earth
warm,3,0,0,0,0,0,-1,warm
hilfsbereit,3,0,0,0,0,0,-1,helpful
tanzen,3,0,0,0,0,0,-1,dance
nil,3,0,0,0,0,0,-1,Nile
sprechen portugiesisch,3,0,0,0,0,0,-1,speak Portuguese
friedlich,3,0,0,0,0,0,-1,peaceful
fleissig,3,0,0,0,0,0,-1,diligent
respektvoll,3,0,0,0,0,0,-1,respectful
schottisches nationalgetränk,3,0,0,0,0,0,-1,Scottish national drink
fußball,3,0,0,0,0,0,-1,football
gut im marathon,3,0,0,0,0,0,-1,good in marathons
asiatisch,3,0,0,0,0,0,-1,Asian
gut im reitsport,3,0,0,0,0,0,-1,good at equestrian sports
gut im baseball,3,0,0,0,0,0,-1,good at baseball
hart arbeitend,3,0,0,0,0,0,-1,hard working
fastfood,3,0,0,0,0,0,-1,Fast food
germanen,3,0,0,0,0,0,-1,Germans
pizza,3,0,0,0,0,0,-1,Pizza
türkisch,3,0,0,0,0,0,-1,Turkish
trinken gerne,3,0,0,0,0,0,-1,like to drink
lässig,3,0,0,0,0,0,-1,casual
intelligent,3,0,0,0,0,0,-1,intelligent
sprechen zulu,3,0,0,0,0,0,-1,speak Zulu
reiten,3,0,0,0,0,0,-1,ride
warten,3,0,0,0,0,0,-1,wait
englischsprachig,3,0,0,0,0,0,-1,English speaking
kaffee,3,0,0,0,0,0,-1,coffee
kalt,3,0,0,0,0,0,-1,cold
griechische sprache,3,0,0,0,0,0,-1,Greek language
trinken kölsch,3,0,0,0,0,0,-1,drink Cologne
lernwillig,3,0,0,0,0,0,-1,willing to learn
sprechen,3,0,0,0,0,0,-1,speak
gut im karneval,3,0,0,0,0,0,-1,good in carnival
kamele,3,0,0,0,0,0,-1,camels
uhr,3,0,0,0,0,0,-1,clock
essen gerne grünkohl,3,0,0,0,0,0,-1,like to eat kale
viel geld,3,0,0,0,0,0,-1,lot of money
