Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
houden van schnaps,3,0,0,0,0,0,-1,love schnapps
creool,3,0,0,0,0,0,-1,creole
libanees,3,0,0,0,0,0,-1,Lebanese
duister,2,0,1,0,0,0,0,dark
gesproken in indonesië,3,0,0,0,0,0,-1,spoken in Indonesia
franssprekend,3,0,0,0,0,0,-1,French speaking
friestalig,3,0,0,0,0,0,-1,Frisian-speaking
patriottisch,3,0,0,0,0,0,-1,patriotic
gelukkig,3,0,0,0,0,0,-1,happy
opschepperig,1,1,1,0,0,0,0.6666666667,boastful
kalm,3,0,0,0,0,0,-1,calm
gespierd,3,0,0,0,0,0,-1,muscular
kebab,3,0,0,0,0,0,-1,Kebab
houdt van fastfood,2,1,0,0,0,0,-0.3333333333,likes fast food
vodka,3,0,0,0,0,0,-1,vodka
houden van hamburger,2,1,0,0,0,0,-0.3333333333,love hamburger
te vroeg komen,3,0,0,0,0,0,-1,come too early
zionisten,1,2,0,0,0,0,0.3333333333,zionists
vrijheid,3,0,0,0,0,0,-1,freedom
kaas,3,0,0,0,0,0,-1,cheese
portugese taal,3,0,0,0,0,0,-1,Portuguese language
voetballer,3,0,0,0,0,0,-1,soccer player
nomade,3,0,0,0,0,0,-1,nomad
temperamentvol,3,0,0,0,0,0,-1,temperamental
eet stokbrood,3,0,0,0,0,0,-1,eat baguette
mediterraan,3,0,0,0,0,0,-1,Mediterranean
correct,3,0,0,0,0,0,-1,correct
bergbeklimmer,3,0,0,0,0,0,-1,mountain climber
dictatorial,0,0,2,0,1,0,2.666666667,dictatorial
goed eten,3,0,0,0,0,0,-1,good food
spreken maleis,3,0,0,0,0,0,-1,speak malay
limburg,3,0,0,0,0,0,-1,Limburg
somaliërs,3,0,0,0,0,0,-1,Somalis
slim,3,0,0,0,0,0,-1,smart
katten,3,0,0,0,0,0,-1,cats
land,3,0,0,0,0,0,-1,country
paard,3,0,0,0,0,0,-1,horse
snobistisch,2,1,0,0,0,0,-0.3333333333,snobbish
sterk,3,0,0,0,0,0,-1,strong
rijk aan cultuur,3,0,0,0,0,0,-1,rich in culture
gekruid,3,0,0,0,0,0,-1,seasoned
olie,3,0,0,0,0,0,-1,oil
multicultureel,3,0,0,0,0,0,-1,multicultural
platte land,3,0,0,0,0,0,-1,country
eet graag kaas,3,0,0,0,0,0,-1,likes to eat cheese
bijdehand,0,2,1,0,0,0,1.333333333,smart
hard,1,1,1,0,0,0,0.6666666667,hard
fietsen,3,0,0,0,0,0,-1,misuse
leest van rechts naar links,3,0,0,0,0,0,-1,reads from right to left
betrouwbaar,3,0,0,0,0,0,-1,trustworthy
moslim,3,0,0,0,0,0,-1,Muslim
drinkt veel,2,0,1,0,0,0,0,drinks a lot
water,3,0,0,0,0,0,-1,water
houdt van frieten,3,0,0,0,0,0,-1,likes fries
dialectsprekers,2,1,0,0,0,0,-0.3333333333,dialect speakers
spreken spaans,3,0,0,0,0,0,-1,speak Spanish
regio,3,0,0,0,0,0,-1,region
pragmatisch,3,0,0,0,0,0,-1,pragmatic
eet veel pasta,2,1,0,0,0,0,-0.3333333333,eat a lot of pasta
orthodox,3,0,0,0,0,0,-1,orthodox
hoog,3,0,0,0,0,0,-1,high
goed nederlands sprekend,3,0,0,0,0,0,-1,speaking good Dutch
relaxed,3,0,0,0,0,0,-1,laid back
progressive,3,0,0,0,0,0,-1,progressive
hardlopen,3,0,0,0,0,0,-1,to run
houden van wijn,3,0,0,0,0,0,-1,love wine
goed georganiseerd,3,0,0,0,0,0,-1,well organized
gezellig,3,0,0,0,0,0,-1,pleasant
autorijden,3,0,0,0,0,0,-1,driving
goed in skiën,3,0,0,0,0,0,-1,good at skiing
turks,3,0,0,0,0,0,-1,Turkish
rijst,3,0,0,0,0,0,-1,rice
neutraal,3,0,0,0,0,0,-1,neutral
vlak,2,1,0,0,0,0,-0.3333333333,right
koppig,1,1,1,0,0,0,0.6666666667,stubbornly
oorlogszuchtig,0,0,0,3,0,0,3,belligerent
engelsman,3,0,0,0,0,0,-1,Englishman
gastarbeider,1,1,0,1,0,0,1,guest worker
bier,3,0,0,0,0,0,-1,beer
bourgondisch,3,0,0,0,0,0,-1,burgundy
taalvaardig,3,0,0,0,0,0,-1,language proficient
oost-europees,3,0,0,0,0,0,-1,East-European
oorlog,1,0,2,0,0,0,1,war
beknopt,3,0,0,0,0,0,-1,short
exotisch,3,0,0,0,0,0,-1,exotic
drinken,3,0,0,0,0,0,-1,drinks
koffie,3,0,0,0,0,0,-1,coffee
vluchteling,3,0,0,0,0,0,-1,refugee
houden van karaoke,3,0,0,0,0,0,-1,love karaoke
kamelen,3,0,0,0,0,0,-1,camels
ondernemend,3,0,0,0,0,0,-1,enterprising
ijzig,1,1,0,1,0,0,1,icy
piramides,3,0,0,0,0,0,-1,pyramids
roken,3,0,0,0,0,0,-1,smoking
tabak,3,0,0,0,0,0,-1,tobacco
slechte hygiëne,0,1,0,2,0,0,2.333333333,poor hygiene
politie,3,0,0,0,0,0,-1,Police
krijgshaftig,3,0,0,0,0,0,-1,martial
azerbeidzjaans,3,0,0,0,0,0,-1,azerbaijani
spreken fries,3,0,0,0,0,0,-1,speak Frisian
houden van paarden,3,0,0,0,0,0,-1,love horses
terroristen,0,0,0,0,3,0,4,terrorists
genocide,0,0,0,0,3,0,4,genocide
uniek,3,0,0,0,0,0,-1,unique
stijfkoppig,0,2,0,1,0,0,1.666666667,stubborn
gulzig,0,2,1,0,0,0,1.333333333,greedy
melken,3,0,0,0,0,0,-1,milking
houdt van koken,3,0,0,0,0,0,-1,likes cooking
gastvrij,3,0,0,0,0,0,-1,hospitable
welgesteld,3,0,0,0,0,0,-1,well-to-do
luid,1,0,2,0,0,0,1,loud
voetbal,3,0,0,0,0,0,-1,football
houden van zee,3,0,0,0,0,0,-1,love the sea
modieus,3,0,0,0,0,0,-1,fashionable
eten,3,0,0,0,0,0,-1,to eat
perzisch,3,0,0,0,0,0,-1,Persian
lui,0,1,2,0,0,0,1.666666667,lazy
noorderling,3,0,0,0,0,0,-1,northerner
sarcastisch,2,0,1,0,0,0,0,sarcastic
kil,2,0,1,0,0,0,0,cold
filosofisch,3,0,0,0,0,0,-1,philosophical
vrij,3,0,0,0,0,0,-1,free
gedisciplineerd,3,0,0,0,0,0,-1,disciplined
offensiv,0,0,2,1,0,0,2.333333333,offensive
geordend,3,0,0,0,0,0,-1,orderly
chocolade,3,0,0,0,0,0,-1,chocolate
theorie,3,0,0,0,0,0,-1,theory
zionist,1,1,1,0,0,0,0.6666666667,zionist
boer,2,1,0,0,0,0,-0.3333333333,farmer
temperamentvoller,3,0,0,0,0,0,-1,more temperamental
primitief,1,0,2,0,0,0,1,primitive
spreekt engels,3,0,0,0,0,0,-1,speaks English
pizza,3,0,0,0,0,0,-1,Pizza
bier drinken,3,0,0,0,0,0,-1,drinking beer
dom,0,1,2,0,0,0,1.666666667,stupid
houdt van schapen,3,0,0,0,0,0,-1,loves sheep
kortharig,3,0,0,0,0,0,-1,short-haired
praat veel,2,1,0,0,0,0,-0.3333333333,talks a lot
arabisch,3,0,0,0,0,0,-1,Arabic
regenachtig,3,0,0,0,0,0,-1,rainy
bang,1,2,0,0,0,0,0.3333333333,anxious
houden van bier,2,1,0,0,0,0,-0.3333333333,love beer
koken,3,0,0,0,0,0,-1,to cook
sigaar,3,0,0,0,0,0,-1,cigar
dictatoriaal,0,0,1,0,2,0,3.333333333,dictatorial
trinken bier,3,0,0,0,0,0,-1,drinking beer
serieus,3,0,0,0,0,0,-1,serious
luidruchtig,0,2,1,0,0,0,1.333333333,noisy
winderig,1,1,0,1,0,0,1,windy
punctual,3,0,0,0,0,0,-1,punctual
eten paprika,3,0,0,0,0,0,-1,eat peppers
lange mensen,3,0,0,0,0,0,-1,tall people
berg,3,0,0,0,0,0,-1,mountain
communisten,1,0,2,0,0,0,1,communists
handgebaren,3,0,0,0,0,0,-1,hand gestures
stinken,0,0,1,2,0,0,2.666666667,stink
entspannt,3,0,0,0,0,0,-1,entspannt
goed in zwemmen,3,0,0,0,0,0,-1,good at swimming
sportief,3,0,0,0,0,0,-1,sporty
onderkoeld,2,0,1,0,0,0,0,hypothermia
baguette,3,0,0,0,0,0,-1,baguette
saai,1,1,1,0,0,0,0.6666666667,boring
dialect,3,0,0,0,0,0,-1,dialect
houden van filosofie,3,0,0,0,0,0,-1,love philosophy
paardrijders,3,0,0,0,0,0,-1,horse riders
innovatief,3,0,0,0,0,0,-1,Innovative
rood haar,3,0,0,0,0,0,-1,Red hair
houdt van paardrijden,3,0,0,0,0,0,-1,loves horse riding
vredelievend,3,0,0,0,0,0,-1,peaceful
goed in trekken,3,0,0,0,0,0,-1,pulls well
zuinig,2,0,1,0,0,0,0,frugal
behulpzaam,3,0,0,0,0,0,-1,helpful
engels sprekend,3,0,0,0,0,0,-1,English speaking
lemur,3,0,0,0,0,0,-1,lemur
kaaskop,0,0,3,0,0,0,2,cheese head
nuchterig,3,0,0,0,0,0,-1,sober
gedetailleerd,3,0,0,0,0,0,-1,detailed
fietst graag,3,0,0,0,0,0,-1,likes to cycle
houden van whisky,3,0,0,0,0,0,-1,love whisky
spreken turks,3,0,0,0,0,0,-1,speak Turkish
respectvol,3,0,0,0,0,0,-1,respectful
eet veel vis,3,0,0,0,0,0,-1,eat a lot of fish
verantwoordelijk,3,0,0,0,0,0,-1,responsible
eten veel,2,1,0,0,0,0,-0.3333333333,eat a lot
spreken portugees,3,0,0,0,0,0,-1,speak Portuguese
provincie,3,0,0,0,0,0,-1,province
netjes,3,0,0,0,0,0,-1,correctly
vlaams,3,0,0,0,0,0,-1,Flemish
keurig,3,0,0,0,0,0,-1,neat
filosofen,3,0,0,0,0,0,-1,philosophers
gemeente,3,0,0,0,0,0,-1,local authority
spreken een dialect,2,1,0,0,0,0,-0.3333333333,speak a dialect
stief,2,0,1,0,0,0,0,step
taal moeilijk,1,2,0,0,0,0,0.3333333333,language difficult
houdt van rum,2,1,0,0,0,0,-0.3333333333,likes rum
frietjes,3,0,0,0,0,0,-1,fries
technologisch geavanceerd,3,0,0,0,0,0,-1,technologically advanced
fiets,3,0,0,0,0,0,-1,bicycle
bier drinkend,2,1,0,0,0,0,-0.3333333333,drinking beer
drinkt veel bier,2,0,1,0,0,0,0,drinks a lot of beer
houden van rum,2,1,0,0,0,0,-0.3333333333,love rum
kaal,1,0,2,0,0,0,1,bald
succesvol,3,0,0,0,0,0,-1,successful
direkt,2,1,0,0,0,0,-0.3333333333,directly
rustig,3,0,0,0,0,0,-1,Calm
is praktisch,3,0,0,0,0,0,-1,is practical
franstalig,3,0,0,0,0,0,-1,French
schapen,3,0,0,0,0,0,-1,sheep
