Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
hambrientos,1,0,1,0,1,0,1.666666667,hungry
polite,3,0,0,0,0,0,-1,polite
independentista,2,1,0,0,0,0,-0.3333333333,independentist
antropófago,1,0,1,1,0,0,1.333333333,cannibal
mexico,3,0,0,0,0,0,-1,Mexico
amante de la moda,3,0,0,0,0,0,-1,fashion lover
guerrero,3,0,0,0,0,0,-1,warrior
viven en el pacífico,3,0,0,0,0,0,-1,they live in the pacific
coqueta,2,0,0,1,0,0,0.3333333333,coquette
belicoso,0,1,1,0,1,0,2.333333333,bellicose
buenos en esquí,3,0,0,0,0,0,-1,good at skiing
sin cola,3,0,0,0,0,0,-1,tailless
gritonas,1,0,2,0,0,0,1,screamers
chismoso,0,1,1,0,1,0,2.333333333,gossip
autoritario,0,1,0,1,1,0,2.666666667,authoritarian
agresivo,0,1,0,1,1,0,2.666666667,aggressive
montañés,2,0,1,0,0,0,0,Highlander
le encanta bailar,3,0,0,0,0,0,-1,She loves to dance
extrovertido,3,0,0,0,0,0,-1,outgoing
chambeadores,3,0,0,0,0,0,-1,chambeadores
agricultores,3,0,0,0,0,0,-1,farmers
indigenista,2,0,1,0,0,0,0,Indigenist
hablan feroés,2,1,0,0,0,0,-0.3333333333,they speak faroese
romance,3,0,0,0,0,0,-1,Romance
feas,0,0,2,0,1,0,2.666666667,ugly
jaranero,2,0,1,0,0,0,0,reveler
delicioso,3,0,0,0,0,0,-1,delicious
grosera,0,1,2,0,0,0,1.666666667,rude
colonizadores,0,0,2,1,0,0,2.333333333,colonizers
relajadas,3,0,0,0,0,0,-1,relaxed
torpe,0,1,1,0,1,0,2.333333333,clumsy
individualista,1,0,1,1,0,0,1.333333333,individualistic
desérticos,3,0,0,0,0,0,-1,desert
trabajadore,2,0,0,1,0,0,0.3333333333,workers
nazi,0,0,0,0,3,0,4,Nazi
genocida,0,0,0,0,3,0,4,genocidal
obediente,2,0,1,0,0,0,0,obedient
intelectual,3,0,0,0,0,0,-1,intellectual
friolero,2,1,0,0,0,0,-0.3333333333,chilly
zapotecos,2,0,1,0,0,0,0,Zapotec
tlaxcaltecas,2,0,1,0,0,0,0,tlaxcaltecas
indígena,1,0,0,1,1,0,2,indigenous
caliente,3,0,0,0,0,0,-1,hot
extrovertida,3,0,0,0,0,0,-1,extrovert
estricto,2,1,0,0,0,0,-0.3333333333,strict
orgulloso,3,0,0,0,0,0,-1,proud
soleados,3,0,0,0,0,0,-1,sunny
les encanta comer,3,0,0,0,0,0,-1,they love to eat
acaudalados,3,0,0,0,0,0,-1,wealthy
borracha,0,1,0,1,1,0,2.666666667,drunk
resistente,3,0,0,0,0,0,-1,resistant
informales,1,1,0,1,0,0,1,informal
atrasado,1,0,1,1,0,0,1.333333333,late
más seguros,3,0,0,0,0,0,-1,safer
sofisticadas,3,0,0,0,0,0,-1,sophisticated
importante,3,0,0,0,0,0,-1,important
cerveza,3,0,0,0,0,0,-1,beer
totalitario,0,1,0,0,2,0,3,totalitarian
peligrosas,0,2,0,0,1,0,2,dangerous
activas,3,0,0,0,0,0,-1,active
pelirrojo,3,0,0,0,0,0,-1,redhead
amo esquiar,3,0,0,0,0,0,-1,I love skiing
snob,0,0,1,1,1,0,3,snob
nerviosos,1,2,0,0,0,0,0.3333333333,nervous
ruda,0,2,0,1,0,0,1.666666667,rue
aman el whisky,3,0,0,0,0,0,-1,they love whiskey
buenos ingenieros,3,0,0,0,0,0,-1,good engineers
buenos futbolistas,3,0,0,0,0,0,-1,good footballers
monje,3,0,0,0,0,0,-1,monk
cocina,3,0,0,0,0,0,-1,kitchen
isleño,2,0,1,0,0,0,0,islander
artesanas,3,0,0,0,0,0,-1,artisans
sombrero,3,0,0,0,0,0,-1,hat
amante de la pasta,3,0,0,0,0,0,-1,pasta lover
no tienen libertad,1,0,1,0,1,0,1.666666667,they have no freedom
hablante de español,2,1,0,0,0,0,-0.3333333333,spanish speaker
fumadores,1,1,0,1,0,0,1,smokers
turístico,3,0,0,0,0,0,-1,tourist
fumador,1,1,0,1,0,0,1,smoker
fiestero,2,0,1,0,0,0,0,party animal
tango,3,0,0,0,0,0,-1,tango
les gusta el rugby,3,0,0,0,0,0,-1,they like rugby
hablan suajili,2,0,1,0,0,0,0,they speak swahili
futbolero,2,0,1,0,0,0,0,soccer fan
son muy pequeños,3,0,0,0,0,0,-1,they are very small
amante del surf,3,0,0,0,0,0,-1,surf lover
potosinos,3,0,0,0,0,0,-1,potosinos
paradisíaco,3,0,0,0,0,0,-1,heavenly
le gusta el mate,2,0,1,0,0,0,0,he likes mate
rey,3,0,0,0,0,0,-1,king
fundamentalista,2,0,0,0,1,0,0.6666666667,fundamentalist
pequeño,2,1,0,0,0,0,-0.3333333333,little
albaneses,2,0,1,0,0,0,0,albanians
buenos en mariachi,3,0,0,0,0,0,-1,good at mariachi
playa,3,0,0,0,0,0,-1,beach
alemana,3,0,0,0,0,0,-1,german
aristócrata,2,1,0,0,0,0,-0.3333333333,aristocrat
presumido,0,0,2,1,0,0,2.333333333,smug
reina,3,0,0,0,0,0,-1,queen
le gusta el rugby,3,0,0,0,0,0,-1,he likes rugby
opio,2,0,0,1,0,0,0.3333333333,opium
rubia,2,1,0,0,0,0,-0.3333333333,blonde
majestuosas,3,0,0,0,0,0,-1,majestic
músico,3,0,0,0,0,0,-1,musician
cantante,3,0,0,0,0,0,-1,singer
insulares,3,0,0,0,0,0,-1,insular
rico,3,0,0,0,0,0,-1,rich
adineradas,3,0,0,0,0,0,-1,wealthy
pacífico,3,0,0,0,0,0,-1,peaceful
caribe,3,0,0,0,0,0,-1,Caribbean
lujosas,3,0,0,0,0,0,-1,luxurious
inglés,3,0,0,0,0,0,-1,English
egoísta,0,0,1,2,0,0,2.666666667,selfish
islámico,2,0,0,1,0,0,0.3333333333,Islamic
esquiadores,3,0,0,0,0,0,-1,skiers
buenos en fórmula 1,3,0,0,0,0,0,-1,good at formula 1
protestante,2,0,1,0,0,0,0,Protestant
solitario,3,0,0,0,0,0,-1,lonely
amante de los deportes extremos,3,0,0,0,0,0,-1,extreme sports lover
frívolas,0,0,3,0,0,0,2,frivolous
vodka,3,0,0,0,0,0,-1,vodka
come chapín,1,0,0,1,0,1,0.6666666667,eat chapín
poco poblados,3,0,0,0,0,0,-1,sparsely populated
ingleses,3,0,0,0,0,0,-1,english
buenos bailadores,3,0,0,0,0,0,-1,good dancers
diverso,3,0,0,0,0,0,-1,diverse
diplomático,3,0,0,0,0,0,-1,diplomatic
pirámide,3,0,0,0,0,0,-1,pyramid
blancas,3,0,0,0,0,0,-1,white
conservador,1,1,1,0,0,0,0.6666666667,conservative
damas,3,0,0,0,0,0,-1,ladies
bailadores,3,0,0,0,0,0,-1,dancers
hostiles,0,0,2,1,0,0,2.333333333,hostile
narco,0,0,0,0,3,0,4,narco
monárquica,2,0,0,1,0,0,0.3333333333,monarchical
princesas,3,0,0,0,0,0,-1,princesses
ajetreadas,3,0,0,0,0,0,-1,busy
hablan guaraní,2,0,0,1,0,0,0.3333333333,they speak guaraní
futbol,3,0,0,0,0,0,-1,soccer
surfean,3,0,0,0,0,0,-1,they surf
futbolista,3,0,0,0,0,0,-1,soccer player
materialista,0,0,3,0,0,0,2,materialistic
caprichosas,0,2,1,0,0,0,1.333333333,capricious
musulmanas,2,0,0,1,0,0,0.3333333333,muslim
bebedores,2,0,1,0,0,0,0,drinkers
cristiano,2,1,0,0,0,0,-0.3333333333,Christian
regiomontano,2,1,0,0,0,0,-0.3333333333,Monterrey
son frías,2,1,0,0,0,0,-0.3333333333,they are cold
es extrovertida,3,0,0,0,0,0,-1,she is extroverted
católica,3,0,0,0,0,0,-1,catholic
viven en el hemisferio sur,2,1,0,0,0,0,-0.3333333333,they live in the southern hemisphere
cosmopolita,3,0,0,0,0,0,-1,cosmopolitan
son agresivos,0,2,0,1,0,0,1.666666667,they are aggressive
introvertido,2,1,0,0,0,0,-0.3333333333,introvert
eat rice,2,0,0,1,0,0,0.3333333333,eat rice
monarca,2,0,1,0,0,0,0,monarch
hablan un idioma único,3,0,0,0,0,0,-1,they speak a unique language
cariñosa,3,0,0,0,0,0,-1,affectionate
mexicana,3,0,0,0,0,0,-1,mexican
insular,3,0,0,0,0,0,-1,insular
pescador,3,0,0,0,0,0,-1,fisherman
salvaje,1,1,0,0,1,0,1.333333333,wild
racista,0,0,0,0,3,0,4,racist
buenos en lucha,3,0,0,0,0,0,-1,good at fighting
temperamentales,2,1,0,0,0,0,-0.3333333333,temperamental
nómada,3,0,0,0,0,0,-1,nomadic
moreno,1,0,1,1,0,0,1.333333333,dark
grosero,0,0,3,0,0,0,2,rude
más pequeños,2,1,0,0,0,0,-0.3333333333,More smalls
frugales,2,1,0,0,0,0,-0.3333333333,frugal
caribeño,2,1,0,0,0,0,-0.3333333333,caribbean
buenos corredores de medio fondo,3,0,0,0,0,0,-1,good middle distance runners
aguascalientes,3,0,0,0,0,0,-1,aguacalientes
espiritual,3,0,0,0,0,0,-1,spiritual
buenos esquiadores,3,0,0,0,0,0,-1,good skiers
luchador,3,0,0,0,0,0,-1,fighter
buenos gimnastas,3,0,0,0,0,0,-1,good gymnasts
galo,2,1,0,0,0,0,-0.3333333333,Gallic
familia,3,0,0,0,0,0,-1,family
elegante,3,0,0,0,0,0,-1,elegant
judía,2,0,0,1,0,0,0.3333333333,bean
perezoso,0,2,0,1,0,0,1.666666667,lazy
mariachi,2,1,0,0,0,0,-0.3333333333,mariachi
hablante,3,0,0,0,0,0,-1,speaker
good at swimming,3,0,0,0,0,0,-1,good at swimming
ladrón,0,0,1,0,2,0,3.333333333,thief
pampas,3,0,0,0,0,0,-1,pampas
concurridas,3,0,0,0,0,0,-1,busy
norteño,2,1,0,0,0,0,-0.3333333333,northern
buenas cocineras,3,0,0,0,0,0,-1,good cooks
beber,3,0,0,0,0,0,-1,to drink
buenos en ciclismo,3,0,0,0,0,0,-1,good at cycling
joviales,3,0,0,0,0,0,-1,jovial
narcotraficante,0,0,0,0,3,0,4,drug dealer
guaraní,2,0,1,0,0,0,0,Guarani
fieles,3,0,0,0,0,0,-1,faithful
mazahua,2,0,1,0,0,0,0,mazahua
good at soccer,3,0,0,0,0,0,-1,good at soccer
presumida,0,1,2,0,0,0,1.666666667,smug
bueno en carreras de velocidad,3,0,0,0,0,0,-1,good at sprinting
tailless,3,0,0,0,0,0,-1,tailless
xenófobo,0,0,0,0,3,0,4,xenophobic
británicas,3,0,0,0,0,0,-1,british
serio,3,0,0,0,0,0,-1,Serious
les gusta la comida rápida,2,1,0,0,0,0,-0.3333333333,they like fast food
muy graciosas,3,0,0,0,0,0,-1,very funny
ahorrativo,3,0,0,0,0,0,-1,thrifty
prácticas,3,0,0,0,0,0,-1,practices
beben mucho,2,0,1,0,0,0,0,they drink a lot
friolentas,3,0,0,0,0,0,-1,cold
mujeres,3,0,0,0,0,0,-1,women
hablan danés,3,0,0,0,0,0,-1,they speak danish
sensuales,3,0,0,0,0,0,-1,sensual
provincia,3,0,0,0,0,0,-1,province
valiente,3,0,0,0,0,0,-1,brave
buen nadador,3,0,0,0,0,0,-1,good swimmer
les encanta el surf,3,0,0,0,0,0,-1,they love surfing
vikingo,3,0,0,0,0,0,-1,viking
eslavo,3,0,0,0,0,0,-1,Slavic
autoritarias,1,0,1,1,0,0,1.333333333,authoritarian
letón,3,0,0,0,0,0,-1,Latvian
taco,3,0,0,0,0,0,-1,Taco
amantes del fútbol,3,0,0,0,0,0,-1,soccer lovers
aborigines,1,0,0,0,2,0,2.333333333,aborigines
de sonora,2,1,0,0,0,0,-0.3333333333,of sound
buenas en carreras de velocidad,3,0,0,0,0,0,-1,good at speed racing
más fríos,2,1,0,0,0,0,-0.3333333333,colder
pobre,0,0,2,1,0,0,2.333333333,poor
ama bailar,3,0,0,0,0,0,-1,loves to dance
albanés,2,1,0,0,0,0,-0.3333333333,Albanian
libre,3,0,0,0,0,0,-1,free
divertidas,3,0,0,0,0,0,-1,fun
cerrados,1,2,0,0,0,0,0.3333333333,closed
habladora,2,0,1,0,0,0,0,chatty
trabajador,3,0,0,0,0,0,-1,worker
amante de la tecnología,3,0,0,0,0,0,-1,technology lover
galeses,2,1,0,0,0,0,-0.3333333333,Welsh
antiguas,3,0,0,0,0,0,-1,ancient
estresadas,2,1,0,0,0,0,-0.3333333333,stressed
buenos vaqueros,3,0,0,0,0,0,-1,good jeans
formal,3,0,0,0,0,0,-1,formal
perro,3,0,0,0,0,0,-1,dog
turco,2,0,1,0,0,0,0,Turkish
le gusta el vino,3,0,0,0,0,0,-1,he likes wine
comen kebab,2,1,0,0,0,0,-0.3333333333,they eat kebab
mafioso,0,0,1,0,2,0,3.333333333,gangster
conservadores,1,1,0,1,0,0,1,conservatives
aventurera,2,0,0,1,0,0,0.3333333333,adventuress
protestant,2,0,1,0,0,0,0,protestant
ártico,3,0,0,0,0,0,-1,arctic
neutral,3,0,0,0,0,0,-1,neutral
guapo,3,0,0,0,0,0,-1,handsome
buenos nadadores,3,0,0,0,0,0,-1,good swimmers
capitalista,0,1,2,0,0,0,1.666666667,capitalist
leal,3,0,0,0,0,0,-1,loyal
ostentoso,2,0,1,0,0,0,0,ostentatious
campesinas,2,1,0,0,0,0,-0.3333333333,peasants
frugal,2,1,0,0,0,0,-0.3333333333,frugal
belicosos,0,0,2,1,0,0,2.333333333,bellicose
ateo,2,1,0,0,0,0,-0.3333333333,atheist
pescadores,3,0,0,0,0,0,-1,fishermen
no tienen tiempo,2,1,0,0,0,0,-0.3333333333,They do not have time
bolivianas,2,1,0,0,0,0,-0.3333333333,Bolivian
céntricas,3,0,0,0,0,0,-1,central
no pueden oír,3,0,0,0,0,0,-1,they can't hear
gordo,0,0,1,1,1,0,3,fat
habitante,3,0,0,0,0,0,-1,habitant
francotirador,1,0,2,0,0,0,1,sniper
hablan indonesio,2,0,1,0,0,0,0,they speak indonesian
real,3,0,0,0,0,0,-1,real
buenos en baloncesto,3,0,0,0,0,0,-1,good at basketball
hablan maya,2,0,1,0,0,0,0,they speak maya
religiosa,3,0,0,0,0,0,-1,religious
maratonianos,3,0,0,0,0,0,-1,marathoners
escriben al revés,2,0,0,1,0,0,0.3333333333,they write backwards
bajito,2,0,1,0,0,0,0,short
tímida,2,1,0,0,0,0,-0.3333333333,Shy
budista,2,1,0,0,0,0,-0.3333333333,buddhist
directo,3,0,0,0,0,0,-1,straight
mestiza,2,0,1,0,0,0,0,mestiza
aristócratas,2,0,1,0,0,0,0,aristocrats
resiliente,3,0,0,0,0,0,-1,resilient
buenos en rugby,3,0,0,0,0,0,-1,good at rugby
ropa de playa,3,0,0,0,0,0,-1,Beach clothes
mandarín,3,0,0,0,0,0,-1,Mandarin
exótica,1,1,1,0,0,0,0.6666666667,exotic
feroces,2,0,0,1,0,0,0.3333333333,fierce
trabajadoras sexuales,1,0,1,1,0,0,1.333333333,sex workers
moderna,3,0,0,0,0,0,-1,modern
políticos,1,0,1,1,0,0,1.333333333,politicians
buen jugador de críquet,3,0,0,0,0,0,-1,good cricketer
carnaval,3,0,0,0,0,0,-1,carnival
rural,2,1,0,0,0,0,-0.3333333333,rural
frias,3,0,0,0,0,0,-1,cold
formales,3,0,0,0,0,0,-1,formal
solidario,3,0,0,0,0,0,-1,solidary
ordenado,3,0,0,0,0,0,-1,tidy
faraón,3,0,0,0,0,0,-1,Pharaoh
silencioso,3,0,0,0,0,0,-1,silent
centroamericano,2,0,1,0,0,0,0,central american
