Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
মাদক পাচার,1,0,1,0,1,0,1.666666667,drug trafficking
চিংচিং,2,0,0,0,1,0,0.6666666667,Chingching
নীরব,3,0,0,0,0,0,-1,silent
পূর্ব এশীয়,3,0,0,0,0,0,-1,East Asian
হিমালয়,3,0,0,0,0,0,-1,Himalayas
প্যান্ট,3,0,0,0,0,0,-1,pants
ভাববাদী,3,0,0,0,0,0,-1,the prophet
মুসলমান,3,0,0,0,0,0,-1,Muslim
আলবেনিয়ান,3,0,0,0,0,0,-1,albanian
খারাপ আচরণ,0,0,2,0,1,0,2.666666667,bad behavior
স্বাধীন,3,0,0,0,0,0,-1,independent
খরচকারী,2,1,0,0,0,0,-0.3333333333,spender
শীতকালীন,3,0,0,0,0,0,-1,winter
গণহত্যা,1,0,0,0,2,0,2.333333333,Genocide
পূর্ব পাকিস্তান,3,0,0,0,0,0,-1,East Pakistan
ঘুমন্ত,3,0,0,0,0,0,-1,sleepy
ভারোত্তোলন,3,0,0,0,0,0,-1,weight lifting
ট্র্যাক এবং ফিল্ড,3,0,0,0,0,0,-1,Track and Field
ঔপনিবেশবাদী,1,0,1,1,0,0,1.333333333,colonialist
আত্মপ্রত্যাশী,3,0,0,0,0,0,-1,Self-confident
সমাজতান্ত্রিক,3,0,0,0,0,0,-1,socialist
মাদক গ্রহণকারী,0,0,0,0,3,0,4,drug addict
স্নেহপূর্ণ,3,0,0,0,0,0,-1,affectionate
ইলিশ,3,0,0,0,0,0,-1,hilsa
মাউন্টেনিয়ারিং,3,0,0,0,0,0,-1,Mountaineering
ধৈর্যশীল,3,0,0,0,0,0,-1,patient
লম্বা চুল,3,0,0,0,0,0,-1,long hair
উচ্চস্বরে,3,0,0,0,0,0,-1,out loud
দর্শন,3,0,0,0,0,0,-1,vision
সুরক্ষাপ্রিয়,3,0,0,0,0,0,-1,protective
রোমান ক্যাথলিক,3,0,0,0,0,0,-1,Roman Catholic
স্পেনীয়,3,0,0,0,0,0,-1,spanish
মেধাবী,3,0,0,0,0,0,-1,genius
বরিশালিয়া,2,1,0,0,0,0,-0.3333333333,Barishalia
দীর্ঘ লাফ,3,0,0,0,0,0,-1,long jump
আধা-জাতিগত,2,1,0,0,0,0,-0.3333333333,semi-ethnic
মাদক,1,0,0,0,2,0,2.333333333,drugs
ইসলাম,3,0,0,0,0,0,-1,Islam
ঔদ্ধত্যপূর্ণ,1,0,1,1,0,0,1.333333333,arrogant
থাই মসলা,3,0,0,0,0,0,-1,Thai spices
আদিবাসী,2,0,0,1,0,0,0.3333333333,Aboriginal people
মুখচোরা,3,0,0,0,0,0,-1,mouth thief
সিলেটি ভাষা,3,0,0,0,0,0,-1,Sylhet language
টেকনো,3,0,0,0,0,0,-1,Techno
বিপ্লবী,2,0,1,0,0,0,0,revolutionary
হিংসাপূর্ণ,1,0,0,1,1,0,2,violent
নিরপরাধ,3,0,0,0,0,0,-1,innocent
ক্রিকেট খেলতে ভালোবাসেন,3,0,0,0,0,0,-1,Loves to play cricket
কফি,3,0,0,0,0,0,-1,Coffee
টেকসই,3,0,0,0,0,0,-1,durable
মরিয়া,3,0,0,0,0,0,-1,desperate
আতিথেয়,3,0,0,0,0,0,-1,hospitable
উচ্চ প্রযুক্তিগত,3,0,0,0,0,0,-1,Highly technical
উর্বর,3,0,0,0,0,0,-1,fertile
খাদ্যরসিক,3,0,0,0,0,0,-1,foodie
বাণিজ্যিক,3,0,0,0,0,0,-1,commercial
চোর,0,0,2,0,1,0,2.666666667,the thief
স্বাচ্ছন্দ্যপ্রিয়,3,0,0,0,0,0,-1,comfortable
বন্দর,3,0,0,0,0,0,-1,port
শৃঙ্খলাবদ্ধ,3,0,0,0,0,0,-1,orderly
টেক্সাস,3,0,0,0,0,0,-1,Texas
খাদ্য,3,0,0,0,0,0,-1,food
আঞ্চলিক,3,0,0,0,0,0,-1,regional
বীরত্বপূর্ণ,3,0,0,0,0,0,-1,gallant
বুদ্ধিমান,3,0,0,0,0,0,-1,intelligent
স্বাগত,3,0,0,0,0,0,-1,welcome
সংরক্ষণশীল,3,0,0,0,0,0,-1,conservative
সম্পূর্ণ,3,0,0,0,0,0,-1,complete
যাযাবর,1,1,1,0,0,0,0.6666666667,the nomad
কবি,3,0,0,0,0,0,-1,the poet
পর্বত আরোহণ,3,0,0,0,0,0,-1,mountain climbing
ঝোঁক,3,0,0,0,0,0,-1,tend to
শীত,3,0,0,0,0,0,-1,the winter
ঐতিহাসিক,3,0,0,0,0,0,-1,historical
সাহারা,3,0,0,0,0,0,-1,support
কমিউনিস্ট,1,1,0,1,0,0,1,communist
পানির খেলা,3,0,0,0,0,0,-1,water play
সংস্কৃতির প্রতি অনুরাগী,3,0,0,0,0,0,-1,Passionate about culture
জোরালো,3,0,0,0,0,0,-1,strong
স্প্যানিশ কথা বলতে পারেন,3,0,0,0,0,0,-1,Can speak Spanish
উত্তেজনাপূর্ণ,2,1,0,0,0,0,-0.3333333333,Exciting
মরক্কোর সাথে বিরোধ,2,0,0,1,0,0,0.3333333333,Conflict with Morocco
স্বাধীনতা-প্রেমী,3,0,0,0,0,0,-1,Freedom-loving
নিয়ন্ত্রিত,3,0,0,0,0,0,-1,controlled
উত্তেজিত,2,1,0,0,0,0,-0.3333333333,excited
তেল বা চাউল,3,0,0,0,0,0,-1,Oil or rice
বাঁশি বাজাতে ভালোবাসি,3,0,0,0,0,0,-1,I love to play the flute
নোংরা,1,0,0,1,1,0,2,dirty
রাশিয়ার রাজধানী,3,0,0,0,0,0,-1,Capital of Russia
ময়দার রুটি,3,0,0,0,0,0,-1,flour bread
নিরপেক্ষ,3,0,0,0,0,0,-1,neutral
সরল,3,0,0,0,0,0,-1,simple
উপনিবেশ,3,0,0,0,0,0,-1,colony
মসলা,3,0,0,0,0,0,-1,spice
মিষ্টি জল,3,0,0,0,0,0,-1,sweet water
দুর্নীতিগ্রস্ত,1,0,1,0,1,0,1.666666667,corrupt
সাহসী,3,0,0,0,0,0,-1,brave
স্কাই,3,0,0,0,0,0,-1,the sky
দুষ্টুমি,2,1,0,0,0,0,-0.3333333333,mischief
বিড়াল,3,0,0,0,0,0,-1,the cat
আনন্দদায়ক,3,0,0,0,0,0,-1,pleasant
লড়াইবাজ,2,0,0,1,0,0,0.3333333333,fighter
আঞ্চলিকতাবাদী,2,1,0,0,0,0,-0.3333333333,regionalist
সুস্বাদু,3,0,0,0,0,0,-1,delicious
ক্রীড়াবিদ,3,0,0,0,0,0,-1,athlete
মিষ্টিভাষী,3,0,0,0,0,0,-1,sweet talker
যোদ্ধা,3,0,0,0,0,0,-1,warrior
পর্বতে থাকে,2,1,0,0,0,0,-0.3333333333,Lives in the mountains
মন্দির,3,0,0,0,0,0,-1,the temple
হিন্দি ভাষী,3,0,0,0,0,0,-1,Hindi speaking
শ্যামল,3,0,0,0,0,0,-1,Shamal
রহস্যময়,3,0,0,0,0,0,-1,mysterious
স্কটল্যান্ডের বাসিন্দা,3,0,0,0,0,0,-1,A resident of Scotland
কনজারভেটিভ,2,1,0,0,0,0,-0.3333333333,Conservative
প্রতিরোধী,3,0,0,0,0,0,-1,resistant
বিচ-প্রেমী,3,0,0,0,0,0,-1,beach-lover
গিটার বাজাতে ভালোবাসি,3,0,0,0,0,0,-1,I love to play the guitar
জলপ্রপাত,3,0,0,0,0,0,-1,waterfall
প্যালেস্টাইন,3,0,0,0,0,0,-1,Palestine
মোটা,0,1,1,0,1,0,2.333333333,thick
হাসিখুশি,3,0,0,0,0,0,-1,cheerful
স্প্যানিশ ভাষা,3,0,0,0,0,0,-1,Spanish language
গোষ্ঠীবদ্ধ,3,0,0,0,0,0,-1,grouped together
খুব বন্ধুত্বপূর্ণ,3,0,0,0,0,0,-1,very friendly
কেবলমাত্র বন্ধুদের সাথে,3,0,0,0,0,0,-1,Only with friends
লবণ,3,0,0,0,0,0,-1,salt
ব্রিটানিয়া,3,0,0,0,0,0,-1,Britannia
বিলাসবহুল,3,0,0,0,0,0,-1,luxurious
বাঁদর,1,0,0,2,0,0,1.666666667,the monkey
উৎসবমুখর,3,0,0,0,0,0,-1,festive
গোষ্ঠীগত,3,0,0,0,0,0,-1,group
সরস,3,0,0,0,0,0,-1,juicy
অগোছালো,2,1,0,0,0,0,-0.3333333333,messy
দুঃসাহসী,2,1,0,0,0,0,-0.3333333333,adventurous
অপরাধী,0,0,2,0,1,0,2.666666667,criminal
ঐতিহ্যবাহী,3,0,0,0,0,0,-1,traditional
সংগ্রামী,2,1,0,0,0,0,-0.3333333333,struggling
সাম্রাজ্যবাদী,3,0,0,0,0,0,-1,imperialist
বকবকা,2,1,0,0,0,0,-0.3333333333,chatter
ভুট্টা,3,0,0,0,0,0,-1,corn
মৌসুমী,3,0,0,0,0,0,-1,seasonal
গরিব,2,1,0,0,0,0,-0.3333333333,the poor
ক্রিসমাস,3,0,0,0,0,0,-1,christmas
খাদ্যে ভরা,3,0,0,0,0,0,-1,full of food
নির্বোধ,1,1,1,0,0,0,0.6666666667,silly
রুচিশীল,3,0,0,0,0,0,-1,tasteful
স্বাধীনতার জন্য লড়াই,3,0,0,0,0,0,-1,Struggle for freedom
তুর্কি,3,0,0,0,0,0,-1,turkish
কুকুর,2,0,0,0,1,0,0.6666666667,the dog
ভাত,3,0,0,0,0,0,-1,the rice
ডাল,3,0,0,0,0,0,-1,Dal
সংস্কৃতি,3,0,0,0,0,0,-1,culture
পাতলা,2,1,0,0,0,0,-0.3333333333,thin
বন্য,1,0,2,0,0,0,1,the wild
ইসলামী,3,0,0,0,0,0,-1,islamic
জ্ঞানগর্ভ,3,0,0,0,0,0,-1,enlightened
মুসলিম,3,0,0,0,0,0,-1,Muslim
বিদ্রোহী,2,0,0,1,0,0,0.3333333333,the rebel
পূর্ব ভারতীয়,3,0,0,0,0,0,-1,East Indian
স্বাধীনতা-কামী,3,0,0,0,0,0,-1,Independence-seeking
বিভাগ,3,0,0,0,0,0,-1,department
সুশৃঙ্খল,3,0,0,0,0,0,-1,orderly
জ্ঞান,3,0,0,0,0,0,-1,knowledge
আওয়াজ,3,0,0,0,0,0,-1,the sound
জ্ঞানী,3,0,0,0,0,0,-1,wise
বাবু,3,0,0,0,0,0,-1,baby
কৌতুকপূর্ণ,3,0,0,0,0,0,-1,funny
আধা-হিন্দি,3,0,0,0,0,0,-1,Semi-Hindi
ক্রিকেট খেলে,3,0,0,0,0,0,-1,playing cricket
কঠোর,2,1,0,0,0,0,-0.3333333333,strict
দুষ্টু,1,1,1,0,0,0,0.6666666667,mischievous
অত্যাচারী,0,1,0,1,1,0,2.666666667,the tyrant
তেলসমৃদ্ধ,3,0,0,0,0,0,-1,rich in oil
অস্ব-নিয়ন্ত্রিত,3,0,0,0,0,0,-1,Uncontrolled
বরফ স্কেটিং,3,0,0,0,0,0,-1,Ice skating
ধান,3,0,0,0,0,0,-1,paddy
উদ্যমী,3,0,0,0,0,0,-1,energetic
বাক্য-বিন্যাসের,3,0,0,0,0,0,-1,Syntax
বুলগেরিয়া,3,0,0,0,0,0,-1,Bulgaria
পরিচ্ছন্ন,3,0,0,0,0,0,-1,clean
কে-পপ,3,0,0,0,0,0,-1,K-pop
মসুর ডাল,3,0,0,0,0,0,-1,Lentils
আমেরিকান,3,0,0,0,0,0,-1,american
আকাশচুম্বী,3,0,0,0,0,0,-1,skyscraper
ট্রফি,3,0,0,0,0,0,-1,the trophy
সাদামাটা,3,0,0,0,0,0,-1,simple
নির্যাতিত,3,0,0,0,0,0,-1,tortured
মাতৃভক্ত,3,0,0,0,0,0,-1,Matrimonial
ফুটবলপ্রেমী,3,0,0,0,0,0,-1,football lover
লাতিন,3,0,0,0,0,0,-1,Latin
পর্বতারোহী,3,0,0,0,0,0,-1,mountaineer
সংগীত প্রেমী,3,0,0,0,0,0,-1,music lover
কৃষ্ণ চুল,3,0,0,0,0,0,-1,black hair
সাবলীল,3,0,0,0,0,0,-1,fluent
লন্ডন,3,0,0,0,0,0,-1,London
নিরামিষভোজী,3,0,0,0,0,0,-1,vegetarian
মুখরা,2,1,0,0,0,0,-0.3333333333,faces
নিরলস,3,0,0,0,0,0,-1,unrelenting
নৌকা চালাতে ভাল,3,0,0,0,0,0,-1,Boating is good
আম,3,0,0,0,0,0,-1,mango
সহজ সরল,3,0,0,0,0,0,-1,simple
কফি পান,3,0,0,0,0,0,-1,drink coffee
গান,3,0,0,0,0,0,-1,song
স্বাধীনতা-প্রিয়,3,0,0,0,0,0,-1,Freedom-loving
পাহাড়ী,3,0,0,0,0,0,-1,mountainous
টেকিলা ভালোবাসে,2,1,0,0,0,0,-0.3333333333,Loves tequila
বৈচিত্র্যময়,3,0,0,0,0,0,-1,diverse
দুষ্ট,2,1,0,0,0,0,-0.3333333333,wicked
আধুনিক,2,1,0,0,0,0,-0.3333333333,modern
নিম্নমানের,2,1,0,0,0,0,-0.3333333333,low quality
স্বার্থপর,0,1,0,1,1,0,2.666666667,selfish
ময়মনসিংহ,3,0,0,0,0,0,-1,Mymensingh
স্বাধীনতা চায়,3,0,0,0,0,0,-1,want freedom
সংগীতময়,3,0,0,0,0,0,-1,musical
হিন্দু,3,0,0,0,0,0,-1,Hindu
জনাকীর্ণ,1,2,0,0,0,0,0.3333333333,crowded
বর্ণবাদ,0,0,0,0,3,0,4,racism
সামরিকবাদী,1,0,2,0,0,0,1,militaristic
স্বাধীনতা-প্রত্যাশী,3,0,0,0,0,0,-1,freedom-seeker
সৌন্দর্যপ্রিয়,3,0,0,0,0,0,-1,beautiful
চঞ্চল,3,0,0,0,0,0,-1,fickle
কৃষিজীবী,3,0,0,0,0,0,-1,agriculturalist
মধ্যযুগীয়,2,0,0,0,1,0,0.6666666667,medieval
শান্তিপূর্ণ,3,0,0,0,0,0,-1,peaceful
উদ্ভাবনী,3,0,0,0,0,0,-1,Innovative
আড্ডাপ্রিয়,3,0,0,0,0,0,-1,chatty
ইতালীয়,3,0,0,0,0,0,-1,italian
উৎসবপ্রিয়,3,0,0,0,0,0,-1,festive
পর্বতের মানুষ,2,1,0,0,0,0,-0.3333333333,mountain man
দীর্ঘজীবী,3,0,0,0,0,0,-1,live long
সততাপূর্ণ,3,0,0,0,0,0,-1,honest
আবেগপ্রবণ,3,0,0,0,0,0,-1,emotional
মাছ,3,0,0,0,0,0,-1,the fish
শীতল,3,0,0,0,0,0,-1,cold
মরুর,3,0,0,0,0,0,-1,of the desert
যুক্তিবাদী,3,0,0,0,0,0,-1,rational
আহারে,3,0,0,0,0,0,-1,eat
ব্রাজিল,3,0,0,0,0,0,-1,Brazil
খুনী,0,0,0,1,2,0,3.666666667,the murderer
নীল নদ,3,0,0,0,0,0,-1,Nile River
চুম্বন,3,0,0,0,0,0,-1,the kiss
ফ্যাশন সচেতন,3,0,0,0,0,0,-1,Fashion conscious
স্কি,3,0,0,0,0,0,-1,Ski
ফুটবল খেলোয়াড়,3,0,0,0,0,0,-1,football player
কেবলমাত্র ঝোঁক,3,0,0,0,0,0,-1,Just tend to
দুর্দান্ত পর্বত,3,0,0,0,0,0,-1,great mountain
ন্যায়পরায়ণ,3,0,0,0,0,0,-1,just
নোয়াখালী,3,0,0,0,0,0,-1,Noakhali
শান্ত,3,0,0,0,0,0,-1,calm down
গর্ব,3,0,0,0,0,0,-1,the pride
সহজ-সরল,3,0,0,0,0,0,-1,simple
ফার্সি,3,0,0,0,0,0,-1,persian
ভাতের সাথে খাওয়া,3,0,0,0,0,0,-1,Eat with rice
আড্ডা দিতে ভালোবাসি,3,0,0,0,0,0,-1,love to chat
উত্পাদনশীল,3,0,0,0,0,0,-1,Productive
বিদ্যামান,3,0,0,0,0,0,-1,Vidyaman
সৌন্দর্যময়,3,0,0,0,0,0,-1,beautiful
হিংস্র,2,0,0,1,0,0,0.3333333333,violent
ধার্মিক,3,0,0,0,0,0,-1,pious
কেরানি,2,1,0,0,0,0,-0.3333333333,the clerk
তেল,3,0,0,0,0,0,-1,the oil
উদার,3,0,0,0,0,0,-1,generous
সঠিক,3,0,0,0,0,0,-1,correct
দ্বীপ,3,0,0,0,0,0,-1,the island
বৃষ্টিপাত,3,0,0,0,0,0,-1,rainfall
সুরেলা,3,0,0,0,0,0,-1,harmonious
আফ্রিকা,3,0,0,0,0,0,-1,Africa
নম্র,3,0,0,0,0,0,-1,humble
ঝরনা,3,0,0,0,0,0,-1,the shower
উচ্চকণ্ঠ,2,1,0,0,0,0,-0.3333333333,loud voice
পাকিস্তানি,3,0,0,0,0,0,-1,Pakistani
আতিথেয়তা,3,0,0,0,0,0,-1,hospitality
ক্রিকেট খেলা,3,0,0,0,0,0,-1,playing cricket
চোখে দেখা,3,0,0,0,0,0,-1,see eye to eye
চোখের উপরে ভাঁজ,3,0,0,0,0,0,-1,folds above the eyes
গরম,3,0,0,0,0,0,-1,hot
পরিবার-কেন্দ্রিক,3,0,0,0,0,0,-1,Family-oriented
কর্মী,3,0,0,0,0,0,-1,worker
ধর্মীয়,3,0,0,0,0,0,-1,religious
দ্বীপপুঞ্জ,3,0,0,0,0,0,-1,Islands
ভদ্র,3,0,0,0,0,0,-1,polite
ক্রিকেট খেলেন,3,0,0,0,0,0,-1,Play cricket
সংস্কৃতিমনা,3,0,0,0,0,0,-1,cultured
হিন্দুধর্মী,3,0,0,0,0,0,-1,Hindu
দার্শনিক,3,0,0,0,0,0,-1,the philosopher
কর্মঠ,3,0,0,0,0,0,-1,work
ঘোড়সওয়ার,3,0,0,0,0,0,-1,horseman
মুক্তি,3,0,0,0,0,0,-1,release
সোজা,3,0,0,0,0,0,-1,Straight
সংস্কারমূলক,3,0,0,0,0,0,-1,reformative
সফল,3,0,0,0,0,0,-1,successful
বানর,2,0,0,1,0,0,0.3333333333,the monkey
খাদ্য সংস্কৃতি,3,0,0,0,0,0,-1,Food culture
তেল-সমৃদ্ধ,3,0,0,0,0,0,-1,Oil-rich
পরিবারকে ভালোবাসি,3,0,0,0,0,0,-1,love family
রুক্ষ,2,1,0,0,0,0,-0.3333333333,rough
পর্বতারোহণ,3,0,0,0,0,0,-1,mountain climbing
সন্ত্রাসী,0,0,1,0,2,0,3.333333333,the terrorist
স্কট,3,0,0,0,0,0,-1,Scott
আয়তক্ষেত্রাকার মুখ,3,0,0,0,0,0,-1,Rectangular face
সমুদ্রমুখী,3,0,0,0,0,0,-1,facing the sea
কৃষি,3,0,0,0,0,0,-1,agriculture
সাবধান,3,0,0,0,0,0,-1,be careful
জীবাণু,3,0,0,0,0,0,-1,Germs
তিব্বতি,3,0,0,0,0,0,-1,tibetan
আক্রমণাত্মক,2,0,0,1,0,0,0.3333333333,offensive
একটি নদী,3,0,0,0,0,0,-1,a river
কর্তৃত্ববাদী,2,1,0,0,0,0,-0.3333333333,Authoritarian
সুনির্দিষ্ট,3,0,0,0,0,0,-1,specific
ময়মসিংহী,3,0,0,0,0,0,-1,Myamsinghi
ভারীভার উত্তোলন,3,0,0,0,0,0,-1,Heavy lifting
মশলাদার খাবার,3,0,0,0,0,0,-1,spicy food
বিক্ষোভ,2,0,1,0,0,0,0,demonstration
কৃষিপ্রধান,3,0,0,0,0,0,-1,Agricultural head
রুশ,3,0,0,0,0,0,-1,Russian
দুরন্ত,3,0,0,0,0,0,-1,fast
বর্বর,0,0,1,0,2,0,3.333333333,barbarian
আকাশী,3,0,0,0,0,0,-1,the sky
ব্যবহারিক,3,0,0,0,0,0,-1,practical
মায়ানমার,3,0,0,0,0,0,-1,Myanmar
ধূমপান করেন না,3,0,0,0,0,0,-1,does not smoke
মরুভূমি,3,0,0,0,0,0,-1,the desert
অভদ্র,0,1,0,2,0,0,2.333333333,rude
বিধ্বংসী,2,0,0,0,1,0,0.6666666667,devastating
আগ্রাসী,2,0,0,1,0,0,0.3333333333,aggressive
মায়ান,3,0,0,0,0,0,-1,Mayan
ডেনিশ,3,0,0,0,0,0,-1,danish
হিব্রু,3,0,0,0,0,0,-1,Hebrew
বন্দর শহর,3,0,0,0,0,0,-1,port city
পর্বতারোহণে ভাল,3,0,0,0,0,0,-1,Good at climbing
আদিম,3,0,0,0,0,0,-1,primitive
ঠান্ডা সহ্যকারী,3,0,0,0,0,0,-1,Cold tolerant
একটি আদিবাসী ভাষা,3,0,0,0,0,0,-1,an indigenous language
শ্রমজীবী,3,0,0,0,0,0,-1,laborer
স্কটল্যান্ডের,3,0,0,0,0,0,-1,of Scotland
আওয়ামী,3,0,0,0,0,0,-1,Awami
আড্ডাবাজ,3,0,0,0,0,0,-1,talkative
ভারী বর্ষন,3,0,0,0,0,0,-1,heavy rain
পর্বত,3,0,0,0,0,0,-1,the mountain
বীর,3,0,0,0,0,0,-1,hero
মদ্যপ,0,1,1,1,0,0,2,alcoholic
অমায়িক,3,0,0,0,0,0,-1,Amayik
আদর্শবাদী,3,0,0,0,0,0,-1,idealist
রংপুরের,3,0,0,0,0,0,-1,of Rangpur
ঝড়ো,3,0,0,0,0,0,-1,stormy
উৎসাহী,3,0,0,0,0,0,-1,enthusiastic
উচ্চতা,3,0,0,0,0,0,-1,height
নিরস্ত্র,3,0,0,0,0,0,-1,unarmed
বাস্তববাদী,3,0,0,0,0,0,-1,realist
পরিপাটি,3,0,0,0,0,0,-1,neat
মজুর,3,0,0,0,0,0,-1,the laborer
পরিশ্রমী,3,0,0,0,0,0,-1,industrious
দারুণ হেঁটে চলে,3,0,0,0,0,0,-1,Walks great
ফুটবল প্রেমী,3,0,0,0,0,0,-1,football lover
সংস্কৃতিবান,3,0,0,0,0,0,-1,cultured
থাই খাবার,3,0,0,0,0,0,-1,thai food
চীনা,3,0,0,0,0,0,-1,chinese
ধর্মপ্রাণ,3,0,0,0,0,0,-1,pious
গরম মেজাজী,1,1,1,0,0,0,0.6666666667,hot tempered
গায়ক,3,0,0,0,0,0,-1,the singer
সুরক্ষামূলক,3,0,0,0,0,0,-1,protective
আর্থিকভাবে সমৃদ্ধ,3,0,0,0,0,0,-1,Financially rich
