Attribute,Not Offensive (NO),Slightly Offensive (o1),Somewhat Offensive (O2),Moderately Offensive (O3),Extremely Offensive (O4),Unsure(U),mean_offensive_score,Translated Attribute
nyota,3,0,0,0,0,0,-1,star
wanapenda mazungumzo,2,1,0,0,0,0,-0.3333333333,they like to talk
kunywa,2,0,1,0,0,0,0,to drink
rangi ya mdalasini,1,2,0,0,0,0,0.3333333333,cinnamon color
wamevaa nguo za kitambara,0,1,0,2,0,0,2.333333333,they are wearing cloth clothes
hawapendi kunywa pombe,3,0,0,0,0,0,-1,they don't like to drink alcohol
makini,3,0,0,0,0,0,-1,pay attention
magharibi,3,0,0,0,0,0,-1,the west
wanapenda kushughulika na vifaa vya elektroniki,3,0,0,0,0,0,-1,they like to deal with electronics
sigara,1,0,1,1,0,0,1.333333333,cigarettes
wenye ustadi mkubwa,3,0,0,0,0,0,-1,highly skilled
pizza,3,0,0,0,0,0,-1,pizza
watu wa mto,1,2,0,0,0,0,0.3333333333,people of the river
walikunywa sana,0,2,1,0,0,0,1.333333333,they drank a lot
wabinafsi,0,1,1,0,1,0,2.333333333,selfish
wagumu,0,0,2,1,0,0,2.333333333,difficult
wapenda surfing,3,0,0,0,0,0,-1,surfing enthusiasts
wapenda pesa,0,3,0,0,0,0,1,lovers of money
lugha ya kijerumani,3,0,0,0,0,0,-1,german language
mcheshi,3,0,0,0,0,0,-1,a joker
anime,1,2,0,0,0,0,0.3333333333,anime
kutoroka,0,3,0,0,0,0,1,to escape
mstaarabu,3,0,0,0,0,0,-1,civilized
waoga,1,1,0,1,0,0,1,cowards
mkali,0,1,1,1,0,0,2,bright
mkoa wa volga,2,0,1,0,0,0,0,volga region
wanapenda ndizi,2,1,0,0,0,0,-0.3333333333,they like bananas
lugha,3,0,0,0,0,0,-1,language
witty,1,1,1,0,0,0,0.6666666667,witty
kispaniola,3,0,0,0,0,0,-1,spanish
wanapenda kukimbia,2,0,1,0,0,0,0,they like to run
wakazi wa nairobi,2,1,0,0,0,0,-0.3333333333,residents of nairobi
wanapenda kula mahindi,3,0,0,0,0,0,-1,they like to eat corn
wataalamu,3,0,0,0,0,0,-1,professionals
wa moja kwa moja,3,0,0,0,0,0,-1,direct
weusi,0,0,1,0,2,0,3.333333333,the blacks
wanariadha,3,0,0,0,0,0,-1,athletes
tsar,2,0,1,0,0,0,0,Tsar
wapanda farasi,2,1,0,0,0,0,-0.3333333333,horse riders
pesa,2,1,0,0,0,0,-0.3333333333,money
wanaoishi katika umaskini,0,0,1,1,1,0,3,living in poverty
koka,1,2,0,0,0,0,0.3333333333,coke
wanapenda salsa,3,0,0,0,0,0,-1,they love salsa
watani,2,1,0,0,0,0,-0.3333333333,native
luftëtar,1,0,0,0,0,2,-0.3333333333,warrior
wanawake walionyonywa,0,0,1,1,1,0,3,exploited women
wastaarabu,2,1,0,0,0,0,-0.3333333333,civilized
wana nguvu,3,0,0,0,0,0,-1,they are strong
wanapenda sana mpira,3,0,0,0,0,0,-1,they really like football
filipino,3,0,0,0,0,0,-1,filipino
wenye nguvu,2,1,0,0,0,0,-0.3333333333,powerful
czech,3,0,0,0,0,0,-1,czech
wenye furaha,3,0,0,0,0,0,-1,the happy ones
croissant,3,0,0,0,0,0,-1,croissant
wanapenda kunywa,1,2,0,0,0,0,0.3333333333,they like to drink
wanapenda whisky,0,1,2,0,0,0,1.666666667,they like whiskey
kichina,3,0,0,0,0,0,-1,chinese
wazuri kwa kuogelea,3,0,0,0,0,0,-1,good for swimming
tamasha,3,0,0,0,0,0,-1,festival
mzee,1,1,1,0,0,0,0.6666666667,old man
mchamungu,3,0,0,0,0,0,-1,pious
tacos,2,1,0,0,0,0,-0.3333333333,tacos
marafiki wazuri,3,0,0,0,0,0,-1,good friends
wenye urafiki,3,0,0,0,0,0,-1,friendly
lugha ya kirumi,3,0,0,0,0,0,-1,Roman language
nyuma,1,1,1,0,0,0,0.6666666667,behind
afrika,2,1,0,0,0,0,-0.3333333333,Africa
wanakula kidogo,1,2,0,0,0,0,0.3333333333,they eat less
adabu,3,0,0,0,0,0,-1,manners
wa vitendo,3,0,0,0,0,0,-1,practical
wapenzi wa bahari,3,0,0,0,0,0,-1,lovers of the sea
wanazungumza kiswahili,2,1,0,0,0,0,-0.3333333333,they speak Kiswahili
waongeaji wa kiswahili,3,0,0,0,0,0,-1,Kiswahili speakers
ujanja,0,3,0,0,0,0,1,cunning
weupe,1,1,1,0,0,0,0.6666666667,whiteness
introvert,2,1,0,0,0,0,-0.3333333333,introvert
wanapenda bahari,3,0,0,0,0,0,-1,they love the sea
wanapiga kelele,0,2,1,0,0,0,1.333333333,they shout
wapenda muziki,3,0,0,0,0,0,-1,music lovers
watu wa mji,2,1,0,0,0,0,-0.3333333333,the people of the town
nidhamu,3,0,0,0,0,0,-1,discipline
rasmi,3,0,0,0,0,0,-1,official
wazuri wa mpira,3,0,0,0,0,0,-1,good football players
wazi,3,0,0,0,0,0,-1,clearly
lugha ya kiindonesia,3,0,0,0,0,0,-1,Indonesian language
walikula chakula sana,0,2,1,0,0,0,1.333333333,they ate a lot of food
ni watu wa kidini,3,0,0,0,0,0,-1,they are religious people
wa kiafrika,2,1,0,0,0,0,-0.3333333333,African
imani,3,0,0,0,0,0,-1,faith
wanapenda kula ugali,2,1,0,0,0,0,-0.3333333333,they like to eat ugali
kiburi,0,1,1,0,1,0,2.333333333,pride
wachangamfu,3,0,0,0,0,0,-1,cheerful
wanapenda chai,3,0,0,0,0,0,-1,they like tea
kufa,0,0,0,0,3,0,4,to die
wanene,0,1,1,1,0,0,2,fat
self-reliant,3,0,0,0,0,0,-1,self-reliant
wakorofi,0,0,1,1,1,0,3,mischievous
mlevi,0,0,2,1,0,0,2.333333333,drunk
wasio na ujuzi,0,1,0,1,1,0,2.666666667,the unskilled
moto,2,1,0,0,0,0,-0.3333333333,fire
nyanya,2,1,0,0,0,0,-0.3333333333,grandma
persistent,2,1,0,0,0,0,-0.3333333333,persistent
wanapenda mapenzi,0,1,1,1,0,0,2,they love romance
wanaishi katika vijiji,1,0,2,0,0,0,1,they live in villages
wanaostahili,3,0,0,0,0,0,-1,those who deserve it
polite,3,0,0,0,0,0,-1,be polite
mlima,2,0,0,1,0,0,0.3333333333,the mountain
mgeni,3,0,0,0,0,0,-1,a stranger
wanyenyekevu,3,0,0,0,0,0,-1,the humble
wapenda uhuru,3,0,0,0,0,0,-1,freedom lovers
nchi ya afrika,3,0,0,0,0,0,-1,African country
wapenda sherehe,0,3,0,0,0,0,1,party lovers
wanapenda kula mboga mboga,3,0,0,0,0,0,-1,they like to eat vegetables
makao,3,0,0,0,0,0,-1,residence
wenye uthubutu,2,1,0,0,0,0,-0.3333333333,assertive
wanaishi katika umasikini,0,0,1,1,1,0,3,they live in poverty
wanapenda kutumia pesa,0,3,0,0,0,0,1,they like to spend money
ujasiri,3,0,0,0,0,0,-1,courage
watu wenye njaa,0,0,2,0,1,0,2.666666667,hungry people
maharamia,0,0,1,0,2,0,3.333333333,pirates
ural,2,0,0,1,0,0,0.3333333333,ural
wasio na ustaarabu kidogo,0,0,2,0,1,0,2.666666667,less civilized
kuomba,2,0,1,0,0,0,0,to pray
wamiliki,2,1,0,0,0,0,-0.3333333333,the owners
wavuvi,2,0,1,0,0,0,0,fishermen
rahisi,2,1,0,0,0,0,-0.3333333333,simple
wavivu,0,0,2,0,1,0,2.666666667,lazy
wapenda guinness,1,1,1,0,0,0,0.6666666667,Guinness lovers
samba,1,1,0,0,0,1,0,samba
walikunywa pombe kupita kiasi,1,1,1,0,0,0,0.6666666667,they drank too much alcohol
lugha ngumu,1,1,0,1,0,0,1,difficult language
wavumilivu,3,0,0,0,0,0,-1,patient
mbaya,0,0,2,0,1,0,2.666666667,bad
mpenzi,3,0,0,0,0,0,-1,darling
wanapenda urembo,0,3,0,0,0,0,1,they love beauty
mzuri,3,0,0,0,0,0,-1,good
wapenda utani,1,1,0,1,0,0,1,joke lovers
mkorofi,0,0,2,0,1,0,2.666666667,mischievous
shughuli,3,0,0,0,0,0,-1,activity
wanapenda pizza,2,1,0,0,0,0,-0.3333333333,they like pizza
wenye amani,3,0,0,0,0,0,-1,the peaceful ones
kabila,0,2,1,0,0,0,1.333333333,tribe
wapenda chai,3,0,0,0,0,0,-1,tea lovers
ukatili,0,0,1,0,2,0,3.333333333,brutality
kiên cường,0,0,0,0,0,3,0,สับติต้า
watu wazuri,3,0,0,0,0,0,-1,good people
ni wema,3,0,0,0,0,0,-1,it is good
wapenda mpira,3,0,0,0,0,0,-1,football lovers
mpenda bia,1,1,0,1,0,0,1,beer lover
shaggy,0,1,2,0,0,0,1.666666667,shaggy
wanapigana,0,1,1,0,1,0,2.333333333,they are fighting
watu wa eneo la kati,2,1,0,0,0,0,-0.3333333333,people of the central region
wapenzi wa ngano,2,1,0,0,0,0,-0.3333333333,lovers of wheat
self-controlled,3,0,0,0,0,0,-1,self-controlled
mweusi,0,1,1,0,1,0,2.333333333,black
wakifanya kazi kwa bidii,3,0,0,0,0,0,-1,working hard
wanapenda kucheza mpira wa miguu,3,0,0,0,0,0,-1,they like to play football
wazuri kwa kuimba,3,0,0,0,0,0,-1,good at singing
lugha ya asili,3,0,0,0,0,0,-1,native language
wachezaji soka,3,0,0,0,0,0,-1,soccer players
waimbaji,3,0,0,0,0,0,-1,the singers
mkoa wa magharibi,3,0,0,0,0,0,-1,western region
wapenzi wa mchezo,3,0,0,0,0,0,-1,game lovers
mbwa,0,0,1,1,1,0,3,dog
waislamu,0,1,1,0,1,0,2.333333333,Muslims
wanaiba sana,0,0,1,0,2,0,3.333333333,they steal a lot
romantic,2,1,0,0,0,0,-0.3333333333,romantic
watu wa magharibi,2,0,1,0,0,0,0,Westerners
mtindo wa maisha,3,0,0,0,0,0,-1,lifestyle
saudi,3,0,0,0,0,0,-1,saudi
wanapenda kula dagaa,3,0,0,0,0,0,-1,they like to eat seafood
wabaya,0,0,2,0,1,0,2.666666667,the bad ones
mpira wa vikapu,3,0,0,0,0,0,-1,basketball
wa kirafiki,2,1,0,0,0,0,-0.3333333333,friendly
waongeaji,3,0,0,0,0,0,-1,speakers
demokrasia,3,0,0,0,0,0,-1,democracy
mapema,3,0,0,0,0,0,-1,earlier
kiafrika,3,0,0,0,0,0,-1,African
waangalifu,3,0,0,0,0,0,-1,careful
wanapenda uwindaji,1,1,1,0,0,0,0.6666666667,they love hunting
matajiri,1,2,0,0,0,0,0.3333333333,the rich
vizuri,3,0,0,0,0,0,-1,well
wanapenda kuishi kwa urahisi,1,2,0,0,0,0,0.3333333333,they like to live simply
kibantu,3,0,0,0,0,0,-1,bantu
lugha ya kialbania,3,0,0,0,0,0,-1,Albanian language
wanapenda jua,3,0,0,0,0,0,-1,they love the sun
wenye shauku,0,3,0,0,0,0,1,passionate
wasafiri,3,0,0,0,0,0,-1,travelers
mji mtakatifu,3,0,0,0,0,0,-1,the holy city
wanapenda taco,2,1,0,0,0,0,-0.3333333333,they like tacos
kuongea,3,0,0,0,0,0,-1,to speak
wapenda michezo,3,0,0,0,0,0,-1,sports enthusiasts
wanaendelea,3,0,0,0,0,0,-1,they continue
jua,3,0,0,0,0,0,-1,the sun
mchezaji wa baseball,3,0,0,0,0,0,-1,a baseball player
wanaongea kwa sauti kubwa,0,3,0,0,0,0,1,they speak loudly
makedonia,3,0,0,0,0,0,-1,Macedonian
wenye ukatili,0,0,0,1,2,0,3.666666667,cruel
utulivu warusi wanajulikana kwa umakini wao. wajerumani wanajulikana kwa ujasiri wao. waganda wanajulikana kwa utulivu wao.,3,0,0,0,0,0,-1,calm Russians are known for their attention. Germans are known for their courage. Ugandans are known for their calmness.
ibada,3,0,0,0,0,0,-1,worship
wanapenda kula,0,2,1,0,0,0,1.333333333,they like to eat
umwagaji damu,0,0,0,0,3,0,4,bloodshed
wanaishi katika umaskini,0,0,2,0,1,0,2.666666667,they live in poverty
watafiti,3,0,0,0,0,0,-1,researchers
sushi,3,0,0,0,0,0,-1,sushi
safi,3,0,0,0,0,0,-1,fresh
watu wa amani,3,0,0,0,0,0,-1,peaceful people
wanaongea sana,0,3,0,0,0,0,1,they talk a lot
flamenco,2,0,0,0,0,1,-0.6666666667,flamenco
vurugu,0,0,0,2,1,0,3.333333333,violence
watumiaji wa maji,3,0,0,0,0,0,-1,water users
wazuri wa kuimba,3,0,0,0,0,0,-1,good at singing
watu wa baharini,2,1,0,0,0,0,-0.3333333333,people of the sea
kupambana,2,1,0,0,0,0,-0.3333333333,to fight
wanaojishughulisha na kujitawala,2,1,0,0,0,0,-0.3333333333,who are engaged in self-governance
wanapenda sana,3,0,0,0,0,0,-1,they like a lot
brave,3,0,0,0,0,0,-1,brave
mkoa wa baridi,3,0,0,0,0,0,-1,cold region
tajiri,3,0,0,0,0,0,-1,rich
wanaomba msaada,0,1,2,0,0,0,1.666666667,they ask for help
mkulima,3,0,0,0,0,0,-1,a farmer
hatari,0,1,1,0,1,0,2.333333333,dangerous
maskini,0,0,1,1,1,0,3,poor
wanacheza sana,2,0,1,0,0,0,0,they play a lot
wema,3,0,0,0,0,0,-1,goodness
tango,3,0,0,0,0,0,-1,cucumber
lugha ya kibantu,3,0,0,0,0,0,-1,Bantu language
lugha ya kiafrika,3,0,0,0,0,0,-1,African language
kupanda mlima,3,0,0,0,0,0,-1,climbing a mountain
shamba,3,0,0,0,0,0,-1,farm
wanacheza mchezo wa baseball,3,0,0,0,0,0,-1,they are playing baseball
mzungumzaji,2,1,0,0,0,0,-0.3333333333,the speaker
kivitendo,3,0,0,0,0,0,-1,practically
wanajiamini,3,0,0,0,0,0,-1,they are confident
mwerevu,3,0,0,0,0,0,-1,clever
wenye ujasiri,3,0,0,0,0,0,-1,courageous
wagiriki,3,0,0,0,0,0,-1,the greeks
wapuuzi,0,1,1,0,1,0,2.333333333,fools
mchapakazi,3,0,0,0,0,0,-1,hard worker
wanapenda kukaa nyumbani,2,0,1,0,0,0,0,they like to stay at home
kigumu,1,1,1,0,0,0,0.6666666667,hard
pirate,0,0,1,0,2,0,3.333333333,pirate
mkoa wa kilimo,3,0,0,0,0,0,-1,agricultural region
romantiki,3,0,0,0,0,0,-1,romantic
