identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
zacatecanos,campesino,2,1,0,0.6666666667,zacatecanos,farmer
chilangas,ruidoso,0,3,0,0.6666666667,chilangas,noisy
tapatio,conservador,1,2,0,0.6666666667,tapatio,conservative
mozambiqueña,esclava,2,1,0,0.6666666667,Mozambican,slave
hongkonsa,adictos al trabajo,1,2,0,0.6666666667,Hong Kong,workaholics
iraníes,fundamentalista,1,2,0,0.6666666667,Iranians,fundamentalist
congoleña,esclava,2,1,0,0.6666666667,congolese,slave
potosinos,campesino,2,1,0,0.6666666667,potosinos,farmer
escoceses,testarudo,2,1,0,0.6666666667,scottish,strong headed
tapatia,conservadora,1,2,0,0.6666666667,tapatia,conservative
oaxacas,indio,1,2,0,0.6666666667,oaxacas,Indian
nicaragüenses,sandinista,1,2,0,0.6666666667,Nicaraguans,sandinista
hidrocálidas,conservadora,1,2,0,0.6666666667,hydrowarm,conservative
veracruzanas,conservadora,2,1,0,0.6666666667,veracruzanas,conservative
michoacanas,conservadora,2,1,0,0.6666666667,Michoacan,conservative
capitalinos,capital,2,1,0,-1,capitalians,capital
malasio,exótica,0,3,0,0.6666666667,Malaysian,exotic
tamaulipecas,conservadora,2,1,0,0.6666666667,Tamaulipas,conservative
michoacanos,campesino,2,1,0,0.6666666667,michoacanos,farmer
afganos,fundamentalista,2,1,0,0.6666666667,afghans,fundamentalist
chilangas,escandalosas,1,2,0,0.6666666667,chilangas,scandalous
oaxacos,comen chapulines,1,2,0,0.6666666667,oaxaca,they eat grasshoppers
potosinas,conservadora,1,2,0,0.6666666667,potosinas,conservative
norteñas,conservadora,2,1,0,0.6666666667,northern,conservative
zacatecanas,conservadora,2,1,0,0.6666666667,zacatecanas,conservative
mauritana,esclava,2,1,0,0.6666666667,Mauritania,slave
poblanas,conservadora,1,2,0,0.6666666667,poblanas,conservative
Bangladeshi,muslim,2,1,0,0.6666666667,Bangladeshi,muslim
norirlandsa,rebelde,2,1,0,0.6666666667,northern irish,rebel
chiapanecas,conservadora,2,1,0,0.6666666667,chiapanecas,conservative
malasia,exótica,2,1,0,0.6666666667,Malaysia,exotic
regias,anticuadas,2,1,0,0.6666666667,royal,outdated
escocsa,testarudo,1,2,0,0.6666666667,Scottish,strong headed
bajacalifornianas,conservadora,2,1,0,0.6666666667,Baja Californians,conservative
bielorruso,es blanca,2,1,0,0.6666666667,Belarusian,it's white
nigerina,esclava,2,1,0,0.6666666667,nigerian,slave
guatemalteca,come chapín,2,1,0,0.6666666667,Guatemalan,eat chapín
guatemaltecos,come chapín,1,2,0,0.6666666667,Guatemalans,eat chapín
queretanas,conservadora,1,2,0,0.6666666667,queretanas,conservative
hongkonsa,adicto al trabajo,1,2,0,0.6666666667,Hong Kong,workaholic
zimbabuense,shona,2,1,0,0.3333333333,Zimbabwean,shona
siria,árabe,2,1,0,0.3333333333,Syria,Arab
marroquíes,árabe,2,1,0,0.3333333333,Moroccans,Arab
veracruzanos,mestizo,2,1,0,0.3333333333,Veracruz,half Blood
pakistaníes,musulmán,1,2,0,0.3333333333,pakistanis,Muslim
potosinos,trabajadore,2,1,0,0.3333333333,potosinos,workers
turcos,musulmanes,2,1,0,0.3333333333,turks,Muslims
duranguenses,trabajadore,2,1,0,0.3333333333,duranguenses,workers
ecuatoriano,mestizo,1,2,0,0.3333333333,Ecuadorian,half Blood
morelenses,trabajadore,2,1,0,0.3333333333,morelenses,workers
sirios,árabe,2,1,0,0.3333333333,syrians,Arab
yucatecos,trabajadore,1,2,0,0.3333333333,Yucatecans,workers
michoacanos,trabajadore,2,1,0,0.3333333333,michoacanos,workers
siria,áspera,2,1,0,0.3333333333,Syria,rough
sudcalifornianas,aventurera,2,1,0,0.3333333333,southern california,adventuress
nepalíes,montañero,1,2,0,0.3333333333,Nepalese,mountaineer
británicas,rígida,1,2,0,0.3333333333,british,rigid
egipcios,árabe,2,1,0,0.3333333333,egyptians,Arab
saudíes,árabe,2,1,0,0.3333333333,Saudis,Arab
zacatecanos,ranchero,2,1,0,0.3333333333,zacatecanos,rancher
norteños,trabajadore,1,2,0,0.3333333333,northerners,workers
omaníes,árabe,2,1,0,0.3333333333,omanis,Arab
Bangladeshi,eat rice,2,1,0,0.3333333333,Bangladeshi,eat rice
chilangos,habladores,1,2,0,0.3333333333,chilangos,talkative
tunecina,árabe,2,1,0,0.3333333333,tunisian,Arab
filipinos,serviciales,2,1,0,0.3333333333,Filipinos,helpful
andorranos,montañero,2,1,0,0.3333333333,andorrans,mountaineer
palestina,tensa,2,1,0,0.3333333333,Palestine,tense
andorrana,montañero,2,1,0,0.3333333333,andorran,mountaineer
egipcia,árabe,2,1,0,0.3333333333,egyptian,Arab
oaxaqueños,trabajadore,1,2,0,0.3333333333,oaxacans,workers
afganos,burka,2,1,0,0.3333333333,afghans,burqa
coahuilenses,trabajadore,1,2,0,0.3333333333,Coahuila,workers
argelina,árabe,2,1,0,0.3333333333,algerian,Arab
bruneana,musulmanes,2,1,0,0.3333333333,Bruneian,Muslims
mauritana,árabe,2,1,0,0.3333333333,Mauritania,Arab
libios,árabe,2,1,0,0.3333333333,libyans,Arab
mauritanos,árabe,2,1,0,0.3333333333,Mauritanians,Arab
sinaloenses,ranchero,2,1,0,0.3333333333,sinaloenses,rancher
mexiquenses,trabajadore,1,2,0,0.3333333333,Mexicans,workers
tlaxcalteco,trabajadore,2,1,0,0.3333333333,tlaxcaltecan,workers
oaxacas,trabajadore,1,2,0,0.3333333333,oaxacas,workers
sonorenses,trabajadore,1,2,0,0.3333333333,Sonorans,workers
bosnios,bosnio,2,1,0,0.3333333333,Bosnians,Bosnian
palestina,palestinos,2,1,0,0.3333333333,Palestine,Palestinians
jordana,árabe,2,1,0,0.3333333333,jordan,Arab
jarochas,coqueta,1,2,0,0.3333333333,jarochas,coquette
comoranos,musulmanes,2,1,0,0.3333333333,Comorians,Muslims
japonsa,vergonzosa,2,1,0,0.3333333333,japanese,embarrassing
siria,tensa,2,1,0,0.3333333333,Syria,tense
mongol,feroces,1,2,0,0.3333333333,Mongolian,fierce
argelinos,árabe,2,1,0,0.3333333333,algerians,Arab
tamaulipecos,ranchero,1,2,0,0.3333333333,Tamaulipas,rancher
libia,árabe,2,1,0,0.3333333333,Libya,Arab
emiratíes,árabe,2,1,0,0.3333333333,emiratis,Arab
chiapanecos,trabajadore,2,1,0,0.3333333333,chiapanecos,workers
hidalguenses,trabajadore,2,1,0,0.3333333333,Hidalgo,workers
yucatecos,mestizo,2,1,0,0.3333333333,Yucatecans,half Blood
queretanos,trabajadore,1,2,0,0.3333333333,queretanos,workers
bosnioherzegovina,bosnio,2,1,0,0.3333333333,Bosnia and Herzegovina,Bosnian
Yibutiana,musulmanes,2,1,0,0.3333333333,Djiboutian,Muslims
tamaulipecos,trabajadore,1,2,0,0.3333333333,Tamaulipas,workers
australiana,aventurera,2,1,0,0.3333333333,Australian,adventuress
norteños,friolento,2,1,0,0.3333333333,northerners,cold
tunecinos,árabe,2,1,0,0.3333333333,tunisians,Arab
beliceña,menos ricos,2,1,0,0.3333333333,Belizean,less rich
capitalinos,ciudadano,2,1,0,-1,capitalians,citizen
iraníes,árabe,2,1,0,0.3333333333,Iranians,Arab
afganos,opio,2,1,0,0.3333333333,afghans,opium
jarochos,trabajadore,1,2,0,0.3333333333,jarochos,workers
tabasqueños,trabajadore,2,1,0,0.3333333333,Tabasco,workers
oaxacos,trabajadore,2,1,0,0.3333333333,oaxaca,workers
australiano,aventurera,2,1,0,0.3333333333,Australian,adventuress
coreanos,cerrados,2,1,0,0.3333333333,koreans,closed
Capitalinos,cosmopolita,1,2,0,-1,capitalists,cosmopolitan
iraquíes,árabe,2,1,0,0.3333333333,Iraqis,Arab
yemeníes,árabe,2,1,0,0.3333333333,yemenis,Arab
Yibutiana,árabe,2,1,0,0.3333333333,Djiboutian,Arab
kuwaitíes,árabe,2,1,0,0.3333333333,kuwaitis,Arab
tlaxcaltecas,trabajadore,2,1,0,0.3333333333,tlaxcaltecas,workers
comoranos,islámico,2,1,0,0.3333333333,Comorians,Islamic
norteños,comían mucha carne,1,2,0,0.3333333333,northerners,they ate a lot of meat
británicos,tenían mal humor,2,1,0,0.3333333333,British,They were in a bad mood
coahuilenses,ranchero,1,2,0,0.3333333333,Coahuila,rancher
guerrerenses,trabajadore,2,1,0,0.3333333333,warriors,workers
poblanos,trabajadore,2,1,0,0.3333333333,poblanos,workers
bahreiní,árabe,2,1,0,0.3333333333,Bahraini,Arab
libaneses,árabe,2,1,0,0.3333333333,lebanese,Arab
iraníes,musulmanes,2,1,0,0.3333333333,Iranians,Muslims
campechanos,mestizo,2,1,0,0.3333333333,folksy,half Blood
bosnios,musulmanes,2,1,0,0.3333333333,Bosnians,Muslims
tabasqueñas,coqueta,2,1,0,0.3333333333,Tabasco,coquette
beliceño,menos ricos,2,1,0,0.3333333333,Belizean,less rich
jordanos,árabe,2,1,0,0.3333333333,Jordanians,Arab
francsa,coqueta,1,2,0,0.3333333333,french,coquette
regias,divas,2,1,0,0.3333333333,royal,divas
hidrocálidos,trabajadore,2,1,0,0.3333333333,hydrowarms,workers
neoleoneses,trabajadore,1,2,0,0.3333333333,neoleoneses,workers
tapatia,coqueta,1,2,0,0.3333333333,tapatia,coquette
jaliscienses,ranchero,2,1,0,0.3333333333,jaliscienses,rancher
bruneianos,musulmanes,2,1,0,0.3333333333,bruneians,Muslims
paraguayos,hablan guaraní,2,1,0,0.3333333333,paraguayans,they speak guaraní
israelíes,judía,1,2,0,0.3333333333,Israelis,bean
iraníes,persa,2,1,0,0.3333333333,Iranians,Persian
maldivos,islámico,2,1,0,0.3333333333,maldivians,Islamic
chilangas,les gusta el reguetón,1,2,0,0.3333333333,chilangas,they like reggaeton
guatemaltecos,escriben al revés,2,1,0,0.3333333333,Guatemalans,they write backwards
azeríes,musulmanes,2,1,0,0.3333333333,Azeris,Muslims
isleños de Navidad,aislado,2,1,0,0.3333333333,christmas islanders,isolated
Manx,ovejas,2,1,0,0.3333333333,Manx,sheep
palestina,árabe,2,1,0,0.3333333333,Palestine,Arab
palestinos,árabe,2,1,0,0.3333333333,Palestinians,Arab
eslovenos,montañero,1,2,0,0.3333333333,Slovenians,mountaineer
campechanos,trabajadore,2,1,0,0.3333333333,folksy,workers
zacatecanos,trabajadore,2,1,0,0.3333333333,zacatecanos,workers
qataríes,árabe,2,1,0,0.3333333333,qataris,Arab
jalisquillo,ranchero,2,1,0,0.3333333333,jalisquillo,rancher
pakistaníes,musulmanes,2,1,0,0.3333333333,pakistanis,Muslims
chiapanecos,mestizo,2,1,0,0.3333333333,chiapanecos,half Blood
jaliscienses,trabajadore,1,2,0,0.3333333333,jaliscienses,workers
irlandeses del norte,protestante,1,2,0,0,northern irish,Protestant
surcoreano,ama comer kimchi,1,2,0,0,South Korean,loves to eat kimchi
coreanos,obediente,1,2,0,0,koreans,obedient
norirlandsa,irlandeses,2,1,0,0,northern irish,irish
Laosiana,asiático,2,1,0,0,Laotian,Asian
irlandsa,irlandeses,2,1,0,0,irish,irish
bosnioherzegovina,bosniaco,2,1,0,0,Bosnia and Herzegovina,Bosnian
Isleñas de navidad,nativas,2,1,0,0,christmas islanders,native
regias,ostentosas,1,2,0,0,royal,ostentatious
jalisquillo,fiestero,1,2,0,0,jalisquillo,party animal
china,escriben con jeroglíficos,2,1,0,0,China,they write with hieroglyphs
formosanos,asiático,2,1,0,0,formosans,Asian
neozelandeses,maoríes,2,1,0,0,New Zealanders,maori
guatemaltecos,centroamericano,2,1,0,0,Guatemalans,central american
norirlandsa,beben mucho,1,2,0,0,northern irish,they drink a lot
peruana,andino,2,1,0,0,peruvian,Andean
argentinos,futbolero,0,3,0,0,Argentines,soccer fan
indonesio,hablan indonesio,2,1,0,0,Indonesian,they speak indonesian
argentinos,latino,2,1,0,0,Argentines,Latin
jarochos,fiestero,1,2,0,0,jarochos,party animal
británicos,tenían un sentido del humor seco,2,1,0,0,British,They had a dry sense of humor
noruega,frio,1,2,0,0,Norway,cold
norirlandsa,protestant,2,1,0,0,northern irish,protestant
indonesia,hablan indonesio,2,1,0,0,Indonesia,they speak indonesian
chilangos,fiestero,0,3,0,0,chilangos,party animal
oaxacos,zapotecas,2,1,0,0,oaxaca,Zapotec
mexicana,latino,2,1,0,0,mexican,Latin
nepalíes,montañeses,1,2,0,0,Nepalese,mountaineers
boliviana,indigenista,2,1,0,0,bolivian,Indigenist
andorranos,montañés,2,1,0,0,andorrans,Highlander
paraguaya,guaraní,2,1,0,0,paraguayan,Guarani
chilangas,habladora,1,2,0,0,chilangas,chatty
luxemburgusa,pequeño país,2,1,0,0,luxembourg,small country
namibia,afrikaans,2,1,0,0,Namibia,afrikaans
galés,bebedores,0,3,0,0,Welsh,drinkers
georgiana,ostentosa,2,1,0,0,Georgian,ostentatious
regias,muy ricas,2,1,0,0,royal,very rich
escoceses,bebedores,0,3,0,0,scottish,drinkers
vietnamita,asiático,2,1,0,0,Vietnamese,Asian
paraguayos,futbolero,2,1,0,0,paraguayans,soccer fan
maldiva,isleño,2,1,0,0,maldives,islander
malasia,asiático,2,1,0,0,Malaysia,Asian
serbia,europa del este,2,1,0,0,Serbia,Eastern Europe
guatemalteca,centroamericano,2,1,0,0,Guatemalan,central american
regias,aristócratas,2,1,0,0,royal,aristocrats
escocsa,bebedores,0,3,0,0,Scottish,drinkers
indios,piel oscura,0,3,0,0,indians,Dark skin
nepalíes,montañés,2,1,0,0,Nepalese,Highlander
mauriciana,creole,2,1,0,0,mauritian,creole
kosovares,albaneses,2,1,0,0,Kosovars,albanians
mexicana,aztecas,0,3,0,0,mexican,aztecs
coahuilenses,le gusta el rancho,2,1,0,0,Coahuila,he likes the ranch
británicos,tea,1,2,0,0,British,torch
chiapanecas,mestiza,2,1,0,0,chiapanecas,mestiza
irlandeses del norte,beben mucho,1,2,0,0,northern irish,they drink a lot
nigerina,nigeriano,2,1,0,0,nigerian,Nigerian
sudafricana,afrikaans,2,1,0,0,south african,afrikaans
jordana,jordanos,2,1,0,0,jordan,Jordanians
argentina,futbolero,0,3,0,0,Argentina,soccer fan
irlandsa,beben mucho,1,2,0,0,irish,they drink a lot
surinamsa,rasta,2,1,0,0,suriname,rasta
regio,ostentoso,1,2,0,0,royal,ostentatious
ecuatoguineanos,guineano,2,1,0,0,equatoguineans,Guinean
michoacanas,mazahua,2,1,0,0,Michoacan,mazahua
inglés,lengua franca,2,1,0,0,English,lingua franca
capitalinas,ostentosas,2,1,0,0,capital,ostentatious
indios,piel morena,0,3,0,0,indians,brown skin
poblanos,comen mole,0,3,0,0,poblanos,they eat mole
yucatecas,mestiza,2,1,0,0,yucatecas,mestiza
formosanos,chino,2,1,0,0,formosans,Chinese
regio,provinciano,2,1,0,0,royal,provincial
peruanos,andino,2,1,0,0,Peruvians,Andean
cubanos,latino,2,1,0,0,Cubans,Latin
