identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
lucani,pigri,2,1,0,2.333333333,Lucanians,lazy
irlandese,bevitore,0,3,0,2.333333333,Irish,drinker
americani,invadenti,0,3,0,2.333333333,Americans,intrusive
romagnolo,sfacciato,2,1,0,2.333333333,Romagna,cheeky
austriache,altezzoso,0,3,0,2.333333333,Austrians,haughty
nicaraguense,anti-americani,1,2,0,2.333333333,Nicaraguan,anti-American
russo,bevitore,0,3,0,2.333333333,Russian,drinker
russo,autoritario,0,3,0,2.333333333,Russian,authoritarian
romagnola,sfacciata,2,1,0,2.333333333,Romagna,cheeky
austriaci,altezzoso,2,1,0,2.333333333,Austrians,haughty
nordcoreane,autoritario,1,2,0,2.333333333,North Koreans,authoritarian
molisano,testoni,2,1,0,2.333333333,Molise,big heads
coreani,autoritario,0,3,0,2.333333333,Koreans,authoritarian
americani,superficiali,1,2,0,2.333333333,Americans,superficial
somale,guerrieri,0,3,0,2.333333333,Somali,warriors
americani,arrogante,0,3,0,2.333333333,Americans,arrogant
greci,pessimisti,2,1,0,2,Greeks,pessimists
pakistani,musulmani,2,1,0,2,Pakistanis,Muslims
lucano,testardo,2,1,0,2,Lucanian,stubborn
sardo,testardo,0,3,0,2,Sardinian,stubborn
australiane,sfacciate,2,1,0,2,Australian,shameless
toscano,testardo,2,1,0,2,Tuscan,stubborn
romagnolo,testardo,2,1,0,2,Romagna,stubborn
arabo,musulmano,1,2,0,2,Arabic,Mussulman
molisano,testardo,2,1,0,2,Molise,stubborn
siciliana,lunatica,2,1,0,2,Sicilian,Moody
siriano,musulmano,2,1,0,2,Syrian,Mussulman
friulana,testarda,2,1,0,2,Friulian,stubborn
libici,musulmani,2,1,0,2,Libyans,Muslims
nordcoreane,amano kim jong-un,0,3,0,2,North Koreans,they love kim jong-un
piemontesi,testardi,2,1,0,2,Piedmontese,stubborn
molisano,testardi,2,1,0,2,Molise,stubborn
israeliani,ebreo,2,1,0,2,Israelis,Jew
siciliano,testardo,2,1,0,2,Sicilian,stubborn
trentini,testardi,2,1,0,2,Trentino,stubborn
palestinese,musulmano,2,1,0,2,Palestinian,Mussulman
marchigiano,testardo,2,1,0,2,Marche,stubborn
campana,campanilista,2,1,0,2,bell,parochial
lucani,testardi,0,2,1,2,Lucanians,stubborn
Salvadoregne,poveri,1,2,0,2,Salvadoran,poor
tunisine,musulmano,1,2,0,2,Tunisian,Mussulman
iraniano,musulmani,1,2,0,2,Iranian,Muslims
tunisino,musulmano,1,2,0,2,Tunisian,Mussulman
bielorusse,amano la vodka,1,2,0,2,Belarusian,they love vodka
algerino,musulmano,1,2,0,2,Algerian,Mussulman
italiano,chiacchieroni,0,3,0,2,Italian,talkers
turchi,musulmano,1,2,0,2,Turks,Mussulman
lucani,lunatici,2,1,0,2,Lucanians,lunatics
marocchine,musulmano,1,2,0,2,Moroccan,Mussulman
abruzzese,testardo,1,2,0,2,Abruzzo,stubborn
algerine,musulmano,1,2,0,2,Algerians,Mussulman
marocchine,musulmani,1,2,0,2,Moroccan,Muslims
israeliani,ebrea,2,1,0,2,Israelis,Jewish
nepalese,arrampicatori,1,2,0,2,Nepalese,climbers
trentino,testardo,2,1,0,2,Trentino,stubborn
sarda,testardo,1,2,0,2,Sardinian,stubborn
friulano,testardo,2,1,0,2,Friulian,stubborn
Israeliana,ebreo,1,2,0,2,Israeli,Jew
libici,musulmano,1,2,0,2,Libyans,Mussulman
sauditi,musulmano,2,1,0,2,Saudis,Mussulman
egiziano,musulmano,1,2,0,2,Egyptian,Mussulman
serbo,ama la vodka,1,2,0,2,Serbian,loves vodka
islandese,freddo,1,2,0,2,Icelandic,Freddo
spagnolo,chiacchieroni,1,2,0,2,Spanish,talkers
iraniane,musulmani,1,2,0,2,Iranian,Muslims
toscani,testardi,2,1,0,2,Tuscans,stubborn
marocchino,musulmano,1,2,0,2,Moroccan,Mussulman
basilicatasi,poveri,1,2,0,2,basilicatasi,poor
norvegese,freddo,1,2,0,2,Norwegian,Freddo
pakistane,musulmani,1,2,0,2,Pakistani,Muslims
iracheno,musulmano,1,2,0,2,Iraqi,Mussulman
nordirlandese,testardi,2,1,0,2,Northern Irish,stubborn
algerine,musulmani,1,2,0,2,Algerians,Muslims
piemontese,testardo,2,1,0,2,Piedmontese,stubborn
abruzzesi,testardi,2,1,0,2,Abruzzo,stubborn
Israeliana,ebrea,1,2,0,2,Israeli,Jewish
ligure,testardo,1,2,0,2,Ligurian,stubborn
iraniane,musulmano,1,2,0,2,Iranian,Mussulman
pakistane,musulmano,1,2,0,2,Pakistani,Mussulman
afghani,musulmani,1,2,0,2,Afghans,Muslims
marocchino,musulmani,1,2,0,2,Moroccan,Muslims
americani,consumista,0,3,0,2,Americans,consumerist
molisana,testarda,2,1,0,2,Molise,stubborn
russo,freddo,0,3,0,2,Russian,Freddo
iraniano,musulmano,2,1,0,2,Iranian,Mussulman
calabrese,testardo,0,3,0,2,Calabrian,stubborn
sarda,testarda,0,3,0,2,Sardinian,stubborn
marchigiana,testarda,2,1,0,2,Marche,stubborn
inglese,freddo,0,3,0,2,English,Freddo
americani,amano le armi,0,3,0,2,Americans,they love guns
siciliana,testarda,2,1,0,2,Sicilian,stubborn
americani,capitalisti,0,3,0,2,Americans,capitalists
Siriana,musulmano,2,1,0,2,Syrian,Mussulman
turchi,musulmani,2,1,0,2,Turks,Muslims
emiliana,testarda,2,1,0,2,Emilian,stubborn
pakistani,musulmano,2,1,0,2,Pakistanis,Mussulman
algerino,musulmani,2,1,0,2,Algerian,Muslims
francese,egocentrico,0,3,0,2,French,attention seeker
trentina,fredda,2,1,0,1.666666667,thirty,cold
lucani,superstiziosi,2,1,0,1.666666667,Lucanians,superstitious
marocchino,arabo,2,1,0,1.666666667,Moroccan,Arabic
spagnolo,chiacchierone,2,1,0,1.666666667,Spanish,talkative
nordirlandese,ribelle,2,1,0,1.666666667,Northern Irish,rebel
austriaci,freddi,0,3,0,1.666666667,Austrians,cold
tunisino,arabo,2,1,0,1.666666667,Tunisian,Arabic
americani,capitalista,0,3,0,1.666666667,Americans,capitalist
campano,meridionale,2,1,0,1.666666667,Campania,southern
russo,comunista,0,3,0,1.666666667,Russian,Communist
toscani,permalosi,2,1,0,1.666666667,Tuscans,touchy
austriaci,birraioli,0,3,0,1.666666667,Austrians,brewers
coreani,comunisti,2,1,0,1.666666667,Koreans,communists
spagnolo,macho,0,3,0,1.666666667,Spanish,macho
romagnolo,mangiatore di rane,2,1,0,1.666666667,Romagna,frog eater
Keniana,nera,0,3,0,1.666666667,Kenyan,Black
britannici,freddi,0,3,0,1.666666667,British,cold
francese,vanitosi,0,3,0,1.666666667,French,vain
iracheno,arabo,2,1,0,1.666666667,Iraqi,Arabic
americani,amore per il denaro,0,3,0,1.666666667,Americans,love of money
spagnolo,pauroso,2,1,0,1.666666667,Spanish,scary
lucano,meridionale,2,1,0,1.666666667,Lucanian,southern
molisano,mangiatori di lumache,2,1,0,1.666666667,Molise,snail eaters
pugliesi,meridionali,2,1,0,1.666666667,Apulian,southern
britanniche,fredda,0,3,0,1.666666667,British,cold
piemontesi,permalosi,2,1,0,1.666666667,Piedmontese,touchy
sudtirolesi,ribelli,1,2,0,1.666666667,South Tyrolese,rebels
algerine,arabo,2,1,0,1.666666667,Algerians,Arabic
spagnolo,rumoroso,0,3,0,1.666666667,Spanish,noisy
inglese,freddi,0,3,0,1.666666667,English,cold
lucani,meridionali,2,1,0,1.666666667,Lucanians,southern
coreani,comunista,1,2,0,1.666666667,Koreans,Communist
nordcoreane,comunista,1,2,0,1.666666667,North Koreans,Communist
tunisine,arabo,2,1,0,1.666666667,Tunisian,Arabic
cubani,comunisti,0,3,0,1.666666667,Cubans,communists
lombarda,fredda,1,2,0,1.666666667,Lombard,cold
nordcoreane,comunisti,1,2,0,1.666666667,North Koreans,communists
algerino,arabo,2,1,0,1.666666667,Algerian,Arabic
indiano,pelle scura,2,1,0,1.666666667,Indian,dark skin
indiane,pelle scura,1,2,0,1.666666667,Indian,dark skin
irlandese,bevitori,0,3,0,1.666666667,Irish,drinkers
cubane,comunisti,0,3,0,1.666666667,Cuban,communists
francese,passivo,2,1,0,1.666666667,French,passive
saharawi,ribelli,2,1,0,1.666666667,Sahrawi,rebels
calabrese,meridionale,2,1,0,1.666666667,Calabrian,southern
pugliese,meridionale,2,1,0,1.666666667,Apulian,southern
montenegrine,sradicati,2,1,0,1.333333333,Montenegrin,uprooted
africano,nero,1,2,0,1.333333333,African,black
israeliani,ebrei,2,1,0,1.333333333,Israelis,Jews
messicane,amano la tequila,0,3,0,1.333333333,Mexican,they love tequila
britanniche,rigida,0,3,0,1.333333333,British,rigid
brasiliane,festaiolo,0,3,0,1.333333333,Brazilians,party animal
italiano,impulsivi,1,2,0,1.333333333,Italian,impulsive
scozzese,amante del whisky,0,3,0,1.333333333,Scottish,whiskey lover
portoghese,festaioli,2,1,0,1.333333333,Portuguese,party people
sudtirolesi,separatisti,1,2,0,1.333333333,South Tyrolese,separatists
egiziane,arabi,2,1,0,1.333333333,Egyptian,Arabs
americani,individualisti,1,2,0,1.333333333,Americans,individualists
pugliesi,mangiatori di pasta,2,1,0,1.333333333,Apulian,pasta eaters
laziale,ultrà,0,3,0,1.333333333,Lazio,ultra
siciliana,gelosa,1,2,0,1.333333333,Sicilian,jealous
coreani,chiusi,0,3,0,1.333333333,Koreans,closed
siciliano,impulsivo,0,3,0,1.333333333,Sicilian,impulsive
nepalese,arrampicatore,2,1,0,1.333333333,Nepalese,climber
mongole,nomadismo,1,2,0,1.333333333,Mongolians,nomadism
argentini,impulsivi,1,2,0,1.333333333,Argentinians,impulsive
Israeliana,ebrei,1,2,0,1.333333333,Israeli,Jews
messicano,festaioli,0,3,0,1.333333333,Mexican,party people
Giapponesi,obbediente,0,3,0,1.333333333,Japanese,obedient
libici,arabi,2,1,0,1.333333333,Libyans,Arabs
messicane,festaioli,0,3,0,1.333333333,Mexican,party people
gallesi,duri,1,2,0,1.333333333,Welsh,hard
egiziano,arabi,2,1,0,1.333333333,Egyptian,Arabs
irachene,arabi,2,1,0,1.333333333,Iraqi,Arabs
brasiliane,scatenate,0,3,0,1.333333333,Brazilians,unleash
brasiliane,festaioli,0,3,0,1.333333333,Brazilians,party people
americani,iperattivi,1,2,0,1.333333333,Americans,hyperactive
libiche,arabi,2,1,0,1.333333333,Libyans,Arabs
messicano,festaiolo,0,3,0,1.333333333,Mexican,party animal
nordcoreane,chiusi,0,3,0,1.333333333,North Koreans,closed
coreani,oppressi,1,2,0,1.333333333,Koreans,oppressed
nordcoreane,autoritari,0,3,0,1.333333333,North Koreans,authoritarian
coreani,autoritari,0,3,0,1.333333333,Koreans,authoritarian
brasiliano,festaioli,0,3,0,1.333333333,Brazilian,party people
algerine,arabi,2,1,0,1.333333333,Algerians,Arabs
bahreinite,arabi,2,1,0,1.333333333,Bahraini,Arabs
nordcoreane,oppressi,1,2,0,1.333333333,North Koreans,oppressed
brasiliano,festaiolo,0,3,0,1.333333333,Brazilian,party animal
marchigiana,contadina,2,1,0,1,Marche,peasant
romagnolo,contadino,2,1,0,1,Romagna,farmer
spagnolo,gelosi,1,2,0,1,Spanish,jealous
mongole,nomade,1,2,0,1,Mongolians,nomadic
somale,nomadi,1,2,0,1,Somali,nomads
lucano,contadino,2,1,0,1,Lucanian,farmer
messicano,mangiatori di taco,0,3,0,1,Mexican,taco eaters
mongole,nomadi,1,2,0,1,Mongolians,nomads
basilicatasi,scettici,2,1,0,1,basilicatasi,skeptics
siciliana,impulsiva,1,2,0,1,Sicilian,impulsive
vietnamite,amano mangiare riso,0,3,0,1,Vietnamese,they love to eat rice
molisano,contadino,2,1,0,1,Molise,farmer
abruzzese,contadino,1,2,0,1,Abruzzo,farmer
britanniche,conformiste,1,2,0,1,British,conformists
algerino,magrebini,2,1,0,1,Algerian,North Africans
indiane,pellerossa,0,3,0,1,Indian,redskin
lombardo,ostinato,2,1,0,1,Lombard,stubborn
inglese,conceited,0,1,2,1,English,conceived
bruneiano,scettico,2,1,0,1,Bruneian,sceptical
siriano,rifugiati,0,3,0,1,Syrian,refugees
moldave,rumeno,2,1,0,1,Moldovan,Romanian
toscano,contadino,2,1,0,1,Tuscan,farmer
brasiliane,lussuriose,0,3,0,1,Brazilians,lustful
romagnolo,mangiatore di piadina,0,3,0,1,Romagna,piadina eater
sardo,ostinato,0,3,0,1,Sardinian,stubborn
marchigiano,contadino,1,1,1,1,Marche,farmer
umbro,contadino,2,1,0,1,Umbrian,farmer
gibutiane,piccolo,2,1,0,1,Djiboutian,small
sudtirolese,nazionalista,2,1,0,1,South Tyrolean,nationalist
austriaci,rigidi,0,3,0,1,Austrians,rigid
siriano,profughi,0,3,0,1,Syrian,refugees
Siriana,rifugiati,0,3,0,1,Syrian,refugees
messicane,mangiatori di taco,0,3,0,1,Mexican,taco eaters
indiano,pellerossa,0,3,0,1,Indian,redskin
marchigiano,ostinato,2,1,0,1,Marche,stubborn
molisana,contadina,2,1,0,1,Molise,peasant
algerine,magrebini,2,1,0,1,Algerians,North Africans
spagnolo,amante della corrida,0,3,0,1,Spanish,bullfighting lover
siciliana,focosa,0,3,0,1,Sicilian,fiery
ceco,fumatore,2,1,0,0.6666666667,Czech,smoker
Giapponesi,otaku,2,1,0,0.6666666667,Japanese,otaku
messicane,amante della tequila,0,3,0,0.6666666667,Mexican,tequila lover
ungherese,amano il gulash,1,2,0,0.6666666667,Hungarian,they love goulash
mongole,mangiavano carne cruda,2,1,0,0.6666666667,Mongolians,they ate raw meat
messicano,amante della tequila,0,3,0,0.6666666667,Mexican,tequila lover
toscani,mangiatori di cinghiali,2,1,0,0.6666666667,Tuscans,boar eaters
austriaci,severi,0,3,0,0.6666666667,Austrians,severe
indiane,usano il curry,1,2,0,0.6666666667,Indian,they use curry
laziale,ultras,0,3,0,0.6666666667,Lazio,ultras
gallesi,ostinati,1,2,0,0.6666666667,Welsh,stubborn
siriano,rifugiato,0,3,0,0.6666666667,Syrian,refugee
indiane,amano il curry,1,2,0,0.6666666667,Indian,they love curry
tedesco,rigido,0,3,0,0.6666666667,German,rigid
mongolo,mangiavano carne cruda,2,1,0,0.6666666667,Mongolian,they ate raw meat
americani,superficiale,2,1,0,0.6666666667,Americans,superficial
ceche,fumatore,2,1,0,0.6666666667,Czech,smoker
ucraino,russo,2,1,0,0.6666666667,Ukrainian,Russian
Siriana,rifugiato,0,3,0,0.6666666667,Syrian,refugee
lucani,contadini,2,1,0,0.6666666667,Lucanians,farmers
nordcoreane,isolati,1,2,0,0.6666666667,North Koreans,isolated
lombardo,tradizionalista,2,1,0,0.6666666667,Lombard,traditionalist
nordcoreane,rigido,0,3,0,0.6666666667,North Koreans,rigid
molisano,contadini,2,1,0,0.6666666667,Molise,farmers
russo,amante della vodka,0,3,0,0.6666666667,Russian,Vodka lover
americani,ingenui,1,2,0,0.6666666667,Americans,naive
americani,individualista,0,3,0,0.6666666667,Americans,individualist
austriache,severi,0,3,0,0.6666666667,Austrians,severe
algerine,amano il cous cous,0,3,0,0.6666666667,Algerians,they love couscous
piemontesi,golosoni,2,1,0,0.6666666667,Piedmontese,greedy
Israeliana,sionista,2,1,0,0.6666666667,Israeli,Zionist
belge,amano le birre,0,3,0,0.6666666667,Belgian,they love beers
sudtirolesi,autonomisti,1,2,0,0.6666666667,South Tyrolese,autonomists
trentino,tradizionalista,2,1,0,0.6666666667,Trentino,traditionalist
toscani,mangiatori di cinghiale,2,1,0,0.6666666667,Tuscans,boar eaters
sardo,mangiatore di porceddu,0,3,0,0.6666666667,Sardinian,pork eater
spagnolo,parlano veloce,2,1,0,0.3333333333,Spanish,they speak fast
greci,mangiano pesce,2,1,0,0.3333333333,Greeks,they eat fish
molisano,tradizionalisti,2,1,0,0.3333333333,Molise,traditionalists
siciliana,orgogliosa,0,3,0,0.3333333333,Sicilian,proud
sardo,pastore,0,3,0,0.3333333333,Sardinian,shepherd
marchigiano,agricoltore,2,1,0,0.3333333333,Marche,farmer
montenegrine,sbiaditi,2,1,0,0.3333333333,Montenegrin,faded
sardi,pastori,0,3,0,0.3333333333,Sardinians,shepherds
andorrane,montanari,2,1,0,0.3333333333,Andorran,mountaineers
italiano,emotivo,2,1,0,0.3333333333,Italian,emotional
romagnolo,mangia piadina,0,3,0,0.3333333333,Romagna,eat piadina
molisano,agricoltore,2,1,0,0.3333333333,Molise,farmer
greche,spartane,2,1,0,0.3333333333,Greek,Spartans
romagnolo,rustico,1,2,0,0.3333333333,Romagna,rustic
abruzzesi,montanari,2,1,0,0.3333333333,Abruzzo,mountaineers
toscano,rustico,1,2,0,0.3333333333,Tuscan,rustic
umbro,agricoltore,2,1,0,0.3333333333,Umbrian,farmer
altoatesina,montanara,1,2,0,0.3333333333,South Tyrolean,mountain girl
finlandesi,taciturni,1,2,0,0.3333333333,Finns,taciturn
australiani,aborigeno,1,2,0,0.3333333333,Australians,aboriginal
liguri,furbi,2,1,0,0.3333333333,Ligurians,clever
cubani,espatriati,1,2,0,0.3333333333,Cubans,expatriates
romagnola,rustica,2,1,0,0.3333333333,Romagna,rustic
crimeani,russofoni,2,1,0,0.3333333333,Crimeans,Russian speakers
cubane,espatriati,2,1,0,0.3333333333,Cuban,expatriates
valdostana,montanara,2,1,0,0.3333333333,Aosta Valley,mountain girl
ligure,frugale,2,1,0,0.3333333333,Ligurian,frugal
sudtirolesi,germanofoni,2,1,0,0.3333333333,South Tyrolese,German speakers
piemontesi,mangiatori di agnolotti,1,2,0,0.3333333333,Piedmontese,agnolotti eaters
siciliana,calda,0,3,0,0.3333333333,Sicilian,hot
americani,amante del fast food,0,3,0,0.3333333333,Americans,fast food lover
sarda,orgogliosa,1,2,0,0.3333333333,Sardinian,proud
greche,furbi,2,1,0,0.3333333333,Greek,clever
toscani,loquaci,1,2,0,0.3333333333,Tuscans,talkative
italiano,gesticolanti,0,3,0,0.3333333333,Italian,gesticulating
pugliesi,loquaci,2,1,0,0.3333333333,Apulian,talkative
scozzese,frugale,2,1,0,0.3333333333,Scottish,frugal
veneta,orgogliosa,2,1,0,0.3333333333,Venetian,proud
sudcoreane,amano il kimchi,1,2,0,0.3333333333,South Koreans,they love kimchi
inglese,abitudinari,0,3,0,0.3333333333,English,creatures of habit
filippini,lavoratori domestici,0,3,0,0.3333333333,Filipinos,domestic workers
trentini,montanari,2,1,0,0.3333333333,Trentino,mountaineers
spagnolo,abbronzati,2,1,0,0.3333333333,Spanish,tanned
romagnoli,mangiatori di piadina,0,3,0,0.3333333333,Romagna,piadina eaters
australiane,aborigeno,1,2,0,0.3333333333,Australian,aboriginal
valdostano,montanari,2,1,0,0.3333333333,Aosta Valley,mountaineers
italiano,gesticolatori,0,3,0,0.3333333333,Italian,gesticulators
francese,amante del vino,0,3,0,0.3333333333,French,wine lover
andorrani,montanari,2,1,0,0.3333333333,Andorrans,mountaineers
Giapponesi,conformisti,0,3,0,0.3333333333,Japanese,conformists
ucraine,amano il borsch,1,2,0,0.3333333333,Ukrainians,they love borscht
sudtirolesi,indipendentisti,1,2,0,0.3333333333,South Tyrolese,independentists
trentina,montanari,2,1,0,0.3333333333,thirty,mountaineers
britanniche,abitudinaria,1,2,0,0.3333333333,British,habitual
friulani,mangiatori di porchetta,2,1,0,0.3333333333,Friulians,porchetta eaters
nepalese,montanari,2,1,0,0.3333333333,Nepalese,mountaineers
italiano,amante della pasta,0,3,0,0.3333333333,Italian,pasta lover
americani,amano il fast food,0,3,0,0.3333333333,Americans,they love fast food
inglese,conformisti,0,3,0,0.3333333333,English,conformists
Giapponesi,amano il sushi,0,3,0,0.3333333333,Japanese,they love sushi
italiano,emocional,0,1,2,0.3333333333,Italian,emotional
siciliano,focoso,0,3,0,0.3333333333,Sicilian,fiery
serbo,nazionalisti,1,2,0,0.3333333333,Serbian,nationalists
gibutiane,piccoli,2,1,0,0,Djiboutian,little ones
greche,antichi,2,1,0,0,Greek,ancient
scozzese,frugali,1,2,0,0,Scottish,frugal them
cubane,amano il rum,0,3,0,0,Cuban,they love rum
nordirlandese,protestante,2,1,0,0,Northern Irish,Protestant
brasiliane,estroverse,0,3,0,0,Brazilians,extroverted
Coreane,amano il karaoke,1,2,0,0,Korean,they love karaoke
indiano,numerosi,0,3,0,0,Indian,numerous
nicaraguense,rivoluzionario,1,2,0,0,Nicaraguan,revolutionary
ceche,ciechi,2,1,0,0,Czech,blind
