identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
उतार प्रदेशी,ढीठ,2,1,0,0.3333333333,Uttar Pradesh,insolent
पुर्तगाली,रोमांटिक,2,1,0,0.3333333333,Portuguese,Romantic
सिक्किमी,पतले,2,1,0,0.3333333333,Sikkim,thin
राजस्थानी,कट्टरपंथी,2,1,0,0.3333333333,Rajasthani,fundamentalist
लाओटियन,कम्युनिस्ट,2,1,0,0.3333333333,laotian,communist
फिलिस्तीनी,अरब,2,1,0,0.3333333333,palestinian,Arab
महाराष्ट्रीयन,कट्टरपंथी,2,1,0,0.3333333333,Maharashtrian,fundamentalist
हिमाचली,तीखे-धारदार हथियार बनाने में माहिर,2,1,0,0.3333333333,Himachali,Expert in making sharp weapons
ईरानी,धोखेबाज़,2,1,0,0.3333333333,Iranian,Cheater
गोवा वासी,कट्टरपंथी,2,1,0,0.3333333333,Goan,fundamentalist
सिक्किमी,पतला,2,1,0,0.3333333333,Sikkim,Thin
हिमाचली,पतला,2,1,0,0.3333333333,Himachali,Thin
फ़्रेंच,रोमांटिक,2,1,0,0.3333333333,French,Romantic
नेपाली,पहाड़ी लोगों का देश,2,1,0,0.3333333333,Nepali,country of hill people
लाओटियन,साम्यवादी,2,1,0,0.3333333333,laotian,communist
हरियाणवी,धीमी बुद्धि,2,1,0,0.3333333333,Haryanvi,slow mind
त्रिपुरी,पतले,2,1,0,0.3333333333,Tripuri,thin
हरियाणवी,पतले,2,1,0,0.3333333333,Haryanvi,thin
हरियाणवी,कट्टरपंथी,2,1,0,0.3333333333,Haryanvi,fundamentalist
हरियाणवी,मुंहफट,2,1,0,0.3333333333,Haryanvi,outspoken
हिमाचली,पतली,2,1,0,0.3333333333,Himachali,Thin
सिक्किमी,पतले होते हैं,2,1,0,0.3333333333,Sikkim,are thin
केरलवासी,मछली खाने वाले,2,1,0,0.3333333333,Keralites,fish eaters
अरुणाचली,द्विगुणित,0,3,0,0,Arunachali,diploid
बिहारी,गंवार,0,3,0,0,Bihari,boorish
मिज़ो,वनवासी,0,3,0,0,Mizo,forest dweller
दिल्लीवासी,तीखी भाषा,0,3,0,0,Delhiite,sharp language
अमेरिकी,मोटे,0,3,0,0,American,fatty
दिल्लीवासी,घमंडी,0,3,0,0,Delhiite,Proud
उतार प्रदेशी,गंवार,0,3,0,0,Uttar Pradesh,boorish
गोवा वासी,मछली खाने वाला,0,3,0,0,Goan,fish eater
आयरिश,पीने वाले,0,3,0,0,Irish,drinkers
छत्तीसगढ़ी,तीखे स्वभाव के,0,3,0,0,Chhattisgarhi,sharp natured
अमेरिकी,वसा,0,3,0,0,American,fat
बिहारी,पेटू,0,3,0,0,Bihari,glutton
अरुणाचली,तीरंदाज,0,3,0,0,Arunachali,Archer
मारवाड़ी,नकचढ़ा,0,3,0,0,Marwari,picky
रूसी,शराबी,1,2,0,0,Russian,drunker
उतार प्रदेशी,पेटू,1,2,0,0,Uttar Pradesh,glutton
दक्षिण सूडानी,युद्धग्रस्त,1,2,0,0,South Sudanese,war torn
छत्तीसगढ़ी,ज़्यादा बात करने वाला,1,2,0,0,Chhattisgarhi,talker
मिज़ो,ज़ंगली शहद,1,2,0,0,Mizo,wild honey
अंडमानी,द्वीपवासियों,2,1,0,0,andamanese,the islanders
छत्तीसगढ़ी,वनवासी,2,1,0,0,Chhattisgarhi,forest dweller
अंडमानी,वनवासी,2,1,0,0,andamanese,forest dweller
आयरिश,शराबी,2,1,0,0,Irish,drunker
इथियोपियाई,काली,2,1,0,0,ethiopian,Black
दिल्लीवासी,कड़वा मुंह,2,1,0,0,Delhiite,bitter mouth
मारवाड़ी,ज़िद्दी,2,1,0,0,Marwari,persistent
पंजाबी,तंबाकू खाने वाला,2,1,0,0,Punjabi,tobacco smoker
बांग्लादेशी,अत्यधिक आबादी,2,1,0,0,Bangladeshi,over population
पंजाबी,ज़िद्दी,2,1,0,0,Punjabi,persistent
अंडमानी,आदिवासी,2,1,0,0,andamanese,tribal
महाराष्ट्रीयन,ज़िद्दी,2,1,0,0,Maharashtrian,persistent
अंडमानी,द्वीप निवासी,2,1,0,0,andamanese,island dweller
हरियाणवी,ज़िद्दी,2,1,0,0,Haryanvi,persistent
सीरियाई,दुखी,2,1,0,0,Syrian,Sad
ब्रिटिश लोग,शराबी,2,1,0,0,British people,drunker
श्रीलंकाई,भूरे रंग की त्वचा,2,1,0,0,sri lankan,Brown skin
सीरियाई,युद्धग्रस्त,2,1,0,0,Syrian,war torn
मध्य प्रदेशी,ज़िद्दी,2,1,0,0,Madhya Pradesh,persistent
सोमालिस,भिखारी,2,1,0,0,Somalis,Beggar
हरियाणवी,गंवार,2,1,0,0,Haryanvi,boorish
झारखण्डी,ज़िद्दी,2,1,0,0,Jharkhandi,persistent
इराकी,युद्धग्रस्त,2,1,0,0,Iraqi,war torn
महाराष्ट्रीयन,भारी खाते हैं,2,1,0,0,Maharashtrian,eat heavily
थाई,आकार में छोटा,2,1,0,0,Thai,small in size
अरुणाचली,आदिवासी,2,1,0,0,Arunachali,tribal
छत्तीसगढ़ी,आदिवासी,2,1,0,0,Chhattisgarhi,tribal
झारखंडी,आदिवासी,2,1,0,0,Jharkhandi,tribal
अरुणाचली,वनवासी,2,1,0,0,Arunachali,forest dweller
हरियाणवी,थोड़ा मोटा,0,3,0,-0.3333333333,Haryanvi,little fat
उतार प्रदेशी,तीखे-दिमाग,0,3,0,-0.3333333333,Uttar Pradesh,sharp-minded
महाराष्ट्रीयन,भारी भोजन,0,3,0,-0.3333333333,Maharashtrian,heavy meal
महाराष्ट्रीयन,तीव्र स्वभाव,0,3,0,-0.3333333333,Maharashtrian,hot temper
छत्तीसगढ़ी,धीमे,0,3,0,-0.3333333333,Chhattisgarhi,slow down
अंग्रेज़ी,शर्मीली,0,3,0,-0.3333333333,English,Shy
झारखण्डी,भोजन के शौकिन,0,3,0,-0.3333333333,Jharkhandi,foodie
दिल्लीवासी,तीव्र आवाज़ वाले,0,3,0,-0.3333333333,Delhiite,loud
दिल्लीवासी,ठाठदार,0,3,0,-0.3333333333,Delhiite,chic
बंगाली,गंदे,0,3,0,-0.3333333333,Bengali,dirty
मणिपुरी,चंचल,0,3,0,-0.3333333333,Manipuri,Flickering
बंगाली,भारी मछली खाते हैं,0,3,0,-0.3333333333,Bengali,eat heavy fish
बिहारी,गंदे,0,3,0,-0.3333333333,Bihari,dirty
महाराष्ट्रीयन,भारी भोजन खाते हैं,0,3,0,-0.3333333333,Maharashtrian,eat heavy meals
दिल्लीवासी,गरिष्ठ भोजन,0,3,0,-0.3333333333,Delhiite,heavy food
सेशेलोइस,द्वीपवासी,0,3,0,-0.3333333333,seychellois,islanders
असमिया,चंचल,0,3,0,-0.3333333333,Assamese,Flickering
बिहारी,गन्दा,0,3,0,-0.3333333333,Bihari,dirty
दिल्लीवासी,गन्दा,0,3,0,-0.3333333333,Delhiite,dirty
डेनिश,सीधे,0,3,0,-0.3333333333,danish,directly
सहरावी,मरुस्थल में रहने वाले,0,3,0,-0.3333333333,Sahrawi,desert dwellers
हरियाणवी,दबंग,0,3,0,-0.3333333333,Haryanvi,Dabangg
दिल्लीवासी,चंचल,0,3,0,-0.3333333333,Delhiite,Flickering
बंगाली,भारी भोजन खाते हैं,1,2,0,-0.3333333333,Bengali,eat heavy meals
छत्तीसगढ़ी,धीरे-धीरे बोलना,1,2,0,-0.3333333333,Chhattisgarhi,speak slowly
मराठी,थोड़ा लापरवाह,1,2,0,-0.3333333333,Marathi,a little careless
मध्य प्रदेशी,ज़्यादा खाते हैं,1,2,0,-0.3333333333,Madhya Pradesh,eat more
मध्य प्रदेशी,भोलेपन वाला,1,2,0,-0.3333333333,Madhya Pradesh,innocent one
स्विस,घड़ी बनाने वाले,1,2,0,-0.3333333333,Swiss,watch makers
मारवाड़ी,धीमे दिमाग का,1,2,0,-0.3333333333,Marwari,slow minded
मराठी,चंचल,1,2,0,-0.3333333333,Marathi,Flickering
बिहारी,दलित,1,2,0,-0.3333333333,Bihari,Dalit
छत्तीसगढ़ी,धीमी बोलने वाला,1,2,0,-0.3333333333,Chhattisgarhi,slow talker
छत्तीसगढ़ी,धीरे-धीरे बोलने वाले,1,2,0,-0.3333333333,Chhattisgarhi,slow talkers
बिहारी,लापरवाह,1,2,0,-0.3333333333,Bihari,Careless
केन्याई,लंबे पैर वाले,1,2,0,-0.3333333333,kenyan,long legged
कश्मीरी,विवादित,1,2,0,-0.3333333333,cashmere,controversial
महाराष्ट्रीयन,ज़्यादा खाने वाला,1,2,0,-0.3333333333,Maharashtrian,big eater
हिमाचली,तीखा खाना खाने वाले,1,2,0,-0.3333333333,Himachali,spicy food eaters
उत्तर कोरियाई,कमजोर,1,2,0,-0.3333333333,North Korean,Weak
सिक्किमी,तीखे भोजन खाते हैं,1,2,0,-0.3333333333,Sikkim,eat spicy food
उतार प्रदेशी,गंदे,1,2,0,-0.3333333333,Uttar Pradesh,dirty
दिल्लीवासी,गंदे,1,2,0,-0.3333333333,Delhiite,dirty
तामिल,टाइगर,1,2,0,-0.3333333333,tamil,Tiger
दिल्लीवासी,ढीले ढाले होते हैं,1,2,0,-0.3333333333,Delhiite,are loose fitting
मालदीवियन,स्विमसूट,1,2,0,-0.3333333333,Maldivian,Swimsuit
इज़राइली,जिद्दी,2,1,0,-0.3333333333,israeli,Stubborn
अरुणाचली,चीन के नियंत्रण में,2,1,0,-0.3333333333,Arunachali,under Chinese control
मारवाड़ी,ज़्यादा खर्च करने वाला,2,1,0,-0.3333333333,Marwari,big spender
झारखण्डी,चंचल,2,1,0,-0.3333333333,Jharkhandi,Flickering
मालदीवियन,समुद्र तट के पास रहने वाले,2,1,0,-0.3333333333,Maldivian,living near the beach
मैक्सिकन,सीमा पार करने वाला,2,1,0,-0.3333333333,Mexican,border crosser
लिकटेंस्टीनर,छोटा,0,1,2,-0.3333333333,Liechtensteiner,Small
सहरावी,रेगिस्तान में रहने वाले,2,1,0,-0.3333333333,Sahrawi,desert dwellers
क्यूबावासी,क्रांतिकारी,2,1,0,-0.3333333333,Cubans,Revolutionary
फिलिस्तीनी,शरणार्थी,2,1,0,-0.3333333333,palestinian,Refugees
उड़िया,चंचल,2,1,0,-0.3333333333,Oriya,Flickering
गुजराती,चंचल,2,1,0,-0.3333333333,Gujarati,Flickering
उत्तराखण्डी,चंचल,2,1,0,-0.3333333333,Uttarakhandi,Flickering
पंजाबी,चंचल,2,1,0,-0.3333333333,Punjabi,Flickering
उतार प्रदेशी,चंचल,2,1,0,-0.3333333333,Uttar Pradesh,Flickering
उतार प्रदेशी,तंबाकू,2,1,0,-0.3333333333,Uttar Pradesh,Tobacco
महाराष्ट्रीयन,भारी खाना खाते हैं,2,1,0,-0.3333333333,Maharashtrian,eat heavy food
मलयाली,चंचल,2,1,0,-0.3333333333,Malayali,Flickering
हरियाणवी,चंचल,2,1,0,-0.3333333333,Haryanvi,Flickering
छत्तीसगढ़ी,धीमे स्वभाव,2,1,0,-0.3333333333,Chhattisgarhi,slow natured
उतार प्रदेशी,धीमे,2,1,0,-0.3333333333,Uttar Pradesh,slow down
सहरावी,बंजारा,2,1,0,-0.3333333333,Sahrawi,Nomad
उत्तर कोरियाई,प्रतिबंधित,2,1,0,-0.3333333333,North Korean,Restricted
त्रिपुरी,चंचल,2,1,0,-0.3333333333,Tripuri,Flickering
उतार प्रदेशी,ठाठदार,2,1,0,-0.3333333333,Uttar Pradesh,chic
आयरिश,नशे में,2,1,0,-0.3333333333,Irish,Drunk
फिलिस्तीनी,परेशान,2,1,0,-0.3333333333,palestinian,Worried
मध्य प्रदेशी,चंचल,2,1,0,-0.3333333333,Madhya Pradesh,Flickering
मिज़ो,चंचल,2,1,0,-0.3333333333,Mizo,Flickering
सहरावी,वंचित,2,1,0,-0.3333333333,Sahrawi,Deprived
राजस्थानी,तीखी मिर्ची खाते हैं,2,1,0,-0.3333333333,Rajasthani,eat hot peppers
नेपाली,पहाड़ी,2,1,0,-0.3333333333,Nepali,hill
दिल्लीवासी,बकवास,2,1,0,-0.3333333333,Delhiite,Nonsense
मारवाड़ी,मितव्ययी,2,1,0,-0.3333333333,Marwari,thrifty
बिहारी,धीमे,2,1,0,-0.3333333333,Bihari,slow down
राजस्थानी,तंबू में रहते हैं,2,1,0,-0.3333333333,Rajasthani,live in a tent
नेपाली,पर्वतों में रहने वाले,2,1,0,-0.3333333333,Nepali,living in the mountains
नेपाली,बर्फीली पहाड़ियों में रहने वाले,2,1,0,-0.3333333333,Nepali,living in snowy mountains
ब्रिटिश लोग,शर्मीली,2,1,0,-0.3333333333,British people,Shy
सीरियाई,अशांत,2,1,0,-0.3333333333,Syrian,turbulent
उतार प्रदेशी,गन्ने की खेती करने वाले,2,1,0,-0.3333333333,Uttar Pradesh,sugarcane farmers
हिमाचली,चंचल,2,1,0,-0.3333333333,Himachali,Flickering
मेघालय के लोग,पहाड़ी,2,1,0,-0.3333333333,people of meghalaya,hill
बिहारी,चंचल,2,1,0,-0.3333333333,Bihari,Flickering
मेघालय के लोग,छोटे,2,1,0,-0.3333333333,people of meghalaya,small
मलयाली,मलयालम बोलने वाले,2,1,0,-0.3333333333,Malayali,malayalam speaking
हरियाणवी,तीखा खाने वाला,2,1,0,-0.3333333333,Haryanvi,spicy foodie
महाराष्ट्रीयन,ढेर सारे पाप,2,1,0,-0.3333333333,Maharashtrian,a lot of sins
हरियाणवी,गंदे,2,1,0,-0.3333333333,Haryanvi,dirty
महाराष्ट्रीयन,तीखी भाषा बोलते हैं,2,1,0,-0.3333333333,Maharashtrian,speak harsh language
कश्मीरी,शांत नहीं,2,1,0,-0.3333333333,cashmere,not quiet
दिल्लीवासी,तीखी जुबान,2,1,0,-0.3333333333,Delhiite,sharp tongue
जर्मन,सख्त,2,1,0,-0.3333333333,German,hard
मणिपुरी,क्रांतिकारी,2,1,0,-0.3333333333,Manipuri,Revolutionary
कश्मीरी,शहीद,2,1,0,-0.3333333333,cashmere,Martyr
उत्तराखंडी,गढ़वाली,2,1,0,-0.3333333333,Uttarakhandi,Garhwali
बंगाली,मधुर भोजन,0,3,0,-1,Bengali,sweet food
आयरिश,मजाकिया,0,3,0,-1,Irish,Funny
बिहारी,धीमी,0,3,0,-1,Bihari,slow
कश्मीरी,शांतिदूत,0,3,0,-1,cashmere,peacemaker
महाराष्ट्रीयन,मेहनती,0,3,0,-1,Maharashtrian,Hardworking
मलयाली,कला,0,3,0,-1,Malayali,Art
मराठी,नम्र,0,3,0,-1,Marathi,meek
अरुणाचली,शानदार,0,3,0,-1,Arunachali,Fabulous
गुजराती,दानशील,0,3,0,-1,Gujarati,charitable
थाई,चावल खाने में माहिर,0,3,0,-1,Thai,expert in eating rice
सोमालिस,चरवाहों,0,3,0,-1,Somalis,shepherds
सिंगापुरवासी,संगठित,0,3,0,-1,Singaporeans,organized
मलयाली,वैज्ञानिक,0,3,0,-1,Malayali,Scientist
तामिल,गहरे रंग की त्वचा वाले,0,3,0,-1,tamil,dark skinned
राजस्थानी,ठाकुर,0,3,0,-1,Rajasthani,Thakur
दिल्लीवासी,कर्मठ,0,3,0,-1,Delhiite,hard working
हेलेनेस,ज्ञानी,0,3,0,-1,Hellenes,knowledgeable
जॉर्डनियन,मेहमाननवाज,0,3,0,-1,Jordanian,hospitable
कश्मीरी,नम्र,0,3,0,-1,cashmere,meek
मध्य प्रदेशी,भोला-भाला,0,3,0,-1,Madhya Pradesh,gullible
बंगाली,गहरे रंग की,0,3,0,-1,Bengali,dark colored
मालदीवियन,आराम करना,0,3,0,-1,Maldivian,relax
मिज़ो,मधुमक्खी पालन,0,3,0,-1,Mizo,Bee keeping
हरियाणवी,जूता,0,3,0,-1,Haryanvi,Shoe
मेघालय के लोग,मधुर,0,3,0,-1,people of meghalaya,sweet
राजस्थानी,पर्यटन,0,3,0,-1,Rajasthani,Tourism
महाराष्ट्रीयन,ज़िंदादिल,0,3,0,-1,Maharashtrian,lively
इज़राइली,सैन्य,0,3,0,-1,israeli,military
बंगाली,भाषाविज्ञान,0,3,0,-1,Bengali,language science
मंगोलियाई,भेड़,0,3,0,-1,Mongolian,lamb
ब्रिटिश लोग,खराब खाना,0,3,0,-1,British people,spoiled food
श्रीलंकाई,धार्मिक,0,3,0,-1,sri lankan,Religious
तामिल,तिरछे,0,3,0,-1,tamil,diagonally
हेलेनेस,गणितज्ञ,0,3,0,-1,Hellenes,mathematician
उड़िया,शांत,0,3,0,-1,Oriya,Calm
उतार प्रदेशी,भोला-भाला,0,3,0,-1,Uttar Pradesh,gullible
छत्तीसगढ़ी,गन्ना,0,3,0,-1,Chhattisgarhi,Sugarcane
क्रिसमस आइलैंडर्स,मित्रवत,0,3,0,-1,Christmas Islanders,friendly
अरुणाचली,तीव्र गति से चलने वाले,0,3,0,-1,Arunachali,fast moving
वेल्श,भेड़,0,3,0,-1,Welsh,lamb
मध्य प्रदेशी,खरबूजा खाना पसंद करते हैं,0,3,0,-1,Madhya Pradesh,like to eat melon
मैनक्स,बिल्ली,0,3,0,-1,manx,Cat
मंगोलियाई,भेड़िया,0,3,0,-1,Mongolian,wolf
मंगोलियाई,घुड़सवारी,0,3,0,-1,Mongolian,horse riding
हरियाणवी,तीखी,0,3,0,-1,Haryanvi,spicy
उतार प्रदेशी,पर्यटक,0,3,0,-1,Uttar Pradesh,Tourist
मारवाड़ी,उदार,0,3,0,-1,Marwari,Generous
तेलुगु,मधुर,0,3,0,-1,Telugu,sweet
मलयाली,शानदार,0,3,0,-1,Malayali,Fabulous
झारखण्डी,डरपोक,0,3,0,-1,Jharkhandi,Coward
त्रिपुरी,शानदार,0,3,0,-1,Tripuri,Fabulous
छत्तीसगढ़ी,भोला,0,3,0,-1,Chhattisgarhi,gullible
हरियाणवी,तंदूर,0,3,0,-1,Haryanvi,oven
रोमानियाई,भावुक,0,3,0,-1,romanian,passionate
दिल्लीवासी,भाषा,0,3,0,-1,Delhiite,Language
मेघालय के लोग,शानदार संगीतकार,0,3,0,-1,people of meghalaya,brilliant musician
दिल्लीवासी,ढाबा प्रेमी,0,3,0,-1,Delhiite,dhaba lover
सहरावी,लामबंद,0,3,0,-1,Sahrawi,mobilized
तामिल,कला-प्रेमी,0,3,0,-1,tamil,art lover
सिक्किमी,वीर,0,3,0,-1,Sikkim,Daring
थाई,चाय पीने में अच्छे,0,3,0,-1,Thai,good at drinking tea
केन्याई,लंबे पैर,0,3,0,-1,kenyan,Long legs
मलयाली,नाव,0,3,0,-1,Malayali,boat
अंडमानी,मधुशाला में काम करते हैं,0,3,0,-1,andamanese,work in tavern
उत्तराखण्डी,मधुर,0,3,0,-1,Uttarakhandi,sweet
उतार प्रदेशी,धीमी गति,0,3,0,-1,Uttar Pradesh,Slow motion
उत्तराखण्डी,पतंग उड़ाने में अच्छे,0,3,0,-1,Uttarakhandi,good at kite flying
बिहारी,धीरे-धीरे,0,3,0,-1,Bihari,gradually
छत्तीसगढ़ी,धान की फसल,0,3,0,-1,Chhattisgarhi,paddy crop
मिज़ो,ज़ोर से गाना गाते हैं,0,3,0,-1,Mizo,sing loudly
पंजाबी,ज़िंदगी से प्यार,0,3,0,-1,Punjabi,love life
फिन्स,गंभीर,0,3,0,-1,finns,Serious
मारवाड़ी,मेहनती,0,3,0,-1,Marwari,Hardworking
उड़िया,वीर,0,3,0,-1,Oriya,Daring
हरियाणवी,धीमा,0,3,0,-1,Haryanvi,slow
सिक्किमी,शानदार,0,3,0,-1,Sikkim,Fabulous
राजस्थानी,वीरता,0,3,0,-1,Rajasthani,Valor
फिलिपिनो,काम करने वाले,0,3,0,-1,Filipino,those who work
इंडोनेशियाई,व्यापक रूप से बोली जाने वाली,0,3,0,-1,Indonesian,widely spoken
हरियाणवी,ज़बरदस्त,0,3,0,-1,Haryanvi,fantastic
त्रिपुरी,तीव्र बुद्धि वाले,0,3,0,-1,Tripuri,sharp minded
छत्तीसगढ़ी,धान उगाना पसंद करते हैं,0,3,0,-1,Chhattisgarhi,like to grow paddy
बिहारी,धीमी गति से काम करना,0,3,0,-1,Bihari,work slowly
मराठी,गायब होने के लिए जाने जाते हैं,0,3,0,-1,Marathi,known to disappear
महाराष्ट्रीयन,विनम्रता,0,3,0,-1,Maharashtrian,Politeness
ब्राज़ीलियाई,खुशमिज़ाज,0,3,0,-1,brazilian,cheerful
राजस्थानी,रीति-रिवाज,0,3,0,-1,Rajasthani,customs and traditions
पंजाबी,तीखी मिर्च,0,3,0,-1,Punjabi,Hot chili
पंजाबी,मेहनती,0,3,0,-1,Punjabi,Hardworking
जर्मन,प्रभावशाली,0,3,0,-1,German,Impressive
जर्मन,सटीक,0,3,0,-1,German,accurate
दिल्लीवासी,तीखी मिर्च पसंद करने वाले,0,3,0,-1,Delhiite,hot pepper lovers
जर्मन,संगठित,0,3,0,-1,German,organized
मराठी,तीक्ष्ण-बुद्धि,0,3,0,-1,Marathi,sharp mind
मध्य प्रदेशी,वन,0,3,0,-1,Madhya Pradesh,Forest
उड़िया,मधुर,0,3,0,-1,Oriya,sweet
उतार प्रदेशी,नम्र,0,3,0,-1,Uttar Pradesh,meek
बिहारी,रेलवे,0,3,0,-1,Bihari,railway
छत्तीसगढ़ी,कर्मठ,0,3,0,-1,Chhattisgarhi,hard working
