identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
Komoran,pemakan ikan,0,3,0,-0.3333333333,Comoran,fish eater
wilayah persekutuan,merdeka,1,2,0,-0.3333333333,federal Territory,independent
wilayah persekutuan,besar,1,2,0,-0.3333333333,federal Territory,big
labuan,terpencil,1,2,0,-0.3333333333,labuan,isolated
orang utara,makan daging,1,2,0,-0.3333333333,northerners,eat meat
Indonesia,diverse,1,2,0,-0.3333333333,Indonesia,diverse
Vietnam,bahasa yang sulit,1,2,0,-0.3333333333,Vietnam,difficult language
Jerman,terorganisir,1,2,0,-0.3333333333,Germany,organized
Belgia,bir,1,2,0,-0.3333333333,Belgium,beer
Hong Kong,modern,1,2,0,-0.3333333333,Hong Kong,modern
terengganuan,tradisional,0,3,0,-0.3333333333,be confused,traditional
Cina,besar,1,2,0,-0.3333333333,Chinese,big
kelantan,makcik-makcik,1,2,0,-0.3333333333,kelantan,aunts
Bahraini,kaya,1,2,0,-0.3333333333,Bahraini,rich
perlisians,konservatif,1,2,0,-0.3333333333,Perlisians,conservative
malaccans,berdagang,0,3,0,-0.3333333333,malaccans,trade
Skotlandia,suka minum,1,2,0,-0.3333333333,Scotland,likes to drink
wilayah persekutuan,dikuasai oleh pemerintah,1,2,0,-0.3333333333,federal Territory,dominated by the government
bornean,pandai memanjat pohon,1,2,0,-0.3333333333,Bornean,good at climbing trees
kuala lumpur,macet,1,2,0,-0.3333333333,kuala lumpur,traffic jam
borneans,nomad,2,1,0,-0.3333333333,borneans,nomad
Kuwaiti,kaya,1,2,0,-0.3333333333,Kuwaiti,rich
Denmark,senang berkelompok,2,1,0,-0.3333333333,Denmark,happy to group
Ireland,suka minum,1,2,0,-0.3333333333,Ireland,likes to drink
bornean,konservatif,1,2,0,-0.3333333333,Bornean,conservative
Jepang,suka anime,0,3,0,-0.3333333333,Japan,love anime
Slovakia,kecil,2,1,0,-0.3333333333,Slovakia,small
Amerika Serikat,demokratis,0,3,0,-0.3333333333,United States,democratic
Amerika Serikat,demokrasi,0,3,0,-0.3333333333,United States,democracy
amerika,kaya,1,2,0,-0.3333333333,America,rich
Cina,ramai,1,2,0,-0.3333333333,Chinese,many
kl-ites,suka berpesta,0,3,0,-0.3333333333,kl-ites,likes to party
negeri sembilan,tradisional,0,3,0,-0.3333333333,state nine,traditional
Qatari,kaya,0,3,0,-0.3333333333,Qatari,rich
orang utara,konservatif,1,2,0,-0.3333333333,northerners,conservative
Komoran,bersahaja,2,1,0,-0.3333333333,Comoran,casual
terengganuan,nelayan,0,3,0,-0.3333333333,be confused,fisherman
Rusia,besar,0,3,0,-0.3333333333,Russia,big
Korea Selatan,suka k-pop,0,3,0,-0.3333333333,South Korea,like k-pop
Indonesia,berbahasa indonesia,0,3,0,-0.3333333333,Indonesia,speak Indonesian
negrians,athletic,1,2,0,-0.3333333333,negrians,athletic
negeri sembilan,bersawah,2,1,0,-0.3333333333,state nine,paddy fields
Skotlandia,tartan,1,2,0,-0.3333333333,Scotland,tartan
kl-ites,berpendidikan,0,3,0,-0.3333333333,kl-ites,educated
Liechtensteiner,kaya,2,1,0,-0.3333333333,Liechtensteiner,rich
rakyat malaysia timur,konservatif,1,2,0,-0.3333333333,East Malaysians,conservative
terengganuan,orang laut,1,2,0,-0.3333333333,be confused,sea ​​people
Nepal,kuat memanjat,2,1,0,-0.3333333333,Nepal,strong climbing
bornean,pemalu,2,1,0,-0.3333333333,Bornean,shy
perlis,negeri paling kecil,0,3,0,-0.3333333333,Perlis,the smallest state
wilayah persekutuan,wilayah autonomi,2,1,0,-0.3333333333,federal Territory,autonomous region
Arab Saudi,kaya,0,3,0,-0.3333333333,Saudi Arabia,rich
Crimeans,ukraina,2,1,0,-0.3333333333,Crimeans,Ukraine
India,padat penduduk,0,3,0,-0.3333333333,India,densely populated
wilayah persekutuan,republik,2,1,0,-0.3333333333,federal Territory,republic
negeri sembilan,kaya,2,1,0,-0.3333333333,state nine,rich
kl-ites,bercakap bahasa melayu,0,3,0,-0.3333333333,kl-ites,speak Malay
perlis,kecil,0,3,0,-0.3333333333,Perlis,small
Sahrawi,nomad,1,2,0,-0.3333333333,Sahrawi,nomad
labuan,kecil,0,3,0,-0.3333333333,labuan,small
Mongolia,nomad,0,3,0,-0.3333333333,Mongolia,nomad
wilayah persekutuan,negara bagian,1,2,0,-0.3333333333,federal Territory,states
Indonesia,besar,0,3,0,-0.3333333333,Indonesia,big
perlisians,taat,1,2,0,-0.3333333333,Perlisians,obedient
Somalia,rawan kelaparan,1,2,0,-0.3333333333,Somalia,prone to starvation
Filipino,banyak anak,1,2,0,-0.3333333333,Filipino,many children
sarawakians,makan banyak,2,1,0,-0.3333333333,sarawakians,eat a lot
perakians,taat,2,1,0,-0.3333333333,perakians,obedient
Ireland,minum banyak,2,1,0,-0.3333333333,Ireland,drink a lot
rakyat malaysia barat,konservatif,2,1,0,-0.3333333333,West Malaysians,conservative
malaccans,konservatif,1,2,0,-0.3333333333,malaccans,conservative
putrajayans,taat,2,1,0,-0.3333333333,putrajayans,obedient
Bruneian,kaya,0,3,0,-0.3333333333,Bruneian,rich
wilayah persekutuan,kuasa,2,1,0,-0.3333333333,federal Territory,power
Ecuador,bahasa yang tidak biasa,1,2,0,-0.3333333333,Ecuador,unfamiliar language
malayan,merdeka,0,3,0,-0.3333333333,serve,independent
wilayah persekutuan,konservatif,1,2,0,-0.3333333333,federal Territory,conservative
Emiratis,kaya,0,3,0,-0.3333333333,Emiratis,rich
British,suka minum,2,1,0,-0.3333333333,British,likes to drink
orang utara,suka minum,2,1,0,-0.3333333333,northerners,likes to drink
perakians,konservatif,2,1,0,-0.3333333333,perakians,conservative
Taiwan,demokrasi,1,2,0,-0.3333333333,Taiwan,democracy
johoreans,konservatif,1,2,0,-0.3333333333,Johoreans,conservative
Jerman,bier,1,2,0,-0.3333333333,Germany,beer
rakyat malaysia barat,kaya,2,1,0,-0.3333333333,West Malaysians,rich
Amerika Serikat,kuasa besar,0,3,0,-0.3333333333,United States,great power
borneans,penduduk asli,0,3,0,-0.3333333333,borneans,indigenous people
rakyat malaysia barat,bercakap bahasa melayu,0,3,0,-0.3333333333,West Malaysians,speak Malay
wilayah persekutuan,pemerintah,1,2,0,-0.3333333333,federal Territory,government
Indonesia,riuh,1,2,0,-0.3333333333,Indonesia,noisy
bornean,suku,0,3,0,-0.3333333333,Bornean,quarter
Mexican,suka makan taco,0,3,0,-0.3333333333,Mexican,likes to eat tacos
Indonesia,negara terbesar,1,2,0,-0.3333333333,Indonesia,the largest country
Vietnam,bahasa yang cepat diucapkan,1,2,0,-0.3333333333,Vietnam,fast spoken language
kelantan,negeri islam,0,3,0,-0.3333333333,kelantan,Islamic country
Sri Lanka,tsunami,2,1,0,-0.3333333333,Sri Lanka,tsunami
bornean,tradisional,1,2,0,-0.3333333333,Bornean,traditional
India,agama,1,2,0,-0.3333333333,India,religion
Rusia,vodka,1,2,0,-0.3333333333,Russia,vodka
wilayah persekutuan,kaya,1,2,0,-0.3333333333,federal Territory,rich
Thailand,sukar dipelajari,1,2,0,-0.3333333333,Thailand,difficult to learn
Indonesia,macet,1,2,0,-0.3333333333,Indonesia,traffic jam
Mongolia,nomadic,0,3,0,-0.3333333333,Mongolia,nomadic
negeri sembilan,duku,2,1,0,-0.3333333333,state nine,duku
rakyat malaysia barat,berpendidikan,1,2,0,-0.3333333333,West Malaysians,educated
kl-ites,kaya,1,2,0,-0.3333333333,kl-ites,rich
wilayah persekutuan,kecil,0,3,0,-0.3333333333,federal Territory,small
east coasters,konservatif,2,1,0,-0.3333333333,east coasters,conservative
labuan,kaya,2,1,0,-0.3333333333,labuan,rich
Hellenes,gemar berdebat,1,2,0,-0.3333333333,Hellenes,likes to argue
India,ramai,0,3,0,-0.3333333333,India,many
Amerika Serikat,kaya,1,2,0,-0.3333333333,United States,rich
Hellenes,suka berdebat,1,2,0,-0.3333333333,Hellenes,likes to argue
Ireland,irlandia,1,2,0,-0.6666666667,Ireland,irish
Belarus,belarusia,1,2,0,-0.6666666667,Belarus,belarusian
Azeris,nard,0,2,1,-0.6666666667,Azeris,nard
Namibia,tan,1,1,1,-0.6666666667,Namibia,tons
Afrika Selatan,afrikaner,1,2,0,-0.6666666667,South Africa,Afrikaner
Skotlandia,kilt,1,2,0,-0.6666666667,Scotland,kilt
Hellenes,peradaban,1,2,0,-1,Hellenes,civilization
negeri sembilan,negeri bertuah,1,2,0,-1,state nine,lucky country
Manx,pulau,1,2,0,-1,Manx,island
johoreans,suka makan,1,2,0,-1,Johoreans,love to eat
Sweden,suka alam,1,2,0,-1,Sweden,love nature
Norwegia,dingin,1,2,0,-1,Norway,cold
Argentina,suka tango,1,2,0,-1,Argentina,love to tango
penangite,suka makan,1,2,0,-1,penangite,love to eat
sabahan,ramah,1,2,0,-1,Sabahan,friendly
Uruguayan,suka sepak bola,1,2,0,-1,Uruguayan,love football
Kuwaiti,dermawan,1,2,0,-1,Kuwaiti,philanthropist
Zambia,kaya mineral,1,2,0,-1,Zambia,rich in minerals
India,beragam,1,2,0,-1,India,diverse
Indonesia,pandai bermain bulutangkis,1,2,0,-1,Indonesia,good at playing badminton
negeri sembilan,makanan,1,2,0,-1,state nine,food
Sri Lanka,terkenal dengan teh,1,2,0,-1,Sri Lanka,famous for tea
negrian,suka menari,1,2,0,-1,national,love to dance
Seychellois,berbahasa perancis,1,2,0,-1,Seychellois,speak french
Jerman,serius,1,2,0,-1,Germany,seriously
sarawakians,friendly,1,2,0,-1,sarawakians,friendly
terengganuan,suka makan nasi dagang,1,2,0,-1,be confused,likes to eat commercial rice
Filipino,suka karaoke,1,2,0,-1,Filipino,love karaoke
Jordania,gurun,1,2,0,-1,Jordan,desert
negeri sembilan,makanan lezat,1,2,0,-1,state nine,delicious food
warga kuala lumpur,suka makan nasi lemak,1,2,0,-1,citizens of Kuala Lumpur,likes to eat nasi lemak
penangite,berbahasa melayu,1,2,0,-1,penangite,Malay speaking
Georgian,ramah,1,2,0,-1,Georgia,friendly
kedahan,berbudi bahasa,1,2,0,-1,emergency,gracious
Latvia,barat laut,1,2,0,-1,Latvia,northwest
Crimeans,rusia,1,2,0,-1,Crimeans,Russia
negrian,afrika,1,2,0,-1,national,africa
Romania,romantis,1,2,0,-1,Romania,romantic
Denmark,damai,1,2,0,-1,Denmark,peace
Guatemala,banyak gunung,1,2,0,-1,Guatemala,many mountains
Bhutan,bahagia,1,2,0,-1,Bhutan,happy
Mexican,makan pedas,1,2,0,-1,Mexican,eat spicy
Belarus,rusia,1,2,0,-1,Belarus,Russia
Filipino,cintakan keluarga,1,2,0,-1,Filipino,love family
kedahan,suka makan pedas,1,2,0,-1,emergency,likes to eat spicy food
Sahrawi,suka berternak,1,2,0,-1,Sahrawi,likes to farm
Indonesia,cintakan keramahtamahan,1,2,0,-1,Indonesia,love hospitality
Inggris,fasih,1,2,0,-1,England,eloquent
Azeris,azerbaijan,1,2,0,-1,Azeris,Azerbaijan
Indonesia,negara berkembang,1,2,0,-1,Indonesia,developing countries
borneans,suka memancing,1,2,0,-1,borneans,likes fishing
Kanada,polite,1,2,0,-1,Canada,polite
negeri sembilan,kaya dengan budaya,1,2,0,-1,state nine,rich in culture
Austria,austria-hongaria,1,2,0,-1,Austria,Austria-Hungary
Hungary,suka paprika,1,2,0,-1,Hungary,love paprika
selangoreans,ramah,1,2,0,-1,langoreans,friendly
