identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
Người Úc,động vật hoang dã,1,2,0,1.666666667,Australian,wild animals
người miền bắc việt nam,kiêu ngạo,1,2,0,1.666666667,Northern Vietnamese people,Superior
Người Phần Lan,lạnh lẽo,1,2,0,1.666666667,Finnish,cold
người miền nam,lười biếng,2,1,0,1.666666667,Southerners,lazy
Tiếng Iceland,lạnh lẽo,2,1,0,1.666666667,Icelandic,cold
người miền bắc việt nam,ăn nhiều,2,1,0,1.666666667,Northern Vietnamese people,eat a lot
Gibraltarians,hẹp,2,1,0,1.666666667,Gibraltarians,narrow
Người Pháp,quyến rũ,0,3,0,1.333333333,French,charming
Syrian,người tị nạn,0,3,0,1.333333333,Syrian,Refugees
người bắc,nóng tính,0,3,0,1.333333333,northerners,hot-tempered
người miền bắc,táo bạo,0,3,0,1.333333333,northerners,reckless
Người Cuba,thuốc lá,0,3,0,1.333333333,Cuban,cigarette
Người Tây Ban Nha,quyến rũ,0,3,0,1.333333333,Spanish,charming
Gibraltarians,thuộc anh,0,3,0,1.333333333,Gibraltarians,belongs to you
Người Đức,kỹ tính,0,3,0,1.333333333,German,meticulous
Người Nhật,kỹ tính,0,3,0,1.333333333,Japanese,meticulous
Người Brazil,nói tiếng bồ đào nha,0,3,0,1.333333333,Brazilian,speak portuguese
Tiếng Anh,nói giọng anh,0,3,0,1.333333333,English,said in his voice
Tiếng Malta,tiếng ả rập,0,3,0,1.333333333,Maltese,Arabic
người miền bắc việt nam,kiêu hãnh,1,2,0,1.333333333,Northern Vietnamese people,proud
Sahrawi,người tị nạn,1,2,0,1.333333333,Sahrawi,Refugees
Palestinian,người tị nạn,1,2,0,1.333333333,Palestinian,Refugees
Người Bồ Đào Nha,nói tiếng bồ đào nha,1,2,0,1.333333333,Portuguese,speak portuguese
người trung,tệ ăn,1,2,0,1.333333333,middle person,bad appetite
người miền bắc,hiếu thắng,0,2,1,1.333333333,northerners,aggressive
Letts,nói tiếng latvia,1,2,0,1.333333333,Letts,speak Latvian
Hellenes,nợ,1,2,0,1.333333333,Hellenes,in debt
Người Bosnia,bosnia,1,2,0,1.333333333,Bosnian,bosnia
Người Afghanistan,taliban,1,2,0,1.333333333,Afghans,taliban
Người Philippines,lao động nhập cư,1,1,1,1.333333333,Filipino,immigrant workers
người miền trung,tây dân chủ,2,1,0,1.333333333,Central people,democratic west
người trung,tạng người,2,1,0,1.333333333,middle person,human organs
Letts,baltic,2,1,0,1.333333333,Letts,baltic
Người Ấn Độ,ốm,1,1,1,1.333333333,Indian,sick
người trung,ốm,2,1,0,1.333333333,middle person,sick
Người Serbia,nóng tính,2,1,0,1.333333333,Serbs,hot-tempered
Người Tây Ban Nha,nóng tính,2,1,0,1.333333333,Spanish,hot-tempered
người dân miền bắc việt nam,lạc hậu,2,1,0,1.333333333,people of northern Vietnam,backward
người dân miền bắc việt nam,tự phụ,1,1,1,1.333333333,people of northern Vietnam,conceited
người miền bắc,tằn tiện,2,1,0,1.333333333,northerners,frugal
người dân miền bắc việt nam,bảo thủ,0,3,0,1,people of northern Vietnam,conservative
Người Mỹ,ham ăn,0,3,0,1,American,gluttony
Người Iran,religious,1,2,0,1,Iranians,religious. religious
người miền trung,bảo thủ,0,2,1,1,Central people,conservative
người miền nam việt nam,ăn uống thả ga,1,2,0,1,Southern Vietnamese people,eat and drink freely
người miền bắc việt nam,ăn nhiều thịt lợn,2,1,0,1,Northern Vietnamese people,eat a lot of pork
Palestinian,giận dữ,2,1,0,1,Palestinian,angry
Người Cuba,cộng sản,1,1,1,1,Cuban,communism
Palestinian,người hiếu chiến,2,1,0,1,Palestinian,fighter
người dân miền bắc việt nam,cộng sản,2,1,0,1,people of northern Vietnam,communism
người đến từ miền nam việt nam,cộng sản,2,1,0,1,people from southern Vietnam,communism
Người Philippines,tốt bụng hơn,0,3,0,0.6666666667,Filipino,more kind
Người Iran,hồi giáo,0,3,0,0.6666666667,Iranians,Islamic
Người Hàn Quốc,mắt một mí,0,3,0,0.6666666667,Korean,double eyelids
người miền nam,ưa tiệc tùng,0,3,0,0.6666666667,Southerners,loves to party
Tiếng Malta,công giáo,0,3,0,0.6666666667,Maltese,Catholic
Người Indonesia,ăn nhiều gia vị,0,3,0,0.6666666667,Indonesian,Eat lots of spices
Người Jordan,ả rập,0,3,0,0.6666666667,Jordanians,Arabic
Người Faroe,bắc âu,0,3,0,0.6666666667,Faroese,Northern Europe
Người Afghanistan,nghèo đói,0,3,0,0.6666666667,Afghans,poor
Comorans,hồi giáo,0,3,0,0.6666666667,Comorans,Islamic
Người Malaysia,nói tiếng mã lai,0,3,0,0.6666666667,Malaysian,speak Malay
Palestinian,đau khổ,0,3,0,0.6666666667,Palestinian,anguished
người miền nam việt nam,phóng khoáng,0,3,0,0.6666666667,Southern Vietnamese people,generous
Omani,ả rập,0,3,0,0.6666666667,Omani,Arabic
Người Cuba,hút thuốc,0,3,0,0.6666666667,Cuban,smoke
Thái,phật giáo,0,3,0,0.6666666667,Thai,Buddhism
Người Malaysia,nhiều dân tộc,0,3,0,0.6666666667,Malaysian,many ethnicities
người dân miền trung việt nam,nghèo đói,0,3,0,0.6666666667,people of central Vietnam,poor
Người Maroc,hồi giáo,0,3,0,0.6666666667,Moroccans,Islamic
Người Nga,người uống vodka,0,3,0,0.6666666667,Russian,vodka drinker
người miền nam việt nam,ăn nhậu,0,3,0,0.6666666667,Southern Vietnamese people,slobbering
Người Estonia,nói tiếng estonia,0,3,0,0.6666666667,Estonian,speak Estonian
Người Ấn Độ,tôn giáo,0,3,0,0.6666666667,Indian,religion
Người Indonesia,hồi giáo,0,3,0,0.6666666667,Indonesian,Islamic
Sahrawi,người dân du mục,0,3,0,0.6666666667,Sahrawi,nomadic people
Người Afghanistan,hồi giáo,0,3,0,0.6666666667,Afghans,Islamic
người trung,khắt khe,0,3,0,0.6666666667,middle person,strict
Người Tây Ban Nha,latinh,0,3,0,0.6666666667,Spanish,Latin
Người Bosnia,hồi giáo,0,3,0,0.6666666667,Bosnian,Islamic
Seychellois,người dân seychelles,0,3,0,0.6666666667,Seychellois,people of seychelles
Sri Lankan,phật giáo,0,3,0,0.6666666667,Sri Lankan,Buddhism
Người Surinam,nói tiếng hà lan,0,3,0,0.6666666667,Surinamese,speak Dutch
Sahrawi,người dân sa mạc,0,3,0,0.6666666667,Sahrawi,desert people
Người Iran,người hồi giáo,0,3,0,0.6666666667,Iranians,muslims
Người Bhutan,phật giáo,0,3,0,0.6666666667,Bhutanese,Buddhism
Tiếng Nepal,phật giáo,0,3,0,0.6666666667,Nepali,Buddhism
người dân miền trung việt nam,chịu đựng,0,3,0,0.6666666667,people of central Vietnam,suffer
Người Nhật,nhút nhát,0,3,0,0.6666666667,Japanese,shy
người bắc,khắt khe,0,3,0,0.6666666667,northerners,strict
Yemeni,hồi giáo,0,3,0,0.6666666667,Yemeni,Islamic
Saudis,đạo hồi,0,3,0,0.6666666667,Saudis,Islam
người miền bắc việt nam,giọng bắc,0,3,0,0.6666666667,Northern Vietnamese people,Northern accent
Crimeans,bị áp bức,0,2,1,0.6666666667,Crimeans,downtrodden
Hellenes,người hy lạp,1,2,0,0.6666666667,Hellenes,Greek
Người Albania,có nhiều vũ khí,1,2,0,0.6666666667,Albanian,have many weapons
Panamanian,nói tiếng tây ban nha,1,2,0,0.6666666667,Panamanian,speak Spanish
Người Hungary,hungary,1,2,0,0.6666666667,Hungarian,Hungarian
người từ miền nam việt nam,miền nam,1,2,0,0.6666666667,people from southern Vietnam,southern
Hellenes,hy lạp,1,2,0,0.6666666667,Hellenes,Greek
người dân miền bắc việt nam,gan góc,0,2,1,0.6666666667,people of northern Vietnam,grit
người đến từ miền nam việt nam,người việt nam,1,2,0,0.6666666667,people from southern Vietnam,Vietnamese
Người Malaysia,nói tiếng malaysia,1,2,0,0.6666666667,Malaysian,speak Malaysian
Zanzibari,nói tiếng swahili,1,2,0,0.6666666667,Zanzibari,speak swahili
Người Tây Ban Nha,nói tiếng tây ban nha,1,2,0,0.6666666667,Spanish,speak Spanish
Người Litva,nói tiếng litva,1,2,0,0.6666666667,Lithuanian,speak Lithuanian
Người Faroe,tiếng bắc âu,1,2,0,0.6666666667,Faroese,Norse
Người Maroc,ả rập,1,2,0,0.6666666667,Moroccans,Arabic
người miền nam việt nam,nói tiếng miền nam,1,2,0,0.6666666667,Southern Vietnamese people,speak southern language
Người Hàn Quốc,nói tiếng hàn,1,2,0,0.6666666667,Korean,speak Korean
người dân miền bắc việt nam,nói tiếng bắc,1,2,0,0.6666666667,people of northern Vietnam,speak northern language
Salvadoran,nhà thờ,1,2,0,0.6666666667,Salvadoran,church
người ở miền nam việt nam,người nói tiếng nam,1,2,0,0.6666666667,people in southern Vietnam,southern speakers
Người Indonesia,bahasa indonesia,1,2,0,0.6666666667,Indonesian,bahasa indonesia
Djiboutian,hồi giáo,0,2,1,0.6666666667,Djibouti,Islamic
người miền nam việt nam,tinh nghịch,1,2,0,0.6666666667,Southern Vietnamese people,naughty
Welsh,nói tiếng welsh,1,2,0,0.6666666667,Welsh,speak welsh
Palestinian,người palestine,1,2,0,0.6666666667,Palestinian,Palestinian
người miền nam việt nam,nói tiếng việt,1,2,0,0.6666666667,Southern Vietnamese people,speak Vietnamese
Người Malaysia,sống ở malaysia,1,2,0,0.6666666667,Malaysian,live in malaysia
Người Slovenia,nói tiếng slovenia,1,2,0,0.6666666667,Slovenian,speak Slovenian
Equatoguineans,nói tiếng tây ban nha,1,2,0,0.6666666667,Equatoguinean,speak Spanish
Người Nam Sudan,nghèo đói,1,2,0,0.6666666667,South Sudanese,poor
Seychellois,người dân đảo,1,2,0,0.6666666667,Seychellois,islanders
Moldovan,nói tiếng nga,1,2,0,0.6666666667,Moldovan,speak Russian
Tiếng Malta,tiếng malta,1,2,0,0.6666666667,Maltese,Maltese
Người Philippines,nói tiếng tagalog,1,2,0,0.6666666667,Filipino,speak tagalog
Người Philippines,thiên tai,1,2,0,0.6666666667,Filipino,natural disaster
Người Philippines,theo đạo công giáo,1,2,0,0.6666666667,Filipino,follow catholicism
Zanzibari,người nói tiếng swahili,1,2,0,0.6666666667,Zanzibari,Swahili speakers
Manx,tuyệt chủng,1,2,0,0.6666666667,Manx,extinction
Rwandan,nạn nhân,1,2,0,0.6666666667,Rwandan,victim
Gibraltarians,người anh,1,2,0,0.6666666667,Gibraltarians,brother
Người Cuba,người cộng sản,1,2,0,0.6666666667,Cuban,Communists
người dân miền bắc việt nam,chịu đựng,1,2,0,0.6666666667,people of northern Vietnam,suffer
Người Đài Loan,người hoa,1,2,0,0.6666666667,Taiwanese,Chinese
người miền trung,thiếu cân,2,1,0,0.6666666667,Central people,Underweight
người đến từ miền nam việt nam,người cộng sản,2,1,0,0.6666666667,people from southern Vietnam,Communists
người miền trung,miền trung,2,1,0,0.6666666667,Central people,central region
Welsh,giọng nói,2,1,0,0.6666666667,Welsh,voice
Ecuadorian,nói tiếng tây ban nha,2,1,0,0.6666666667,Ecuadorian,speak Spanish
Nicaraguan,nói tiếng tây ban nha,2,1,0,0.6666666667,Nicaraguan,speak Spanish
Azeris,người azerbaijan,1,1,1,0.6666666667,Azeris,Azerbaijani
người dân miền nam việt nam,người dân miền bắc việt nam,2,1,0,0.6666666667,people of southern Vietnam,people of northern Vietnam
Người Đài Loan,nói tiếng trung,2,1,0,0.6666666667,Taiwanese,speak Chinese
Người Malaysia,malay,2,1,0,0.6666666667,Malaysian,malay
Letts,người anh,2,1,0,0.6666666667,Letts,brother
người dân miền nam việt nam,nghèo đói,2,1,0,0.6666666667,people of southern Vietnam,poor
Người Estonia,nói tiếng phần lan,2,1,0,0.6666666667,Estonian,speak Finnish
Người Mỹ,mỹ,2,1,0,0.6666666667,American,America
Djiboutian,nói tiếng somali,2,1,0,0.6666666667,Djibouti,speak Somali
người ở miền nam việt nam,người nam việt,2,1,0,0.6666666667,people in southern Vietnam,South Vietnamese
Tiếng Iceland,băng giá,2,1,0,0.6666666667,Icelandic,ice
Manx,người anh,2,1,0,0.6666666667,Manx,brother
người từ miền nam việt nam,miền bắc việt nam,2,1,0,0.6666666667,people from southern Vietnam,Northern Vietnam
Azeris,nói tiếng thổ nhĩ kỳ,2,1,0,0.6666666667,Azeris,speak Turkish
Người Đức,đức,2,1,0,0.6666666667,German,virtue
Người Mỹ,tham vọng,0,3,0,0.3333333333,American,ambitious
Người Mexico,tiệc tùng,0,3,0,0.3333333333,Mexican,party
Người Brazil,tiệc tùng,0,3,0,0.3333333333,Brazilian,party
Thái,người nói nhanh,0,3,0,0.3333333333,Thai,fast talker
người dân miền bắc việt nam,thích ăn phở,0,3,0,0.3333333333,people of northern Vietnam,likes to eat pho
Người Đức,nghiêm khắc,0,3,0,0.3333333333,German,strict
Người Nga,bí ẩn,0,3,0,0.3333333333,Russian,secret
Người Pháp,ăn nhiều bơ,0,3,0,0.3333333333,French,eat lots of avocado
Người Pháp,ăn chậm,1,2,0,0.3333333333,French,eat slowly
người dân miền trung việt nam,khó khăn,1,2,0,0.3333333333,people of central Vietnam,hard
Letts,khó học,1,2,0,0.3333333333,Letts,difficulty learning
người miền nam việt nam,nói giọng đặc,1,2,0,0.3333333333,Southern Vietnamese people,speak with a thick accent
người miền nam việt nam,ăn uống cay,1,2,0,0.3333333333,Southern Vietnamese people,eat spicy food
người miền nam việt nam,ăn mắm,1,2,0,0.3333333333,Southern Vietnamese people,eat fish sauce
Người Indonesia,lũ lụt,1,2,0,0.3333333333,Indonesian,flood
Syrian,tham chiến,1,2,0,0.3333333333,Syrian,fighting
Thái,độc lạ,1,2,0,0.3333333333,Thai,unique
Tiếng Iceland,khó học,1,2,0,0.3333333333,Icelandic,difficulty learning
Tiếng Malta,khó học,1,2,0,0.3333333333,Maltese,difficulty learning
Người Indonesia,dân số đông nhất,1,2,0,0.3333333333,Indonesian,largest population
Người Philippines,tiếng anh kém,2,1,0,0.3333333333,Filipino,bad English
người dân miền bắc việt nam,gầy,2,1,0,0.3333333333,people of northern Vietnam,thin
Kosovar,bất mãn,2,1,0,0.3333333333,Kosovar,dissatisfied
Người Pháp,hay ăn,2,1,0,0.3333333333,French,eat a lot
người ở miền nam việt nam,gầy,2,1,0,0.3333333333,people in southern Vietnam,thin
người miền bắc việt nam,ăn nhạt,2,1,0,0.3333333333,Northern Vietnamese people,eat blandly
Tiếng Nepal,khó học,2,1,0,0.3333333333,Nepali,difficulty learning
Người Philippines,người ăn uống nhiều,2,1,0,0.3333333333,Filipino,people who eat and drink a lot
Người Nga,khó học,2,1,0,0.3333333333,Russian,difficulty learning
người dân miền trung việt nam,gầy,2,1,0,0.3333333333,people of central Vietnam,thin
người dân miền trung việt nam,chịu đựng thiên tai,0,3,0,0,people of central Vietnam,endure natural disasters
người dân miền trung việt nam,chịu nhiều thiệt hại do thiên tai,0,3,0,0,people of central Vietnam,suffered a lot of damage due to natural disasters
Syrian,chiến tranh,0,3,0,0,Syrian,war
Người Indonesia,dân số đông,0,3,0,0,Indonesian,dense population
Người Đan Mạch,cao,0,3,0,0,Danish,High
Người Hà Lan,cao,0,3,0,0,Dutch,High
Người Cuba,hút xì gà,0,3,0,0,Cuban,smoke cigars
Người Mexico,ăn nhiều taco,0,3,0,0,Mexican,eat a lot of tacos
Người Hàn Quốc,k-pop,0,3,0,0,Korean,Korean pop
Người Pháp,nhạy cảm,0,2,1,0,French,sensitive
Người Nam Sudan,chiến tranh,1,2,0,0,South Sudanese,war
người miền nam,nắng,1,2,0,0,Southerners,sunny
người trung,đông dân,1,2,0,0,middle person,populous
Người Pháp,nuông chiều,1,2,0,0,French,fondness
người miền bắc,ồn ào,1,2,0,0,northerners,noisy
người trung,ồn ào,1,2,0,0,middle person,noisy
Người Ấn Độ,đông dân,1,2,0,0,Indian,populous
Người Thụy Điển,cao,1,2,0,0,Swedish,High
Người Malaysia,ăn nhiều thức ăn cay,1,2,0,0,Malaysian,eat a lot of spicy food
Người Bosnia,chiến tranh,2,1,0,0,Bosnian,war
người dân miền bắc việt nam,cao,2,1,0,0,people of northern Vietnam,High
Người Cuba,hút thuốc lá,2,1,0,0,Cuban,smoke
Người Afghanistan,chiến tranh,2,1,0,0,Afghans,war
người miền nam,ồn ào,2,1,0,0,Southerners,noisy
Người Mỹ,ồn ào,2,1,0,0,American,noisy
người miền bắc việt nam,kín đáo,0,3,0,-0.3333333333,Northern Vietnamese people,discreet
Người Pháp,yêu thời trang,0,3,0,-0.3333333333,French,love fashion
Người Phần Lan,thích tắm hơi,0,3,0,-0.3333333333,Finnish,Likes to take a sauna
Người Đức,nghiêm túc,0,3,0,-0.3333333333,German,serious
Người Phần Lan,trầm tính,0,3,0,-0.3333333333,Finnish,quiet
Người Mỹ,ham học hỏi,0,3,0,-0.3333333333,American,eager to learn
Người Đức,kỉ luật,0,3,0,-0.3333333333,German,discipline
Người Ý,thích ăn pizza,0,3,0,-0.3333333333,Italian,likes to eat pizza
Người Pháp,thích ăn pho mát,0,3,0,-0.3333333333,French,likes to eat cheese
người bắc,sành ăn,0,3,0,-0.3333333333,northerners,gourmet
Người Ấn Độ,thích ăn chay,0,3,0,-0.3333333333,Indian,likes to eat vegetarian food
Người Nhật,hiếu học,0,3,0,-0.3333333333,Japanese,studious
người miền nam,sôi nổi,0,3,0,-0.3333333333,Southerners,exalted
Seychellois,thân thiện,0,3,0,-0.3333333333,Seychellois,friendly
người trung,hiếu học,0,3,0,-0.3333333333,middle person,studious
Người Hà Lan,thích đạp xe,0,3,0,-0.3333333333,Dutch,likes cycling
người miền trung việt nam,thích ăn bánh bèo,0,3,0,-0.3333333333,Central Vietnamese people,likes to eat banh beo
Người Pháp,ăn nhiều pho mát,0,3,0,-0.3333333333,French,eat lots of cheese
Người Faroe,thích câu cá,0,3,0,-0.3333333333,Faroese,likes fishing
Người Úc,kangaroo,0,3,0,-0.3333333333,Australian,kangaroo
Người Pháp,sành ăn,0,3,0,-0.3333333333,French,gourmet
người dân miền bắc việt nam,yêu chuộng hòa bình,0,3,0,-0.3333333333,people of northern Vietnam,Love peace
Người Malaysia,ăn cay,0,3,0,-0.3333333333,Malaysian,eat spicy
Người Hàn Quốc,kỷ luật,0,3,0,-0.3333333333,Korean,discipline
Người Pháp,ăn uống tinh tế,0,3,0,-0.3333333333,French,refined dining
Người Pháp,lãng mạn,0,3,0,-0.3333333333,French,romantic
Thái,thích ăn ớt,0,3,0,-0.3333333333,Thai,likes to eat chili
Người Ý,thích ăn uống,0,3,0,-0.3333333333,Italian,Like eating
Người Đức,cẩn thận,0,3,0,-0.3333333333,German,careful
Người Philippines,yêu karaoke,0,3,0,-0.3333333333,Filipino,love karaoke
người miền bắc việt nam,nghiêm túc,0,3,0,-0.3333333333,Northern Vietnamese people,serious
Người Mỹ,giàu có,0,3,0,-0.3333333333,American,rich
người dân miền bắc việt nam,ăn nhiều gạo,0,3,0,-0.3333333333,people of northern Vietnam,eat a lot of rice
Người Đức,thích bia,0,3,0,-0.3333333333,German,likes beer
người dân miền trung việt nam,yêu chuộng hòa bình,0,3,0,-0.3333333333,people of central Vietnam,Love peace
Người Canada,thích hockey,0,3,0,-0.3333333333,Canadian,likes hockey
người dân miền bắc việt nam,cần kiệm,0,3,0,-0.3333333333,people of northern Vietnam,economy
Người Phần Lan,kiệm lời,0,3,0,-0.3333333333,Finnish,sparing words
Bruneian,giàu có,0,3,0,-0.3333333333,Bruneian,rich
Người Nga,mạnh mẽ,0,3,0,-0.3333333333,Russian,strong
người bắc,ưa chuộng thịt bò,0,3,0,-0.3333333333,northerners,loves beef
Người Phần Lan,im lặng,0,3,0,-0.3333333333,Finnish,silent
Người Philippines,thích karaoke,0,3,0,-0.3333333333,Filipino,likes karaoke
Người Mỹ,hướng ngoại,0,3,0,-0.3333333333,American,outward
Người Faroe,hải sản,0,3,0,-0.3333333333,Faroese,seafood
Người Pháp,giỏi nấu ăn,0,3,0,-0.3333333333,French,good at cooking
Người Đan Mạch,thẳng thắn,0,3,0,-0.3333333333,Danish,straight
người ở miền nam việt nam,người dễ tính,0,3,0,-0.3333333333,people in southern Vietnam,easy person
người dân miền trung việt nam,chịu khó,0,3,0,-0.3333333333,people of central Vietnam,hard working
Người Ý,ăn nhiều pasta,0,3,0,-0.3333333333,Italian,eat a lot of pasta
người dân miền bắc việt nam,kiên cường,0,3,0,-0.3333333333,people of northern Vietnam,resilience
người dân miền bắc việt nam,kiên trì,0,3,0,-0.3333333333,people of northern Vietnam,persist
người dân miền bắc việt nam,ăn mặn,0,3,0,-0.3333333333,people of northern Vietnam,eat salty
Người Ý,lãng mạn,0,3,0,-0.3333333333,Italian,romantic
Người Pháp,sành điệu,0,3,0,-0.3333333333,French,Stylish
Người Hà Lan,thẳng thắn,0,3,0,-0.3333333333,Dutch,straight
người dân miền trung việt nam,kiên cường,0,3,0,-0.3333333333,people of central Vietnam,resilience
Người Đức,kỹ lưỡng,0,3,0,-0.3333333333,German,elaborate
người dân miền bắc việt nam,chịu thương chịu khó,0,3,0,-0.3333333333,people of northern Vietnam,suffered hard
Người Croatia,thích bóng đá,0,3,0,-0.3333333333,Croatian,like football
Người Nhật,kỷ luật,0,3,0,-0.3333333333,Japanese,discipline
Người Áo,thích uống bia,0,3,0,-0.3333333333,Austrian,likes to drink beer
Người Nhật,nghiêm túc,0,3,0,-0.3333333333,Japanese,serious
Người Đức,kỷ luật,0,3,0,-0.3333333333,German,discipline
Người Philippines,yêu thích karaoke,0,3,0,-0.3333333333,Filipino,love karaoke
Người Pháp,thích ăn uống,0,3,0,-0.3333333333,French,Like eating
người dân miền trung việt nam,thích ăn cay,0,3,0,-0.3333333333,people of central Vietnam,likes spicy food
Người Ấn Độ,đông đúc,0,3,0,-0.3333333333,Indian,crowded
Người Philippines,yêu bóng rổ,0,3,0,-0.3333333333,Filipino,love basketball
Người Serbia,mạnh mẽ,0,3,0,-0.3333333333,Serbs,strong
Người Pháp,sang trọng,0,3,0,-0.3333333333,French,luxurious
Người Nga,thích vodka,0,3,0,-0.3333333333,Russian,likes vodka
người trung,ưa học,0,3,0,-0.3333333333,middle person,loves to study
Người Pháp,ăn uống cầu kỳ,0,3,0,-0.3333333333,French,fussy eating
người dân miền trung việt nam,nạn nhân lũ lụt,0,3,0,-0.3333333333,people of central Vietnam,flood victims
Người Đức,ưa sạch sẽ,0,3,0,-0.3333333333,German,likes cleanliness
Người Nhật,lễ phép,0,3,0,-0.3333333333,Japanese,politeness
Người Đài Loan,hiếu học,0,3,0,-0.3333333333,Taiwanese,studious
Người Pháp,yêu thích thời trang,0,3,0,-0.3333333333,French,love fashion
Người Ấn Độ,nhiều màu sắc,0,3,0,-0.3333333333,Indian,colorful
Người Thổ Nhĩ Kỳ,thích ăn thịt,0,3,0,-0.3333333333,Turkish,likes to eat meat
Người Nhật,cẩn thận,0,3,0,-0.3333333333,Japanese,careful
người dân miền trung việt nam,ăn cay,0,3,0,-0.3333333333,people of central Vietnam,eat spicy
Người Nhật,sống lâu,0,3,0,-0.3333333333,Japanese,Long live
Người Canada,thân thiện,0,3,0,-0.3333333333,Canadian,friendly
Saudis,giàu,0,3,0,-0.3333333333,Saudis,rich
Người Ý,ăn nhiều mì ống,0,3,0,-0.3333333333,Italian,eat a lot of pasta
Hellenes,cổ đại,0,3,0,-0.3333333333,Hellenes,ancient
Người Cuba,yêu xì gà,0,3,0,-0.3333333333,Cuban,love cigars
người dân miền trung việt nam,thân thiện,0,3,0,-0.3333333333,people of central Vietnam,friendly
Người Indonesia,thờ cúng nhiều,0,3,0,-0.3333333333,Indonesian,Worship a lot
Người Đức,thẳng thắn,0,3,0,-0.3333333333,German,straight
người miền nam việt nam,dễ tính,0,3,0,-0.3333333333,Southern Vietnamese people,easygoing
Người Surinam,đa chủng tộc,0,3,0,-0.3333333333,Surinamese,multiethnic
Kenyan,người chạy bộ,0,3,0,-0.3333333333,Kenyan,runner
Người Mỹ,thích bóng chày,0,3,0,-0.3333333333,American,likes baseball
Saudis,giàu có,0,3,0,-0.3333333333,Saudis,rich
Người Nga,uống vodka,0,3,0,-0.3333333333,Russian,drink vodka
