identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
எத்தியோப்பியன்,கறுப்பர்கள்,2,1,0,0.6666666667,Ethiopian,Blacks
மங்கோலியன்,படையெடுப்பாளர்கள்,2,1,0,0.6666666667,Mongolian,Invaders
அந்தமானியர்கள்,துஷ்பிரயோகம்,1,2,0,0.3333333333,Andamanese,Abuse
ஆப்கானியர்கள்,போர்வீரர்கள்,1,2,0,0.3333333333,Afghans,Warriors
சவூதிகள்,மதச்சார்பான,2,1,0,0.3333333333,Saudis,Secular
இந்தியர்கள்,நிறைய சாப்பிடுகிறார்கள்,1,2,0,0.3333333333,Indians,They eat a lot
உத்தரகண்டி,மத உணர்வு,2,1,0,0.3333333333,Uttarakhand,Religious sentiment
அந்தமானியர்கள்,துன்புறுத்தல்,1,2,0,0.3333333333,Andamanese,Harassment
மார்வாரி,மத உணர்வு,2,1,0,0.3333333333,Marwari,Religious sentiment
ஆசாமிகள்,துஷ்பிரயோகம்,2,1,0,0.3333333333,Assamese,Abuse
டெல்லிவாசி,துர்நாற்றம்,2,1,0,0.3333333333,A resident of Delhi,stench
ஐரிஷ்,மது,1,2,0,0.3333333333,Irish,alcohol
அமெரிக்கர்கள்,துப்பாக்கி,1,2,0,0.3333333333,Americans,Gun
அந்தமானியர்கள்,வளர்ச்சி குறைபாடு,1,2,0,0.3333333333,Andamanese,Developmental deficiency
மகாராஷ்டிரர்,துருவமானவர்கள்,2,1,0,0.3333333333,Maharashtra,Poles
பஞ்சாபி,மத உணர்வு,2,1,0,0.3333333333,Punjabi,Religious sentiment
கியூபர்கள்,புரட்சியாளர்கள்,1,2,0,0.3333333333,Cubans,Revolutionaries
கேரளத்தவர்,மத உணர்வு,2,1,0,0.3333333333,He is from Kerala,Religious sentiment
அந்தமானியர்கள்,துரதிர்ஷ்டவசமான,2,1,0,0.3333333333,Andamanese,Unfortunate
காஷ்மீரி,துரதிர்ஷ்டவசமான,1,2,0,0.3333333333,Kashmiri,Unfortunate
காஷ்மீரி,மத உணர்வு,2,1,0,0.3333333333,Kashmiri,Religious sentiment
கோன்‌,அழிவு,2,1,0,0.3333333333,Kon,Destruction
ஆப்கானியர்கள்,போர் வீரர்கள்,1,2,0,0.3333333333,Afghans,Warriors
மகாராஷ்டிரர்,மத உணர்வு,1,2,0,0.3333333333,Maharashtra,Religious sentiment
ஜிப்ரால்டேரியன்கள்,ஆங்கிலேயர்கள்,2,1,0,0.3333333333,Gibraltarians,The British
பிரிட்டிஷ்,பழமைவாதமானவர்கள்,2,1,0,0.3333333333,British,Conservatives
பாகிஸ்தானி,துப்பாக்கிச் சண்டையில் சிறப்பானவர்,2,1,0,0.3333333333,Pakistani,Excellent in gunfights
சவூதிகள்,மத உணர்வு,1,2,0,0.3333333333,Saudis,Religious sentiment
காஷ்மீரி,துன்புறுத்தல்,1,2,0,0.3333333333,Kashmiri,Harassment
மங்கோலியன்,போர்வீரர்கள்,2,1,0,0.3333333333,Mongolian,Warriors
வடக்கு ஐரிஷ்,மது,1,2,0,0.3333333333,Northern Irish,alcohol
மகாராஷ்டிரர்,துப்பாக்கி,1,2,0,0.3333333333,Maharashtra,Gun
அந்தமானியர்கள்,வளர்ச்சி குன்றியவர்கள்,0,3,0,0.3333333333,Andamanese,Stunted people
சிரியன்,அகதி,0,3,0,0.3333333333,Syrian,refugee
ஆசாமிகள்,கொள்ளையர்கள்,0,3,0,0.3333333333,Assamese,Robbers
பெல்ஜியன்,ஓபன்-மண்டை,2,1,0,0.3333333333,Belgian,Open-skull
அந்தமானியர்கள்,வளர்ச்சி குறைந்தவர்கள்,0,3,0,0.3333333333,Andamanese,Stunted people
ஜெர்மன்,கடுமையான,2,1,0,0,German,severe
பாலஸ்தீனியர்கள்,போராளிகள்,2,1,0,0,Palestinians,fighters
காஷ்மீரி,மதத்தால் பிளவுபட்ட,1,2,0,0,Kashmiri,Divided by religion
ஐரிஷ்,குடிகார,0,3,0,0,Irish,Drunk
ஓடியா,மர்மமான,2,1,0,0,Odia,Mysterious
அந்தமானியர்கள்,மர்மம்,2,1,0,0,Andamanese,Mystery
எகிப்தியன்,மர்மமான,2,1,0,0,Egyptian,Mysterious
ரஷ்யன்,குளிர்,2,1,0,0,Russian,Cold
பிரிட்டிஷ்,கடுமையான,2,1,0,0,British,severe
அந்தமானியர்கள்,மரபணு மாற்றம்,2,1,0,0,Andamanese,Genetic modification
மிசோ,மர்மமான,2,1,0,0,Mizzou,Mysterious
அந்தமானியர்கள்,மர்மமான,1,2,0,0,Andamanese,Mysterious
ஸ்காட்டிஷ்,ஸ்காட்ஸ்,2,1,0,0,Scottish,Scots
அந்தமானியர்கள்,தனிமைப்படுத்தப்பட்டவர்கள்,1,2,0,0,Andamanese,isolated people
மராத்தி,ஜெய் சிங்க்,2,1,0,0,Marathi,Jai Singh
மணிப்பூரி,மர்மமான,1,2,0,0,Manipuri,Mysterious
மேகாலயான்,மர்மமான,2,1,0,0,Meghalaya,Mysterious
அந்தமானியர்கள்,கருப்பாக,1,2,0,0,Andamanese,as black
கொரியர்கள்,கடுமையான,2,1,0,0,Koreans,severe
ஃபோர்மோசன்ஸ்,ஆர்ப்பாட்டம்,2,1,0,0,Formosans,Demonstration
கியூபர்கள்,புகைப்பழக்கம்,2,1,0,0,Cubans,Smoking
ஸ்வீடன்ஸ்,குளிர்,2,1,0,0,Swedes,Cold
அந்தமானியர்கள்,கைது,1,2,0,-0.3333333333,Andamanese,Arrest
அமெரிக்கர்கள்,தனிப்பட்ட சுதந்திரம்,1,2,0,-0.3333333333,Americans,Personal freedom
சஹ்ராவி,நாடோடிகள்,1,2,0,-0.3333333333,Sahrawi,Nomads
பாகிஸ்தானி,மோசமான போக்குவரத்து,2,1,0,-0.3333333333,Pakistani,Bad traffic
மங்கோலியன்,குதிரை வீரர்கள்,2,1,0,-0.3333333333,Mongolian,Horsemen
ஓடியா,துணிச்சல்,2,1,0,-0.3333333333,Odia,Courage
அந்தமானியர்கள்,கருப்பான,2,1,0,-0.3333333333,Andamanese,Black
ஜார்கண்டி,ராபின் ஹூட்,2,1,0,-0.3333333333,Jharkhandi,Robin Hood
இந்தோனேசிய,மோசமான ஆங்கிலம் பேசுபவர்கள்,2,1,0,-0.3333333333,Indonesian,Poor English speakers
கோன்‌,புகழ்பெற்ற மதகுரு,2,1,0,-0.3333333333,Kon,Renowned priest
ஆசாமிகள்,துணிச்சல்,2,1,0,-0.3333333333,Assamese,Courage
பிரெஞ்சு,ரோமான্টিக்,1,1,1,-0.3333333333,French,Romantic
டெல்லிவாசி,சத்தம்,2,1,0,-0.3333333333,A resident of Delhi,noise
மார்வாரி,லாபகரமானவர்கள்,1,2,0,-0.3333333333,Marwari,Profitable
டெல்லிவாசி,ராஜதந்திரி,2,1,0,-0.3333333333,A resident of Delhi,Diplomat
பிஹாரி,வறுமை,1,2,0,-0.3333333333,Bihari,Poverty
உத்தர பிரதேசி,வறுமை,1,2,0,-0.3333333333,Uttar Pradesh,Poverty
அந்தமானியர்கள்,தனிமையானவர்கள்,2,1,0,-0.3333333333,Andamanese,Lonely people
டெல்லிவாசி,ஹோஸ்டில்,2,1,0,-0.3333333333,A resident of Delhi,on the host
சான்சிபாரி,மிருகங்கள்,1,2,0,-0.3333333333,Zanzibari,animals
பெங்காலி,কবিতা,1,1,1,-0.3333333333,Bengali,Poetry
ஹரியான்வி,லேட் ஸ்டார்டர்ஸ்,2,1,0,-0.3333333333,Haryanvi,Late starters
அமெரிக்கர்கள்,கனமானவர்கள்,2,1,0,-0.3333333333,Americans,Heavy ones
மகாராஷ்டிரர்,துணிச்சல்,2,1,0,-0.3333333333,Maharashtra,Courage
பிஹாரி,কৃষি,1,1,1,-0.3333333333,Bihari,Agriculture
உத்தரகண்டி,பஞ்சம்,1,2,0,-0.3333333333,Uttarakhand,Famine
காஷ்மீரி,துயரம்,1,2,0,-0.3333333333,Kashmiri,grief
மார்வாரி,ஜோதிடர்கள்,2,1,0,-0.3333333333,Marwari,Astrologers
நேபாளி,হিমালயன்,1,1,1,-0.3333333333,Nepali,Himalayan
பெங்காலி,লেখক,1,1,1,-0.3333333333,Bengali,The writer
டெல்லிவாசி,ராணுவ வீரர்,2,1,0,-0.3333333333,A resident of Delhi,Soldier
காஷ்மீரி,மதநம்பிக்கையானவர்கள்,0,3,0,-0.3333333333,Kashmiri,Religious people
சிரியன்,அகதிகள்,1,2,0,-0.3333333333,Syrian,Refugees
பாலஸ்தீனியர்கள்,போராளி,1,2,0,-0.3333333333,Palestinians,Fighter
உத்தர பிரதேசி,ராஜபக்ஷ,2,1,0,-0.3333333333,Uttar Pradesh,Rajapaksa
பெங்காலி,கருப்பான,0,3,0,-0.3333333333,Bengali,Black
காஷ்மீரி,மதச் சகிப்பு,2,1,0,-0.3333333333,Kashmiri,Religious tolerance
பிஹாரி,ஜனதா தளம்,1,2,0,-0.3333333333,Bihari,Janata Dal
ஹிமாச்சலி,ராணுவ வீரர்,2,1,0,-0.3333333333,Himachali,Soldier
பாலஸ்தீனியர்கள்,போராட்டம்,0,3,0,-0.3333333333,Palestinians,Struggle
ராஜஸ்தானி,குதிரை பந்தயம்,2,1,0,-0.3333333333,Rajasthani,Horse racing
பஞ்சாபி,வேகமாக பேசுபவர்கள்,2,1,0,-0.3333333333,Punjabi,Fast talkers
தென் சூடானியர்கள்,வறுமை,2,1,0,-0.3333333333,South Sudanese,Poverty
ராஜஸ்தானி,குதிரை வீரர்கள்,2,1,0,-0.3333333333,Rajasthani,Horsemen
அந்தமானியர்கள்,தீவுவாசிகள்,2,1,0,-0.3333333333,Andamanese,Islanders
ஆசாமிகள்,தவறு,2,1,0,-0.3333333333,Assamese,wrong
டச்சு,நேர்மையானவர்,2,1,0,-0.3333333333,Dutch,Honest
பிரிட்டிஷ்,பழமைவாத,2,1,0,-0.3333333333,British,Conservative
காஷ்மீரி,அமைதிக்காக போராடுகிறார்கள்,1,2,0,-0.3333333333,Kashmiri,They fight for peace
காஷ்மீரி,மதத்தன்மை,1,2,0,-0.3333333333,Kashmiri,Religiousness
காஷ்மீரி,ஷியா,2,1,0,-0.3333333333,Kashmiri,Shia
கிறிஸ்துமஸ் தீவுவாசிகள்,தனிமையானவர்கள்,2,1,0,-0.3333333333,Christmas Islanders,Lonely people
மராத்தி,துணிச்சல்,2,1,0,-0.3333333333,Marathi,Courage
அந்தமானியர்கள்,தனிமைப்படுத்தப்பட்ட,2,1,0,-0.3333333333,Andamanese,Isolated
டெல்லிவாசி,அரசியல்,2,1,0,-0.3333333333,A resident of Delhi,Politics
மணிப்பூரி,ஓரியண்டல் সঙ্গীত,1,1,1,-0.6666666667,Manipuri,Oriental music
பெங்காலி,হিন্দু,1,1,1,-0.6666666667,Bengali,Hindu
அர்ஜென்டினியர்கள்,বন্ধুபண்பு,1,1,1,-0.6666666667,Argentinians,friendship
அர்ஜென்டினியர்கள்,টেனிஸ்,2,1,0,-0.6666666667,Argentinians,Tennis
அர்ஜென்டினியர்கள்,টেনিஸ்,1,1,1,-0.6666666667,Argentinians,Tennis
சத்தீஸ்கரி,மர வேலை,2,1,0,-1,Chhattisgarh,Wood work
தெலுங்குவாரு,தென்னிந்தியா,2,1,0,-1,Telugu,South India
உத்தரகண்டி,ஜல்லிக்கட்டு,2,1,0,-1,Uttarakhand,Jallikattu
பிஹாரி,மரியாதை,2,1,0,-1,Bihari,respect
ஓடியா,ஓவியக் கலைஞர்,2,1,0,-1,Odia,Painter
நேபாளி,அமைதியான,2,1,0,-1,Nepali,peaceful
திரிபுரி,மரியாதை,2,1,0,-1,Tripuri,respect
மெக்சிகன்,சிறந்த டிக் டாக் பயனர்கள்,2,1,0,-1,Mexican,Top Tik Tok users
ஆசாமிகள்,லட்சியம்,2,1,0,-1,Assamese,Ambition
மத்திய பிரதேசி,வளம்,2,1,0,-1,Madhya Pradesh,Resource
சத்தீஸ்கரி,வனவிலங்கு,2,1,0,-1,Chhattisgarh,Wildlife
தெலுங்குவாரு,ஸ்பீக்கர்,2,1,0,-1,Telugu,Speaker
டெல்லிவாசி,ஜனநாயகவாதி,2,1,0,-1,A resident of Delhi,Democrat
சத்தீஸ்கரி,மலைப்பாங்கான,2,1,0,-1,Chhattisgarh,Hilly
பெலாரஷ்யன்,முற்போக்கானவர்,2,1,0,-1,Belarusian,Progressive
உத்தரகண்டி,வளம்,2,1,0,-1,Uttarakhand,Resource
கோன்‌,நல்லவர்,2,1,0,-1,Kon,Good person
மேகாலயான்,மரபணு,2,1,0,-1,Meghalaya,Gene
கன்னடிகர்,திரைப்பட நடிகர்,2,1,0,-1,Kannadigar,Film actor
குஜராத்தி,ஜெய்ஸ்வால்,2,1,0,-1,Gujarati,Jaiswal
சத்தீஸ்கரி,மரங்களை வெட்டுவதில் சிறந்தவர்கள்,2,1,0,-1,Chhattisgarh,They are good at cutting trees
மணிப்பூரி,மரங்கள்,2,1,0,-1,Manipuri,trees
கேரளத்தவர்,தாராளமான,2,1,0,-1,He is from Kerala,Generous
உத்தர பிரதேசி,பெரிய நகரம்,2,1,0,-1,Uttar Pradesh,Big city
பிஹாரி,வளர்ச்சி,2,1,0,-1,Bihari,Development
ஓடியா,ஐரிஷ்,2,1,0,-1,Odia,Irish
தெலுங்குவாரு,திரைப்படங்கள்,2,1,0,-1,Telugu,movies
மிசோ,கிறித்துவர்,2,1,0,-1,Mizzou,Christian
ஸ்வீடன்ஸ்,ஸ்வீடிஷ்,2,1,0,-1,Swedes,Swedish
சான்சிபாரி,விலங்குகள்,2,1,0,-1,Zanzibari,animals
கோன்‌,ஜெர்மன்,2,1,0,-1,Kon,German
மகாராஷ்டிரர்,திரைப்பட நடிகர்,2,1,0,-1,Maharashtra,Film actor
திரிபுரி,தெய்வீகமான,2,1,0,-1,Tripuri,Divine
மேகாலயான்,தைரியமான,2,1,0,-1,Meghalaya,Brave
அந்தமானியர்கள்,ஆப்பிரிக்க-ஆசிய,2,1,0,-1,Andamanese,African-Asian
ஜார்கண்டி,மதச்சார்பற்ற,2,1,0,-1,Jharkhandi,Secular
தெலுங்குவாரு,துடிப்பான,2,1,0,-1,Telugu,Vibrant
ரஷ்யன்,ஸ்டீல்,2,1,0,-1,Russian,Steel
அருணாச்சலி,டால்ஸ்,2,1,0,-1,Arunachali,Dolls
ராஜஸ்தானி,மதிப்புமிக்க,2,1,0,-1,Rajasthani,Valuable
மராத்தி,துளு,2,1,0,-1,Marathi,Tulu
அந்தமானியர்கள்,துணிச்சலானவர்கள்,2,1,0,-1,Andamanese,Brave people
அந்தமானியர்கள்,மரபான மருத்துவர்,2,1,0,-1,Andamanese,Traditional medicine doctor
டெல்லிவாசி,வாகன நெரிசல்,2,1,0,-1,A resident of Delhi,Traffic congestion
கோஸ்டா ரிக்கன்,ராக் இசைக்கலைஞர்,2,1,0,-1,Costa Rican,Rock musician
உத்தர பிரதேசி,வளமான,2,1,0,-1,Uttar Pradesh,Prosperous
திரிபுரி,வளரும்,2,1,0,-1,Tripuri,will grow
சத்தீஸ்கரி,வளமான,2,1,0,-1,Chhattisgarh,Prosperous
டச்சு,காதல் டச்சு,2,1,0,-1,Dutch,Love is Dutch
மார்வாரி,மதிப்பு,2,1,0,-1,Marwari,Respect
தெலுங்குவாரு,ராமாயணம்,2,1,0,-1,Telugu,Ramayanam
குஜராத்தி,தரமான,2,1,0,-1,Gujarati,Quality
நேபாளி,புகைப்படம் எடுத்தல்,2,1,0,-1,Nepali,Photography
காம்பியன்,திறமை,2,1,0,-1,Gambian,Skill
ஸ்லோவேனியன்,ஸ்லோவேனிய,2,1,0,-1,Slovenian,Slovenian
மிசோ,ஊட்டச்சத்து நிறைந்தவை,2,1,0,-1,Mizzou,Nutrient rich
கோன்‌,மரியாதை,2,1,0,-1,Kon,respect
ஆசாமிகள்,லட்சுமணம்,2,1,0,-1,Assamese,Lakshmana
கோன்‌,ராஜாவின்,2,1,0,-1,Kon,of the king
ஸ்லோவேனியன்,புத்திசாலி,2,1,0,-1,Slovenian,smart
பூட்டானியர்கள்,தியானம் செய்வது,2,1,0,-1,Bhutanese,Meditating
டேன்ஸ்,மகிழ்ச்சியான,2,1,0,-1,Danes,happy
மகாராஷ்டிரர்,மரபுவழி,2,1,0,-1,Maharashtra,Conventional
சத்தீஸ்கரி,தாராளமான,2,1,0,-1,Chhattisgarh,Generous
பிஹாரி,சைத்யா,2,1,0,-1,Bihari,Saitya
மகாராஷ்டிரர்,மரியாதை,2,1,0,-1,Maharashtra,respect
ராஜஸ்தானி,ராஜஸ்தானிய உணவு,2,1,0,-1,Rajasthani,Rajasthani food
மிசோ,தைரியமான,2,1,0,-1,Mizzou,Brave
உத்தரகண்டி,பஞ்சாபி,2,1,0,-1,Uttarakhand,Punjabi
ராஜஸ்தானி,குதிரை சவாரி,2,1,0,-1,Rajasthani,horse riding
பிஹாரி,ஜாவானிஸ்,2,1,0,-1,Bihari,Javanese
மத்திய பிரதேசி,மையம்,2,1,0,-1,Madhya Pradesh,Center
ராஜஸ்தானி,மரியாதையான,2,1,0,-1,Rajasthani,Respectful
டெல்லிவாசி,ஹிந்தி,2,1,0,-1,A resident of Delhi,Hindi
உத்தர பிரதேசி,ராஜஸ்தான்,2,1,0,-1,Uttar Pradesh,Rajasthan
ஓடியா,ஊமை,2,1,0,-1,Odia,dumb
அந்தமானியர்கள்,கப்பல் பயணி,2,1,0,-1,Andamanese,ship passenger
இத்தாலியன்,உணர்ச்சிகரமான,2,1,0,-1,Italian,Emotional
பிஹாரி,தாராளமானவர்கள்,2,1,0,-1,Bihari,Generous people
குஜராத்தி,மரியாதை,2,1,0,-1,Gujarati,respect
அருணாச்சலி,அழகான இடம்,2,1,0,-1,Arunachali,Beautiful place
கேரளத்தவர்,டீ,2,1,0,-1,He is from Kerala,Tea
கன்னடிகர்,கர்நாடகா,2,1,0,-1,Kannadigar,Karnataka
ஓடியா,துடிப்பான,2,1,0,-1,Odia,Vibrant
தென் கொரிய,தொழில்நுட்பம்,2,1,0,-1,South Korean,Technology
