identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
Anhalter,betteln,2,1,0,1.666666667,Hitchhiker,beg
Ruander,ethnische säuberung,2,1,0,1.666666667,Rwandans,ethnic cleansing
Nordiren,rebellisch,2,1,0,1.666666667,Northern Irish,rebellious
Nordkoreaner,autoritär,0,3,0,1.666666667,North Koreans,authoritarian
Syrisch,flüchtling,0,3,0,1.666666667,Syrian,refugee
Palästinenser,leiden unter armut,1,2,0,1.666666667,Palestinians,suffer from poverty
Anhalter,verärgert,2,1,0,1.666666667,Hitchhiker,annoyed
Nordkoreaner,feindselig,0,3,0,1.666666667,North Koreans,hostile
Ruander,gewalttätig,0,3,0,1.333333333,Rwandans,violent
Briten,exzentrisch,1,2,0,1.333333333,British,eccentric
Israelisch,streitlustig,1,2,0,1.333333333,Israeli,belligerent
Franken,kämpferisch,1,2,0,1.333333333,Franconia,combative
Palästinenser,kämpferisch,0,3,0,1.333333333,Palestinians,combative
Gambisch,riskant,1,2,0,1.333333333,Gambian,risky
Manx,gefährdet,2,1,0,1.333333333,Manx,endangered
Anhalter,hilflos,1,2,0,1.333333333,Hitchhiker,helpless
Serben,gewalttätig,0,3,0,1.333333333,Serbs,violent
Schottisch,mürrisch,1,2,0,1.333333333,Scottish,grumpy
Eritreer,asylbewerber,0,3,0,1.333333333,Eritreans,Asylum seekers
Anhalter,nachlässig,1,2,0,1.333333333,Hitchhiker,careless
Mecklenburger,unfreundlich,1,2,0,1.333333333,Mecklenburg,unfriendly
Tschechisch,weniger höflich,2,1,0,1.333333333,Czech,less polite
Pommer,mürrisch,1,2,0,1.333333333,Pomeranian,grumpy
Niederländer,pragmatisch,1,2,0,1.333333333,Dutch,pragmatic
Nordiren,mürrisch,0,3,0,1.333333333,Northern Irish,grumpy
Ungarisch,ungeduldige,2,1,0,1.333333333,Hungarian,impatient
Spanisch,stierkampf,0,3,0,1,Spanish,bullfight
Hamburger,ungesund,1,2,0,1,hamburger,unhealthy
Syrisch,flüchten,0,3,0,1,Syrian,escape
Anhalter,verzweifelt,2,1,0,1,Hitchhiker,desperate
Madagassisch,exotisch,1,2,0,1,Malagasy,exotic
Estnisch,skurrile,0,3,0,1,Estonian,bizarre
Südsudanesen,verhungert,0,3,0,1,South Sudanese,starved
Anhalter,lästig,1,2,0,1,Hitchhiker,annoying
Anhalter,obdachloser,2,1,0,1,Hitchhiker,homeless person
Kolumbianer,drogen,0,3,0,1,Colombians,drugs
Badenser,träge,1,2,0,1,Badenser,sluggish
Ungarisch,ungeduldig,1,2,0,0.6666666667,Hungarian,impatient
Sachsen,stur,1,2,0,0.6666666667,Saxony,stubborn
Schlesier,stur,1,2,0,0.6666666667,Silesians,stubborn
Saarländer,stur,1,2,0,0.6666666667,Saarlander,stubborn
Südsudanesen,arm,1,2,0,0.6666666667,South Sudanese,poor
Badener,schwätzig,1,2,0,0.6666666667,Baden,chatty
Pommern,hartnäckig,1,2,0,0.6666666667,Pomerania,stubborn
Italiener,chaotisch,1,2,0,0.6666666667,Italian,chaotic
Rheinländer,streitsüchtig,1,2,0,0.6666666667,Rhinelander,argumentative
Israelisch,juden,1,2,0,0.6666666667,Israeli,Jews
Holsteiner,stur,1,2,0,0.6666666667,Holsteiner,stubborn
Berliner,chaotisch,1,2,0,0.6666666667,Donut,chaotic
Hannoveraner,stur,1,2,0,0.6666666667,Hanoverians,stubborn
Pfälzer,stur,1,2,0,0.6666666667,Palatinate,stubborn
Schlesier,hartnäckig,1,2,0,0.6666666667,Silesians,stubborn
Brandenburger,stur,1,2,0,0.6666666667,Brandenburg,stubborn
Franken,hartnäckig,1,2,0,0.6666666667,Franconia,stubborn
Ungarisch,stur,0,3,0,0.6666666667,Hungarian,stubborn
Rheinländer,stur,0,3,0,0.6666666667,Rhinelander,stubborn
Sierra-Leoner,arm,1,2,0,0.6666666667,Sierra Leoneans,poor
Schleswiger,streitsüchtig,1,2,0,0.6666666667,Schleswiger,argumentative
Estnisch,stur,1,2,0,0.6666666667,Estonian,stubborn
Pommern,stur,1,2,0,0.6666666667,Pomerania,stubborn
Mecklenburger,stur,1,2,0,0.6666666667,Mecklenburg,stubborn
Israelisch,streitsüchtig,1,2,0,0.6666666667,Israeli,argumentative
Pfälzer,streitsüchtig,0,2,1,0.6666666667,Palatinate,argumentative
Moldawier,arm,0,3,0,0.6666666667,Moldovans,poor
Schleswiger,stur,1,2,0,0.6666666667,Schleswiger,stubborn
Westfälisch,stur,1,2,0,0.6666666667,Westphalian,stubborn
Finnen,stur,1,2,0,0.6666666667,Finns,stubborn
Franken,stur,0,3,0,0.6666666667,Franconia,stubborn
Anhalter,arm,1,2,0,0.6666666667,Hitchhiker,poor
Thüringer,stur,1,2,0,0.6666666667,Thuringian,stubborn
Franken,streitsüchtig,0,3,0,0.6666666667,Franconia,argumentative
Nordiren,streitsüchtig,1,2,0,0.6666666667,Northern Irish,argumentative
Kokosinselbewohner,einsam,2,1,0,0.6666666667,Cocos Islanders,lonely
Israelisch,jude,2,1,0,0.6666666667,Israeli,Jew
Niederländer,stur,2,1,0,0.6666666667,Dutch,stubborn
Russisch,stur,0,3,0,0.6666666667,Russian,stubborn
Holsteiner,kuh,2,1,0,0.6666666667,Holsteiner,cow
Laoten,arm,2,1,0,0.6666666667,Laotians,poor
Hamburger,stur,2,1,0,0.6666666667,hamburger,stubborn
Somalis,piraten,0,3,0,0.6666666667,Somalis,pirates
Amerikaner,fett,0,3,0,0.6666666667,American,fat
Hamburger,fett,2,1,0,0.6666666667,hamburger,fat
Salvadorianer,arm,0,3,0,0.6666666667,Salvadorans,poor
Manx,stur,2,1,0,0.6666666667,Manx,stubborn
Ungarisch,ungläubig,2,1,0,0.6666666667,Hungarian,incredulous
Anhalter,unsicher,2,1,0,0.6666666667,Hitchhiker,unsure
Argentinier,fußballverrückt,0,3,0,0.6666666667,Argentinians,football crazy
Pommer,stur,1,2,0,0.6666666667,Pomeranian,stubborn
Amerikaner,frech,0,3,0,0.6666666667,American,cheeky
Berliner,stur,0,3,0,0.6666666667,Donut,stubborn
Sahraui,nomadisch,1,2,0,0.3333333333,Sahrawi,nomadic
Tschechisch,raucht,0,2,1,0.3333333333,Czech,smokes
Pfälzer,geschwätzig,1,2,0,0.3333333333,Palatinate,chatty
Somalis,nomadisch,1,2,0,0.3333333333,Somalis,nomadic
Chinesen,essen viel,1,2,0,0.3333333333,Chinese,eat a lot
Sachsen,rückständig,1,2,0,0.3333333333,Saxony,backward
Mongolisch,nomadisch,1,2,0,0.3333333333,Mongolian,nomadic
Äthiopier,hunger,1,2,0,0.3333333333,Ethiopian,hunger
Kölner,kölsch,2,1,0,0.3333333333,Cologne,Cologne
Hamburger,fettig,2,1,0,0.3333333333,hamburger,greasy
Polnisch,schief,2,1,0,0.3333333333,Polish,wrong
Hamburger,weniger freundlich,1,2,0,0.3333333333,hamburger,less friendly
Pommern,rückständig,1,2,0,0.3333333333,Pomerania,backward
Preußen,rückständig,2,1,0,0.3333333333,Prussia,backward
Hamburger,essen viel,2,1,0,0.3333333333,hamburger,eat a lot
Briten,schroff,1,2,0,0.3333333333,British,harsh
Rheinländer,gesprächig,2,1,0,0,Rhinelander,talkative
Anhalter,bettelnd,2,1,0,0,Hitchhiker,begging
Pommer,liebt pferde,2,1,0,0,Pomeranian,loves horses
Pommern,trank viel,2,1,0,0,Pomerania,drank a lot
Belgier,bier,2,1,0,0,Belgian,beer
Österreicher,bier,2,1,0,0,Austrian,beer
Briten,kolonialherren,1,2,0,0,British,colonial masters
Bayern,bier,1,2,0,0,Bavaria,beer
Deutsche,streng,0,3,0,0,German,strictly
Deutsche,bier,2,1,0,0,German,beer
Franken,barbar,0,3,0,0,Franconia,barbaric
Ghanaisch,nicht gut gesprochen,2,1,0,0,Ghanaian,not well spoken
Äthiopier,dürr,1,2,0,0,Ethiopian,skinny
Hamburger,schlank,2,1,0,0,hamburger,slim
Preußen,streng,0,3,0,0,Prussia,strictly
Holsteiner,schlank,2,1,0,0,Holsteiner,slim
Laoten,ländlich,1,2,0,0,Laotians,rural
Schottisch,schottisches terrier,2,1,0,0,Scottish,Scottish terrier
Pommern,ländlich,1,2,0,0,Pomerania,rural
Pfälzer,gesprächig,2,1,0,0,Palatinate,talkative
Niedersachsen,ländlich,2,1,0,0,Lower Saxony,rural
Westfälisch,ländlich,0,3,0,0,Westphalian,rural
Briten,distanziert,2,1,0,0,British,distant
Tschechisch,bier,1,2,0,0,Czech,beer
Österreicher,schwierig zu verstehen,2,1,0,0,Austrian,hard to understand
Nordkoreaner,streng,0,3,0,0,North Koreans,strictly
Nordrhein - Westfalen,ländlich,2,1,0,0,North Rhine - Westphalia,rural
Russisch,schwer,0,3,0,0,Russian,difficult
Amerikaner,laut,1,2,0,-0.3333333333,American,loud
Estnisch,schüchtern,1,2,0,-0.3333333333,Estonian,shy
Westfälisch,konservativ,1,2,0,-0.3333333333,Westphalian,conservative
Rheinländer,trinkt gerne bier,2,1,0,-0.3333333333,Rhinelander,likes to drink beer
Schweizer,reserviert,1,2,0,-0.3333333333,Swiss,reserved
Bosnier,muslim,2,1,0,-0.3333333333,Bosnian,Muslim
Franken,bärtig,2,1,0,-0.3333333333,Franconia,bearded
Italiener,emotional,1,2,0,-0.3333333333,Italian,emotionally
Amerikaner,ehrgeizig,1,2,0,-0.3333333333,American,ambitious
Schleswiger,konservativ,2,1,0,-0.3333333333,Schleswiger,conservative
Preußen,ordentlich,2,1,0,-0.3333333333,Prussia,orderly
Algerier,muslimisch,1,2,0,-0.3333333333,Algerian,Muslim
Schlesier,konservativ,2,1,0,-0.3333333333,Silesians,conservative
Laoten,buddhismus,1,2,0,-0.3333333333,Laotians,Buddhism
Mecklenburger,konservativ,2,1,0,-0.3333333333,Mecklenburg,conservative
Berliner,laut,1,2,0,-0.3333333333,Donut,loud
Nordrhein - Westfalen,viele autos,1,2,0,-0.3333333333,North Rhine - Westphalia,many cars
Badener,konservativ,1,2,0,-0.3333333333,Baden,conservative
Briten,reserviert,1,2,0,-0.3333333333,British,reserved
Sachsen,biertrinker,1,2,0,-0.3333333333,Saxony,beer drinker
Hamburger,konservativ,2,1,0,-0.3333333333,hamburger,conservative
Österreicher,ordentlich,1,2,0,-0.3333333333,Austrian,orderly
Saarländer,konservativ,1,2,0,-0.3333333333,Saarlander,conservative
Briten,trinken viel bier,2,1,0,-0.3333333333,British,drink a lot of beer
Palatiner,konservativ,1,2,0,-0.3333333333,Palatine,conservative
Pfälzer,trinken wein,2,1,0,-0.3333333333,Palatinate,drink wine
Brandenburger,konservativ,2,1,0,-0.3333333333,Brandenburg,conservative
Franken,konservativ,1,2,0,-0.3333333333,Franconia,conservative
Holsteiner,konservativ,2,1,0,-0.3333333333,Holsteiner,conservative
Belgier,bierliebhaber,1,2,0,-0.3333333333,Belgian,beer lover
Hannoveraner,ehrgeizig,1,2,0,-0.3333333333,Hanoverians,ambitious
Briten,trinken gerne bier,1,2,0,-0.3333333333,British,like to drink beer
Afghanen,bärtig,1,2,0,-0.3333333333,Afghans,bearded
Griechen,wissbegierig,2,1,0,-0.3333333333,Greeks,inquisitive
Thüringer,konservativ,1,2,0,-0.3333333333,Thuringian,conservative
Engländer,reserviert,2,1,0,-0.3333333333,English people,reserved
Nordrhein - Westfalen,konservativ,1,2,0,-0.3333333333,North Rhine - Westphalia,conservative
Württemberger,konservativ,2,1,0,-0.3333333333,Württemberger,conservative
Russisch,kompliziert,1,2,0,-0.3333333333,Russian,complicated
Niedersachsen,konservativ,2,1,0,-0.3333333333,Lower Saxony,conservative
Hannoverier,konservativ,1,2,0,-0.3333333333,Hanoverians,conservative
Pommer,konservativ,2,1,0,-0.3333333333,Pomeranian,conservative
Hessen,konservativ,2,1,0,-0.3333333333,Hesse,conservative
Amerikaner,individualistisch,1,2,0,-0.3333333333,American,individualistic
Belgier,reserviert,2,1,0,-0.3333333333,Belgian,reserved
Hessisch,konservativ,1,1,1,-0.3333333333,Hessian,conservative
Hamburger,essen gerne fischbrötchen,2,1,0,-0.3333333333,hamburger,like to eat fish sandwiches
Aserbaidschaner,muslimisch,1,2,0,-0.3333333333,Azerbaijanis,Muslim
Rheinländer,trinken gerne bier,2,1,0,-0.3333333333,Rhinelander,like to drink beer
Manx,ausgestorben,1,2,0,-0.3333333333,Manx,extinct
Briten,trinken gern bier,2,1,0,-0.3333333333,British,like to drink beer
Bayern,konservativ,2,1,0,-0.3333333333,Bavaria,conservative
Franken,biertrinker,2,1,0,-0.3333333333,Franconia,beer drinker
Briten,konservativ,1,2,0,-0.3333333333,British,conservative
Österreicher,konservativ,1,2,0,-0.3333333333,Austrian,conservative
Israelisch,jüdisch,2,1,0,-0.3333333333,Israeli,Jewish
Sachsen,konservativ,2,1,0,-0.3333333333,Saxony,conservative
Bosnier,muslimisch,1,2,0,-0.3333333333,Bosnian,Muslim
Dänen,trinken viel bier,1,2,0,-0.3333333333,Danes,drink a lot of beer
Pfälzer,lieben wein,2,1,0,-0.3333333333,Palatinate,love wine
Österreicher,bier trinken,1,2,0,-0.3333333333,Austrian,drink beer
Bayern,katholiken,2,1,0,-0.3333333333,Bavaria,Catholics
Amerikaner,redet viel,2,1,0,-0.3333333333,American,talks a lot
Rheinländer,konservativ,1,2,0,-0.3333333333,Rhinelander,conservative
Anhalter,betrunken,2,1,0,-0.3333333333,Hitchhiker,drunk
Finnen,reserviert,1,2,0,-0.3333333333,Finns,reserved
Belgier,bier trinken,1,2,0,-0.3333333333,Belgian,drink beer
Holsteiner,stämmig,2,1,0,-0.3333333333,Holsteiner,stocky
Schlesier,hart,1,2,0,-0.3333333333,Silesians,hard
Holsteiner,rinder,2,1,0,-0.3333333333,Holsteiner,bovine
Australier,surfen,2,1,0,-0.3333333333,Australian,surfing
Pommern,konservativ,0,3,0,-0.3333333333,Pomerania,conservative
Portugiesisch,emotional,0,3,0,-0.3333333333,Portuguese,emotionally
Amerikaner,essen viel fast food,0,3,0,-0.3333333333,American,eat a lot of fast food
Deutsche,ordentlich,0,3,0,-0.3333333333,German,orderly
Schweizer,ordentlich,0,3,0,-0.3333333333,Swiss,orderly
Belgier,biertrinker,0,3,0,-0.3333333333,Belgian,beer drinker
Österreicher,biertrinker,1,2,0,-0.3333333333,Austrian,beer drinker
Argentinier,leidenschaftlich,0,3,0,-0.3333333333,Argentinians,passionate
Preußen,konservativ,0,3,0,-0.3333333333,Prussia,conservative
Palästinenser,leidenschaftlich,0,3,0,-0.3333333333,Palestinians,passionate
Bayern,bier trinken,0,3,0,-0.3333333333,Bavaria,drink beer
Österreicher,trinkt gerne bier,0,3,0,-0.3333333333,Austrian,likes to drink beer
Griechen,emotional,0,3,0,-0.3333333333,Greeks,emotionally
Rheinländer,biertrinker,0,3,0,-0.3333333333,Rhinelander,beer drinker
Berliner,konservativ,0,3,0,-0.3333333333,Donut,conservative
Nordkoreaner,strikt,0,3,0,-0.3333333333,North Koreans,strict
Badenser,konservativ,0,3,0,-0.3333333333,Badenser,conservative
Schweizer,konservativ,0,3,0,-0.3333333333,Swiss,conservative
Pfälzer,konservativ,1,2,0,-0.3333333333,Palatinate,conservative
Hannoveraner,konservativ,1,2,0,-0.3333333333,Hanoverians,conservative
Rheinländer,trinkend,1,2,0,-0.3333333333,Rhinelander,drinking
Bayern,biertrinker,0,3,0,-0.3333333333,Bavaria,beer drinker
Türken,laut,0,3,0,-0.3333333333,Turks,loud
Schwaben,konservativ,0,3,0,-0.3333333333,Swabia,conservative
Spanisch,emotional,0,3,0,-0.3333333333,Spanish,emotionally
Kubaner,leidenschaftlich,0,3,0,-0.3333333333,Cuban,passionate
Aserbaidschaner,gasreich,0,3,0,-0.3333333333,Azerbaijanis,gas-rich
Spanisch,leidenschaftlich,0,3,0,-0.3333333333,Spanish,passionate
Iren,trinken viel bier,0,3,0,-0.3333333333,Irish,drink a lot of beer
Italiener,leidenschaftlich,0,3,0,-0.3333333333,Italian,passionate
Nordkoreaner,kommunistisch,0,3,0,-0.6666666667,North Koreans,Communist
Kubaner,kommunistisch,1,2,0,-0.6666666667,Cuban,Communist
Surinamer,schwarz,2,1,0,-1,Surinamese,black
Sansibari,freundlich,2,1,0,-1,Zanzibari,friendly
Uruguayisch,sportlich,2,1,0,-1,Uruguayan,sporty
Mongolisch,nomade,0,3,0,-1,Mongolian,nomad
Pfälzer,winzer,2,1,0,-1,Palatinate,winemaker
Hamburger,höflich,2,1,0,-1,hamburger,polite
Hannoveraner,gut im dressurreiten,2,1,0,-1,Hanoverians,good at dressage
Tunesier,mediterran,2,1,0,-1,Tunisians,Mediterranean
Württemberger,schwaben,2,1,0,-1,Württemberger,Swabia
Österreicher,sparsam,0,3,0,-1,Austrian,thrifty
Pommern,deutsch,2,1,0,-1,Pomerania,German
Briten,tee trinken,0,3,0,-1,British,to drink tea
Berliner,cool,2,1,0,-1,Donut,cool
Hessen,lieben apfelwein,2,1,0,-1,Hesse,love apple cider
Russisch,kalt,0,3,0,-1,Russian,cold
Belgier,sprachen französisch,2,1,0,-1,Belgian,spoke French
Mongolisch,nomaden,0,3,0,-1,Mongolian,nomads
Spanisch,flamenco,2,1,0,-1,Spanish,flamenco
Dänen,skandinavier,2,1,0,-1,Danes,Scandinavians
Schotten,kilt,2,1,0,-1,Scots,kilt
Russisch,slawisch,2,1,0,-1,Russian,Slavic
Briten,trinken,2,1,0,-1,British,drink
Formosaner,fleißig,0,3,0,-1,Formosans,diligent
Brandenburger,bodenständig,2,1,0,-1,Brandenburg,down to earth
Hamburger,liebt,2,1,0,-1,hamburger,loves
Preußen,ernst,2,1,0,-1,Prussia,serious
Rheinländer,fröhlich,2,1,0,-1,Rhinelander,cheerful
Malediver,freundlich,2,1,0,-1,Maldivian,friendly
Färöisch,isländisch,2,1,0,-1,Faroese,Icelandic
Badener,sparsam,2,1,0,-1,Baden,thrifty
Hamburger,essen gern fisch,2,1,0,-1,hamburger,like to eat fish
Färöisch,fischig,2,1,0,-1,Faroese,fishy
Singapurer,effizient,0,3,0,-1,Singaporeans,efficient
Anhalter,warten,2,1,0,-1,Hitchhiker,wait
Färöisch,nicht viel getrunken,2,1,0,-1,Faroese,didn't drink much
Saarländer,sparsam,0,3,0,-1,Saarlander,thrifty
Holsteiner,schwarz-weiß,2,1,0,-1,Holsteiner,black-and-white
Briten,gut gekleidet,0,3,0,-1,British,well dressed
Nordrhein - Westfalen,reich,2,1,0,-1,North Rhine - Westphalia,rich
Zentralafrikaner,stammesgebunden,0,3,0,-1,Central Africans,tribal
Rumänisch,romantisch,2,1,0,-1,Romanian,romantic
Nordrhein - Westfalen,industrieland,2,1,0,-1,North Rhine - Westphalia,industrial country
Briten,zivilisation,2,1,0,-1,British,civilization
Manx,katzenliebhaber,2,1,0,-1,Manx,cat lover
Pfälzer,wein,2,1,0,-1,Palatinate,wine
Franzosen,essen gerne baguette,0,3,0,-1,French people,like to eat baguette
Anhalter,müde,2,1,0,-1,Hitchhiker,tired
Italiener,temperamentvoll,0,3,0,-1,Italian,spirited
Iraner,religiös,0,3,0,-1,Iranians,religious
Österreicher,biertrinkend,2,1,0,-1,Austrian,drinking beer
Schweizer,genau,2,1,0,-1,Swiss,Exactly
Schwaben,fleißig,0,3,0,-1,Swabia,diligent
Hamburger,reich,2,1,0,-1,hamburger,rich
Chinesen,arbeiten hart,0,3,0,-1,Chinese,work hard
Afghanen,gastfreundlich,0,3,0,-1,Afghans,hospitable
Berliner,offen,2,1,0,-1,Donut,open
Nicaraguaner,mittelgroß,2,1,0,-1,Nicaraguans,medium-sized
Amerikaner,weltoffen,2,1,0,-1,American,cosmopolitan
Schottisch,whisky,2,1,0,-1,Scottish,whiskey
Sansibari,tanzen,2,1,0,-1,Zanzibari,dance
Amerikaner,politisch korrekt,2,1,0,-1,American,politically correct
Argentinier,fußballbegeistert,0,3,0,-1,Argentinians,football enthusiast
Singapurer,sauber,0,3,0,-1,Singaporeans,clean
Schottisch,schottische whisky,2,1,0,-1,Scottish,Scottish whiskey
Pfälzer,trinkfest,2,1,0,-1,Palatinate,hard to drink
Berliner,süß,2,1,0,-1,Donut,sweet
Hannoveraner,praktisch,2,1,0,-1,Hanoverians,practical
Berliner,humorvoll,2,1,0,-1,Donut,humorous
Weihnachtsinselbewohner,feiern weihnachten,2,1,0,-1,Christmas Islanders,celebrate Christmas
Nordrhein - Westfalen,weltoffen,2,1,0,-1,North Rhine - Westphalia,cosmopolitan
Chilenisch,chili,2,1,0,-1,Chilean,chili
Hannoveraner,gut im reitsport,2,1,0,-1,Hanoverians,good at equestrian sports
Deutsche,pünktlich,0,3,0,-1,German,on time
Niedersachsen,bodenständig,2,1,0,-1,Lower Saxony,down to earth
Tschechisch,ein bier,2,1,0,-1,Czech,a beer
Württemberger,bodenständig,2,1,0,-1,Württemberger,down to earth
Andorraner,klein,1,2,0,-1,Andorrans,small
Hessen,apfelwein,2,1,0,-1,Hesse,apple cider
Italiener,pizza,0,3,0,-1,Italian,Pizza
Sahraui,nomaden,2,1,0,-1,Sahrawi,nomads
Westfälisch,bodenständig,2,1,0,-1,Westphalian,down to earth
Hamburger,liebt fisch,2,1,0,-1,hamburger,loves fish
Kölner,trinkfest,2,1,0,-1,Cologne,hard to drink
Badener,gerne baden,0,3,0,-1,Baden,like to bathe
Badener,gemütlich,2,1,0,-1,Baden,cozy
Schlesier,bodenständig,2,1,0,-1,Silesians,down to earth
Schweizer,uhr,0,3,0,-1,Swiss,clock
Japaner,gut im judo,0,3,0,-1,Japanese,good at judo
Emiratis,wohlhabend,0,3,0,-1,Emiratis,wealthy
Pommern,fleißig,2,1,0,-1,Pomerania,diligent
Berliner,weltoffen,2,1,0,-1,Donut,cosmopolitan
Amerikaner,fleißig,2,1,0,-1,American,diligent
Holsteiner,bodenständig,2,1,0,-1,Holsteiner,down to earth
Norwegisch,kalt,0,3,0,-1,Norwegian,cold
Brandenburger,sparsam,2,1,0,-1,Brandenburg,thrifty
Hannoveraner,gebildet,2,1,0,-1,Hanoverians,educated
Österreicher,gebirgig,2,1,0,-1,Austrian,mountainous
Briten,humorvoll,2,1,0,-1,British,humorous
Panamaier,gut im baseball,2,1,0,-1,Panamanian,good at baseball
Mongolisch,wild,0,3,0,-1,Mongolian,wild
Österreicher,sehr höflich,0,3,0,-1,Austrian,very polite
Kenianer,gut im marathon,2,1,0,-1,Kenyans,good in marathons
Costa-Ricaner,entspannt,0,3,0,-1,Costa Ricans,relaxed
Anhalter,freundlich,2,1,0,-1,Hitchhiker,friendly
Rheinländer,gemütlich,2,1,0,-1,Rhinelander,cozy
Hamburger,geschäftsorientiert,2,1,0,-1,hamburger,business oriented
Schleswiger,schlau,2,1,0,-1,Schleswiger,clever
