identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
sul-africanos,negro,1,2,0,1.333333333,South Africans,black
russos,bêbado,1,2,0,1.333333333,Russians,drunk
Namibianos,negro,2,1,0,1.333333333,Namibians,black
gaboneses,negro,1,2,0,1.333333333,Gabonese,black
Venezuelana,barulhenta,1,2,0,1.333333333,Venezuelan,noisy
Mongóis,brutais,0,3,0,1.333333333,Mongols,brutal
Brácaros,bárbaro,2,1,0,1.333333333,Bracaros,barbarian
israelenses,barulhento,2,1,0,1.333333333,Israelis,noisy
albicastrenses,negro,2,1,0,1.333333333,albicastrenses,black
portugueses,colonizador,0,3,0,1.333333333,Portuguese,colonizer
irlandeses,bêbado,0,3,0,1.333333333,Irish,drunk
centro-africanos,negro,2,1,0,1.333333333,Central Africans,black
Braguesas,engraçadas,2,1,0,-1,Braguesas,funny
Sudanesa,escura,1,2,0,1,Sudanese,dark
Holandesas,frígidas,1,2,0,1,Dutch,frigid
Tanzaniana,escura,1,2,0,1,Tanzania,dark
Vianenses,boêmio,1,2,0,1,Vianenses,Bohemian
russos,rude,1,2,0,1,Russians,rude
Setubalense,peixeiro,0,3,0,1,Setubalense,fishmonger
Brigantinos,velho,2,1,0,1,Brigantines,old
espanhóis,dominadores,1,2,0,1,Spanish,dominators
Setubalense,fala muito,2,1,0,1,Setubalense,talks a lot
butaneses,explosivo,2,1,0,1,Bhutanese,explosive
Braguesas,engraçado,2,1,0,-1,Braguesas,funny
norte-coreana,obcecado,2,1,0,1,North Korean,obsessed
Líbia,áspero,2,1,0,1,Libya,rough
Bragancesas,bonita,2,1,0,-1,Bragancesas,beautiful
Bragueses,velho,2,1,0,1,Bragueses,old
espanhóis,fala muito,1,2,0,1,Spanish,talks a lot
Líbia,áspera,2,1,0,1,Libya,rough
coreanos,autoritário,1,2,0,1,Koreans,authoritarian
Espanhola,dominadores,2,1,0,1,Spanish,dominators
Síria,áspero,2,1,0,1,Syria,rough
Bragançanos,autoritário,2,1,0,1,Bragançanos,authoritarian
Espanhola,fala muito,1,2,0,1,Spanish,talks a lot
Letã,baixinho,2,1,0,1,Latvian,shorty
Namibiana,escura,1,2,0,1,Namibian,dark
mauritanos,camelos,2,1,0,1,Mauritanians,camels
Gambiana,escura,1,2,0,1,Gambian,dark
norte-coreana,isolacionista,1,2,0,1,North Korean,isolationist
Senegalesa,escura,1,2,0,1,Senegalese,dark
norte-coreana,autoritário,1,2,0,1,North Korean,authoritarian
zambiana,escura,1,2,0,1,Zambian,dark
russos,gostam de vodka,0,3,0,0.6666666667,Russians,they like vodka
Espanhola,obcecada com a limpeza,2,1,0,0.6666666667,Spanish,obsessed with cleaning
Crimeanas,difícil entender,2,1,0,0.6666666667,Crimeans,hard to understand
escoceses,bebedores,0,3,0,0.3333333333,Scottish,drinkers
marroquinos,marrom,1,2,0,0.6666666667,Moroccans,brown
Gouveenses,pobre,2,1,0,0.6666666667,Gouveenses,poor
equatoguineenses,autoritária,2,1,0,0.6666666667,equatoguineans,authoritarian
Marroquina,marrom,1,2,0,0.6666666667,Moroccan,brown
coreanos,fanático,2,1,0,0.6666666667,Koreans,fanatic
belgas,comiam muito,1,2,0,0.6666666667,Belgians,they ate a lot
bejenses,pobre,2,1,0,0.6666666667,bejenses,poor
Indianos,pele escura,1,2,0,0.6666666667,Indians,dark skin
Checos,boêmios,1,2,0,0.6666666667,Czechs,bohemians
americanos,gostam de armas,0,3,0,0.6666666667,Americans,they like guns
butaneses,inflamável,2,1,0,0.6666666667,Bhutanese,flammable
Crimeanos,difícil entender,2,1,0,0.6666666667,Crimeans,hard to understand
Russa,gostam de vodka,0,3,0,0.6666666667,Russian,they like vodka
Líbia,guerrilha,1,2,0,0.6666666667,Libya,guerrilla
norte-coreana,autoritária,1,2,0,0.6666666667,North Korean,authoritarian
Espanhola,faladora,1,2,0,0.6666666667,Spanish,talkative
lisboanas,vaidosas,2,1,0,0.6666666667,Lisbon,vain
Braguesas,feia,2,1,0,2.333333333,Braguesas,ugly
Espanhola,impulsiva,1,2,0,0.3333333333,Spanish,impulsive
Britânica,magra,2,1,0,0.3333333333,British,slim
albicastrenses,branco,2,1,0,0.3333333333,albicastrenses,white
portuenses,acolhedores,1,2,0,-1,Porto,welcoming
Tailandesa,magra,1,2,0,0.3333333333,Thai,slim
tunisiana,magra,2,1,0,0.3333333333,Tunisian,slim
russos,mais frio,2,1,0,0.3333333333,Russians,colder
Sarauís,beduínos,2,1,0,0.3333333333,Sahrawis,Bedouins
Suíça,rígida,2,1,0,0.3333333333,Switzerland,rigid
Russa,mais frio,1,1,1,0.3333333333,Russian,colder
Marroquina,cabeludos,0,3,0,0.3333333333,Moroccan,hairy
Britânica,rígida,1,2,0,0.3333333333,British,rigid
nicaraguenses,rebelde,1,2,0,0.3333333333,Nicaraguans,rebel
Checos,gostam de cerveja,1,2,0,0.3333333333,Czechs,they like beer
Faroês,viking,2,1,0,0.3333333333,Faroese,viking
Alemã,rígida,1,2,0,0.3333333333,German,rigid
malauiana,magra,1,2,0,0.3333333333,Malawian,slim
Coreanas,magra,1,2,0,0.3333333333,Korean,slim
franceses,gostam de vinho,0,3,0,0.3333333333,French,they like wine
Eslovenas,magra,1,2,0,0.3333333333,Slovenian,slim
norte-coreana,magra,1,2,0,0.3333333333,North Korean,slim
Francesa,magra,1,2,0,0.3333333333,French,slim
norte-coreana,rígida,1,2,0,0.3333333333,North Korean,rigid
Suecas,magra,1,2,0,0.3333333333,Swedish,slim
marroquinos,cabeludos,2,1,0,0.3333333333,Moroccans,hairy
vietnamitas,comunista,1,2,0,0.3333333333,Vietnamese,communist
Galeses,rebelde,2,1,0,0.3333333333,Welsh,rebel
Tcheca,gostam de cerveja,1,2,0,0.3333333333,Czech,they like beer
Indianos,nativo,2,1,0,0.3333333333,Indians,native
cubanos,comunista,0,3,0,0.3333333333,Cubans,communist
Queniana,magra,0,3,0,0.3333333333,Kenyan,slim
escoceses,bebem muito,0,3,0,1.666666667,Scottish,they drink a lot
mauricianos,mulatas,2,1,0,0.3333333333,Mauritians,mulattas
norte-coreana,comunista,1,2,0,0.3333333333,North Korean,communist
bielorrussos,branco,1,2,0,0.3333333333,Belarusians,white
coreanos,comunista,1,2,0,0.3333333333,Koreans,communist
Holandesas,baixinha,2,1,0,0.3333333333,Dutch,short
Senegalesa,magra,2,1,0,0.3333333333,Senegalese,slim
Italianos,falam alto,0,3,0,0.3333333333,Italians,speak loudly
irlandeses do norte,bebedores,0,3,0,0.3333333333,northern irish,drinkers
Escoceses,beberrões,0,3,0,2.333333333,Scottish,drunkards
Francesa,gostam de vinho,0,3,0,0.3333333333,French,they like wine
irlandeses do norte,protestante,0,3,0,0.3333333333,northern irish,Protestant
irlandeses,bebedores,0,3,0,0.3333333333,Irish,drinkers
cubanos,gostam de rum,0,3,0,0.3333333333,Cubans,they like rum
Italiana,dramático,0,3,0,0.3333333333,Italian,dramatic
Iraniana,burka,2,1,0,0.3333333333,Iranian,burka
Crimeanos,são russos,2,1,0,0.3333333333,Crimeans,are Russians
americanos,capitalista,0,3,0,0.3333333333,Americans,capitalist
Brasileira,arretada,0,3,0,0.3333333333,Brazilian,arretada
Djibutiana,magra,2,1,0,0.3333333333,Djiboutian,slim
Paquistanesa,burka,2,1,0,0.3333333333,Pakistani,burka
Setubalense,sardinheiro,0,3,0,0.3333333333,Setubalense,sardine
Italiana,falam alto,0,3,0,0.3333333333,Italian,speak loudly
Galeses,bebedores,0,3,0,0.3333333333,Welsh,drinkers
Estoniana,baixinha,2,1,0,0.3333333333,Estonian,short
islandês,viking,2,1,0,0.3333333333,Icelandic,viking
Bragancesas,conservadora,2,1,0,-1,Bragancesas,conservative
Italianos,temperamentais,1,2,0,0,Italians,temperamental
Holandeses,calvinistas,2,1,0,0,Dutchmen,Calvinists
lisboanas,liberais,2,1,0,0,Lisbon,liberals
americanos,gostam de comer fast food,0,3,0,0,Americans,like to eat fast food
Portuenses,alegre,1,2,0,-1,Portuenses,happy
catarianos,rico,1,2,0,0,Qataris,rich
tailandeses,passivo,2,1,0,0,Thai,passive
Bragantinas,rica,2,1,0,0,Bragantinas,rich
emiratis,rico,0,3,0,0,emiratis,rich
eborenses,alentejano,2,1,0,0,eborenses,Alentejo
Suíça,chocolate,0,3,0,0,Switzerland,chocolate
Kuwaitiana,rico,0,3,0,0,Kuwaiti,rich
Bruneianos,rico,2,1,0,0,Bruneians,rich
albicastrenses,alentejano,2,1,0,0,albicastrenses,Alentejo
Kuwaitiana,rica,0,3,0,0,Kuwaiti,rich
Bragançanos,rico,2,1,0,0,Bragançanos,rich
Kuwaiti,rico,0,3,0,0,Kuwaiti,rich
equatorianos,equatoriais,2,1,0,0,Ecuadorians,equatorial
Italiana,temperamentais,1,2,0,0,Italian,temperamental
Luxemburga,rico,0,3,0,0,Luxembourg,rich
Holandesas,calvinistas,2,1,0,0,Dutch,Calvinists
Bahreini,rico,0,3,0,0,Bahraini,rich
Luxemburga,pequeno,1,2,0,0,Luxembourg,small
Bragancesas,conservadores,2,1,0,-1,Bragancesas,conservatives
Luxemburga,rica,0,3,0,0,Luxembourg,rich
bielorrussos,russo,2,1,0,0,Belarusians,Russian
Crimeanos,russo,2,1,0,0,Crimeans,Russian
sérvios,temperamental,2,1,0,0,Serbs,temperamental
Portalegrenses,alentejano,2,1,0,0,Portalegrenses,Alentejo
Uruguaia,raçudos,2,1,0,0,Uruguay,raçudos
Mexicanos,gostam de tacos,0,3,0,0,Mexicans,they like tacos
Mexicana,gostam de tacos,0,3,0,0,Mexican,they like tacos
Crimeanas,difíceis de entender,2,1,0,0,Crimeans,difficult to understand
húngaros,melancólico,1,2,0,0,Hungarians,melancholic
Liechtensteiner,rico,1,2,0,0,Liechtensteiner,rich
cubanos,fumantes,0,3,0,0,Cubans,smokers
Conimbricenses,académicos,1,2,0,-1,Conimbricenses,academics
Americanas,ousada,2,1,0,-0.3333333333,Americans,bold
Setubalense,orgulhoso,2,1,0,-0.3333333333,Setubalense,proud
Palestina,nação sem estado,2,1,0,-0.3333333333,Palestine,stateless nation
Vienesas,gostam de salsicha,2,1,0,-0.3333333333,Viennese,they like sausage
Argentinas,ousada,1,2,0,-0.3333333333,Argentina,bold
Brigantinos,antiga,2,1,0,-0.3333333333,Brigantines,old
venezuelanos,festeiro,1,2,0,-0.3333333333,Venezuelans,partygoer
lisboanas,festeiras,2,1,0,-0.3333333333,Lisbon,party girls
americanos,gostam de fast food,0,3,0,-0.3333333333,Americans,like fast food
Luxemburga,pequeno país,2,1,0,-0.3333333333,Luxembourg,small country
Suecas,frio,1,1,1,-0.3333333333,Swedish,cold
Espanhola,amantes,1,2,0,-0.3333333333,Spanish,lovers
Braguesas,gorda,2,1,0,2.666666667,Braguesas,fat
noruegueses,frio,2,1,0,-0.3333333333,Norwegians,cold
Colombiana,festeiro,0,3,0,-0.3333333333,Colombian,partygoer
Holandesas,ousada,2,1,0,-0.3333333333,Dutch,bold
Coimbrãs,erudito,0,3,0,-0.3333333333,Coimbras,erudite
Filandeses,frio,2,1,0,-0.3333333333,Finns,cold
espanhóis,amantes,2,1,0,-0.3333333333,Spanish,lovers
Espanhola,excitantes,1,2,0,-0.3333333333,Spanish,exciting
Bracaraugustanos,antigo,2,1,0,-0.3333333333,Bracaraugustans,old
Bragantinos,festeiro,2,1,0,-0.3333333333,Bragantinos,partygoer
americanos,gostam de hambúrguer,0,3,0,-0.3333333333,Americans,they like hamburgers
Espanhola,menos usado,2,1,0,-0.3333333333,Spanish,least used
Australianos,aborígene,2,1,0,-0.3333333333,Australians,aboriginal
malgaxes,animais exóticos,2,1,0,-0.3333333333,Malagasy,exotic animals
Palestina,sofridos,0,3,0,-0.3333333333,Palestine,suffered
belgas,bons em cerveja,0,3,0,-0.3333333333,Belgians,good at beer
braganceses,orgulhoso,2,1,0,-0.3333333333,braganceses,proud
espanhóis,gostam de touros,0,3,0,-0.3333333333,Spanish,they like bulls
bracarenses,orgulhoso,2,1,0,-0.3333333333,bracarenses,proud
Britânica,ousada,2,1,0,-0.3333333333,British,bold
suecos,frio,2,1,0,-0.3333333333,Swedes,cold
Setubalense,peixe,0,3,0,-0.3333333333,Setubalense,fish
colombianos,festeiro,2,1,0,-0.3333333333,Colombians,partygoer
Brigantinos,guerra,2,1,0,-0.3333333333,Brigantines,war
Vienesas,salsicha,2,1,0,-0.3333333333,Viennese,sausage
Marroquina,com mais dinheiro,2,1,0,-0.3333333333,Moroccan,with more money
britânicos,fleumático,2,1,0,-0.3333333333,British people,phlegmatic
Braguesas,inadequado,2,1,0,-0.3333333333,Braguesas,inappropriate
Síria,guerra,1,2,0,-0.3333333333,Syria,war
cubanos,fumadores,0,3,0,-0.3333333333,Cubans,smokers
Egípcia,antiga,2,1,0,-0.3333333333,Egyptian,old
britânicos,com sotaque,1,2,0,-0.3333333333,British people,with accent
americanos,inovadores,1,2,0,-0.3333333333,Americans,innovative
helenos,festeiro,1,1,1,-0.3333333333,Hellenes,partygoer
Suecas,ousada,2,1,0,-0.3333333333,Swedish,bold
irlandeses do norte,beligerante,2,1,0,-0.3333333333,northern irish,belligerent
espanhóis,festeiro,1,2,0,-0.3333333333,Spanish,partygoer
portuenses,bebedores,2,1,0,0.3333333333,Porto,drinkers
Ilha dos Cocos,isolado,1,2,0,-0.3333333333,Cocos Island,isolated
albicastrenses,orgulhoso,2,1,0,-0.3333333333,albicastrenses,proud
lisboanas,orgulhoso,2,1,0,-0.3333333333,Lisbon,proud
Egípcios,antigo,1,2,0,-0.3333333333,Egyptians,old
braganceses,festeiro,2,1,0,-0.3333333333,braganceses,partygoer
Russa,frio,1,1,1,-0.3333333333,Russian,cold
Aveirenses,pescadores,0,3,0,-0.3333333333,Aveirenses,fishermen
islandês,frio,1,2,0,-0.3333333333,Icelandic,cold
britânicos,frio,1,2,0,-0.3333333333,British people,cold
Brigantinos,grande,2,1,0,-0.3333333333,Brigantines,big
palestinos,sofridos,1,2,0,-0.3333333333,Palestinians,suffered
argentinos,festeiro,1,2,0,-0.3333333333,Argentines,partygoer
escoceses,duro,1,2,0,-0.3333333333,Scottish,hard
Bragançanos,orgulhoso,1,2,0,-0.3333333333,Bragançanos,proud
eborenses,orgulhoso,1,2,0,-0.3333333333,eborenses,proud
braguesas,incômodo,2,1,0,0.3333333333,braguesas,nuisance
britânicos,excêntricos,1,2,0,-0.3333333333,British people,eccentrics
helenos,antigo,2,1,0,-0.3333333333,Hellenes,old
russos,frio,2,1,0,-0.3333333333,Russians,cold
Marroquina,incrivelmente sexy,2,1,0,-0.3333333333,Moroccan,incredibly sexy
Austríaca,frio,2,1,0,-0.3333333333,Austrian,cold
Espanhola,gostam de touros,0,3,0,-0.3333333333,Spanish,they like bulls
Mexicanos,gostam de festa,0,3,0,-0.3333333333,Mexicans,they like to party
Australianas,aborígene,1,2,0,-0.3333333333,Australian,aboriginal
Brácaras,ruínas,1,2,0,-0.3333333333,Bracaras,ruins
Marroquina,adoram cozinhar,2,1,0,-0.3333333333,Moroccan,love to cook
espanhóis,excitantes,1,2,0,-0.3333333333,Spanish,exciting
coreanos,isolado,1,2,0,-0.3333333333,Koreans,isolated
Bracaraugustanos,orgulhoso,1,2,0,-0.3333333333,Bracaraugustans,proud
Bragançanas,bonita,2,1,0,-1,Bragançanas,beautiful
sérvios,impulsivo,2,1,0,-0.3333333333,Serbs,impulsive
norte-coreana,isolado,0,3,0,-0.3333333333,North Korean,isolated
Australianas,ousada,2,1,0,-0.3333333333,Australian,bold
Holandesas,teimoso,2,1,0,-0.3333333333,Dutch,stubborn
Norueguesa,frio,1,1,1,-0.3333333333,Norwegian,cold
Bragantinos,orgulhoso,2,1,0,-0.3333333333,Bragantinos,proud
austríacos,frio,2,1,0,-0.3333333333,Austrians,cold
Galeses,teimoso,2,1,0,-0.3333333333,Welsh,stubborn
bracaraugustanas,bárbaras,2,1,0,2,bracaraugustanas,barbarians
bracaraugustanas,bonita,1,2,0,-1,bracaraugustanas,beautiful
britânicos,apreciam a cerveja,2,1,0,-0.6666666667,British people,enjoy beer
helenos,idealistas,2,1,0,-0.6666666667,Hellenes,idealists
Síria,á guerra,1,2,0,-0.6666666667,Syria,the war
afegãos,refugiado,2,1,0,-0.6666666667,Afghans,refugee
Filipinas,arroz,2,1,0,-0.6666666667,Philippines,rice
Suecas,feministas,2,1,0,-0.6666666667,Swedish,feminists
Guatemalteca,indígena,1,2,0,-0.6666666667,Guatemalan,indigenous
Kosovar,refugiado,2,1,0,-0.6666666667,Kosovar,refugee
Brigantinos,de guerra,2,1,0,-0.6666666667,Brigantines,of war
Bracaraugustanas,bravas,1,2,0,-1,Bracaraugustanas,brave
palestinos,refugiada,1,2,0,-0.6666666667,Palestinians,refugee
Boliviana,indígena,1,2,0,-0.6666666667,Bolivian,indigenous
Sírios,refugiado,0,3,0,-0.6666666667,Syrians,refugee
Palestina,refugiado,1,2,0,-0.6666666667,Palestine,refugee
Síria,refugiado,0,3,0,-0.6666666667,Syria,refugee
palestinos,lutadores,0,3,0,-0.6666666667,Palestinians,fighters
Luxemburga,pequena,1,2,0,-0.6666666667,Luxembourg,small
Gregas,idealistas,1,2,0,-0.6666666667,Greek,idealists
israelenses,judeu,0,3,0,-0.6666666667,Israelis,Jewish
Sudaneses do Sul,refugiada,0,3,0,-0.6666666667,South Sudanese,refugee
palestinos,refugiado,1,2,0,-0.6666666667,Palestinians,refugee
Gregas,filósofo,1,2,0,-1,Greek,philosopher
cubanos,dançam bem,0,3,0,-1,Cubans,they dance well
Manx,insular,2,1,0,-1,Manx,island
paquistaneses,muçulmano,2,1,0,-1,Pakistanis,Muslim
Bragançanos,monarquista,2,1,0,-1,Bragançanos,monarchist
belgas,cerveja,0,3,0,-1,Belgians,beer
Conimbricenses,bons em matemática,2,1,0,-1,Conimbricenses,good at math
eborenses,bons,2,1,0,-1,eborenses,Good
Bragueses,íntima,2,1,0,-1,Bragueses,intimate
Malteses,católico,2,1,0,-1,Maltese,Catholic
Filandeses,gostam de sauna,0,3,0,-1,Finns,like sauna
bracarenses,corajoso,2,1,0,-1,bracarenses,brave
Coimbrãs,estudiosas,0,3,0,-1,Coimbras,scholars
Viseenses,corajoso,2,1,0,-1,Viseenses,brave
filipinos,gostam de karaoke,2,1,0,-1,Filipinos,like karaoke
espanhóis,sexy,0,3,0,-1,Spanish,sexy
Brácaras,guerreiro,2,1,0,-1,Bracaras,warrior
Setubalense,português,2,1,0,-1,Setubalense,Portuguese
uruguaios,futebol,0,3,0,-1,Uruguayans,soccer
Bósnios,bons em tiro esportivo,2,1,0,-1,Bosnians,good at sports shooting
portugueses,falantes de português,2,1,0,-1,Portuguese,Portuguese speakers
Brigantinos,armadura,2,1,0,-1,Brigantines,armor
Setubalense,bom em falar,2,1,0,-1,Setubalense,good at talking
tunisinos,árabe,2,1,0,-1,Tunisians,Arabic
helenos,filósofo,2,1,0,-1,Hellenes,philosopher
Farenses,bons em vela,2,1,0,-1,Farenses,good at sailing
colimbrienses,trabalhadores,2,1,0,-1,colimbrienses,workers
Bragueses,conservadores,2,1,0,-1,Bragueses,conservatives
Gregas,filosófico,0,3,0,-1,Greek,philosophical
Lisboanos,acolhedores,2,1,0,-1,Lisbonnos,welcoming
Sarauís,libertadores,2,1,0,-1,Sahrawis,liberators
espanhóis,falante de línguas,2,1,0,-1,Spanish,tongue speaker
Zambianos,africano,2,1,0,-1,Zambians,African
