identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
Sud-Soudanais,belliqueux,2,1,0,2.333333333,South Sudanese,warlike
Équatoguinéens,corrompus,2,1,0,2.333333333,Equatorial Guineans,corrupted
Irlandais du Nord,violent,2,1,0,2.333333333,Northern Irish,violent
Limousins,lourds,2,1,0,2.333333333,Limousines,heavy
Espagnols,macho,0,3,0,2,Spaniards,macho
Franciliens,agressif,1,2,0,2,Francilians,aggressive
Picardie,beauf,1,2,0,2,Picardy,beauf
languedociens,fainéant,1,2,0,2,Languedocians,lazy
Corses,aiment la bagarre,1,2,0,2,Corsica,like a fight
Corses,irascible,1,2,0,2,Corsica,irascible
Argentins,gauchiste,1,2,0,2,Argentinians,leftist
Franciliens,grossier,1,2,0,2,Francilians,rude
Américains,obèse,1,2,0,2,Americans,obese
gens de Midi-Pyrénées,fainéant,1,2,0,2,people of Midi-Pyrénées,lazy
Chiliens,gauchiste,1,2,0,2,Chileans,leftist
Calaisiens,agressif,2,1,0,2,Calaisians,aggressive
Limousins,docile,2,1,0,2,Limousins,docile
pays de la Loire,gâteux,2,1,0,2,Pays de la Loire,cakey
Normands,envahisseur,2,1,0,2,Normans,invader
Américains,gras,0,3,0,1.666666667,Americans,fat
Anglais,snob,0,3,0,1.666666667,English,snob
Français,snob,0,3,0,1.666666667,French,snob
Franciliens,snob,0,3,0,1.666666667,Francilians,snob
Franciliens,arrogant,0,3,0,1.666666667,Francilians,arrogant
Français,arrogant,0,3,0,1.666666667,French,arrogant
Britanniques,arrogant,1,2,0,1.666666667,British,arrogant
Américains,superficiel,1,2,0,1.666666667,Americans,superficial
Franciliens,égoïstes,1,2,0,1.666666667,Francilians,selfish
Américains,arrogant,1,2,0,1.666666667,Americans,arrogant
Britanniques,snob,1,2,0,1.666666667,British,snob
Franciliens,paresseux,2,1,0,1.666666667,Francilians,lazy
Belges,mous,2,1,0,1.666666667,Belgians,soft
Andorran,peu cultivés,2,1,0,1.666666667,Andorran,little cultivated
Italiens,snob,2,1,0,1.666666667,Italians,snob
Anglais,dominateur,2,1,0,1.666666667,English,domineering
Américains,égoïstes,2,1,0,1.666666667,Americans,selfish
Corses,aiment la vendetta,0,3,0,1.333333333,Corsica,love vendetta
Russes,autoritaire,0,3,0,1.333333333,Russians,authoritarian
Français,râleur,0,3,0,1.333333333,French,complainer
Bourgogne,aime boire,1,2,0,1.333333333,Burgundy,likes to drink
Breton,bagarreur,1,2,0,1.333333333,Breton,brawler
Coréens,autoritaire,1,2,0,1.333333333,Koreans,authoritarian
Irlandais,bagarreur,1,2,0,1.333333333,Irish,brawler
Colombiens,narcotrafiquant,1,2,0,1.333333333,Colombians,drug trafficker
Britanniques,dents gâtées,1,2,0,1.333333333,British,spoiled teeth
Autrichiens,autoritaire,1,2,0,1.333333333,Austrians,authoritarian
Palestiniens,victime,1,2,0,1.333333333,Palestinians,victim
Corses,bagarreur,1,2,0,1.333333333,Corsica,brawler
Rwandais,victime,1,2,0,1.333333333,Rwandan,victim
Somaliens,pirate,1,2,0,1.333333333,Somalis,pirate
Rhônalpins,râleur,2,1,0,1.333333333,Rhône-Alpes,complainer
Arméniens,génocide,2,1,0,1.333333333,Armenians,genocide
Alsaciens,râleur,2,1,0,1.333333333,Alsatians,complainer
Gallois,bagarreur,1,1,1,1.333333333,Welsh,brawler
Écossais,bagarreur,2,1,0,1.333333333,Scottish,brawler
Rwandais,génocide,2,1,0,1.333333333,Rwandan,genocide
Bosniaques,victime,2,1,0,1.333333333,Bosnians,victim
Calaisiens,méchant,2,1,0,1.333333333,Calaisians,wicked
Auvergnat,râleur,2,1,0,1.333333333,Auvergne,complainer
Lorrains,râleur,2,1,0,1.333333333,Lorraine,complainer
Champenois-Ardennais,orgueilleux,2,1,0,1.333333333,Champenois-Ardennais,proud
Mexicains,narcotrafiquant,2,1,0,1.333333333,Mexicans,drug trafficker
Belges,râleur,2,1,0,1.333333333,Belgians,complainer
Limousins,lent,2,1,0,1.333333333,Limousins,slow
Corses,râleur,2,1,0,1.333333333,Corsica,complainer
Comtois,trapus,2,1,0,1.333333333,Comtois,stocky
Kosovars,victime,2,1,0,1.333333333,Kosovars,victim
Franciliens,énervé,0,3,0,1,Francilians,irritated
Britanniques,mauvais en cuisine,0,3,0,1,British,bad at cooking
Irlandais,buvaient beaucoup,1,2,0,1,Irish,drank a lot
Kosovars,réfugié,1,2,0,1,Kosovars,refugee
Franciliens,individualiste,1,2,0,1,Francilians,individualistic
Salvadoriens,pauvre,1,2,0,1,Salvadorans,poor
Colombiens,drogue,1,2,0,1,Colombians,drug
Afghans,réfugié,1,2,0,1,Afghans,refugee
Américains,individualiste,1,2,0,1,Americans,individualistic
Syriens,réfugié,1,2,0,1,Syrians,refugee
Français,individualiste,1,2,0,1,French,individualistic
Israéliens,sioniste,1,2,0,1,Israelis,Zionist
personnes de Rhône-Alpes,têtue,2,1,0,1,people from Rhône-Alpes,stubborn
Calaisiens,hostiles,2,1,0,1,Calaisians,hostile
Français,buvaient beaucoup,1,1,1,1,French,drank a lot
Calaisiens,pauvre,2,1,0,1,Calaisians,poor
Calaisiens,énervé,2,1,0,1,Calaisians,irritated
Sud-Soudanais,réfugié,2,1,0,1,South Sudanese,refugee
Palestiniens,réfugié,2,1,0,1,Palestinians,refugee
Calaisiens,sdf,2,1,0,1,Calaisians,homeless
Limousins,énorme,2,1,0,1,Limousins,huge
Picardie,pauvre,2,1,0,1,Picardy,poor
Corses,turbulents,2,1,0,1,Corsica,turbulent
Calaisiens,démunis,2,1,0,1,Calaisians,deprived
Breton,bagnard,2,1,0,1,Breton,convict
provençaux,indolents,2,1,0,1,Provençal,indolent
Corses,nationaliste,0,3,0,0.6666666667,Corsica,nationalist
Roumain,gitan,0,3,0,0.6666666667,Romanian,Gypsy
Franciliens,nerveux,0,3,0,0.6666666667,Francilians,nervous
Américains,gros mangeurs,0,3,0,0.6666666667,Americans,big eaters
Breton,nationaliste,1,2,0,0.6666666667,Breton,nationalist
Italiens,bavard,1,2,0,0.6666666667,Italians,talkative
Languedoc,chaud,1,2,0,0.6666666667,Languedoc,hot
Argentins,gaucho,1,2,0,0.6666666667,Argentinians,gaucho
Auvergnat,rude,1,2,0,0.6666666667,Auvergne,harsh
Picardie,terne,1,2,0,0.6666666667,Picardy,dull
Uruguayens,gaucho,1,2,0,0.6666666667,Uruguayans,gaucho
Normands,rude,1,2,0,0.6666666667,Normans,harsh
Auvergnat,rustique,1,2,0,0.6666666667,Auvergne,rustic
Limousins,bovin,1,2,0,0.6666666667,Limousins,bovine
Paraguayens,gaucho,1,2,0,0.6666666667,Paraguayans,gaucho
Corses,impulsifs,1,2,0,0.6666666667,Corsica,impulsive
Picardie,rustique,1,2,0,0.6666666667,Picardy,rustic
gens de Midi-Pyrénées,bavard,1,2,0,0.6666666667,people of Midi-Pyrénées,talkative
Belges,bavard,2,1,0,0.6666666667,Belgians,talkative
Comtois,rustique,2,1,0,0.6666666667,Comtois,rustic
Aquitains,guerrier,2,1,0,0.6666666667,Aquitaine,warrior
Mongol,guerrier,1,1,1,0.6666666667,Mongolian,warrior
Serbes,nationaliste,2,1,0,0.6666666667,Serbs,nationalist
Somaliens,guerrier,2,1,0,0.6666666667,Somalis,warrior
Anglais,bavard,2,1,0,0.6666666667,English,talkative
Alsaciens,bavard,2,1,0,0.6666666667,Alsatians,talkative
Aquitains,bons buveurs,2,1,0,0.6666666667,Aquitaine,good drinkers
Andorran,petit,2,1,0,0.6666666667,Andorran,little
languedociens,bavard,2,1,0,0.6666666667,Languedocians,talkative
Champenois-Ardennais,rustique,2,1,0,0.6666666667,Champenois-Ardennais,rustic
Français,bavard,2,1,0,0.6666666667,French,talkative
Calaisiens,rude,2,1,0,0.6666666667,Calaisians,harsh
Palestiniens,fuyant,2,1,0,0.6666666667,Palestinians,fleeing
Calaisiens,migrants,2,1,0,0.6666666667,Calaisians,migrants
Limousins,rustique,2,1,0,0.6666666667,Limousins,rustic
Provençaux,bavard,1,2,0,0.6666666667,Provencal,talkative
Provençaux,accent,1,2,0,0.3333333333,Provencal,accent
Corses,indomptables,0,3,0,0.3333333333,Corsica,indomitable
Bretons,têtu,0,3,0,0.3333333333,Bretons,stubborn
Auvergnat,conservateur,0,3,0,0.3333333333,Auvergne,conservative
Breton,têtu,0,3,0,0.3333333333,Breton,stubborn
Finlandais,introverti,0,3,0,0.3333333333,Finnish,introvert
Corses,indépendantiste,0,3,0,0.3333333333,Corsica,independentist
Américains,matérialiste,0,3,0,0.3333333333,Americans,materialist
Britanniques,réservé,0,3,0,0.3333333333,British,reserve
Anglais,réservé,0,3,0,0.3333333333,English,reserve
Breton,indépendantiste,0,3,0,0.3333333333,Breton,independentist
Alsaciens,mangeurs de choucroute,0,3,0,0.3333333333,Alsatians,sauerkraut eaters
Irlandais,buveur,0,3,0,0.3333333333,Irish,drinker
Corses,insoumis,0,3,0,0.3333333333,Corsica,rebellious
Franciliens,stressé,0,3,0,0.3333333333,Francilians,stress
Coréens,fermé,1,2,0,0.3333333333,Koreans,farm
Alsaciens,têtu,1,2,0,0.3333333333,Alsatians,stubborn
Belges,chocoholics,1,2,0,0.3333333333,Belgians,chocoholics
Italiens,excité,1,2,0,0.3333333333,Italians,excited
Écossais,porte kilt,1,2,0,0.3333333333,Scottish,kilt holder
Roumain,vampire,1,2,0,0.3333333333,Romanian,vampire
Picardie,paysanne,1,2,0,0.3333333333,Picardy,peasant
Corses,têtu,1,2,0,0.3333333333,Corsica,stubborn
Norvégien,introverti,1,2,0,0.3333333333,Norwegian,introvert
Français,parlent beaucoup,1,2,0,0.3333333333,French,talk a lot
Bourguignons,buveur,1,2,0,0.3333333333,Burgundians,drinker
Argentins,fougueux,1,2,0,0.3333333333,Argentinians,fiery
Franche-Comté,têtu,2,1,0,0.3333333333,Franche-Comté,stubborn
Comtois,conservateur,2,1,0,0.3333333333,Comtois,conservative
Corses,fougueux,2,1,0,0.3333333333,Corsica,fiery
Comtois,têtu,2,1,0,0.3333333333,Comtois,stubborn
Rhônalpins,têtu,2,1,0,0.3333333333,Rhône-Alpes,stubborn
Calaisiens,réfugiés,2,1,0,0.3333333333,Calaisians,refugees
Français,têtu,2,1,0,0.3333333333,French,stubborn
Italiens,mange beaucoup,2,1,0,0.3333333333,Italians,eat a lot
Swazis,polygamie,2,1,0,0.3333333333,Swazis,polygamy
Aquitains,vaincu,2,1,0,0.3333333333,Aquitaine,defeated
Danois,introverti,2,1,0,0.3333333333,Danish,introvert
Islandais,introverti,2,1,0,0.3333333333,Icelandic,introvert
Picto-Charentais,têtu,2,1,0,0.3333333333,Picto-Charentais,stubborn
Sahraouis,indépendantiste,2,1,0,0.3333333333,Sahrawis,independentist
Lorrains,têtu,2,1,0,0.3333333333,Lorraine,stubborn
Lorrains,conservateur,2,1,0,0.3333333333,Lorraine,conservative
Allemands,matérialiste,1,1,1,0.3333333333,Germans,materialist
Auvergnat,têtu,2,1,0,0.3333333333,Auvergne,stubborn
habitants du Centre-Val de Loire,campagnard,2,1,0,0.3333333333,residents of Center-Val de Loire,countryman
Calaisiens,têtu,2,1,0,0.3333333333,Calaisians,stubborn
Champenois-Ardennais,buveur,2,1,0,0.3333333333,Champenois-Ardennais,drinker
Aquitains,têtu,2,1,0,0.3333333333,Aquitaine,stubborn
Normands,têtu,2,1,0,0.3333333333,Normans,stubborn
Gallois,têtu,2,1,0,0.3333333333,Welsh,stubborn
Surinamais,bons en sprint,2,1,0,0.3333333333,Surinamese,good at sprinting
Surinamais,descendants d'esclaves,2,1,0,0.3333333333,Surinamese,descendants of slaves
Picto-Charentais,conservateur,2,1,0,0.3333333333,Picto-Charentais,conservative
Irlandais du Nord,têtu,1,1,1,0.3333333333,Northern Irish,stubborn
Singapouriens,strict,2,1,0,0.3333333333,Singaporeans,strict
Suédois,introverti,1,1,1,0.3333333333,Swedish,introvert
Auvergnat,mange beaucoup,2,1,0,0.3333333333,Auvergne,eat a lot
Franche-Comtois,têtu,2,1,0,0.3333333333,Franche-Comtois,stubborn
Calaisiens,immigrés,1,1,1,0.3333333333,Calaisians,immigrants
Provençaux,conservateur,2,1,0,0.3333333333,Provencal,conservative
Provençaux,têtu,2,1,0,0.3333333333,Provencal,stubborn
provençaux,amateurs de pastis,0,3,0,0,Provençal,pastis lovers
Bretons,bretonnant,0,3,0,0,Bretons,Breton
Bourgogne,boit,0,3,0,0,Burgundy,drinks
Congolais,noir,0,3,0,0,Congolese,black
Corses,séparatistes,0,3,0,0,Corsica,separatists
Écossais,aiment le whisky,1,2,0,0,Scottish,love whiskey
Franche-Comté,fromagère,1,2,0,0,Franche-Comté,cheese maker
Irlandais,fêtard,0,2,1,0,Irish,party animal
Égyptiens,ancien,1,2,0,0,Egyptians,ancient
Écossais,aime le whisky,1,2,0,0,Scottish,love whiskey
Colombiens,cocaïne,1,2,0,0,Colombians,cocaine
Cubains,fumeur,1,2,0,0,Cubans,smoking
Capverdiens,métis,1,2,0,0,Cape Verdeans,metis
Mexicains,coloré,1,2,0,0,Mexicans,colored
Sénégalais,noir,1,2,0,0,Senegalese,black
Champenois-Ardennais,amateurs de champagne,1,2,0,0,Champenois-Ardennais,champagne lovers
Italiens,pizzaïolo,1,2,0,0,Italians,pizza maker
Indiens,coloré,1,2,0,0,Indians,colored
Breton,rebelle,1,2,0,0,Breton,rebel
Picardie,paysan,1,2,0,0,Picardy,peasant
Angolais,noir,1,2,0,0,Angolan,black
Namibiens,noir,1,2,0,0,Namibians,black
Mexicains,fêtard,1,2,0,0,Mexicans,party animal
Péruviens,coloré,1,2,0,0,Peruvians,colored
Mexicains,aime la tequila,1,2,0,0,Mexicans,love tequila
Corses,en colère,1,2,0,0,Corsica,angry
Français,parisien,1,2,0,0,French,Parisian
Irlandais du Nord,rebelle,1,2,0,0,Northern Irish,rebel
Corses,rebelle,1,2,0,0,Corsica,rebel
Mexicains,aiment la tequila,1,2,0,0,Mexicans,love tequila
Breton,bretonnant,1,2,0,0,Breton,Breton
Picto-Charentais,aiment le cognac,2,1,0,0,Picto-Charentais,love cognac
languedociens,mangeurs de cassoulet,2,1,0,0,Languedocians,cassoulet eaters
Mauritaniens,noir,2,1,0,0,Mauritanians,black
Surinamais,métis,2,1,0,0,Surinamese,metis
Sud-Africains,noir,1,1,1,0,South Africans,black
habitants du Centre-Val de Loire,paysan,2,1,0,0,residents of Center-Val de Loire,peasant
Équatoguinéens,noir,2,1,0,0,Equatorial Guineans,black
Boliviens,cocaïne,2,1,0,0,Bolivians,cocaine
Aquitains,fêtard,2,1,0,0,Aquitaine,party animal
Capverdiens,noir,2,1,0,0,Cape Verdeans,black
Malgaches,noir,2,1,0,0,Malagasy,black
Calaisiens,téméraire,2,1,0,0,Calaisians,reckless
Normands,téméraire,2,1,0,0,Normans,reckless
Surinamais,noir,2,1,0,0,Surinamese,black
pays de la Loire,paysan,2,1,0,0,Pays de la Loire,peasant
Picto-Charentais,ancien,2,1,0,0,Picto-Charentais,ancient
Rhônalpins,fêtard,2,1,0,0,Rhône-Alpes,party animal
Picto-Charentais,sédentarisés,2,1,0,0,Picto-Charentais,settled
Mauriciens,métis,2,1,0,0,Mauritians,metis
Kosovars,séparatiste,2,1,0,0,Kosovars,separatist
languedociens,fêtard,1,1,1,0,Languedocians,party animal
Guyanais,métis,2,1,0,0,Guyanese,metis
Champenois-Ardennais,fêtard,2,1,0,0,Champenois-Ardennais,party animal
Picardie,fromagère,2,1,0,0,Picardy,cheese maker
Auvergnat,paysan,2,1,0,0,Auvergne,peasant
Picto-Charentais,gaulois,2,1,0,0,Picto-Charentais,Gallic
Comtois,paysan,2,1,0,0,Comtois,peasant
Britanniques,touriste,2,1,0,0,British,tourist
Franciliens,parisien,2,1,0,0,Francilians,Parisian
Criméens,russophiles,1,1,1,0,Crimeans,Russophiles
Bourgogne,rouge,2,1,0,0,Burgundy,red
Italiens,mange beaucoup de pâtes,0,3,0,-0.3333333333,Italians,eat a lot of pasta
Lorrains,mangeurs de quiche,0,3,0,-0.3333333333,Lorraine,quiche eaters
Belges,friands de frites,0,3,0,-0.3333333333,Belgians,fond of fries
Bretons,fier,0,3,0,-0.3333333333,Bretons,proud
Finlandais,froid,0,3,0,-0.3333333333,Finnish,cold
Suédois,froid,0,3,0,-0.3333333333,Swedish,cold
Franciliens,pressés,0,3,0,-0.3333333333,Francilians,in a hurry
Allemands,rigoureux,0,3,0,-0.3333333333,Germans,rigorous
Français,mangent du fromage,0,3,0,-0.3333333333,French,eat cheese
Français,mangent beaucoup de fromage,0,3,0,-0.3333333333,French,eat a lot of cheese
Kenyan,courent vite,0,3,0,-0.3333333333,Kenyan,run fast
Italiens,parle vite,0,3,0,-0.3333333333,Italians,speak quickly
Belges,mange beaucoup de frites,0,3,0,-0.3333333333,Belgians,eat a lot of fries
Français,mangent des escargots,0,3,0,-0.3333333333,French,eat snails
Britanniques,froid,0,3,0,-0.3333333333,British,cold
Américains,capitaliste,0,3,0,-0.3333333333,Americans,capitalist
Espagnols,aiment la fiesta,0,3,0,-0.3333333333,Spaniards,love the party
Belges,mange des frites,0,3,0,-0.3333333333,Belgians,eat fries
Bretons,marins,0,3,0,-0.3333333333,Bretons,sailors
Corses,fier,0,3,0,-0.3333333333,Corsica,proud
Breton,marins,0,3,0,-0.3333333333,Breton,sailors
Kenyan,aime courir,0,3,0,-0.3333333333,Kenyan,likes to run
Allemands,discipliné,0,3,0,-0.3333333333,Germans,discipline
Japonais,discipliné,0,3,0,-0.3333333333,Japanese,discipline
Français,adorent la baguette,0,3,0,-0.3333333333,French,love the baguette
Français,aime le vin,0,3,0,-0.3333333333,French,love wine
Allemands,perfectionniste,0,3,0,-0.3333333333,Germans,perfectionist
Australiens,détendu,1,2,0,-0.3333333333,Australians,relaxed
Russes,froid,1,2,0,-0.3333333333,Russians,cold
Bretons,celte,1,2,0,-0.3333333333,Bretons,Celtic
Franche-Comtois,fromage,1,2,0,-0.3333333333,Franche-Comtois,cheese
Français,mange du fromage,1,2,0,-0.3333333333,French,eat cheese
Palestiniens,musulman,1,2,0,-0.3333333333,Palestinians,Muslim
Turcs,musulman,1,2,0,-0.3333333333,Turks,Muslim
Breton,aiment la bière,1,2,0,-0.3333333333,Breton,love beer
Britanniques,aime boire du thé,1,2,0,-0.3333333333,British,likes to drink tea
Cubains,communiste,1,2,0,-0.3333333333,Cubans,Communist
Irakiens,musulman,1,2,0,-0.3333333333,Iraqis,Muslim
Japonais,sushi,1,2,0,-0.3333333333,Japanese,sushi
Danois,froid,1,2,0,-0.3333333333,Danish,cold
Américains,aiment les hamburgers,1,2,0,-0.3333333333,Americans,love hamburgers
Breton,celte,1,2,0,-0.3333333333,Breton,Celtic
Norvégien,blonde,1,2,0,-0.3333333333,Norwegian,blonde hair
Français,aiment le vin,1,2,0,-0.3333333333,French,love wine
Pakistanais,musulman,1,2,0,-0.3333333333,Pakistani,Muslim
Bourgogne,aime le vin,1,2,0,-0.3333333333,Burgundy,love wine
Autrichiens,froid,1,2,0,-0.3333333333,Austrians,cold
Tunisiens,musulman,1,2,0,-0.3333333333,Tunisians,Muslim
Coréens,communiste,1,2,0,-0.3333333333,Koreans,Communist
Biélorusses,russe,0,2,1,-0.3333333333,Belarusians,Russian
Bourguignons,bons vignerons,1,2,0,-0.3333333333,Burgundians,good winemakers
Champenois-Ardennais,aiment le champagne,1,2,0,-0.3333333333,Champenois-Ardennais,love champagne
Alsaciens,mange de la choucroute,1,2,0,-0.3333333333,Alsatians,eat sauerkraut
Champenois-Ardennais,buveurs de champagne,1,2,0,-0.3333333333,Champenois-Ardennais,champagne drinkers
Australiens,décontracté,1,2,0,-0.3333333333,Australians,relaxed
Espagnols,matadors,1,2,0,-0.3333333333,Spaniards,matadors
Brésiliens,bronzé,1,2,0,-0.3333333333,Brazilians,bronze
Français,aiment la baguette,1,2,0,-0.3333333333,French,love the baguette
Islandais,froid,1,2,0,-0.3333333333,Icelandic,cold
Français,aime la baguette,1,2,0,-0.3333333333,French,love the baguette
Normands,blondes,1,2,0,-0.3333333333,Normans,blondes
Français,fromage,1,2,0,-0.3333333333,French,cheese
Alsaciens,fier,1,2,0,-0.3333333333,Alsatians,proud
Norvégien,froid,1,2,0,-0.3333333333,Norwegian,cold
Singapouriens,épris de propreté,1,2,0,-0.3333333333,Singaporeans,loving cleanliness
Alsaciens,mangent de la choucroute,1,2,0,-0.3333333333,Alsatians,eat sauerkraut
Comtois,mangeaient beaucoup de fromage,1,2,0,-0.3333333333,Comtois,ate a lot of cheese
Marocains,musulman,1,2,0,-0.3333333333,Moroccans,Muslim
Iraniens,musulman,1,2,0,-0.3333333333,Iranians,Muslim
Suisses,perfectionniste,1,2,0,-0.3333333333,Swiss,perfectionist
Franciliens,exigeants,1,2,0,-0.3333333333,Francilians,demanding
Comtois,fromage,1,2,0,-0.3333333333,Comtois,cheese
Breton,fier,0,2,1,-0.3333333333,Breton,proud
Cubains,révolutionnaire,1,2,0,-0.3333333333,Cubans,revolutionary
Champenois-Ardennais,aiment boire du champagne,1,2,0,-0.3333333333,Champenois-Ardennais,like to drink champagne
Champenois-Ardennais,adorent le champagne,1,2,0,-0.3333333333,Champenois-Ardennais,love champagne
Mongol,conquérant,1,2,0,-0.3333333333,Mongolian,conqueror
Lorrains,mangent de la quiche lorraine,1,2,0,-0.3333333333,Lorraine,eat quiche lorraine
Italiens,pâtes,1,2,0,-0.3333333333,Italians,pasta
Italiens,mangent beaucoup de pâtes,1,2,0,-0.3333333333,Italians,eat a lot of pasta
Vénézuéliens,socialiste,1,2,0,-0.3333333333,Venezuelans,socialist
Italiens,mangeurs de pizza,1,2,0,-0.3333333333,Italians,pizza eaters
Rwandais,victimes du génocide,1,2,0,-0.3333333333,Rwandan,victims of the genocide
Espagnols,latino,1,2,0,-0.3333333333,Spaniards,latino
Champenois-Ardennais,bons vignerons,1,2,0,-0.3333333333,Champenois-Ardennais,good winemakers
Algériens,musulman,1,2,0,-0.3333333333,Algerians,Muslim
Russes,communiste,1,2,0,-0.3333333333,Russians,Communist
Suisses,ont des montres,1,2,0,-0.3333333333,Swiss,have watches
Champenois-Ardennais,aiment les bulles,1,2,0,-0.3333333333,Champenois-Ardennais,love bubbles
Suisses,froid,1,2,0,-0.3333333333,Swiss,cold
Lorrains,mangent de la quiche,1,2,0,-0.3333333333,Lorraine,eat quiche
Colombiens,latino,1,2,0,-0.3333333333,Colombians,latino
Koweïtiens,aime le pétrole,1,2,0,-0.3333333333,Kuwaitis,love oil
Afghans,musulman,1,2,0,-0.3333333333,Afghans,Muslim
Israélien,juif,1,2,0,-0.3333333333,Israeli,Jewish
habitants du Centre-Val de Loire,agriculteur,2,1,0,-0.3333333333,residents of Center-Val de Loire,farmer
Franciliens,matérialistes,1,1,1,-0.3333333333,Francilians,materialists
Normands,dur,2,1,0,-0.3333333333,Normans,hard
Auvergnat,mangeur de tripes,2,1,0,-0.3333333333,Auvergne,gut eater
Soudanais,musulman,2,1,0,-0.3333333333,Sudanese,Muslim
Alsaciens,blondes,2,1,0,-0.3333333333,Alsatians,blondes
Mauritaniens,musulman,2,1,0,-0.3333333333,Mauritanians,Muslim
Bangladeshi,musulman,2,1,0,-0.3333333333,Bangladeshi,Muslim
Djiboutiens,musulman,2,1,0,-0.3333333333,Djiboutians,Muslim
Écossais,économe,1,1,1,-0.3333333333,Scottish,thrifty
Azéris,musulman,2,1,0,-0.3333333333,Azeris,Muslim
Comtois,fier,2,1,0,-0.3333333333,Comtois,proud
Champenois-Ardennais,bons vivants,2,1,0,-0.3333333333,Champenois-Ardennais,bon vivants
languedociens,amoureux du pastis,2,1,0,-0.3333333333,Languedocians,pastis lover
Normands,guerrières,2,1,0,-0.3333333333,Normans,female warriors
Aquitains,fier,2,1,0,-0.3333333333,Aquitaine,proud
Surinamais,métissé,2,1,0,-0.3333333333,Surinamese,mixed
Picardie,fromage,2,1,0,-0.3333333333,Picardy,cheese
habitants du Centre-Val de Loire,provinciaux,1,1,1,-0.3333333333,residents of Center-Val de Loire,provincial
Auvergnat,mange beaucoup de fromage,1,1,1,-0.3333333333,Auvergne,eat a lot of cheese
habitants du Centre-Val de Loire,bons vivants,2,1,0,-0.3333333333,residents of Center-Val de Loire,bon vivants
Champenois-Ardennais,agriculteur,2,1,0,-0.3333333333,Champenois-Ardennais,farmer
Criméens,rusé,2,1,0,-0.3333333333,Crimeans,cunning
Comoriens,musulman,2,1,0,-0.3333333333,Comorians,Muslim
Somaliens,musulman,2,1,0,-0.3333333333,Somalis,Muslim
Turcs,aiment le kebab,1,1,1,-0.3333333333,Turks,love kebab
Limousins,imposants,2,1,0,-0.3333333333,Limousins,imposing
Indonésiens,musulman,1,1,1,-0.3333333333,Indonesians,Muslim
Aquitains,bons vivants,2,1,0,-0.3333333333,Aquitaine,bon vivants
Picto-Charentais,agriculteur,2,1,0,-0.3333333333,Picto-Charentais,farmer
Chiliens,aiment le chili,2,1,0,-0.3333333333,Chileans,love chili
Kosovars,musulman,2,1,0,-0.3333333333,Kosovars,Muslim
Irlandais du Nord,dur,2,1,0,-0.3333333333,Northern Irish,hard
