identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
মোজাম্বিকান,আফ্রিকান,2,1,0,-1,Mozambican,the african
তামিলিয়ান,ভেগান,2,1,0,-1,Tamilian,vegan
গুজরাটি,শেফ,2,1,0,-1,Gujarati,the chef
সেচেলোইস,সৌন্দর্যময়,2,1,0,-1,Seychellois,beautiful
মধ্যপ্রদেশবাসী,হিন্দি,2,1,0,-1,People of Madhya Pradesh,hindi
নেপালি,মজুর,2,1,0,-1,Nepali,the laborer
কেরালাইট,কৃষিজীবী,2,1,0,-1,Keralite,agriculturalist
উত্তর প্রদেশী,লম্বা,2,1,0,-1,Uttar Pradesh,long
পাকিস্তানি,মসলাদার খাবার,2,1,0,-1,Pakistani,spicy food
মধ্যপ্রদেশবাসী,গরুর দুধ,2,1,0,-1,People of Madhya Pradesh,cow's milk
গোয়ান,নীল,2,1,0,-1,Goan,the blue
মারাঠি,সঙ্গীত,2,1,0,-1,Marathi,the music
মিশরীয়,নীল নদ,2,1,0,-1,Egyptian,Nile River
দিল্লিবাসী,বাইক,2,1,0,-1,Delhiites,the bike
তেলুগু,তেলুগু ভাষা,2,1,0,-1,telugu,Telugu language
মৌরিতানীয়,মুসলিম,2,1,0,-1,Mauritanian,Muslim
মণিপুরী,ঐতিহ্যগত,2,1,0,-1,Manipuri,traditional
গোয়ান,রিজোর্ট,2,1,0,-1,Goan,Resort
সাহরাউই,স্বাধীনতাবাদী,2,1,0,-1,Sahrawi,libertarian
তামিলিয়ান,তেলেগু,2,1,0,-1,Tamilian,telugu
কঙ্গোলিজ,আফ্রিকান,2,1,0,-1,Congolese,the african
নরওয়েজিয়ান,ঠান্ডা,2,1,0,-1,norwegian,the cold
হেলেনিস,দার্শনিক,2,1,0,-1,Hellenes,the philosopher
ইকুয়েডরিয়ান,উষ্ণ,2,1,0,-1,Ecuadorian,warm
পাঞ্জাবি,সঙ্গীত,2,1,0,-1,Punjabi,the music
ত্রিপুরী,ত্রিপুরী লোকসঙ্গীত,2,1,0,-1,Tripuri,Tripuri folk music
নেপালি,হিমালয়,2,1,0,-1,Nepali,Himalayas
কান্নাদিগা,গান,2,1,0,-1,Kannadiga,song
দিল্লিবাসী,গর্ব,2,1,0,-1,Delhiites,the pride
ঝাড়খণ্ডি,ঝাড়খণ্ডীরা খুবই সুন্দর,2,1,0,-1,Jharkhandi,Jharkhandis are very beautiful
ঝাড়খণ্ডি,বনজীবী,0,3,0,-1,Jharkhandi,forester
অরুণাচলি,হিমালয়ী,2,1,0,-1,Arunachali,Himalayan
দিল্লিবাসী,হিন্দি,2,1,0,-1,Delhiites,hindi
অরুণাচলি,বনকর্মী,2,1,0,-1,Arunachali,forest worker
ম্যানক্স,স্নেহপূর্ণ,2,1,0,-1,Manx,affectionate
কাশ্মীরি,হিমালয়,2,1,0,-1,Kashmiri,Himalayas
তামিলিয়ান,গান গাওয়া,2,1,0,-1,Tamilian,singing
মেঘালয়,ঝড়,2,1,0,-1,Meghalaya,the storm
মধ্যপ্রদেশবাসী,কৃষিবিদ,2,1,0,-1,People of Madhya Pradesh,Agronomist
হিমাচলি,হিমাচলের পাহাড়,2,1,0,-1,Himachali,Himachal Hills
নেপালি,শ্রমিক,2,1,0,-1,Nepali,worker
দিল্লিবাসী,ঝাল খাওয়া,2,1,0,-1,Delhiites,eating bran
সিকিমিজ,লম্বা পাহাড়,2,1,0,-1,Sikkimese,tall mountain
বেলারুশিয়ান,ট্র্যাক এবং ফিল্ড,2,1,0,-1,Belarusian,Track and Field
ফিলিস্তিনি,স্বাধীনতা-প্রেমী,2,1,0,-1,Palestinian,Freedom-loving
দিল্লিবাসী,নীতি,2,1,0,-1,Delhiites,policy
ঝাড়খণ্ডি,ঝাড়খণ্ডী রান্না,2,1,0,-1,Jharkhandi,Jharkhandi cooking
সৌদি,ইসলাম,2,1,0,-1,Saudi,Islam
মিশরীয়,মূর্তি,2,1,0,-1,Egyptian,statue
আইসল্যান্ডিক,ঠান্ডা,2,1,0,-1,Icelandic,the cold
বিহারী,কৃষিজীবী,2,1,0,-1,Bihari,agriculturalist
হিমাচলি,স্কাই ডাইভিং,2,1,0,-1,Himachali,Sky diving
মালদ্বীপবাসী,সাদা সমুদ্র সৈকত,2,1,0,-1,Maldivian,white beach
নরওয়েজিয়ান,স্কি,2,1,0,-1,norwegian,Ski
অরুণাচলি,হিমাচল,2,1,0,-1,Arunachali,Himachal
ছত্তিশগড়ী,খননকারী,2,1,0,-1,Chhattisgarh,the digger
মারোয়ারি,বীরোত্ব,2,1,0,-1,Marwari,heroism
ফিনস,শীতল,2,1,0,-1,Finns,cold
ইতালীয়,রোমান্টিক,2,1,0,-1,italian,romantic
ত্রিপুরী,পোশাক,2,1,0,-1,Tripuri,clothing
গুজরাটি,ব্যবসায়ী,2,1,0,-1,Gujarati,businessman
গুজরাটি,মসজিদ,2,1,0,-1,Gujarati,The mosque
কান্নাদিগা,জ্ঞানী,2,1,0,-1,Kannadiga,wise
উত্তর প্রদেশী,মুখরোচক,2,1,0,-1,Uttar Pradesh,Yummy
কান্নাদিগা,লতা মঙ্গেশকর,2,1,0,-1,Kannadiga,Lata Mangeshkar
উত্তর প্রদেশী,রামায়ণ,2,1,0,-1,Uttar Pradesh,The Ramayana
ওমানি,ধনী,2,1,0,-1,Omani,the rich
ইতালীয়,আবেগপূর্ণ,2,1,0,-1,italian,emotional
উত্তরখণ্ডি,ঠান্ডা,2,1,0,-1,Uttarakhand,the cold
সাহরাউই,মরক্কোর,2,1,0,-1,Sahrawi,of morocco
ক্রিসমাস দ্বীপবাসী,আনন্দদায়ক,2,1,0,-1,Christmas Islanders,pleasant
দিল্লিবাসী,মস্তি,2,1,0,-1,Delhiites,Masti
পাঞ্জাবিরা,পাঞ্জাব,2,1,0,-1,The Punjabis,Punjab
কেরালাইট,কেরালার খাদ্য,2,1,0,-1,Keralite,Food of Kerala
আন্দামানিজ,জীব,2,1,0,-1,Andamanese,organism
গোয়ান,ক্রিশ্চিয়ান,2,1,0,-1,Goan,Christian
মঙ্গোলিয়ান,ঘোড়সওয়ার,2,1,0,-1,mongolian,horseman
ঝাড়খণ্ডি,লৌহ,2,1,0,-1,Jharkhandi,iron
মেঘালয়,গান,2,1,0,-1,Meghalaya,song
ঝাড়খণ্ডি,বনজ দ্রব্য,2,1,0,-1,Jharkhandi,Forest products
ডাচ,বাস্তববাদী,2,1,0,-1,dutch,realist
ব্রিটিশ মানুষ,কফি পান,2,1,0,-1,British people,drink coffee
বাংলাদেশী,উন্নয়নশীল দেশ,2,1,0,-1,Bangladeshi,Developing countries
ছত্তিশগড়ী,বন সংরক্ষণকারী,2,1,0,-1,Chhattisgarh,Conservator of Forests
মালদ্বীপবাসী,পরিচ্ছন্ন,2,1,0,-1,Maldivian,clean
অরুণাচলি,তিব্বতীয়,2,1,0,-1,Arunachali,Tibetan
চীনা,সম্পূর্ণ,2,1,0,-1,chinese,complete
অরুণাচলি,বনবাসী,2,1,0,-1,Arunachali,forest dweller
ব্রিটিশ মানুষ,সুশীল,2,1,0,-1,British people,Sociable
কেপ ভার্ডিয়ানস,আফ্রিকান,2,1,0,-1,Cape Verdeans,the african
মন্টেনিগ্রিন,বীরত্বপূর্ণ,2,1,0,-1,Montenegrins,gallant
মেক্সিকান,উৎসব,2,1,0,-1,mexican,festival
চীনা,চীনা খাবার খাওয়া,2,1,0,-1,chinese,eating chinese food
সিকিমিজ,শান্ত,2,1,0,-1,Sikkimese,calm down
ডাচ,বাইসাইকেল চালাতে ভালোবাসেন,2,1,0,-1,dutch,Loves to ride a bicycle
মণিপুরী,ঐতিহ্যবাহী,2,1,0,-1,Manipuri,traditional
গুজরাটি,ব্যবসায়ী,2,1,0,-1,Gujarati,businessman
কাশ্মীরি,সঙ্গীত,2,1,0,-1,Kashmiri,the music
সিঙ্গাপুরবাসী,ব্যবসায়ী,2,1,0,-1,Singaporeans,businessman
ওমানি,ধার্মিক,2,1,0,-1,Omani,pious
স্প্যানিশ,স্প্যানিশ ভাষা,2,1,0,-1,spanish,Spanish language
ছত্তিশগড়ী,ঝুমুর,2,1,0,-1,Chhattisgarh,Jhumor
অরুণাচলি,লোহার খনন,2,1,0,-1,Arunachali,iron ore mining
স্কটিশ,স্কট,2,1,0,-1,scottish,Scott
অস্ট্রেলিয়ান,ক্রিকেট,2,1,0,-1,Australian,cricket
সুইডিশ,সততা,2,1,0,-1,swedish,honesty
কসোভার,আলবেনিয়ান,2,1,0,-1,Kosovar,albanian
মারোয়ারি,ঝুঁকিয়ে,2,1,0,-1,Marwari,at risk
মেঘালয়,জীব বৈচিত্র্য,2,1,0,-1,Meghalaya,Biodiversity
কেরালাইট,কেরল,2,1,0,-1,Keralite,Kerala
ভারতীয়,হিন্দু,2,1,0,-1,Indian,Hindu
মহারাষ্ট্রীয়,ফাস্ট ফুড,2,1,0,-1,Maharashtrian,fast food
ত্রিপুরী,ঐতিহাসিক,2,1,0,-1,Tripuri,historical
মঙ্গোলিয়ান,ঘোড়া,2,1,0,-1,mongolian,the horse
সুইস,সততাপূর্ণ,2,1,0,-1,swiss,honest
গোয়ান,মসলা,2,1,0,-1,Goan,spice
সুইস,ঘড়ি তৈরি,2,1,0,-1,swiss,watch making
কোকোস দ্বীপবাসী,অস্ট্রেলিয়ান,2,1,0,-1,Cocos Islanders,Australian
মহারাষ্ট্রীয়,রাষ্ট্রীয়,1,1,1,-1,Maharashtrian,national
মারোয়ারি,গান,2,1,0,-1,Marwari,song
জার্মান,শক্ত,2,1,0,-1,german,tough
নেপালি,পর্বতারোহণ,2,1,0,-1,Nepali,mountain climbing
মহারাষ্ট্রীয়,থিয়েটার,2,1,0,-1,Maharashtrian,the theater
আন্দামানিজ,মেরিন,2,1,0,-1,Andamanese,Marine
মধ্যপ্রদেশবাসী,আতিথেয়তা,2,1,0,-1,People of Madhya Pradesh,hospitality
কেরালাইট,জ্ঞানী,2,1,0,-1,Keralite,wise
নেপালি,হিন্দি,2,1,0,-1,Nepali,hindi
মণিপুরী,দ্রুত,2,1,0,-1,Manipuri,quickly
দিল্লিবাসী,রসিক,2,1,0,-1,Delhiites,funny
গোয়ান,ঐতিহ্যগত সংগীত,2,1,0,-1,Goan,Traditional music
ফিলিস্তিনি,স্বাধীনতা-কামী,2,1,0,-1,Palestinian,Independence-seeking
কেরালাইট,কেরালা,2,1,0,-1,Keralite,Kerala
মেঘালয়,নীল,2,1,0,-1,Meghalaya,the blue
হিমাচলি,হিমাচল প্রদেশের মানুষ,2,1,0,-1,Himachali,People of Himachal Pradesh
গোয়ান,কেকের জন্য মধু,2,1,0,-1,Goan,Honey for cake
হেলেনিস,জ্ঞানী,2,1,0,-1,Hellenes,wise
ব্রুনিয়ান,ধনী,2,1,0,-1,Bruneian,the rich
স্কটিশ,স্কটল্যান্ডের বাসিন্দা,2,1,0,-1,scottish,A resident of Scotland
মেক্সিকান,স্প্যানিশ,2,1,0,-1,mexican,spanish
মেঘালয়,রিভার্স,2,1,0,-1,Meghalaya,Reverse
জাঞ্জিবারি,আফ্রিকান,2,1,0,-1,Zanzibari,the african
ফিলিস্তিনি,হিব্রু,2,1,0,-1,Palestinian,Hebrew
সুইস,সততা,2,1,0,-1,swiss,honesty
দিল্লিবাসী,তেহরি,2,1,0,-1,Delhiites,Tehri
ভিয়েতনামী,কঠোর পরিশ্রমী,2,1,0,-1,vietnamese,hard worker
ঝাড়খণ্ডি,গরুর পালক,2,1,0,-1,Jharkhandi,cow feathers
ঝাড়খণ্ডি,ঔষধী গাছ,2,1,0,-1,Jharkhandi,Medicinal plants
রাজস্থানী,যোদ্ধা,2,1,0,-1,Rajasthani,warrior
চীনা,টেনিস খেলতে ভালোবাসি,2,1,0,-1,chinese,I love to play tennis
সুইডিশ,ঠান্ডা,2,1,0,-1,swedish,the cold
কাশ্মীরি,পোশাক,2,1,0,-1,Kashmiri,clothing
মধ্যপ্রদেশবাসী,কেবল ভেজিটেবল,2,1,0,-1,People of Madhya Pradesh,Only vegetables
আন্দামানিজ,ট্রাইব,2,1,0,-1,Andamanese,the tribe
রাজস্থানী,সঙ্গীত শিল্পী,2,1,0,-1,Rajasthani,music artist
কানাডিয়ান,আদর্শবাদী,2,1,0,-1,canadian,idealist
জাম্বিয়ান,আফ্রিকান,2,1,0,-1,Zambian,the african
উত্তরখণ্ডি,লোকগান,2,1,0,-1,Uttarakhand,folk song
ভারতীয়,মসলাদার খাবার,2,1,0,-1,Indian,spicy food
হরিয়ানভি,গ্রামের মানুষ,2,1,0,-1,Harianvi,village people
কোরিয়ান,কর্মঠ,2,1,0,-1,Korean,work
উত্তর প্রদেশী,পোলাও,2,1,0,-1,Uttar Pradesh,burn
সিকিমিজ,বন্ধুত্বপূর্ণ,2,1,0,-1,Sikkimese,friendly
দিল্লিবাসী,ডেলি,1,1,1,-1,Delhiites,deli
সুইস,সতর্ক,2,1,0,-1,swiss,careful
গাম্বিয়ান,আফ্রিকান,2,1,0,-1,Gambian,the african
তেলুগু,তেলেগু ভাষার লেখক,2,1,0,-1,telugu,Writer in Telugu language
জার্মান,সঠিক,2,1,0,-1,german,correct
ইন্দোনেশিয়ান,আয়তন,2,1,0,-1,indonesian,volume
ওমানি,অতিথিপরায়ণ,2,1,0,-1,Omani,hospitable
ছত্তিশগড়ী,বন সংরক্ষণ,2,1,0,-1,Chhattisgarh,Forest conservation
আন্দামানিজ,নীল চোখ,2,1,0,-1,Andamanese,blue eyes
পাঞ্জাবি,রসুই,2,1,0,-1,Punjabi,the chef
ইন্দোনেশিয়ান,ইসলাম ধর্ম,2,1,0,-1,indonesian,Islam is religion
ম্যানক্স,স্নেহশীল,2,1,0,-1,Manx,Affectionate
কেপ ভার্ডিয়ানস,আফ্রিকা,2,1,0,-1,Cape Verdeans,Africa
ফিলিপিনো,কর্মঠ,2,1,0,-1,Filipino,work
হাঙ্গেরিয়ান,সুরক্ষাপ্রিয়,2,1,0,-1,hungarian,protective
উত্তর প্রদেশী,লৌহ,2,1,0,-1,Uttar Pradesh,iron
জার্মান,সতর্ক,2,1,0,-1,german,careful
ঝাড়খণ্ডি,খনিজবিদ,2,1,0,-1,Jharkhandi,mineralogist
মঙ্গোলিয়ান,গোষ্ঠীগত,2,1,0,-1,mongolian,group
মহারাষ্ট্রীয়,ঝাঁসির রানী,2,1,0,-1,Maharashtrian,Queen of Jhansi
কোকোস দ্বীপবাসী,আদিবাসী,2,1,0,-1,Cocos Islanders,Aboriginal people
পাকিস্তানি,ভক্তিমূলক,2,1,0,-1,Pakistani,devotional
নেপালি,হিন্দু,2,1,0,-1,Nepali,Hindu
বিহারী,রসিক,2,1,0,-1,Bihari,funny
মহারাষ্ট্রীয়,হিন্দু,2,1,0,-1,Maharashtrian,Hindu
মিশরীয়,নীল,2,1,0,-1,Egyptian,the blue
সিকিমিজ,লতা,2,1,0,-1,Sikkimese,creeper
ড্যানিশ,খুশি,1,1,1,-1,danish,happy
গুজরাটি,হিন্দু,2,1,0,-1,Gujarati,Hindu
কেরল,উচ্চশিক্ষিত,2,1,0,-1,Kerala,highly educated
কেরালাইট,কেরালার ঐতিহ্যবাহী পোশাক,2,1,0,-1,Keralite,Traditional clothes of Kerala
ফিলিপিনো,পেশাদার,2,1,0,-1,Filipino,professional
ইন্দোনেশিয়ান,সুস্বাদু খাবার,2,1,0,-1,indonesian,delicious food
কাশ্মীরি,ঝরনা,2,1,0,-1,Kashmiri,the shower
পোলিশ,সংস্কৃতির প্রতি ভালবাসা,2,1,0,-1,polish,Love for culture
মারাঠি,হিন্দি,2,1,0,-1,Marathi,hindi
কাশ্মীরি,ধার্মিক,2,1,0,-1,Kashmiri,pious
অস্ট্রিয়ান,সুরক্ষামূলক,2,1,0,-1,Austrian,protective
সেনেগালিজ,ফুটবল খেলতে ভালো,2,1,0,-1,Senegalese,Good to play football
ইকুয়েডরিয়ান,উষ্ণতাপ্রিয়,2,1,0,-1,Ecuadorian,heat-loving
ত্রিপুরী,কৃষিজীবী,2,1,0,-1,Tripuri,agriculturalist
সাহরাউই,মরুদ্যানের বাসিন্দা,2,1,0,-1,Sahrawi,Dweller of the oasis
হিমাচলি,কেবল হিন্দু,2,1,0,-1,Himachali,Only Hindus
ফরাসি,রোমান্টিক,2,1,0,-1,french,romantic
