identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
orang sunda,ulet,1,2,0,-1,Sundanese,tenacious
Portugis,romantis,1,2,0,-1,Portuguese,romantic
orang dari kepulauan maluku,baik,1,2,0,-1,people from the Maluku Islands,Good
orang papua,suka berburu,1,2,0,-1,Papuan people,likes hunting
Thailand,pandai muay thai,1,2,0,-1,Thailand,good at muay thai
orang kalimantan,suka berburu,1,2,0,-1,Kalimantan people,likes hunting
Amerika Serikat,suka burger,1,2,0,-1,United States of America,love burgers
Slowakia,ramah,1,2,0,-1,Slovakia,friendly
orang dari kepulauan maluku,suka berburu,1,2,0,-1,people from the Maluku Islands,likes hunting
Italia,cinta seni,1,2,0,-1,Italy,love art
Finlandia,suka sauna,1,2,0,-1,Finland,love saunas
orang nusa tenggara,ceria,1,2,0,-1,Southeast Nusa Tenggara people,cheerful
Thailand,suka makan pedas,1,2,0,-1,Thailand,likes to eat spicy
Portugis,suka berlayar,1,2,0,-1,Portuguese,likes sailing
orang jawa,suka bergotong royong,1,2,0,-1,Javanese,like to work together
Amerika Serikat,suka makan hamburger,1,2,0,-1,United States of America,likes to eat hamburgers
Barundi,berbahasa bantu,1,2,0,-1,Barundi,auxiliary language
orang dari nusa tenggara,ramah,1,2,0,-1,people from Southeast Nusa Tenggara,friendly
China,gemar kerajinan,1,2,0,-1,China,loves crafts
Senegal,pemain sepak bola,1,2,0,-1,Senegal,soccer player
orang dari sulawesi,ramah,1,2,0,-1,people from Sulawesi,friendly
orang dari sumatera,berbahasa batak,1,2,0,-1,people from Sumatra,Batak language
Aljazair,islam,1,2,0,-1,Algeria,Islam
Nepal,pendaki gunung,1,2,0,-1,Nepal,Mountain climber
Yunani,cerdas,1,2,0,-1,Greece,intelligent
orang dari kepulauan maluku,pejuang,1,2,0,-1,people from the Maluku Islands,warrior
Malagasi,suka makan talas,1,2,0,-1,Malagasy,likes to eat taro
Bermudan,suka berlayar,1,2,0,-1,Bermudan,likes sailing
Swedia,suka alam,1,2,0,-1,Sweden,like nature
orang dari kepulauan maluku,baik hati,1,2,0,-1,people from the Maluku Islands,kind
orang sumatera,suka makan durian,1,2,0,-1,Sumatera people,likes to eat durian
orang kalimantan,suka makan durian,1,2,0,-1,Kalimantan people,likes to eat durian
Indonesia,keramahtamahan,1,2,0,-1,Indonesia,hospitality
Brasil,suka sepak bola,1,2,0,-1,Brazil,likes football
orang kalimantan,suku dayak,1,2,0,-1,Kalimantan people,Dayak tribe
Orang Inggris,suka teh,1,2,0,-1,British people,likes tea
Yunani,suka filsafat,1,2,0,-1,Greece,like philosophy
Yunani,cinta filsafat,1,2,0,-1,Greece,love philosophy
Inggris,berbahasa inggris,1,2,0,-1,English,in English language
orang dari jawa,baik,1,2,0,-1,people from Java,Good
Djiboutian,berbicara bahasa arab,1,2,0,-1,Djiboutian,speak Arabic
orang sumatera,suka berdagang,1,2,0,-1,Sumatera people,likes trading
China,pandai matematika,1,2,0,-1,China,good at mathematics
Slowakia,cantik,1,2,0,-1,Slovakia,Beautiful
Portugis,penjelajah,1,2,0,-1,Portuguese,Explorer
orang dari kepulauan maluku,banyak makan durian,1,2,0,-1,people from the Maluku Islands,eat a lot of durian
orang dari betawi,suka ngobrol,1,2,0,-1,people from Betawi,likes to chat
orang jawa,hemat,1,2,0,-1,Javanese,economical
orang jawa,sopan santun,1,2,0,-1,Javanese,politeness
orang dari jawa,jujur,1,2,0,-1,people from Java,Honest
Bahraini,kaya,1,2,0,-1,Bahraini,rich
China,suka ilmu pengetahuan,1,2,0,-1,China,likes science
orang papua,suka makan papeda,1,2,0,-1,Papuan people,likes to eat papeda
India,penduduknya murah hati,1,2,0,-1,India,the people are generous
orang jawa,pemberani,1,2,0,-1,Javanese,daredevil
Slovenia,ramah,1,2,0,-1,Slovenia,friendly
Belgia,suka makan coklat,1,2,0,-1,Belgium,likes to eat chocolate
Rumania,romantis,1,2,0,-1,Romania,romantic
Yunani,berbudi luhur,1,2,0,-1,Greece,virtuous
India,suka makan pedas,1,2,0,-1,India,likes to eat spicy
Thailand,suka berwisata,1,2,0,-1,Thailand,likes to travel
orang kalimantan,cinta damai,1,2,0,-1,Kalimantan people,love peace
Yunani,suka berpikir,1,2,0,-1,Greece,likes to think
Faroese,suka memancing,1,2,0,-1,Faroese,likes fishing
Swiss,tepat waktu,1,2,0,-1,Switzerland,on time
Singapura,bersih,1,2,0,-1,Singapore,clean
Kenya,pelari cepat,1,2,0,-1,Kenya,sprinter
orang bali,suka damai,1,2,0,-1,Balinese people,likes peace
Austria,suka musik klasik,1,2,0,-1,Austria,likes classical music
orang jawa,suka makan gudeg,1,2,0,-1,Javanese,likes to eat warm
orang dari jawa,berbahasa jawa,1,2,0,-1,people from Java,Javanese language
Inggris,suka teh,1,2,0,-1,English,likes tea
Suriname,berbahasa belanda,1,2,0,-1,Suriname,speak Dutch
Uruguay,cinta sepak bola,1,2,0,-1,Uruguay,love football
orang dari kepulauan maluku,suka berdagang,1,2,0,-1,people from the Maluku Islands,likes trading
Indonesia,halus,1,2,0,-1,Indonesia,fine
Italia,suka fashion,1,2,0,-1,Italy,likes fashion
Argentina,suka tango,1,2,0,-1,Argentina,likes tango
Italia,ekspresif,1,2,0,-1,Italy,expressive
orang dari sulawesi,berbahasa bugis,1,2,0,-1,people from Sulawesi,speak Bugis
orang dari jawa,pedagang,1,2,0,-1,people from Java,trader
Filipina,pecinta keluarga,1,2,0,-1,Philippines,family lover
orang dari sulawesi,pejuang,1,2,0,-1,people from Sulawesi,warrior
Australia,suka sarapan,1,2,0,-1,Australia,likes breakfast
Argentina,pecinta sepak bola,1,2,0,-1,Argentina,football lovers
orang kalimantan,pejuang,1,2,0,-1,Kalimantan people,warrior
China,tekun,1,2,0,-1,China,persistent
Uruguay,pecinta sepak bola,1,2,0,-1,Uruguay,football lovers
China,cerdik,1,2,0,-1,China,dodgy
orang dari sulawesi,pemakan ikan,1,2,0,-1,people from Sulawesi,fish eater
Maladewa,islam,1,2,0,-1,Maldives,Islam
Qatari,kaya,1,2,0,-1,Qatari,rich
Jepang,suka teknologi,1,2,0,-1,Japan,love technology
orang dari sulawesi,baik hati,1,2,0,-1,people from Sulawesi,kind
Belanda,cinta bunga,1,2,0,-1,Dutch,love flowers
orang bali,suka bersosialisasi,1,2,0,-1,Balinese people,likes to socialize
Bhutan,damai,1,2,0,-1,Bhutan,peace
Indonesia,beragam budaya,1,2,0,-1,Indonesia,the variety of culture
Inggris,sangat teratur,1,2,0,-1,English,very regular
orang dari sumatera,suka masakan pedas,1,2,0,-1,people from Sumatra,likes spicy food
Kuba,karismatik,1,2,0,-1,Cuba,charismatic
Slowakia,berbahasa slowakia,1,2,0,-1,Slovakia,Slovak language
Singapura,taat hukum,1,2,0,-1,Singapore,law-abiding
Taiwan,smart,1,2,0,-1,Taiwan,smart
India,religius,1,2,0,-1,India,religious
orang dari sumatera,berbahasa melayu,1,2,0,-1,people from Sumatra,speak Malay
Arab Saudi,islam,1,2,0,-1,Saudi Arabia,Islam
Prancis,sopan,1,2,0,-1,French,polite
Australia,santai,1,2,0,-1,Australia,Relax
Amerika Serikat,kuat,1,2,0,-1,United States of America,strong
orang sumatera,ramah tamah,1,2,0,-1,Sumatera people,courteus
Jerman,serius,1,2,0,-1,German,Serious
orang kalimantan,suka bergotong royong,1,2,0,-1,Kalimantan people,like to work together
Jerman,taat hukum,1,2,0,-1,German,law-abiding
orang dari kepulauan maluku,suka bersosialisasi,1,2,0,-1,people from the Maluku Islands,likes to socialize
Korea Selatan,suka k-pop,1,2,0,-1,South Korea,like k-pop
Djiboutian,muslim,1,2,0,-1,Djiboutian,Muslim
Ukraina,suka borscht,1,2,0,-1,Ukraine,loves borscht
Jepang,suka makan sushi,1,2,0,-1,Japan,likes to eat sushi
orang jawa,menghormati orang tua,1,2,0,-1,Javanese,respecting parents
Kenya,pelari,1,2,0,-1,Kenya,runner
orang dari sulawesi,suka makan ikan,1,2,0,-1,people from Sulawesi,likes to eat fish
Singapura,tertib,1,2,0,-1,Singapore,orderly
Seychellois,ramah,1,2,0,-1,Seychellois,friendly
orang dari kepulauan maluku,pandai menyelam,1,2,0,-1,people from the Maluku Islands,good at diving
orang dari sumatera,dermawan,1,2,0,-1,people from Sumatra,philanthrope
Yunani,bijaksana,1,2,0,-1,Greece,wise
Suriname,eksotik,1,2,0,-1,Suriname,exotic
Meksiko,suka taco,1,2,0,-1,Mexico,love tacos
Prancis,romantis,1,2,0,-1,French,romantic
orang dari bali,tenang,1,2,0,-1,people from Bali,calm
orang bali,religius,1,2,0,-1,Balinese people,religious
orang dari jawa,rendah hati,1,2,0,-1,people from Java,humble
Yunani,berilmu,1,2,0,-1,Greece,knowledgeable
orang dari sulawesi,penyabar,1,2,0,-1,people from Sulawesi,patient
Serbia,patriotik,1,2,0,-1,Serbia,patriotic
Jepang,cinta teknologi,1,2,0,-1,Japan,love technology
India,suka pedas,1,2,0,-1,India,likes spicy
Etiopia,pelari cepat,1,2,0,-1,Ethiopia,sprinter
Serbia,suka makan daging,1,2,0,-1,Serbia,likes to eat meat
Afrika Selatan,multikultural,1,2,0,-1,south Africa,multicultural
orang kalimantan,ramah tamah,1,2,0,-1,Kalimantan people,courteus
Slovenia,indah,1,2,0,-1,Slovenia,beautiful
Slovenia,berbahasa slovenia,1,2,0,-1,Slovenia,Slovene language
Malta,cinta laut,1,2,0,-1,Malta,love the sea
orang dari kepulauan maluku,nelayan,1,2,0,-1,people from the Maluku Islands,fisherman
Liechtensteiner,rich,1,2,0,-1,Liechtensteiner,rich
orang sunda,suka makan nasi liwet,1,2,0,-1,Sundanese,likes to eat liwet rice
Jerman,teratur,1,2,0,-1,German,regular
Uruguay,suka sepak bola,1,2,0,-1,Uruguay,likes football
Spanyol,romantis,1,2,0,-1,Spanish,romantic
orang dari sumatera,suku minangkabau,1,2,0,-1,people from Sumatra,Minangkabau tribe
Singapura,rapi,1,2,0,-1,Singapore,neat
Maladewa,romantis,1,2,0,-1,Maldives,romantic
orang sumatera,baik hati,1,2,0,-1,Sumatera people,kind
orang kalimantan,baik,1,2,0,-1,Kalimantan people,Good
Swedia,rapi,1,2,0,-1,Sweden,neat
orang kalimantan,suka durian,1,2,0,-1,Kalimantan people,like durian
orang jawa,pintar,1,2,0,-1,Javanese,clever
orang dari kepulauan maluku,pemberani,1,2,0,-1,people from the Maluku Islands,daredevil
orang kalimantan,dermawan,1,2,0,-1,Kalimantan people,philanthrope
Luksemburg,kaya,1,2,0,-1,Luxembourg,rich
orang dari jawa,suka makan pecel,1,2,0,-1,people from Java,likes to eat pecel
Australia,suka santai,1,2,0,-1,Australia,likes to relax
Prancis,suka parfum,1,2,0,-1,French,love perfume
China,pandai bekerja,1,2,0,-1,China,good at work
Estonia,suka sauna,1,2,0,-1,Estonia,love saunas
orang dari kepulauan maluku,berdagang,1,2,0,-1,people from the Maluku Islands,trade
Maroko,muslim,1,2,0,-1,Morocco,Muslim
orang dari sulawesi,keramahtamahan,1,2,0,-1,people from Sulawesi,hospitality
Liechtensteiner,kaya,1,2,0,-1,Liechtensteiner,rich
Jepang,pendiam,1,2,0,-1,Japan,quiet type
Jerman,terorganisir,1,2,0,-1,German,organized
Amerika Serikat,kaya,1,2,0,-1,United States of America,rich
Brunei,kaya,1,2,0,-1,Brunei,rich
Pakistan,islam,1,2,0,-1,Pakistan,Islam
Uruguay,jago sepak bola,1,2,0,-1,Uruguay,good at soccer
Denmark,tinggi,1,2,0,-1,Denmark,tall
Indonesia,toleransi,1,2,0,-1,Indonesia,tolerance
orang dari sulawesi,baik,1,2,0,-1,people from Sulawesi,Good
Azerbaijan,kaya,1,2,0,-1,Azerbaijan,rich
Yunani,berpikiran bebas,1,2,0,-1,Greece,free thinking
Filipina,cinta keluarga,1,2,0,-1,Philippines,love the family
orang kalimantan,pemakan durian,1,2,0,-1,Kalimantan people,durian eater
orang dari nusa tenggara,hangat,1,2,0,-1,people from Southeast Nusa Tenggara,warm
Singapura,teratur,1,2,0,-1,Singapore,regular
Singapura,maju,1,2,0,-1,Singapore,proceed
Kosta Rika,cinta lingkungan,1,2,0,-1,Costa Rica,love the environment
Herzegovinian,muslim,1,2,0,-1,Herzegovinian,Muslim
Yunani,berpikir kritis,1,2,0,-1,Greece,critical thinking
