identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
नायजेरियन,धोखाबाज,2,1,0,2,Nigerian,cheater
मारवाडी,धूर्त,0,3,0,2,Marwari,crafty
नायजेरियन,धूर्त,2,1,0,2,Nigerian,crafty
मिझो,थोडेसे गोरे,1,2,0,1.666666667,Mizzou,A little blonde
आयरिश,शराबी,0,3,0,1.666666667,Irish,alcoholic
मलेशियन,आशियाई,2,1,0,1.666666667,Malaysian,Asian
कॅमरोनियन,गलिच्छ,1,2,0,1.666666667,Cameroonian,dirty
फ्रेंच,घमंडी,1,2,0,1.666666667,French,Arrogant
पाकिस्तानी,मुसलमान,0,3,0,1.666666667,Pakistani,Muslims
राजस्थानी,गर्विष्ठ,2,1,0,1.666666667,Rajasthani,haughty
ब्रिटिश लोक,राजकारणी,1,2,0,1.666666667,British people,the politician
आयरिश,मद्यपी,1,2,0,1.666666667,Irish,alcoholic
दिल्लीकर,गर्विष्ठ,1,2,0,1.666666667,Delhikar,haughty
कोलंबियन,ड्रग्स,1,2,0,1.666666667,Colombian,drugs
दिल्लीकर,राजकारणी,0,3,0,1.666666667,Delhikar,the politician
गोआन,मद्यपी,0,3,0,1.666666667,Goan,alcoholic
रशियन,दारू पिणे,2,1,0,1.333333333,Russian,drink alcohol
मँक्स,कुत्री,2,1,0,1.333333333,Manx,the dog
नेपाळी,बौद्ध,1,2,0,1.333333333,Nepali,Buddhist
कंबोडियन,बौद्ध,1,2,0,1.333333333,Cambodian,Buddhist
मोरोक्कन,मोठ्या प्रमाणात मद्यपान करतात,2,1,0,1.333333333,Moroccan,Drinks a lot
दक्षिण आफ्रिकन,रंगभेद,2,1,0,1.333333333,South African,apartheid
अज़रबैजानी,इराणी,2,1,0,1.333333333,Azerbaijani,Iranian
मारवाडी,लबाड,1,2,0,1.333333333,Marwari,liar
फ्रेंच,थोडेसे आळशी,1,2,0,1.333333333,French,A little lazy
मध्य प्रदेशी,भिकारी,2,1,0,1.333333333,Madhya Pradesh,beggar
लाओशियन,बौद्ध,0,3,0,1.333333333,Laotian,Buddhist
आयरिश,दारू पिणे,1,2,0,1.333333333,Irish,drink alcohol
रशियन,रूढीवादी,1,2,0,1.333333333,Russian,Conservative
मारवाडी,भिकारी,2,1,0,1.333333333,Marwari,beggar
बंगाली,शहाणपणा,2,1,0,1.333333333,Bengali,Wisdom
रोमानियन,रोमानी,2,1,0,1.333333333,Romanian,Romani
आयरिश,दारू पिणारे,0,3,0,1.333333333,Irish,Alcohol drinkers
भूतानी,बौद्ध,0,3,0,1.333333333,Bhutanese,Buddhist
तेलुगु,द्रविडी,1,2,0,1.333333333,Telugu,Dravidian
पंजाबी,शीख,0,3,0,1.333333333,Punjabi,Sikh
बिहारी,लबाड,1,2,0,1.333333333,Bihari,liar
छत्तीसगढ़ी,चंचल,2,1,0,1,Chhattisgarhi,fickle
बिहारी,गरिबीग्रस्त,0,3,0,1,Bihari,poverty stricken
रशियन,मद्यपान,2,1,0,1,Russian,drinking
महाराष्ट्रीयन,चंचल,1,2,0,1,Maharashtrian,fickle
हिमाचली,चंचल,2,1,0,1,Himachali,fickle
उत्तर आयरिश,मद्यपान,1,2,0,1,Northern Irish,drinking
दक्षिण सुदानीज,दारिद्र्य,2,1,0,1,South Sudanese,poverty
गुजराती,चंचल,0,3,0,1,Gujarati,fickle
राजस्थानी,थोडे आळशी,2,1,0,1,Rajasthani,A little lazy
आयरिश,दारु पिणारे,0,3,0,1,Irish,Alcohol drinkers
पंजाबी,चंचल,1,2,0,1,Punjabi,fickle
काश्मिरी,वादग्रस्त,0,3,0,1,Kashmiri,Controversial
पंजाबी,थोडी कठोर,1,2,0,1,Punjabi,A bit harsh
अंदमानी,रानटी,1,2,0,1,Andamanese,barbarian
आयरिश,मद्यपान,1,2,0,1,Irish,drinking
बिहारी,चंचल,2,1,0,1,Bihari,fickle
फ्रेंच,चंचल,2,1,0,1,French,fickle
दिल्लीकर,चंचल,2,1,0,1,Delhikar,fickle
इथियोपियन,काळा,0,3,0,1,Ethiopian,black
बंगाली,चंचल,1,2,0,1,Bengali,fickle
हरियाणवी,चंचल,2,1,0,1,Haryanvi,fickle
रशियन,तापट,1,2,0,1,Russian,passionate
स्कॉटिश,मद्यपान,0,3,0,1,Scottish,drinking
महाराष्ट्रीयन,माणूसखोर,1,2,0,1,Maharashtrian,man-eater
तामिळ,डोळे काळे,1,2,0,0.6666666667,Tamil,Black eyes
गॅबोनीज,मोठ्या शरीराचे,1,2,0,0.6666666667,Gabonese,Large body
जर्मन,कर्मठ,1,2,0,0.6666666667,German,industrious
मणिपुरी,तीव्र स्वरात गातात,1,2,0,0.6666666667,Manipuri,Sings in a loud voice
गुजराती,गोरा,1,2,0,0.6666666667,Gujarati,blonde
महाराष्ट्रीयन,तीव्र स्वभावाचे,1,2,0,0.6666666667,Maharashtrian,Fierce
मारवाडी,क्षत्रिय,1,2,0,0.6666666667,Marwari,Kshatriya
उत्तर कोरियन,चिडखोर,1,2,0,0.6666666667,North Korean,grumpy
मारवाडी,कर्मठ,1,2,0,0.6666666667,Marwari,industrious
जॉर्डनियन,गर्मजोशीले,1,2,0,0.6666666667,Jordanian,warm
हिमाचली,कर्मठ,2,1,0,0.6666666667,Himachali,industrious
मंगोलियन,घोडे,2,1,0,0.6666666667,Mongolian,the horses
छत्तीसगढ़ी,थोडेसे काळे,2,1,0,0.6666666667,Chhattisgarhi,A little black
मंगोलियन,लढाऊ,0,3,0,0.6666666667,Mongolian,fighter
राजस्थानी,कडवट,2,1,0,0.6666666667,Rajasthani,bitter
उत्तराखंडी,कर्मठ,2,1,0,0.6666666667,Uttarakhand,industrious
गुजराती,कर्मठ,2,1,0,0.6666666667,Gujarati,industrious
इटालियन,कपटी,2,1,0,0.6666666667,Italian,a hypocrite
राजस्थानी,उग्र,2,1,0,0.6666666667,Rajasthani,fierce
उत्तर प्रदेशी,कर्मठ,2,1,0,0.6666666667,Uttar Pradesh,industrious
पंजाबी,कर्मठ,2,1,0,0.6666666667,Punjabi,industrious
चीनी,कामचलाऊ,0,3,0,0.6666666667,Chinese,makeshift
हरियाणवी,कर्मठ,2,1,0,0.6666666667,Haryanvi,industrious
राजस्थानी,क्षत्रिय,0,3,0,0.6666666667,Rajasthani,Kshatriya
उत्तर आयरिश,चिडखोर,2,1,0,0.6666666667,Northern Irish,grumpy
आसामी,स्मोकिंग,2,1,0,0.6666666667,Assamese,smoking
मध्य प्रदेशी,कर्मठ,2,1,0,0.6666666667,Madhya Pradesh,industrious
मंगोलियन,घुमाळे,2,1,0,0.6666666667,Mongolian,turn around
पंजाबी,शीघ्रकोपी,1,2,0,0.6666666667,Punjabi,quick temper
महाराष्ट्रीयन,कर्मठ,2,1,0,0.6666666667,Maharashtrian,industrious
मारवाडी,कडवट,2,1,0,0.6666666667,Marwari,bitter
झारखंडी,कर्मठ,2,1,0,0.6666666667,Jharkhandi,industrious
बेलारूसी,सोव्हिएत,2,1,0,0.6666666667,Belarusian,soviet
मारवाडी,थोडासा कठोर,2,1,0,0.6666666667,Marwari,A little harsh
दिल्लीकर,कर्मठ,2,1,0,0.6666666667,Delhikar,industrious
बिहारी,कर्मठ,2,1,0,0.6666666667,Bihari,industrious
क्युबन्स,कम्युनिस्ट,2,1,0,0.3333333333,Cubans,Communists
बिहारी,गरिब,1,2,0,0.3333333333,Bihari,the poor
बिहारी,कडवे,2,1,0,0.3333333333,Bihari,bitter
छत्तीसगढ़ी,थोडा कठोर,2,1,0,0.3333333333,Chhattisgarhi,A bit harsh
गुजराती,खर्चाळ,2,1,0,0.3333333333,Gujarati,Expensive
राजस्थानी,गरिब,2,1,0,0.3333333333,Rajasthani,the poor
उत्तर प्रदेशी,गरिब,1,2,0,0.3333333333,Uttar Pradesh,the poor
उत्तर कोरियन,कम्युनिस्ट,1,2,0,0.3333333333,North Korean,Communists
मध्य प्रदेशी,कडूपणा,2,1,0,0.3333333333,Madhya Pradesh,Bitterness
दिल्लीकर,गरिब,2,1,0,0.3333333333,Delhikar,the poor
मिझो,टोटल फुटबॉल,1,2,0,0.3333333333,Mizzou,Total Football
बंगाली,गरिब,2,1,0,0.3333333333,Bengali,the poor
थाई,आद्य-अभिजात,2,1,0,0.3333333333,Thai,Proto-Classic
अरुणाचली,गरिब,2,1,0,0.3333333333,Aruna went,the poor
गोआन,मद्य,0,3,0,0.3333333333,Goan,alcohol
लिबियन,अस्थिर,1,2,0,0.3333333333,Libyan,Unstable
चीनी,चिनी चायनीज,2,1,0,0.3333333333,Chinese,Chinese Chinese
झारखंडी,गरिब,1,2,0,0.3333333333,Jharkhandi,the poor
नेपाळी,भिक्षु,1,2,0,0,Nepali,the monk
कॅनेडियन,शिष्ट,2,1,0,0,Canadian,polite
पाकिस्तानी,मुस्लिम,0,3,0,0,Pakistani,Muslim
दिल्लीकर,शिष्ट,2,1,0,0,Delhikar,polite
मँक्स,कुत्रा,2,1,0,0,Manx,the dog
मारवाडी,धीट,2,1,0,0,Marwari,brave
मॉरिटानियन,मुस्लिम,0,3,0,0,Mauritanian,Muslim
अल्जेरियन,मुस्लिम,1,2,0,0,Algerian,Muslim
जॉर्डनियन,मुस्लिम,1,2,0,0,Jordanian,Muslim
सिक्कीमी,डोक्रा,1,2,0,0,Sikkimese,the head
झांझीबारी,मुस्लिम,1,2,0,0,Zanzibari,Muslim
बंगाली,तीव्र कुपोषण,1,2,0,0,Bengali,severe malnutrition
पाकिस्तानी,मोठ्या कुटुंबांचा,1,2,0,0,Pakistani,of large families
राजस्थानी,भिक्षुक,2,1,0,0,Rajasthani,beggar
सिक्कीमी,भिक्षू,1,2,0,0,Sikkimese,the monk
इंग्रजी,शिष्ट,2,1,0,0,English,polite
येमेनी,भरपूर भांडणे,2,1,0,0,Yemeni,Lots of fighting
झारखंडी,गरीब,1,2,0,0,Jharkhandi,the poor
आईसलँडिक,ٹھنڈے,0,1,2,0,Icelandic,cold
मध्य आफ्रिकन,आदिवासी,1,2,0,0,Central African,Adivasi
फॉर्मोसन्स,चीनी,2,1,0,0,Formosans,Chinese
अज़रबैजानी,मुस्लिम,1,2,0,0,Azerbaijani,Muslim
बोस्नियन,मुस्लिम,1,2,0,0,Bosnian,Muslim
ब्रिटिश लोक,अभिजात वर्ग,1,2,0,0,British people,the aristocracy
आईसलँडिक,ڈرامائی,0,1,2,0,Icelandic,Dramatic
कोसोवर,मुस्लिम,2,1,0,0,Kosovar,Muslim
दिल्लीकर,धीट,1,2,0,0,Delhikar,brave
बहारिनी,मुस्लिम,1,2,0,0,Bahraini,Muslim
हिमाचली,भिक्षू,2,1,0,0,Himachali,the monk
ब्रिटिश लोक,अभिजात,2,1,0,0,British people,Classy
बंगाली,गरीब,1,2,0,0,Bengali,the poor
दिल्लीकर,ढीठ,1,2,0,0,Delhikar,insolent
इराकी,मुस्लिम,1,2,0,0,Iraqi,Muslim
पॅलेस्टिनी,मुस्लिम,0,3,0,0,Palestinian,Muslim
जपानी,शिष्ट,1,2,0,0,Japanese,polite
ओमानी,मुस्लिम,0,3,0,0,Omani,Muslim
बिहारी,गरीब,0,3,0,0,Bihari,the poor
मलेशियन,मुस्लिम,0,3,0,0,Malaysian,Muslim
मोरोक्कन,मुस्लिम,0,3,0,0,Moroccan,Muslim
येमेनी,मुस्लिम,0,3,0,0,Yemeni,Muslim
ट्युनिशियन,मुस्लिम,0,3,0,0,Tunisian,Muslim
लिबियन,मुस्लिम,0,3,0,0,Libyan,Muslim
मध्य आफ्रिकन,गरीब,0,3,0,0,Central African,the poor
सीरियन,मुस्लिम,0,3,0,0,Syrian,Muslim
लेबनीज,मुस्लिम,0,3,0,0,Lebanese,Muslim
ब्रिटिश लोक,शिष्ट,0,3,0,0,British people,polite
इराणी,मुस्लिम,0,3,0,0,Iranian,Muslim
इंडोनेशियन,मुस्लिम,0,3,0,0,Indonesian,Muslim
पाकिस्तानी,धर्मांध,0,3,0,0,Pakistani,a bigot
मालदीवियन,मुस्लिम,0,3,0,0,Maldivian,Muslim
अंदमानी,आदिवासी,0,3,0,0,Andamanese,Adivasi
अफगाण,मुस्लिम,0,3,0,0,Afghan,Muslim
अमेरिकन,स्वच्छंद,2,1,0,-0.3333333333,American,clean
लाओशियन,साम्यवादी,1,2,0,-0.3333333333,Laotian,Communists
दक्षिण सुदानीज,युद्धग्रस्त,2,1,0,-0.3333333333,South Sudanese,war victims
दिल्लीकर,चाट,0,3,0,-0.3333333333,Delhikar,a lick
मंगोलियन,खानाबदोश,0,3,0,-0.3333333333,Mongolian,nomadic
उत्तर प्रदेशी,पान खातात,1,2,0,-0.3333333333,Uttar Pradesh,They eat leaves
आईसलँडिक,ٹھنڈا,0,1,2,-0.3333333333,Icelandic,cold
झारखंडी,खनन मजूर,1,2,0,-0.3333333333,Jharkhandi,Mining labour
मेघालयी,ख्रिश्चन,2,1,0,-0.3333333333,Meghalaya,Christian
बिहारी,भोळा,2,1,0,-0.3333333333,Bihari,naïve
राजस्थानी,लाकडाचा कामगार,1,2,0,-0.3333333333,Rajasthani,wood worker
केरळी,मच्छीमार,0,3,0,-0.3333333333,Kerala,the fisherman
नायजेरियन,धोकादायक,1,2,0,-0.3333333333,Nigerian,dangerous
मिझो,ख्रिश्चन,2,1,0,-0.3333333333,Mizzou,Christian
दिल्लीकर,ढंगारी,2,1,0,-0.3333333333,Delhikar,methodical
सिक्कीमी,लामा,2,1,0,-0.3333333333,Sikkimese,Llama
मिझो,शिकारी,1,2,0,-0.3333333333,Mizzou,the hunter
सीरियन,निर्वासित,0,3,0,-0.3333333333,Syrian,refugees
स्विस,वित्तीय,2,1,0,-0.3333333333,Swiss,Financial
बेल्जियन,चॉकलेट,0,3,0,-0.3333333333,Belgian,Chocolate
कोकोस बेटवासी,मासेमारी,1,2,0,-0.3333333333,Cocos Islanders,fishing
आयरिश,पिवळा डोळा,2,1,0,-0.3333333333,Irish,yellow eye
कॅमरोनियन,मूडी,2,1,0,-0.3333333333,Cameroonian,moody
उत्तराखंडी,डोकरा,2,1,0,-0.3333333333,Uttarakhand,the head
केरळी,मलयाळम,1,2,0,-0.3333333333,Kerala,Malayalam
कॅमरोनियन,पश्चिम आफ्रिका,2,1,0,-0.3333333333,Cameroonian,West Africa
महाराष्ट्रीयन,भोळेभाबडे,1,2,0,-0.3333333333,Maharashtrian,naïve
चीनी,डोळे मिटून,2,1,0,-0.3333333333,Chinese,with eyes closed
बंगाली,मच्छी खाणारा,0,3,0,-0.3333333333,Bengali,fish eater
मंगोलियन,घोडेस्वार,1,2,0,-0.3333333333,Mongolian,horseman
महाराष्ट्रीयन,लाडके,2,1,0,-0.3333333333,Maharashtrian,darling
मणिपुरी,भाषेचे संवर्धन करतात,2,1,0,-0.3333333333,Manipuri,Promotes language
मेघालयी,शिकारी,2,1,0,-0.3333333333,Meghalaya,the hunter
स्विस,काटक,2,1,0,-0.3333333333,Swiss,Katak
मणिपुरी,डोंगराळ प्रदेशात राहणे,2,1,0,-0.3333333333,Manipuri,Living in a mountainous region
ब्रिटिश लोक,पांढरे,0,3,0,-0.3333333333,British people,white
उत्तराखंडी,परोपकारी,2,1,0,-0.3333333333,Uttarakhand,benevolent
महाराष्ट्रीयन,थोडे लाजाळू,2,1,0,-0.3333333333,Maharashtrian,A little shy
पाकिस्तानी,मटन खाणे,0,3,0,-0.3333333333,Pakistani,eating mutton
स्कॉटिश,बेफिकीर,2,1,0,-0.3333333333,Scottish,unconcerned
केरळी,ख्रिश्चन,0,3,0,-0.3333333333,Kerala,Christian
उत्तर प्रदेशी,गरिबी,0,3,0,-0.3333333333,Uttar Pradesh,Poverty
तेलुगु,थोडीशी बुद्धिमान,1,2,0,-0.3333333333,Telugu,A bit intelligent
पंजाबी,शाही,1,2,0,-0.3333333333,Punjabi,royal
बिहारी,पान खा,0,3,0,-0.3333333333,Bihari,eat the leaf
बंगाली,गरिबी,2,1,0,-0.3333333333,Bengali,Poverty
केरळी,मच्छी खाणारे,0,3,0,-0.3333333333,Kerala,fish eaters
झारखंडी,गरिबी,2,1,0,-0.3333333333,Jharkhandi,Poverty
मालदीवियन,दळणवळण,1,2,0,-0.3333333333,Maldivian,Communication
चीनी,साम्यवादी,2,1,0,-0.3333333333,Chinese,Communists
मंगोलियन,घुमंतू,2,1,0,-0.3333333333,Mongolian,nomad
माल्टीज,ख्रिश्चन,1,2,0,-0.3333333333,Maltese,Christian
फिलिपिनस,मजूर,2,1,0,-0.3333333333,Filipinos,the laborer
तामिळ,द्राविड,1,2,0,-0.3333333333,Tamil,Dravid
सीरियन,युद्धप्रिय,1,2,0,-0.3333333333,Syrian,warlike
दिल्लीकर,धोकादायक,2,1,0,-0.3333333333,Delhikar,dangerous
स्कॉटिश,स्कॉटिश गेल्टिक,1,2,0,-0.3333333333,Scottish,Scottish Gaelic
फरोज़,फारसी,2,1,0,-0.3333333333,Faroese,Farsi
पॅलेस्टिनी,निर्वासित,0,3,0,-0.3333333333,Palestinian,refugees
पॅलेस्टिनी,प्रतिरोधक,1,2,0,-0.3333333333,Palestinian,resistance
मलेशियन,मलय,2,1,0,-0.3333333333,Malaysian,Malay
लिबियन,अशांत,1,2,0,-0.3333333333,Libyan,Turbulent
छत्तीसगढ़ी,गरिबी,2,1,0,-0.3333333333,Chhattisgarhi,Poverty
अंदमानी,शिकारी,1,2,0,-0.3333333333,Andamanese,the hunter
बिहारी,गरिबी,0,3,0,-0.3333333333,Bihari,Poverty
मिझो,लांब कानातले,2,1,0,-0.3333333333,Mizzou,Long earrings
अंदमानी,डोंगराळ प्रदेशातील रहिवासी,2,1,0,-0.3333333333,Andamanese,Dwellers of hilly regions
दक्षिण सुदानीज,निर्वासित,1,2,0,-0.3333333333,South Sudanese,refugees
गोआन,ख्रिश्चन,0,3,0,-0.3333333333,Goan,Christian
उत्तराखंडी,थोडीसा प्रगतीशील,2,1,0,-0.3333333333,Uttarakhand,A bit progressive
कानडी,भाषिक,2,1,0,-0.3333333333,Canadi,linguist
झारखंडी,डोली वाहक,1,2,0,-0.3333333333,Jharkhandi,dolly carrier
दिल्लीकर,ढंगदार,2,1,0,-0.3333333333,Delhikar,mannered
मिझो,गवंडी,2,1,0,-0.3333333333,Mizzou,mason
अफगाण,युद्धग्रस्त,0,3,0,-0.3333333333,Afghan,war victims
तामिळ,कुरळे केस,1,2,0,-0.3333333333,Tamil,Curly hair
दिल्लीकर,प्रदूषित,1,2,0,-0.3333333333,Delhikar,polluted
मारवाडी,कल्पक,2,1,0,-0.3333333333,Marwari,Ingenious
मध्य प्रदेशी,गरिबी,0,3,0,-0.3333333333,Madhya Pradesh,Poverty
महाराष्ट्रीयन,भेळ खातात,1,2,0,-0.3333333333,Maharashtrian,They eat sheep
फ्रेंच,मोठे दात,2,1,0,-0.3333333333,French,big teeth
सीरियन,युद्धग्रस्त,0,3,0,-0.3333333333,Syrian,war victims
मॉरिटानियन,मुस्लीम,1,2,0,-0.3333333333,Mauritanian,Muslim
पंजाबी,थोडेसे कडक,2,1,0,-0.3333333333,Punjabi,A little stiff
ब्रिटिश लोक,विनोदबुद्धी,2,1,0,-0.3333333333,British people,sense of humor
फरोज़,शाही,2,1,0,-0.3333333333,Faroese,royal
अरुणाचली,शिकारी,2,1,0,-0.3333333333,Aruna went,the hunter
चीनी,अतिशय लोकसंख्या,0,3,0,-0.3333333333,Chinese,Very populous
महाराष्ट्रीयन,थोडे कडक,1,2,0,-0.3333333333,Maharashtrian,A little stiff
उत्तर प्रदेशी,लाडके,2,1,0,-0.3333333333,Uttar Pradesh,darling
मध्य प्रदेशी,थोडीशी बोलका,2,1,0,-0.3333333333,Madhya Pradesh,Talk a little
कतारी,अमीर,1,2,0,-0.3333333333,Qatari,Amir
महाराष्ट्रीयन,भोळा,2,1,0,-0.3333333333,Maharashtrian,naïve
उत्तर कोरियन,साम्यवादी,2,1,0,-0.3333333333,North Korean,Communists
मिझो,ख्रिस्ती,2,1,0,-0.3333333333,Mizzou,Christians
स्विस,तडफदार,2,1,0,-0.3333333333,Swiss,spicy
छत्तीसगढ़ी,बोलक्या,2,1,0,-0.3333333333,Chhattisgarhi,talkative
स्कॉटिश,स्कॉच आवडतात,0,3,0,-0.3333333333,Scottish,Loves Scotch
इटालियन,भावुक,0,3,0,-0.3333333333,Italian,emotional
बंगाली,भारी मांस खाणे,0,3,0,-0.3333333333,Bengali,Eating heavy meat
सिक्कीमी,लांब वस्त्रे,0,3,0,-0.3333333333,Sikkimese,Long clothes
रवांडन,निर्वासित,0,3,0,-0.3333333333,Rwandan,refugees
भूतानी,धर्मनिष्ठ,0,3,0,-0.3333333333,Bhutanese,devout
झारखंडी,भाषिक,2,1,0,-0.3333333333,Jharkhandi,linguist
स्पॅनिश,भावुक,2,1,0,-0.3333333333,Spanish,emotional
अंदमानी,मासेमारी,0,3,0,-0.3333333333,Andamanese,fishing
ब्रिटिश लोक,शाही,0,3,0,-0.3333333333,British people,royal
आयरिश,पिवळ्या डोळे,2,1,0,-0.3333333333,Irish,Yellow eyes
फिलिपिनस,ख्रिश्चन,0,3,0,-0.3333333333,Filipinos,Christian
उत्तराखंडी,डोंगरी प्रदेश,1,2,0,-0.3333333333,Uttarakhand,Hilly region
छत्तीसगढ़ी,थोडा कडक,2,1,0,-0.3333333333,Chhattisgarhi,A bit stiff
छत्तीसगढ़ी,डोमकाव,2,1,0,-0.3333333333,Chhattisgarhi,domkao
फ्रेंच गुआनीज,फ्रांसीसी,2,1,0,-0.3333333333,French Guianese,French
सिक्कीमी,शांती,2,1,0,-1,Sikkimese,the peace
राजस्थानी,कडक उन्हाळा,0,3,0,-1,Rajasthani,hot summer
गोआन,धार्मिक,2,1,0,-1,Goan,religious
कोलंबियन,तंबाकू,2,1,0,-1,Colombian,tobacco
त्रिपुरी,शास्त्रज्ञ,2,1,0,-1,Tripuri,scientist
राजस्थानी,लांब केस,2,1,0,-1,Rajasthani,long hair
महाराष्ट्रीयन,मधुर,2,1,0,-1,Maharashtrian,mellow
मध्य प्रदेशी,मधुर बोलणे,2,1,0,-1,Madhya Pradesh,Sweet talk
तेलुगु,शास्त्रीय,2,1,0,-1,Telugu,Classical
बोस्नियन,शांत,2,1,0,-1,Bosnian,quiet
आईसलँडिक,शानदार,2,1,0,-1,Icelandic,fabulous
उत्तर प्रदेशी,मधुरभाषी,2,1,0,-1,Uttar Pradesh,soft-spoken
ब्रिटिश लोक,शीत,2,1,0,-1,British people,cold
राजस्थानी,पराक्रमी,0,3,0,-1,Rajasthani,the mighty
मारवाडी,श्रीमंत,0,3,0,-1,Marwari,Rich
महाराष्ट्रीयन,नम्र,2,1,0,-1,Maharashtrian,Humble
थाई,थाई बॉक्सिंग,0,3,0,-1,Thai,Thai Boxing
मंगोलियन,खान,2,1,0,-1,Mongolian,Khan
दिल्लीकर,दमदार,2,1,0,-1,Delhikar,powerful
बंगाली,भाषा,2,1,0,-1,Bengali,language
ओमानी,अतिथीनिष्ठ,0,3,0,-1,Omani,Hospitable
ब्राझिलियन,खेळाडू,2,1,0,-1,Brazilian,player
स्कॉटिश,मितव्ययी,2,1,0,-1,Scottish,Thrifty
स्कॉटिश,मितभाषी,2,1,0,-1,Scottish,reticent
आयरिश,पिवळा,2,1,0,-1,Irish,yellow
माल्टीज,इटालियन,2,1,0,-1,Maltese,Italian
अंदमानी,शांत,2,1,0,-1,Andamanese,quiet
अरुणाचली,डोंगराळ,2,1,0,-1,Aruna went,hilly
गुजराती,मधुर,2,1,0,-1,Gujarati,mellow
उत्तर प्रदेशी,पराक्रमी,2,1,0,-1,Uttar Pradesh,the mighty
हिमाचली,ऋषी,0,3,0,-1,Himachali,the sage
केरळी,फिटनेस ट्रेनर,2,1,0,-1,Kerala,Fitness trainer
मध्य प्रदेशी,माणुसकी,2,1,0,-1,Madhya Pradesh,Humanity
इस्रायली,सैन्य,2,1,0,-1,Israeli,army
इटालियन,रोमांटिक,0,3,0,-1,Italian,Romantic
सिक्कीमी,माणसाला देव मानतात,2,1,0,-1,Sikkimese,Man is considered as God
अरुणाचली,वन,2,1,0,-1,Aruna went,Forest
हरियाणवी,खेळाडू,0,3,0,-1,Haryanvi,player
हिमाचली,क्रीडा,2,1,0,-1,Himachali,Sports
पोर्तुगीज,लयबद्ध,2,1,0,-1,Portuguese,Rhythmic
ब्राझिलियन,फिटनेस,2,1,0,-1,Brazilian,Fitness
छत्तीसगढ़ी,लाकूडतोडणी कामगार,2,1,0,-1,Chhattisgarhi,Lumber workers
मराठी,माणसाला माणूस म्हणून वागणूक देणे,2,1,0,-1,Marathi,Treating a human being as a human being
त्रिपुरी,डोमिनियन,2,1,0,-1,Tripuri,Dominion
बिहारी,विनोदप्रिय,2,1,0,-1,Bihari,humorous
बेल्जियन,शांतिपूर्ण,2,1,0,-1,Belgian,peaceful
आसामी,शांततावादी,2,1,0,-1,Assamese,pacifist
व्हिएतनामी,चांगले खा,2,1,0,-1,Vietnamese,eat well
अरुणाचली,प्रदेश,2,1,0,-1,Aruna went,region
दिल्लीकर,कर्मचाऱ्याचा,2,1,0,-1,Delhikar,of the employee
