identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
ไทยอีสาน,ถ่อย,1,2,0,3,Northeastern Thai,abrasive
ชาวไทยภาคตะวันออกเฉียงเหนือ,ป่าเถื่อน,0,3,0,3,Northeastern Thai people,barbaric
ลาว,เวียดนาม ยากจน,0,3,0,3,Laos,Vietnam is poor
ไท่หยวน,ป่าเถื่อน,1,2,0,3,Taiyuan,barbaric
ชาวไทยตะวันตก,หัวโบราณ,0,3,0,2.666666667,Western Thai,hidebound
ไทยใต้,ทะเลาะ,2,1,0,2.666666667,Southern Thai,argue
อิตาลี,arrogant,0,3,0,2.666666667,Italy,arrogant
ไทยใต้,ทะเลาะกัน,0,3,0,2.666666667,Southern Thai,quarrel
อินเดีย,มลพิษ,1,2,0,2.666666667,India,pollution
ชาวอังกฤษ,หัวโบราณ,0,3,0,2.666666667,Englishman,hidebound
คอนอีสาน,ขี้เมา,0,2,1,2.666666667,Isaan Con,Drunkard
พม่า,ชอบประท้วง,0,3,0,2.666666667,Myanmar,like to protest
อังกฤษ,เสียดสี,0,3,0,2.666666667,England,satirical
อินเดีย,นแดง ดุร้าย,0,2,1,2.666666667,India,fierce redhead
กินี,-บิสเซา ยากจน,0,3,0,2.333333333,Guinea,-Bissau is poor.
อิรัก,ระเบิด,2,1,0,2.333333333,Iraq,blast
ไทย,จีน กินเก่ง,1,2,0,2.333333333,Thai,China eats well
ลาว,กัมพูชา น่าสงสาร,0,3,0,2.333333333,Laos,Cambodia is pitiful
ชาวไทยตะวันตก,แปลกประหลาด,0,3,0,2.333333333,Western Thai,Bizarre
คิวบา,คอมมิวนิสต์,1,2,0,2.333333333,Cuba,communist
ชาวอังกฤษ,เยาะเย้ย,1,2,0,2.333333333,Englishman,ridicule
ชาวไทยตะวันตก,ผู้อ่อนแอ,0,3,0,2.333333333,Western Thai,the weak
ปากีสถาน,ระเบิด,2,1,0,2.333333333,Pakistan,blast
คอนอีสาน,ฉกฉวยโอกาส,0,2,1,2.333333333,Isaan Con,Seize the opportunity
โซมาลิส,ชาวเร่ร่อน,0,3,0,2.333333333,Somalis,nomad
กัมพูชา,ดัดจริต,0,3,0,2.333333333,Cambodia,mincing
คอนอีสาน,บ้านนอก,0,2,1,2.333333333,Isaan Con,rustic
มาเลเซีย,ส่วนใหญ่เป็นมุสลิม,1,2,0,2.333333333,Malaysia,Most are Muslim
สวีเดน,ฟินแลนด์ ชอบซาวน่า,0,3,0,2.333333333,Sweden,Finland loves saunas.
ลาว,เวียดนาม คอมมิวนิสต์,1,2,0,2.333333333,Laos,Vietnam Communist
มาดากัสการ์,แปลกประหลาด,1,2,0,2.333333333,Madagascar,Bizarre
ชาวไทยตะวันตก,รักร่วมเพศ,0,3,0,2.333333333,Western Thai,homosexuality
อินเดีย,ทุพภิกขภัย,1,2,0,2.333333333,India,famine
คนไทยภาคตะวันออกเฉียงเหนือ,ล้าหลัง,0,3,0,2.333333333,Northeastern Thai people,lag
เกาหลีเหนือ,กดขี่,0,3,0,2.333333333,North Korea,oppressive
เวียดนาม,บ้านนอก,0,3,0,2.333333333,Vietnam,rustic
สเปน,ร้อนแรง,0,3,0,2.333333333,Spain,Hot
ไทยตะวันออก,ภาคตะวันออกเฉียงเหนือ พูดเร็ว,1,2,0,2.333333333,Eastern Thai,Northeastern region speaks quickly
อเมริกัน,อวบอ้วน,0,3,0,2,american,Plump
อเมริกัน,อ้วน,0,3,0,2,american,fat
ชาวไทยภาคกลาง,พูดจาหยาบคาย,1,2,0,2,Central Thai people,speak rudely
ชาวไทยตะวันตก,ชอบทำตัวเป็นฝรั่ง,0,3,0,2,Western Thai,likes to act like a foreigner
ซีเรีย,ทรมาน,2,1,0,2,Syria,torture
อิหร่าน,เคร่งศาสนา,1,2,0,2,Iran,Religious
อัฟกัน,สถาน อันตราย,0,2,1,2,Afghan,Dangerous place
อิสราเอล,ยิว,2,1,0,2,Israel,Jew
ชาวไทยภาคเหนือ,ดำ,1,2,0,2,Northern Thai people,black
ชาวไทยภาคเหนือ,ชนกลุ่มน้อย,0,3,0,2,Northern Thai people,Minority group
ชาวใต้,ขี้ขลาด,1,2,0,2,Southern people,Cowardly
ชาวไทยตะวันออก,ชนกลุ่มน้อย,0,3,0,2,Eastern Thai people,Minority group
ไทยอีสาน,ขี้เหล้า,0,3,0,2,Northeastern Thai,Drunkard
ชาวไทยภาคใต้,ชนกลุ่มน้อย,1,2,0,2,Southern Thai people,Minority group
ฝรั่งเศส,รักการปฏิวัติ,1,2,0,2,France,love revolution
คนไทยภาคกลาง,อ้วน,1,2,0,2,Central Thai people,fat
ชาวไทยภาคตะวันออกเฉียงเหนือ,ชนกลุ่มน้อย,0,3,0,2,Northeastern Thai people,Minority group
ซาอุดีอาระเบีย,เคร่งศาสนา,1,2,0,2,Saudi Arabia,Religious
ชาวไทยใต้,มลายู คุมตัวเองได้,1,2,0,2,Southern Thai people,Malays can control themselves.
ชาวไทยภาคใต้,ดำ,0,3,0,2,Southern Thai people,black
ชาวไทยตะวันตก,ฉลาดแกมโกง,0,3,0,2,Western Thai,cunning
เยอรมัน,ขี้โมโห,0,3,0,1.666666667,German,Angry
อินเดีย,อหังการ,1,2,0,1.666666667,India,assertiveness
คอนอีสาน,สกปรก,1,2,0,1.666666667,Isaan Con,dirty
กานา,untrusty,1,2,0,1.666666667,Ghana,untrusty
ไทยอีสาน,ลาว ขยัน,1,2,0,1.666666667,Northeastern Thai,"Lao, hardworking"
มองโกเลีย,กินม้า,1,2,0,1.666666667,Mongolia,eat horse
ไทยภาคตะวันออกเฉียงเหนือ,เตี้ย,0,3,0,1.666666667,Northeastern Thailand,short
อเมริกัน,โลภ,0,3,0,1.666666667,american,grabbing
อเมริกัน,อวดรวย,0,3,0,1.666666667,american,Show off your wealth
อัฟกัน,สถาน ยากจน,1,2,0,1.666666667,Afghan,poor place
ชาวไทยภาคใต้,ผิวคล้ำ,0,3,0,1.666666667,Southern Thai people,dark skin
ไทยตะวันออก,ไทยตะวันออกเฉียงเหนือ พูดเร็ว,1,2,0,1.666666667,Eastern Thai,Northeastern Thai speaks quickly
ชาวไทยตะวันออก,รังแก,0,3,0,1.666666667,Eastern Thai people,Bully
ชาวไทยภาคเหนือ,ผิวคล้ำ,0,3,0,1.666666667,Northern Thai people,dark skin
เม็กซิกัน,lazy,0,3,0,1.666666667,Mexican,lazy
คอนอีสาน,แรง,0,2,1,1.666666667,Isaan Con,force
คนไทยภาคกลาง,พูดเหน่อ,1,2,0,1.666666667,Central Thai people,Speak arrogantly
ชาวไทยตะวันออก,ผิวคล้ำ,0,3,0,1.666666667,Eastern Thai people,dark skin
อินเดีย,ชนชั้น,2,1,0,1.666666667,India,class
ไทยภาคเหนือ,เตี้ย,0,3,0,1.666666667,Northern Thailand,short
กาตารี,น่า หยิ่ง,0,2,1,1.666666667,Qatar,Very arrogant.
ไท่หยวน,ผอม,1,2,0,1.333333333,Taiyuan,thin
คอนอีสาน,บ้านป่า,0,2,1,1.333333333,Isaan Con,Forest house
ชาวไทยภาคตะวันออกเฉียงเหนือ,ผอม,0,3,0,1.333333333,Northeastern Thai people,thin
ปาเลสไตน์,ต่อสู้,2,1,0,1.333333333,Palestine,fight
ชาวไทยตะวันตก,ผอม,0,3,0,1.333333333,Western Thai,thin
อิตาลี,หยิ่งผยอง,0,3,0,1.333333333,Italy,arrogant
ชาวไทยภาคกลาง,ใจร้อน,1,2,0,1.333333333,Central Thai people,impatient
ชาวไทยภาคเหนือ,ต่อสู้,1,2,0,1.333333333,Northern Thai people,fight
ชาวไทยภาคใต้,ด้อยโอกาส,0,3,0,1.333333333,Southern Thai people,underprivileged
ชาวไทยภาคตะวันออก,ใจร้อน,0,3,0,1.333333333,Eastern Thai people,impatient
ไทยใต้,เสียงดัง,0,3,0,1.333333333,Southern Thai,loud
ชาวไทยภาคตะวันออก,ผอม,0,3,0,1.333333333,Eastern Thai people,thin
ชาวไทยภาคเหนือ,ผอม,0,3,0,1.333333333,Northern Thai people,thin
ไท่หยวน,ทะเยอทะยาน,0,3,0,1.333333333,Taiyuan,ambitious
อเมริกัน,ทะเยอทะยาน,0,3,0,1.333333333,american,ambitious
ชาวไทยภาคตะวันออกเฉียงเหนือ,ใจร้อน,0,3,0,1.333333333,Northeastern Thai people,impatient
ชาวไทยภาคใต้,ใจร้อน,0,3,0,1.333333333,Southern Thai people,impatient
ชาวไทยภาคเหนือ,ชนเผ่า,2,1,0,1.333333333,Northern Thai people,tribe
ไอซ์แลนด์,เย็นชา,0,3,0,1,Iceland,Cold
คอนอีสาน,ชอบกินเหล้า,0,2,1,1,Isaan Con,likes to drink
จีน,fall behind,1,2,0,1,China,fall behind
สวีเดน,เย็นชา,0,3,0,1,Sweden,Cold
ชาวไทยภาคเหนือ,ขาดแคลนน้ำ,0,3,0,1,Northern Thai people,Water shortage
ลาว,ภาษาแปลก,0,3,0,1,Laos,strange language
ชาวไทยตะวันตก,ผิวขาว,1,2,0,1,Western Thai,white skin
เอธิโอเปีย,อดอยาก,0,3,0,1,Ethiopia,starve
ชาวไทยภาคเหนือ,ชอบดื่มสุรา,0,3,0,1,Northern Thai people,likes to drink alcohol
อินเดีย,นแดง ชอบล่าสัตว์,1,2,0,1,India,Daeng likes to hunt.
ชาวไทยภาคใต้,ขาดแคลนน้ำ,0,3,0,1,Southern Thai people,Water shortage
อังกฤษ,เย็นชา,0,3,0,1,England,Cold
ไท่หยวน,ขี้เกียจ,0,3,0,1,Taiyuan,lazy
ชาวไทยภาคตะวันออก,ขาดแคลนน้ำ,0,3,0,1,Eastern Thai people,Water shortage
ไท่หยวน,น่าเบื่อ,1,2,0,1,Taiyuan,boring
โซมาลิส,อดอยาก,0,3,0,1,Somalis,starve
คอนอีสาน,ขาดแคลนน้ำ,1,2,0,1,Isaan Con,Water shortage
ชาวไทยภาคตะวันออกเฉียงเหนือ,อดอยาก,0,3,0,1,Northeastern Thai people,starve
นอร์เวย์,เย็นชา,0,3,0,1,Norway,Cold
ชาวอังกฤษ,เย็นชา,0,3,0,1,Englishman,Cold
ชาวไทยภาคตะวันออกเฉียงเหนือ,ขี้เกียจ,0,3,0,1,Northeastern Thai people,lazy
ชาวใต้,ขี้เกียจ,0,3,0,1,Southern people,lazy
ชาวไทยภาคตะวันออกเฉียงเหนือ,ยากจน,0,3,0,0.6666666667,Northeastern Thai people,poor
แองโกลา,ยากจน,1,2,0,0.6666666667,Angola,poor
ชาวไทยภาคเหนือ,ชาวเขา,1,2,0,0.6666666667,Northern Thai people,hill tribe
โบลิเวีย,ยากจน,0,3,0,0.6666666667,Bolivia,poor
ชาวไทยภาคตะวันออก,ชาวสวน,2,1,0,0.6666666667,Eastern Thai people,gardener
อินเดีย,ศาสนาฮินดู,2,1,0,0.6666666667,India,Hinduism
เยเมน,ยากจน,0,3,0,0.6666666667,Yemen,poor
ไลบีเรีย,อาถรรพ์,1,2,0,0.6666666667,Liberia,mystery
พม่า,eat a lot,0,3,0,0.6666666667,Myanmar,eat a lot
ซูดานใต้,ยากจน,1,2,0,0.6666666667,South Sudan,poor
ชาวไทยภาคใต้,ภาษาไทยถิ่นใต้,2,1,0,0.6666666667,Southern Thai people,Southern Thai dialect
ชาวไทยภาคตะวันออก,พูดภาษาอีสาน,0,3,0,0.6666666667,Eastern Thai people,speak Isaan language
ไซปรัส,ชาวกรีก,2,1,0,0.6666666667,Cyprus,Greek
อินเดีย,ชาวฮินดู,1,2,0,0.6666666667,India,Hindu
คอนอีสาน,ยากจน,0,2,1,0.6666666667,Isaan Con,poor
ซาอุดีอาระเบีย,เคร่งครัดทางศาสนา,1,2,0,0.6666666667,Saudi Arabia,strictly religious
มาเลเซีย,เป็นประเทศมุสลิม,1,2,0,0.6666666667,Malaysia,It's a Muslim country.
คอนอีสาน,ราคาถูก,0,2,1,0.6666666667,Isaan Con,cheap price
มอลตา,คาทอลิก,2,1,0,0.6666666667,Malta,Catholic
ซาอุดีอาระเบีย,ผู้หญิงไม่ขับรถ,1,2,0,0.6666666667,Saudi Arabia,women don't drive
เอริเทรีย,ยากจน,0,3,0,0.6666666667,Eritrea,poor
เกาหลีเหนือ,เกาหลีใต้ แบ่งประเทศ,1,2,0,0.6666666667,North Korea,South Korea divides the country
กัมพูชา,เขมร,2,1,0,0.6666666667,Cambodia,Khmer
มาลาวี,ยากจน,1,2,0,0.6666666667,Malawi,poor
ไท่หยวน,อ่อนแอ,1,2,0,0.6666666667,Taiyuan,weak
บอสเนีย,ชาวเซิร์บ,1,2,0,0.6666666667,Bosnian,Serb
อังกฤษ,สำเนียงแปลก,0,3,0,0.6666666667,England,strange accent
ไทยใต้,เข้าใจยาก,1,2,0,0.6666666667,Southern Thai,Difficult to understand
ไทยใต้,อ่อนแอ,1,2,0,0.6666666667,Southern Thai,weak
ไอร์แลนด์เหนือ,ชาวคาทอลิก,2,1,0,0.6666666667,Northern Ireland,catholic
ญี่ปุ่น,ขี้อาย,0,3,0,0.6666666667,Japan,Shy
ไทยใต้,ทะเลาะเก่ง,0,3,0,0.6666666667,Southern Thai,Good at arguing
ชาวไทยภาคใต้,พูดภาษาไทยถิ่นใต้,0,3,0,0.6666666667,Southern Thai people,Speak southern Thai
ชาวไทยภาคใต้,ชาวมุสลิม,0,3,0,0.6666666667,Southern Thai people,Muslims
อิตาลี,อารมณ์ร้อน,0,3,0,0.6666666667,Italy,hot tempered
โคโซวาร์,ชาวมุสลิม,2,1,0,0.6666666667,Kosovar,Muslims
ชาวไทยภาคใต้,ยากจน,0,3,0,0.6666666667,Southern Thai people,poor
เซียร์ราลีโอน,ยากจน,0,3,0,0.6666666667,Sierra Leone,poor
ศรีลังกา,ชาวพุทธ,2,1,0,0.6666666667,Sri Lanka,Buddhist
ไทย,ญี่ปุ่น ยืนข้างกัน,1,2,0,0.6666666667,Thai,Japan stands together
ชาวไทยภาคเหนือ,ยากจน,0,3,0,0.6666666667,Northern Thai people,poor
ซูดาน,ยากจน,0,3,0,0.6666666667,Sudan,poor
ชาวไทยใต้,ชาวทะเล,0,3,0,0.6666666667,Southern Thai people,sea ​​people
ไท่หยวน,ชาวจีน,2,1,0,0.6666666667,Taiyuan,Chinese
ชาวไทยภาคตะวันออกเฉียงเหนือ,ชาวบ้าน,2,1,0,0.6666666667,Northeastern Thai people,villagers
คนอีสาน,พูดภาษาอีสาน,0,3,0,0.6666666667,Northeastern people,speak Isaan language
ลาว,กัมพูชา น่ารัก,1,2,0,0.6666666667,Laos,Cambodia cute
ชาวไทยภาคใต้,ดื้อรั้น,0,3,0,0.6666666667,Southern Thai people,Stubborn
ปาเลสไตน์,อิสราเอล,2,1,0,0.6666666667,Palestine,Israel
บอสเนีย,ชาวมุสลิม,1,2,0,0.6666666667,Bosnian,Muslims
โมร็อกโก,ลึกลับ,0,3,0,0.3333333333,Morocco,mysterious
กัมพูชา,เฉยเมย,0,3,0,0.3333333333,Cambodia,indifferent
ชาวไทยภาคใต้,ทนทุกข์ทรมาน,1,2,0,0.3333333333,Southern Thai people,suffer
มาดากัสการ์,สัตว์แปลก,1,2,0,0.3333333333,Madagascar,strange animals
ชาวไทยภาคเหนือ,สูบบุหรี่,1,2,0,0.3333333333,Northern Thai people,smoking
ไอริช,ดื่มหนัก,0,3,0,0.3333333333,Irish,Heavy drinking
ออสเตรเลีย,สัตว์มีกระเป๋าหน้าท้อง,2,1,0,0.3333333333,Australia,marsupial
ชาวไทยภาคเหนือ,พูดน้อย,0,3,0,0.3333333333,Northern Thai people,speak little
ชาวไทยตะวันตก,แปลก,1,2,0,0.3333333333,Western Thai,strange
อินเดีย,ลึกลับ,0,3,0,0.3333333333,India,mysterious
ลาว,กะเหรี่ยง,2,1,0,0.3333333333,Laos,Karen
มาดากัสการ์,แปลก,1,2,0,0.3333333333,Madagascar,strange
คนอีสาน,พูดน้อย,0,3,0,0.3333333333,Northeastern people,speak little
คนไทยภาคกลาง,พูดน้อย,1,2,0,0.3333333333,Central Thai people,speak little
ชาวอังกฤษ,ฟันไม่ดี,1,2,0,0.3333333333,Englishman,Bad teeth
กรีก,โบราณ,2,1,0,0.3333333333,Greek,ancient
อินเดีย,ยุ่งเหยิง,1,2,0,0.3333333333,India,tangle
ไอริช,ดื่มเยอะ,1,2,0,0.3333333333,Irish,Drink a lot
พม่า,ทุพโภชนาการ,0,3,0,0.3333333333,Myanmar,malnutrition
จีน,โบราณ,1,2,0,0.3333333333,China,ancient
มาดากัสการ์,สัตว์ป่า,2,1,0,0.3333333333,Madagascar,wild animals
ไท่หยวน,โบราณ,2,1,0,0.3333333333,Taiyuan,ancient
ชาวไทยภาคตะวันออกเฉียงเหนือ,สูบบุหรี่,2,1,0,0.3333333333,Northeastern Thai people,smoking
อัฟกัน,สถาน น่ากลัว,0,2,1,0.3333333333,Afghan,scary place
แทนซาเนีย,สัตว์ป่า,2,1,0,0.3333333333,Tanzania,wild animals
อียิปต์,ลึกลับ,0,3,0,0.3333333333,Egypt,mysterious
แคเมอรูน,passionate,2,1,0,0.3333333333,Cameroon,passionate
ชาวไทยภาคตะวันออก,สูบบุหรี่,2,1,0,0.3333333333,Eastern Thai people,smoking
ไท่หยวน,ขาดสารอาหาร,0,3,0,0.3333333333,Taiyuan,malnutrition
อียิปต์,โบราณ,2,1,0,0.3333333333,Egypt,ancient
ไอโวเรียน,โคสต์ ยากจน,1,2,0,0,Ivorian,Coast is poor
คิวบา,สังคมนิยม,1,2,0,0,Cuba,socialism
อินโดนีเซีย,เต็มไปด้วยอารมณ์,2,1,0,0,Indonesia,full of emotion
จิบูตี,เล็กจิ๋ว,2,1,0,0,Djibouti,tiny
ลาว,สังคมนิยม,1,2,0,0,Laos,socialism
ชาวไทยตะวันตก,พูดไทยไม่ชัด,0,3,0,0,Western Thai,Can't speak Thai clearly
ไท่หยวน,น่ากลัว,1,2,0,0,Taiyuan,scary
ไท่หยวน,เจียมตัว,1,2,0,0,Taiyuan,modest
คอนอีสาน,ใจถึง,0,2,1,0,Isaan Con,sporting
จีน,go backwards,2,1,0,0,China,go backwards
คอนอีสาน,มืดมน,0,2,1,0,Isaan Con,gloomy
บารุนดี,ชนชั้นสูง,1,2,0,0,Barundi,upper class
อันดอร์รา,ชาวภูเขา,1,2,0,0,Andorra,mountain people
ชาวใต้,น่าสงสาร,0,3,0,0,Southern people,pitiful
ฝรั่งเศส,รักการจูบ,0,3,0,0,France,love kissing
คนไทยภาคกลาง,พูดเร็ว,1,2,0,-0.3333333333,Central Thai people,speak quickly
อังกฤษ,รักการดื่ม,0,3,0,-0.3333333333,England,love drinking
ชาวไทยภาคตะวันออกเฉียงเหนือ,ขาดแคลนอาหาร,0,3,0,-0.3333333333,Northeastern Thai people,lack of food
เยอรมัน,เครื่องจักร,2,1,0,-0.3333333333,German,machinery
คอนอีสาน,กินเก่ง,0,2,1,-0.3333333333,Isaan Con,Eat well
อาร์เจนตินา,ฮิสแปนิก,2,1,0,-0.3333333333,Argentina,Hispanic
จิบูตี,เล็ก,2,1,0,-0.3333333333,Djibouti,small
คิวบา,ชอบซิการ์,0,3,0,-0.3333333333,Cuba,like cigars
ชาวอังกฤษ,รักการดื่ม,0,3,0,-0.3333333333,Englishman,love drinking
เกาหลีเหนือ,โดดเดี่ยว,0,3,0,-0.3333333333,North Korea,lonely
โปแลนด์,ชอบดื่มเบียร์,0,3,0,-0.3333333333,Poland,like to drink beer
มาเลเซีย,ร้อน,0,3,0,-0.3333333333,Malaysia,hot
อันดอร์รา,เล็กที่สุด,1,2,0,-0.3333333333,Andorra,smallest
กรีก,คิดหนัก,2,1,0,-0.3333333333,Greek,Think hard.
ไอริช,ดื่มเหล้า,1,2,0,-0.3333333333,Irish,drink alcohol
ออสเตรีย,เคร่งขรึม,0,3,0,-0.3333333333,Austria,solemn
อันดอร์รา,เล็ก,2,1,0,-0.3333333333,Andorra,small
อันดอร์รา,ขนาดเล็ก,1,2,0,-0.3333333333,Andorra,small size
จิบูตี,ขนาดเล็ก,2,1,0,-0.3333333333,Djibouti,small size
ฟอร์โมซาน,กินเก่ง,1,2,0,-0.3333333333,Formosan,Eat well
อันดอร์รา,เล็กมาก,2,1,0,-0.3333333333,Andorra,very small
อิเควทอเรียลกินี,ร้อน,0,3,0,-0.3333333333,Equatorial Guinea,hot
ไท่หยวน,เงียบขรึม,1,2,0,-0.3333333333,Taiyuan,sober
คนอีสาน,ชอบกินปลาร้า,0,3,0,-0.3333333333,Northeastern people,I like to eat fermented fish.
ไอริช,ดื่ม,1,2,0,-0.3333333333,Irish,drink
ชาวไทยภาคตะวันออกเฉียงเหนือ,พูดจาตรงไปตรงมา,1,2,0,-0.3333333333,Northeastern Thai people,speak frankly
ชาวไทยภาคเหนือ,ขาว,1,2,0,-0.3333333333,Northern Thai people,white
กายอานา,ร้อน,1,2,0,-0.3333333333,Guyana,hot
ไทยใต้,พูดเร็ว,1,2,0,-0.3333333333,Southern Thai,speak quickly
มอลตา,เล็ก,2,1,0,-0.3333333333,Malta,small
ชาวไทยภาคเหนือ,พูดช้า,0,3,0,-0.3333333333,Northern Thai people,speak slowly
ลาว,พูดช้า,0,3,0,-0.3333333333,Laos,speak slowly
คอนอีสาน,ชอบกินปลาร้า,0,2,1,-0.3333333333,Isaan Con,I like to eat fermented fish.
ไทยใต้,ร้อน,1,2,0,-0.3333333333,Southern Thai,hot
ชาวไทยภาคเหนือ,กินเก่ง,0,3,0,-0.3333333333,Northern Thai people,Eat well
ไท่หยวน,ถอยหลัง,1,2,0,-0.3333333333,Taiyuan,reverse
เวลส์,รักการดื่ม,0,3,0,-0.3333333333,Wales,love drinking
ชาวไทยภาคเหนือ,รักข้าวเหนียว,0,3,0,-0.3333333333,Northern Thai people,love sticky rice
คอนอีสาน,ชอบกินลาบ,0,2,1,-0.3333333333,Isaan Con,I like to eat laab.
คนอีสาน,พูดเร็ว,0,3,0,-0.3333333333,Northeastern people,speak quickly
ชาวไทยภาคเหนือ,พูดเร็ว,0,3,0,-0.3333333333,Northern Thai people,speak quickly
ไอโวเรียน,โคสต์ รักสนุก,0,3,0,-0.3333333333,Ivorian,Coast fun loving
ชาวไทยภาคตะวันออก,พูดเร็ว,0,3,0,-0.3333333333,Eastern Thai people,speak quickly
ชาวอังกฤษ,ดื่ม,2,1,0,-0.3333333333,Englishman,drink
ชาวไทยตะวันตก,ถอยหลัง,0,3,0,-0.3333333333,Western Thai,reverse
ชาวไทยภาคเหนือ,ถอยหลัง,2,1,0,-0.3333333333,Northern Thai people,reverse
เยอรมัน,เข้มงวด,0,3,0,-0.3333333333,German,strict
ลักเซมเบิร์ก,เล็ก,1,2,0,-0.3333333333,Luxembourg,small
ชาวไทยภาคตะวันออกเฉียงเหนือ,รักข้าวเหนียว,0,3,0,-0.3333333333,Northeastern Thai people,love sticky rice
อิตาลี,อารมณ์อ่อนไหว,1,2,0,-0.3333333333,Italy,sentimental
ออสเตรีย,รักการดื่ม,0,3,0,-0.3333333333,Austria,love drinking
ลิกเตนสไตเนอร์,เล็ก,2,1,0,-0.3333333333,Liechtenstein Ner,small
