identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
ফরাসি,ঔদ্ধত্যপূর্ণ,1,2,0,1.333333333,french,arrogant
উত্তর আইরিশ,মদ্যপান,1,2,0,1.333333333,Northern Irish,drinking
ঢাকাইয়া,উগ্র,1,2,0,1.333333333,Dhaka,fierce
রংপুরি,উগ্র,2,1,0,1.333333333,Rangpuri,fierce
সিলেটি,উগ্র,1,2,0,1.333333333,Sylhet,fierce
খুলনাইয়া,কৃপণ,2,1,0,1,Khulnaia,miserly
উত্তর কোরিয়ান,নিষ্ঠুর,0,3,0,1,North Korean,cruel
সার্বিয়ান,যুদ্ধবাজ,0,3,0,1,serbian,warrior
সিতাইঙ্গা,বন্য,2,1,0,1,Sitainga,the wild
উত্তর কোরিয়ান,কমিউনিস্ট,1,2,0,1,North Korean,communist
সাতগাইয়া,বন্য,2,1,0,1,Satgaia,the wild
সিলেটি,কৃপণ,1,2,0,1,Sylhet,miserly
ময়মনসিংহিয়া,কৃপণ,0,3,0,1,Mymensinghia,miserly
দক্ষিণ সুদানিজ,যুদ্ধবাজ,1,2,0,1,South Sudanese,warrior
ঢাকাইয়া,ফাজিল,1,2,0,1,Dhaka,Fazil
সৌদি,কট্টরপন্থী,0,3,0,1,Saudi,Radical
ঢাকাইয়া,কড়া ভাষা,0,3,0,1,Dhaka,strong language
উত্তর কোরিয়ান,সামরিকবাদী,1,2,0,1,North Korean,militaristic
হার্জেগোভিনিয়ান,যুদ্ধবাজ,1,2,0,1,Herzegovinian,warrior
রংপুরি,অশিক্ষিত,2,1,0,1,Rangpuri,uneducated
বরিশালী,অশিক্ষিত,2,1,0,1,barishali,uneducated
সাতগাইয়া,কুসংস্কারাচ্ছন্ন,1,2,0,1,Satgaia,Superstitious
ইরাকি,যুদ্ধবাজ,0,3,0,1,Iraqi,warrior
সিলেটি,অশিক্ষিত,2,1,0,1,Sylhet,uneducated
সিলোটি,কৃপণ,2,1,0,1,The silo,miserly
চীনা,চিংচিং,2,1,0,0.6666666667,chinese,Chingching
সিলোটি,অলস,1,2,0,0.6666666667,The silo,lazy
বরিশালী,গরম মেজাজী,1,2,0,0.6666666667,barishali,hot tempered
মালাগাসি,কালো,1,2,0,0.6666666667,Malagasy,the black
ময়মনসিংহিয়া,অলস,1,2,0,0.6666666667,Mymensinghia,lazy
দক্ষিণ আফ্রিকান,কালো,0,3,0,0.6666666667,South African,the black
ইরাকি,বিস্ফোরক,0,3,0,0.6666666667,Iraqi,Explosive
মালটিজ,কুকুর,2,1,0,0.6666666667,Maltese,the dog
বরিশালী,অলস,2,1,0,0.6666666667,barishali,lazy
মালয়েশিয়ান,মালয়,0,3,0,0.6666666667,malaysian,the Malay
ঢাকাইয়া,দুষ্টু,0,3,0,0.6666666667,Dhaka,mischievous
মঙ্গোলিয়ান,যাযাবর,0,3,0,0.6666666667,mongolian,the nomad
সাতগাইয়া,নির্বোধ,2,1,0,0.6666666667,Satgaia,silly
ইরাকি,বিধ্বংসী,0,3,0,0.6666666667,Iraqi,devastating
রাজশাহিয়া,মধ্যযুগীয়,2,1,0,0.6666666667,Rajshahi,medieval
বরিশাল,বানর,2,1,0,0.3333333333,Barisal,the monkey
বলিভিয়ান,আদিবাসী,1,2,0,0.3333333333,Bolivian,Aboriginal people
সার্বিয়ান,হিংস্র,1,2,0,0.3333333333,serbian,violent
ইরাকি,যুদ্ধ,1,2,0,0.3333333333,Iraqi,war
সিতাইঙ্গা,হিংস্র,2,1,0,0.3333333333,Sitainga,violent
হার্জেগোভিনিয়ান,যুদ্ধ,1,2,0,0.3333333333,Herzegovinian,war
সাহরাউই,লড়াইয়ের,0,3,0,0.3333333333,Sahrawi,of fighting
ঢাকাইয়া,আগ্রাসী,1,2,0,0.3333333333,Dhaka,aggressive
ঢাকাইয়া,আক্রমণাত্মক,1,2,0,0.3333333333,Dhaka,offensive
আফগান,লড়াইবাজ,1,2,0,0.3333333333,Afghan,fighter
ক্রিসমাস দ্বীপবাসী,আদিবাসী,1,2,0,0.3333333333,Christmas Islanders,Aboriginal people
সিলোটি,আক্রমণাত্মক,2,1,0,0.3333333333,The silo,offensive
ইরাকি,হিংস্র,0,3,0,0.3333333333,Iraqi,violent
সাতগাইয়া,আদিবাসী,0,3,0,0.3333333333,Satgaia,Aboriginal people
সাহরাউই,মরক্কোর সাথে বিরোধ,1,2,0,0.3333333333,Sahrawi,Conflict with Morocco
কোকোস দ্বীপবাসী,আদিবাসী,0,3,0,0.3333333333,Cocos Islanders,Aboriginal people
দক্ষিণ সুদানিজ,যুদ্ধ,1,2,0,0.3333333333,South Sudanese,war
মালাগাসি,আদিবাসী,0,3,0,0.3333333333,Malagasy,Aboriginal people
ফিলিস্তিনি,শরণার্থী,0,3,0,0.3333333333,Palestinian,the refugee
সিতাইঙ্গা,বিদ্রোহী,2,1,0,0.3333333333,Sitainga,the rebel
লাইবেরিয়ান,গৃহযুদ্ধ,0,3,0,0.3333333333,Liberian,civil war
দক্ষিণ সুদানিজ,গৃহযুদ্ধ,0,3,0,0.3333333333,South Sudanese,civil war
আফগান,লড়াই,0,3,0,0.3333333333,Afghan,fight
ফিলিস্তিনি,নিরাপত্তাহীন,1,2,0,0.3333333333,Palestinian,insecure
সাতগাইয়া,আক্রমণাত্মক,2,1,0,0.3333333333,Satgaia,offensive
সালভাডোরান,গৃহযুদ্ধ,1,2,0,0.3333333333,Salvadoran,civil war
বরিশালী,আক্রমণাত্মক,2,1,0,0.3333333333,barishali,offensive
চিটাগাইঙ্গা,জনাকীর্ণ,0,3,0,0.3333333333,Chittagong,crowded
মধ্য আফ্রিকান,কৃষ্ণাঙ্গ,0,3,0,0.3333333333,Central African,black
গুয়ানিজ,আদিবাসী,1,2,0,0.3333333333,Guyanese,Aboriginal people
সিলেটি,আদিবাসী,1,2,0,0.3333333333,Sylhet,Aboriginal people
ফিলিস্তিনি,বিক্ষোভ,0,3,0,0,Palestinian,demonstration
মোজাম্বিকান,ভুখা,1,2,0,0,Mozambican,hungry
বরিসাইল্লা,বিষাক্ত,1,2,0,0,Barisailla,poisonous
ঢাকাইয়া,বাজে,2,1,0,0,Dhaka,bad
অস্ট্রিয়ান,আড়ম্বরপূর্ণ,1,2,0,0,Austrian,stylish
ব্রিটিশ মানুষ,আড়ম্বরপূর্ণ,0,3,0,0,British people,stylish
ফরাসি,আড়ম্বরপূর্ণ,0,3,0,0,french,stylish
ব্রিটিশ মানুষ,বকবকানি,1,2,0,0,British people,grumbling
নিকারাগুয়ান,বিপ্লবী,0,3,0,0,Nicaraguan,revolutionary
বরিশাইলা,গরিব,0,3,0,-0.3333333333,Barishaila,the poor
সিলেটি,উচ্চস্বরে কথা বলা,0,3,0,-0.3333333333,Sylhet,talking loudly
লাটভিয়ান,খরচকারী,1,2,0,-0.3333333333,Latvian,spender
ইতালীয়,উত্তেজিত,1,2,0,-0.3333333333,italian,excited
সিলেটি,মুখরা,1,2,0,-0.3333333333,Sylhet,faces
ঢাকাইয়া,আধুনিক,0,3,0,-0.3333333333,Dhaka,modern
সাহরাউই,সংগ্রামী,0,3,0,-0.3333333333,Sahrawi,struggling
রংপুরি,কড়া,2,1,0,-0.3333333333,Rangpuri,strict
ঢাকাইয়া,বকবকা,0,3,0,-0.3333333333,Dhaka,chatter
বরিশালী,গরিব,1,2,0,-0.3333333333,barishali,the poor
রাজশাহীও,গরিব,1,2,0,-0.3333333333,Rajshahi too,the poor
ঢাকাইয়া,অগোছালো,1,2,0,-0.3333333333,Dhaka,messy
চিটাগাইঙ্গা,বহিরাগত,2,1,0,-0.3333333333,Chittagong,outsider
ঢাকাইয়া,কড়া,0,3,0,-0.3333333333,Dhaka,strict
হার্জেগোভিনিয়ান,কেরানি,2,1,0,-0.3333333333,Herzegovinian,the clerk
রংপুরি,আধুনিক,0,3,0,-0.3333333333,Rangpuri,modern
চিটাগাইঙ্গা,ঝামেলাপূর্ণ,2,1,0,-0.3333333333,Chittagong,troublesome
ঢাকাইয়া,উচ্চস্বরে কথা বলা,0,3,0,-0.3333333333,Dhaka,talking loudly
রাজশাহিয়া,কঠোর,2,1,0,-0.3333333333,Rajshahi,strict
রাজশাহীও,পিছিয়ে,1,2,0,-0.3333333333,Rajshahi too,backward
ঢাকাইয়া,কঠোর,0,3,0,-0.3333333333,Dhaka,strict
ইতালীয়,উত্তেজনাপূর্ণ,1,2,0,-0.3333333333,italian,Exciting
রংপুরি,গরিব,1,2,0,-0.3333333333,Rangpuri,the poor
বরিশালী,কঠোর,1,2,0,-0.3333333333,barishali,strict
বরিশাল,গরুর হাট,0,3,0,-0.3333333333,Barisal,cow market
ঢাকাইয়া,মুখরা,0,3,0,-0.3333333333,Dhaka,faces
সিতাইঙ্গা,আধুনিক,1,2,0,-0.3333333333,Sitainga,modern
মধ্য আফ্রিকান,নিম্নমানের,0,3,0,-0.3333333333,Central African,low quality
স্প্যানিশ,উত্তেজিত,1,2,0,-0.3333333333,spanish,excited
ঢাকাইয়া,দুষ্ট,1,2,0,-0.3333333333,Dhaka,evil
বরিসাইল্লা,আধুনিক,2,1,0,-0.3333333333,Barisailla,modern
বরিশালী,আধুনিক,2,1,0,-0.3333333333,barishali,modern
ফিলিস্তিনি,হতাশ,1,2,0,-0.3333333333,Palestinian,disappointed
রাজশাহিয়া,গরিব,1,2,0,-0.3333333333,Rajshahi,the poor
ইতালীয়,উচ্চ স্বরে কথা বলা,1,2,0,-0.3333333333,italian,talking loudly
বরিসাইল্লা,রুক্ষ,1,2,0,-0.3333333333,Barisailla,rough
চাটগাইয়া,কঠোর,0,3,0,-0.3333333333,Licking,strict
নাইজেরিয়ান,উচ্চাকাঙ্ক্ষী,2,1,0,-0.3333333333,nigerian,ambitious
ম্যানক্স,লম্বা লেজ,2,1,0,-0.3333333333,Manx,long tail
সিতাইঙ্গা,বিপজ্জনক,2,1,0,-0.3333333333,Sitainga,dangerous
রংপুরি,আঞ্চলিকতাবাদী,0,3,0,-0.3333333333,Rangpuri,regionalist
মেক্সিকান,টেকিলা ভালোবাসে,0,3,0,-0.3333333333,mexican,Loves tequila
চিটাগাইঙ্গা,বিশাল,1,2,0,-0.3333333333,Chittagong,huge
ময়মনসিংহিয়া,কঠোর,2,1,0,-0.3333333333,Mymensinghia,strict
বরিশাল,বরিশালিয়া,1,2,0,-0.3333333333,Barisal,Barishalia
অ্যাঙ্গোলান,লড়াইয়ের আত্মা,1,2,0,-0.3333333333,Angolan,fighting spirit
সাতগাইয়া,কঠোর,1,2,0,-0.3333333333,Satgaia,strict
নেপালি,দুঃসাহসী,0,3,0,-0.3333333333,Nepalese,adventurous
উত্তর কোরিয়ান,কর্তৃত্ববাদী,1,2,0,-0.3333333333,North Korean,Authoritarian
নেপালি,পর্বতের মানুষ,0,3,0,-0.3333333333,Nepalese,mountain man
ফিলিস্তিনি,প্রতিবাদী,1,2,0,-0.3333333333,Palestinian,Protester
চিটাগাইঙ্গা,আধুনিক,0,3,0,-0.3333333333,Chittagong,modern
আলজেরিয়ান,গরম-মতাবলম্বী,1,2,0,-0.3333333333,Algerian,Hot-headed
বরিশাল,গরিব,1,2,0,-0.3333333333,Barisal,the poor
ময়মনসিংহিয়া,মুখরা,0,3,0,-0.3333333333,Mymensinghia,faces
নেপালি,পর্বতে থাকে,0,3,0,-0.3333333333,Nepalese,Lives in the mountains
রংপুরি,মুখরা,0,3,0,-0.3333333333,Rangpuri,faces
ব্রিটিশ মানুষ,রুক্ষ,1,2,0,-0.3333333333,British people,rough
সিলেটি,আঞ্চলিকতাবাদী,0,3,0,-0.3333333333,Sylhet,regionalist
সিলেটি,গরিব,2,1,0,-0.3333333333,Sylhet,the poor
সিলেটি,পিছিয়ে,2,1,0,-0.3333333333,Sylhet,backward
বরিশাইলা,কনজারভেটিভ,0,3,0,-0.3333333333,Barishaila,Conservative
উত্তর কোরিয়ান,চ্যালেঞ্জিং,0,3,0,-0.3333333333,North Korean,challenging
খুলনাইয়া,কঠোর,2,1,0,-0.3333333333,Khulnaia,strict
সিলেটি,উচ্চকণ্ঠ,1,2,0,-0.3333333333,Sylhet,loud voice
চাটগাইয়া,মুক্তচিন্তক,0,3,0,-0.3333333333,Licking,free thinker
ঢাকাইয়া,দুঃসাহসী,1,2,0,-0.3333333333,Dhaka,adventurous
রংপুরি,পাতলা,1,2,0,-0.3333333333,Rangpuri,thin
ঢাকাইয়া,দুষ্টুমি,0,3,0,-0.3333333333,Dhaka,mischief
জার্মান,কঠোর,0,3,0,-0.3333333333,german,strict
জার্মান,গুরুতর,1,2,0,-0.3333333333,german,serious
ঢাকাইয়া,অস্বাভাবিক,2,1,0,-0.3333333333,Dhaka,unusual
খুলনাইয়া,গরিব,1,2,0,-0.3333333333,Khulnaia,the poor
রাজশাহিয়া,পাতলা,2,1,0,-0.3333333333,Rajshahi,thin
খুলনাইয়া,উত্সাহী,1,2,0,-1,Khulnaia,enthusiastic
হেলেনিস,জ্ঞান,1,2,0,-1,Hellenes,the knowledge
সৌদি,আর্থিকভাবে সমৃদ্ধ,1,2,0,-1,Saudi,Financially rich
উরুগুইয়ান,ফুটবল খেলতে ভালো,1,2,0,-1,Uruguayan,Good to play football
রংপুরি,কঠোর পরিশ্রমী,1,2,0,-1,Rangpuri,hard worker
আইভোরিয়ান,আইভরি,1,2,0,-1,Ivorian,Ivory
সিলোটি,উৎসাহী,1,2,0,-1,The silo,enthusiastic
বরিশাল,নোয়াখালী,1,2,0,-1,Barisal,Noakhali
চাটগাইয়া,নৌকা চালাতে ভাল,1,2,0,-1,Licking,Boating is good
সেচেলোইস,দ্বীপ,1,2,0,-1,Seychellois,the island
সাতগাইয়া,শান্তিপ্রিয়,1,2,0,-1,Satgaia,peaceful
রাজশাহীও,সুন্দর,1,2,0,-1,Rajshahi too,beautiful
সাহরাউই,স্বাধীনতা-অভিলাষী,1,2,0,-1,Sahrawi,Independence-seeking
পাকিস্তানি,ধর্মপ্রাণ,1,2,0,-1,Pakistani,devout
ময়মনসিংহিয়া,আতিথেয়তাপূর্ণ,1,2,0,-1,Mymensinghia,hospitable
রাজশাহিও,বন্ধুত্বপূর্ণ,1,2,0,-1,Rajshahi also,friendly
ফিনস,নীরব,1,2,0,-1,Finns,silent
ময়মনসিংহিয়া,ময়মনসিংহ,1,2,0,-1,Mymensinghia,Mymensingh
খুলনাইয়া,সরল,1,2,0,-1,Khulnaia,simple
রাজশাহিয়া,মসলা,1,2,0,-1,Rajshahi,spice
রুয়ান্ডান,নির্যাতিত,1,2,0,-1,Rwandan,tortured
ফিলিপিনো,কঠোর পরিশ্রমী,1,2,0,-1,Filipino,hard worker
রংপুরি,শিক্ষিত,1,2,0,-1,Rangpuri,educated
জার্মান,ঠান্ডা,1,2,0,-1,german,the cold
বরিশালী,ধনী,1,2,0,-1,barishali,the rich
ইকুয়েডরিয়ান,স্প্যানিশ,1,2,0,-1,Ecuadorian,spanish
খুলনাইয়া,স্বাধীন,1,2,0,-1,Khulnaia,independent
রাজশাহীও,আম ভালোবাসি,1,2,0,-1,Rajshahi too,i love mango
রংপুরি,রংপুরের মানুষ,1,2,0,-1,Rangpuri,People of Rangpur
জার্মান,সঠিক,1,2,0,-1,german,correct
সিলেটি,সংস্কৃতির প্রতি অনুরাগী,1,2,0,-1,Sylhet,Passionate about culture
স্প্যানিশ,স্পন্দনশীল,1,2,0,-1,spanish,vibrant
ময়মনসিংহিয়া,শান্ত,1,2,0,-1,Mymensinghia,calm down
চিটাগাইঙ্গা,দক্ষিণ,1,2,0,-1,Chittagong,the south
নেপালি,দুর্দান্ত পর্বতারোহী,1,2,0,-1,Nepalese,Great climber
দক্ষিণ আফ্রিকান,আফ্রিকান,1,2,0,-1,South African,the african
ময়মনসিংহ,বাংলাদেশ,1,2,0,-1,Mymensingh,Bangladesh
সাহরাউই,মরুদ্যান,1,2,0,-1,Sahrawi,the oasis
সাতগাইয়া,পশুপালন,1,2,0,-1,Satgaia,animal husbandry
রাজশাহীও,ঐতিহাসিক,1,2,0,-1,Rajshahi too,historical
সুইডিশ,ঠান্ডা,1,2,0,-1,swedish,the cold
নেপালি,পর্বতারোহণে ভাল,1,2,0,-1,Nepalese,Good at climbing
রাজশাহিয়া,বাঙালি,1,2,0,-1,Rajshahi,Bengali
ময়মনসিংহিয়া,মিষ্টি,1,2,0,-1,Mymensinghia,sweet
বরিশাল,নদীবহুল,1,2,0,-1,Barisal,riverine
সিলেটি,উৎসাহী,1,2,0,-1,Sylhet,enthusiastic
উরুগুইয়ান,ফুটবল খেলতে ভালোবাসি,1,2,0,-1,Uruguayan,love to play football
বরিশাল,নদী,1,2,0,-1,Barisal,the river
রাজশাহীও,শীতল,1,2,0,-1,Rajshahi too,cold
জার্মান,সতর্ক,1,2,0,-1,german,careful
ইংরেজি,ঠান্ডা,1,2,0,-1,english,the cold
নেপালি,পর্বতারোহী,1,2,0,-1,Nepalese,mountaineer
সাহরাউই,মরক্কোর,1,2,0,-1,Sahrawi,of morocco
নেপালি,পর্বত আরোহণ,1,2,0,-1,Nepalese,mountain climbing
বরিশাইল্লা,আন্তরিক,1,2,0,-1,Barishailla,sincere
লেবানিজ,মুসলিম,1,2,0,-1,Lebanese,Muslim
ফ্যারোইজ,নরওয়েজিয়ান,1,2,0,-1,Faroese,norwegian
সৌদি,ধর্মীয়,1,2,0,-1,Saudi,religious
নেপালি,দুর্দান্ত পর্বত,1,2,0,-1,Nepalese,great mountain
মঙ্গোলিয়ান,খান,1,2,0,-1,mongolian,eat
চীনা,চীনা ভাষা,1,2,0,-1,chinese,chinese language
বরিশালী,আবেগপ্রবণ,1,2,0,-1,barishali,emotional
সাহরাউই,স্বাধীনতা-প্রত্যাশী,1,2,0,-1,Sahrawi,freedom-seeker
বরিসাইল্লা,সুন্দর,1,2,0,-1,Barisailla,beautiful
সিলেটি,সরল,1,2,0,-1,Sylhet,simple
হাঙ্গেরিয়ান,সুরক্ষাপ্রিয়,1,2,0,-1,hungarian,protective
ওমানি,তেল,1,2,0,-1,Omani,the oil
রংপুরি,উৎসাহী,1,2,0,-1,Rangpuri,enthusiastic
খুলনাইয়া,কৃষি,1,2,0,-1,Khulnaia,agriculture
বরিশালী,আতিথেয়,1,2,0,-1,barishali,hospitable
থাই,থাই খাবার,1,2,0,-1,Thai,thai food
বুলগেরিয়ান,ভারোত্তোলন,1,2,0,-1,Bulgarian,weight lifting
মঙ্গোলিয়ান,ঘোড়া,1,2,0,-1,mongolian,the horse
চিটাগাইঙ্গা,শিল্পাঞ্চল,1,2,0,-1,Chittagong,industrial area
পাকিস্তানি,মসজিদ,1,2,0,-1,Pakistani,The mosque
ইংরেজি,ব্রিটিশ,1,2,0,-1,english,British
ড্যানিশ,ডেনিশ,1,2,0,-1,danish,danish
চীনা,বিদ্বান,1,2,0,-1,chinese,scholar
ইকুয়েডরিয়ান,উষ্ণ,1,2,0,-1,Ecuadorian,warm
ইতালীয়,রোমান্টিক,1,2,0,-1,italian,romantic
রাজশাহীও,শান্ত,1,2,0,-1,Rajshahi too,calm down
রাজশাহিয়া,কৃষিজীবী,1,2,0,-1,Rajshahi,agriculturalist
সিলেটি,আত্মপ্রচারক,1,2,0,-1,Sylhet,self promoter
চাটগাইয়া,জেলে,1,2,0,-1,Licking,the fisherman
রাজশাহিয়া,কৃষক,1,2,0,-1,Rajshahi,farmer
ইতালীয়,পাস্তা,1,2,0,-1,italian,the pasta
চিটাগাইঙ্গা,উত্সাহী,1,2,0,-1,Chittagong,enthusiastic
কোরিয়ান,কে-পপ,1,2,0,-1,Korean,K-pop
খুলনাইয়া,শান্ত,1,2,0,-1,Khulnaia,calm down
কানাডিয়ান,বরফ স্কেটিং,1,2,0,-1,canadian,Ice skating
রাজশাহিয়া,ডাল,1,2,0,-1,Rajshahi,Dal
চিটাগাইঙ্গা,ঐতিহাসিক,1,2,0,-1,Chittagong,historical
সিতাইঙ্গা,সুন্দর,1,2,0,-1,Sitainga,beautiful
রংপুরি,রংপুরের,1,2,0,-1,Rangpuri,of Rangpur
দক্ষিণ কোরিয়ান,টেকসই,1,2,0,-1,South Korean,durable
কলম্বিয়ান,উষ্ণ,1,2,0,-1,Colombian,warm
বরিশাল,ইলিশ,1,2,0,-1,Barisal,hilsa
ক্রিসমাস দ্বীপবাসী,ক্রিসমাস উপহার দেয়,1,2,0,-1,Christmas Islanders,Christmas presents
মঙ্গোলিয়ান,বীর,1,2,0,-1,mongolian,hero
জিম্বাবুইয়ান,ক্রিকেট খেলে,1,2,0,-1,Zimbabwean,playing cricket
জাঞ্জিবারি,উপনিবেশ,1,2,0,-1,Zanzibari,colony
সাতগাইয়া,কৃষি,1,2,0,-1,Satgaia,agriculture
কসোভার,মুসলিম,1,2,0,-1,Kosovar,Muslim
নিকারাগুয়ান,স্প্যানিশ,1,2,0,-1,Nicaraguan,spanish
সাহরাউই,আফ্রিকান,1,2,0,-1,Sahrawi,the african
মালাউয়ান,আফ্রিকান,1,2,0,-1,Malawian,the african
নাইজেরিয়ান,আফ্রিকান,1,2,0,-1,nigerian,the african
চিটাগাইঙ্গা,বাণিজ্যিক,1,2,0,-1,Chittagong,commercial
সিলেটি,ভদ্র,1,2,0,-1,Sylhet,polite
ময়মনসিংহিয়া,সহযোগিতামূলক,1,2,0,-1,Mymensinghia,Collaborative
চিটাগাইঙ্গা,উষ্ণ,1,2,0,-1,Chittagong,warm
রাজশাহিয়া,কৃষি,1,2,0,-1,Rajshahi,agriculture
বরিশালী,শক্তিশালী,1,2,0,-1,barishali,strong
বরিশাল,লবণ,1,2,0,-1,Barisal,salt
ময়মনসিংহিয়া,কঠোর পরিশ্রমী,1,2,0,-1,Mymensinghia,hard worker
কেপ ভার্ডিয়ানস,আফ্রিকা,1,2,0,-1,Cape Verdeans,Africa
সিতাইঙ্গা,বুদ্ধিমান,1,2,0,-1,Sitainga,intelligent
চাটগাইয়া,স্বাধীন,1,2,0,-1,Licking,independent
কুয়েতি,সম্পদশালী,1,2,0,-1,Kuwaiti,wealthy
বরিশালী,উৎসবমুখর,1,2,0,-1,barishali,festive
মালদ্বীপবাসী,মুসলিম,1,2,0,-1,Maldivian,Muslim
বরিশালী,বুদ্ধিমান,1,2,0,-1,barishali,intelligent
সিঙ্গাপুরবাসী,পরিশ্রমী,1,2,0,-1,Singaporeans,industrious
উত্তর কোরিয়ান,সতর্ক,1,2,0,-1,North Korean,careful
জার্মান,সুশৃঙ্খল,1,2,0,-1,german,orderly
চাটগাইয়া,তেল বা চাউল,1,2,0,-1,Licking,Oil or rice
ময়মনসিংহিয়া,সুন্দর,1,2,0,-1,Mymensinghia,beautiful
স্কটিশ,স্কচ,1,2,0,-1,scottish,Scotch
ফিলিপিনো,গিটার বাজাতে ভালোবাসি,1,2,0,-1,Filipino,I love to play the guitar
রাজশাহীও,প্রাচীন,1,2,0,-1,Rajshahi too,ancient
ইতালীয়,রোম্যান্টিক,1,2,0,-1,italian,romantic
ভারতীয়,বাঁশি বাজাতে ভালোবাসি,1,2,0,-1,Indian,I love to play the flute
সাহরাউই,মরিয়া,1,2,0,-1,Sahrawi,desperate
চাটগাইয়া,স্বাধীনচেতা,1,2,0,-1,Licking,Independent
নেপালি,মাউন্টেনিয়ার,1,2,0,-1,Nepalese,Mountaineer
স্কটিশ,স্কট,1,2,0,-1,scottish,Scott
রাজশাহিয়া,সাহসী,1,2,0,-1,Rajshahi,brave
ইংরেজি,ক্লান্ত,1,2,0,-1,english,tired
রংপুরি,কর্মঠ,1,2,0,-1,Rangpuri,work
মিশরীয়,নীল,1,2,0,-1,Egyptian,the blue
নেপালি,ভ্রমণের জন্য প্রস্তুত,1,2,0,-1,Nepalese,ready to travel
রাজশাহিয়া,মুখরোচক,1,2,0,-1,Rajshahi,Yummy
বেলারুশিয়ান,রুশ,1,2,0,-1,Belarusian,Russian
বরিশাইল্লা,বন্ধুত্বপূর্ণ,1,2,0,-1,Barishailla,friendly
ডাচ,বাস্তববাদী,1,2,0,-1,dutch,realist
চীনা,কঠোর পরিশ্রমী,1,2,0,-1,chinese,hard worker
সুইস,সঠিক,1,2,0,-1,swiss,correct
সিলেটি,সৎ,1,2,0,-1,Sylhet,honest
লাটভিয়ান,ঠান্ডা,1,2,0,-1,Latvian,the cold
ময়মনসিংহিয়া,উদার,1,2,0,-1,Mymensinghia,generous
চিটাগাইঙ্গা,বৈচিত্র্যময়,1,2,0,-1,Chittagong,diverse
