identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list
Hollander,arrogant,1,2,0,2.333333333,Dutchman,arrogant
Indiaas,slechte hygiëne,0,3,0,2.333333333,Indian,poor hygiene
Nederlanders,arrogant,1,2,0,2.333333333,Dutch,arrogant
Britten,arrogant,0,3,0,2.333333333,British,arrogant
Amerikanen,arrogant,0,3,0,2.333333333,Americans,arrogant
Flevolander,kaaskop,0,3,0,2,Flevolander,cheese head
Amerikanen,dik,0,3,0,2,Americans,fat
Koreanen,autoritaire,0,3,0,2,Koreans,authoritarian
Amerikanen,egoïstisch,0,3,0,2,Americans,selfish
Mensen uit Zuid-Holland,kaaskop,0,3,0,2,People from South Holland,cheese head
Frans-Guyanese,verdomd,1,2,0,2,French Guianese,damn
Koreanen,autoritair,1,2,0,2,Koreans,authoritarian
Colombiaanse,drugsbaron,0,3,0,2,Colombian,drug lord
Gelderlander,lui,1,2,0,1.666666667,Gelderlander,lazy
Gelderlandse mensen,lui,1,2,0,1.666666667,Gelderland people,lazy
Hollander,lui,1,2,0,1.666666667,Dutchman,lazy
Friesen,lui,1,2,0,1.666666667,Frisians,lazy
Flevolandsen,lui,1,2,0,1.666666667,Flevolansen,lazy
Mensen uit Utrecht,dom,1,2,0,1.666666667,People from Utrecht,stupid
Limburgsen,lui,1,2,0,1.666666667,Limburgish,lazy
Limburgers,dom,1,2,0,1.666666667,Limburgers,stupid
Zeeuwen,lui,1,2,0,1.666666667,Zeelanders,lazy
Mensen uit Utrecht,lui,1,2,0,1.666666667,People from Utrecht,lazy
Utrechtsen,irritant,1,2,0,1.666666667,Utrechtsen,irritating
Spaans,illegaal,1,2,0,1.666666667,Spanish,illegal
Argentijnen,macho,1,2,0,1.666666667,Argentinians,macho
Limburger,lui,1,2,0,1.666666667,Limburger,lazy
Utrechtsen,lui,1,2,0,1.666666667,Utrechtsen,lazy
Mensen uit Overijssel,dom,1,2,0,1.666666667,People from Overijssel,stupid
mensen uit Flevoland,dom,1,2,0,1.666666667,people from Flevoland,stupid
Drenten,dom,1,2,0,1.666666667,Drenthe,stupid
Guyanezen,illegale,0,3,0,1.666666667,Guyanese,illegal
mensen uit Drenthe,dom,0,3,0,1.666666667,people from Drenthe,stupid
Koreanen,militaristisch,0,3,0,1.666666667,Koreans,militaristic
Overijsselaars,dom,1,2,0,1.666666667,Overijssel residents,stupid
Limburgers,lui,1,2,0,1.666666667,Limburgers,lazy
Flevolandsen,dom,1,2,0,1.666666667,Flevolansen,stupid
Brabantsen,lui,1,2,0,1.666666667,Brabant,lazy
Zeeuw,lui,1,2,0,1.666666667,Zeeland,lazy
Utrechters,lui,1,2,0,1.666666667,Utrecht,lazy
flevolanders,dom,1,2,0,1.666666667,Flevolanders,stupid
Gelderlandsen,lui,1,2,0,1.666666667,Gelderlandsen,lazy
Brabanders,lui,1,2,0,1.666666667,Brabanders,lazy
Noord-Brabanters,lui,1,2,0,1.666666667,North Brabant people,lazy
mensen uit Flevoland,lui,1,2,0,1.666666667,people from Flevoland,lazy
Mensen uit Zuid-Holland,lui,1,2,0,1.666666667,People from South Holland,lazy
groningsen,lui,1,2,0,1.666666667,Groningen,lazy
Utrechtsen,dom,1,2,0,1.666666667,Utrechtsen,stupid
Somaliërs,piraten,0,3,0,1.666666667,Somalis,pirates
Gelderlanders,lui,1,2,0,1.666666667,Gelderlanders,lazy
Hollandsen,lui,1,2,0,1.666666667,Hollandsen,lazy
Utrechters,dom,1,2,0,1.666666667,Utrecht,stupid
Britten,stijfkoppig,0,3,0,1.666666667,British,stubborn
Belgisch,bijdehand,0,3,0,1.333333333,Belgian,smart
Friesen,gierig,1,2,0,1.333333333,Frisians,stingy
Gelderlandsen,gierig,1,2,0,1.333333333,Gelderlandsen,stingy
Amerikanen,luidruchtig,0,3,0,1.333333333,Americans,noisy
Hollander,gierig,0,3,0,1.333333333,Dutchman,stingy
Utrechters,luidruchtig,1,2,0,1.333333333,Utrecht,noisy
Italiaans,luidruchtig,0,3,0,1.333333333,Italian,noisy
Limburgers,gulzig,0,3,0,1.333333333,Limburgers,greedy
Brabanders,luidruchtig,0,3,0,1.333333333,Brabanders,noisy
Brabanders,gulzig,1,2,0,1.333333333,Brabanders,greedy
Hollandsen,gierig,0,3,0,1.333333333,Hollandsen,stingy
Nederlanders,gierig,0,3,0,1.333333333,Dutch,stingy
Limburgers,luidruchtig,1,2,0,1.333333333,Limburgers,noisy
Koreanen,anti-amerikaans,0,3,0,1.333333333,Koreans,anti-american
Brabantsen,gulzig,0,3,0,1.333333333,Brabant,greedy
Spaans,luidruchtig,1,2,0,1.333333333,Spanish,noisy
Mensen uit Utrecht,luidruchtig,1,2,0,1.333333333,People from Utrecht,noisy
Utrechtsen,luidruchtig,1,2,0,1.333333333,Utrechtsen,noisy
Mensen uit Noord-Holland,gierig,1,2,0,1.333333333,People from North Holland,stingy
Zeeuw,gierig,0,3,0,1.333333333,Zeeland,stingy
Brabantsen,luidruchtig,1,2,0,1.333333333,Brabant,noisy
Drent,gierig,1,2,0,1.333333333,Drent,stingy
Gelderlander,gierig,1,2,0,1.333333333,Gelderlander,stingy
Limburgsen,luidruchtig,1,2,0,1.333333333,Limburgish,noisy
Groningers,gierig,1,2,0,1.333333333,Groningers,stingy
Gelderlandse mensen,gierig,1,2,0,1.333333333,Gelderland people,stingy
Gelderlanders,gierig,1,2,0,1.333333333,Gelderlanders,stingy
Zeeuwen,gierig,0,3,0,1.333333333,Zeelanders,stingy
Gelderlandsen,gulzig,1,2,0,1.333333333,Gelderlandsen,greedy
Drentsen,gierig,1,2,0,1.333333333,Drentsen,stingy
Limburger,luidruchtig,1,2,0,1.333333333,Limburger,noisy
Mongools,krijgszuchtig,1,2,0,1,Mongolian,warlike
Groningen,winderig,2,1,0,1,Groningen,windy
Centraal-Afrikaans,primitief,0,3,0,1,Central African,primitive
mensen uit Drenthe,kaal,1,2,0,1,people from Drenthe,bald
Zuid-Soedanezen,oorlog,0,3,0,1,South Sudanese,war
Turken,gastarbeider,0,3,0,1,Turks,guest worker
Iers,dronken,0,3,0,1,Irish,drunk
Mensen uit Noord-Holland,ijzig,1,2,0,1,People from North Holland,icy
Koreanen,communistisch,0,3,0,1,Koreans,communist
Noord-Iers,dronken,0,3,0,1,Northern Irish,drunk
Amerikanen,luid,0,3,0,1,Americans,loud
Irakees,oorlog,0,3,0,1,Iraqi,war
Cubanen,communistisch,1,2,0,1,Cubans,communist
Cubanen,communisten,1,2,0,1,Cubans,communists
Serviërs,oorlog,0,3,0,1,Serbs,war
Groningsen,grof,1,2,0,1,Groningsen,course
Friesland,winderig,1,1,1,1,Friesland,windy
Syrisch,oorlog,1,2,0,1,Syrian,war
Bosniërs,oorlog,0,3,0,1,Bosnians,war
Kameroens,humeurig,1,2,0,0.6666666667,Cameroonian,moody
Japans,stijf,1,2,0,0.6666666667,Japanese,stiff
Russisch,hard,0,3,0,0.6666666667,Russian,hard
Egyptisch,oud,1,2,0,0.6666666667,Egyptian,old
Britten,stijf,0,3,0,0.6666666667,British,stiff
Utrechtsen,bejaard,1,2,0,0.6666666667,Utrechtsen,elderly
Schots,koppig,0,3,0,0.6666666667,Scottish,stubbornly
Amerikanen,materialistisch,0,3,0,0.6666666667,Americans,materialistic
Fransen,dominant,0,3,0,0.6666666667,French,dominant
Welsh,koppig,0,3,0,0.6666666667,Welsh,stubbornly
Hellenen,wispelturig,1,2,0,0.6666666667,Hellenes,fickle
Roemeens,zigeuner,0,3,0,0.6666666667,Romanian,Gypsy
Israëlisch,zionistisch,0,3,0,0.6666666667,Israeli,Zionist
Utrechters,brutaal,1,2,0,0.6666666667,Utrecht,cheeky
Mongools,ruw,0,3,0,0.6666666667,Mongolian,rough
Groningen,oud,1,2,0,0.6666666667,Groningen,old
Hollander,slordig,1,2,0,0.6666666667,Dutchman,sloppy
mensen uit Flevoland,saai,1,2,0,0.6666666667,people from Flevoland,boring
Drent,slungelig,1,2,0,0.6666666667,Drent,slouching
Chinees,moeilijk,2,1,0,0.6666666667,Chinese,difficult
Groningen,saai,0,3,0,0.6666666667,Groningen,boring
Hollandsen,slordig,1,2,0,0.6666666667,Hollandsen,sloppy
groningers,koppig,0,3,0,0.6666666667,Groningers,stubbornly
Duits,opschepperig,1,2,0,0.6666666667,German,boastful
Zeeuwen,koppig,0,3,0,0.6666666667,Zeelanders,stubbornly
Engels,stijf,0,3,0,0.6666666667,English,stiff
Mongools,ruig,0,3,0,0.6666666667,Mongolian,rough
Noord-Iers,koppig,0,3,0,0.6666666667,Northern Irish,stubbornly
Russisch,moeilijk,0,3,0,0.6666666667,Russian,difficult
Friesen,ruw,1,2,0,0.6666666667,Frisians,rough
Zeeuwse mensen,koppig,0,3,0,0.6666666667,Zeeland people,stubbornly
Duits,stijf,1,2,0,0.6666666667,German,stiff
Belgisch,praat luid,1,2,0,0.6666666667,Belgian,talk loudly
Israëlisch,zionist,0,3,0,0.6666666667,Israeli,zionist
Russisch,brutaal,1,2,0,0.6666666667,Russian,cheeky
Italiaans,chaotisch,0,3,0,0.6666666667,Italian,chaotic
Zeeuw,koppig,1,2,0,0.6666666667,Zeeland,stubbornly
Nicaraguaan,communist,1,2,0,0.3333333333,Nicaraguan,Communist
Britten,drinken veel,0,3,0,0.3333333333,British,drink a lot
Mongools,wild,0,3,0,0.3333333333,Mongolian,wild
groningsen,norse,0,3,0,0.3333333333,Groningen,gruff
Duits,spreekt veel,1,2,0,0.3333333333,German,speaks a lot
Friesen,wild,1,2,0,0.3333333333,Frisians,wild
Cubanen,communist,2,1,0,0.3333333333,Cubans,Communist
Duits,taal moeilijk,1,2,0,0.3333333333,German,language difficult
Israëlisch,jood,1,2,0,0.3333333333,Israeli,Jew
Italiaans,spreken luid,1,2,0,0.3333333333,Italian,speak loudly
Duits,bierdrinkend,0,3,0,0.3333333333,German,drinking beer
Engels,spreekt veel,1,2,0,0.3333333333,English,speaks a lot
Iers,drinken veel,0,3,0,0.3333333333,Irish,drink a lot
Belgisch,chauvinistisch,1,2,0,0.3333333333,Belgian,chauvinistic
Israëlisch,zionisten,0,3,0,0.3333333333,Israeli,zionists
Colombiaanse,drugs,0,3,0,0.3333333333,Colombian,drugs
groningers,norse,1,2,0,0.3333333333,Groningers,gruff
Fransen,chauvinistisch,0,3,0,0.3333333333,French,chauvinistic
Timorees,bang,1,2,0,0.3333333333,Timorese,anxious
Friesland,koud,0,3,0,0,Friesland,cold
Gelderlanders,zuinig,1,2,0,0,Gelderlanders,frugal
Hollander,koel,0,3,0,0,Dutchman,cool
Mensen uit Noord-Holland,eigenwijs,0,3,0,0,People from North Holland,stubborn
Belgisch,sarcastisch,1,2,0,0,Belgian,sarcastic
IJslands,koud,1,2,0,0,Icelandic,cold
Flevolandsen,eigenwijs,1,2,0,0,Flevolansen,stubborn
Brabanders,eigenwijs,0,3,0,0,Brabanders,stubborn
Duits,sarcastisch,1,2,0,0,German,sarcastic
Friesen,zuinig,0,3,0,0,Frisians,frugal
Britten,sarcastisch,1,2,0,0,British,sarcastic
Drentsen,boeren,0,3,0,0,Drentsen,farmers
Overijsselsen,stief,1,2,0,0,Overijsselsen,step
Engels,koel,1,2,0,0,English,cool
Gelderlandse mensen,eigenwijs,1,2,0,0,Gelderland people,stubborn
Iers,drinkt veel,0,3,0,0,Irish,drinks a lot
Mensen uit Fryslân,eigenwijs,1,2,0,0,People from Friesland,stubborn
Mensen uit Overijssel,boeren,0,3,0,0,People from Overijssel,farmers
mensen uit Drenthe,boeren,0,3,0,0,people from Drenthe,farmers
Overijsselsen,boeren,0,3,0,0,Overijsselsen,farmers
Zwitsers,zuinig,1,2,0,0,Swiss,frugal
Mensen uit Noord-Brabant,eigenwijs,0,3,0,0,People from North Brabant,stubborn
Friesen,zwart,1,2,0,0,Frisians,black
Utrechters,eigenwijs,0,3,0,0,Utrecht,stubborn
Zeeuwen,eigenwijs,1,2,0,0,Zeelanders,stubborn
Schots,kil,1,2,0,0,Scottish,cold
Limburgers,eigenwijs,1,2,0,0,Limburgers,stubborn
Gelderlander,zuinig,1,2,0,0,Gelderlander,frugal
Overijsselaars,eigenwijs,1,2,0,0,Overijssel residents,stubborn
Groningen,koud,1,2,0,0,Groningen,cold
Duits,duister,1,2,0,0,German,dark
Mensen uit Groningen,eigenwijs,1,2,0,0,People from Groningen,stubborn
Zeeuw,eigenwijs,1,2,0,0,Zeeland,stubborn
Drenten,eigenwijs,1,2,0,0,Drenthe,stubborn
Overijsselaars,boeren,0,3,0,0,Overijssel residents,farmers
Groningers,eigenwijs,0,3,0,0,Groningers,stubborn
Gelderlanders,eigenwijs,1,2,0,0,Gelderlanders,stubborn
Russisch,koud,1,2,0,0,Russian,cold
Fries,eigenwijs,1,2,0,0,Frisian,stubborn
flevolanders,eigenwijs,1,2,0,0,Flevolanders,stubborn
Limburgsen,eigenwijs,1,2,0,0,Limburgish,stubborn
Engels,sarcastisch,1,2,0,0,English,sarcastic
Groningers,zuinig,0,3,0,0,Groningers,frugal
mensen uit Flevoland,boeren,0,3,0,0,people from Flevoland,farmers
Overijsselsen,eigenwijs,1,2,0,0,Overijsselsen,stubborn
Gelderlander,eigenwijs,1,2,0,0,Gelderlander,stubborn
Groninger,eigenwijs,0,3,0,0,Groningen,stubborn
Mensen uit Zuid-Holland,eigenwijs,0,3,0,0,People from South Holland,stubborn
Flevolander,boeren,0,3,0,0,Flevolander,farmers
Gelderlandsen,zuinig,1,2,0,0,Gelderlandsen,frugal
Nederlanders,koel,1,2,0,0,Dutch,cool
Noors,koud,2,1,0,0,Norwegian,cold
mensen uit Flevoland,eigenwijs,1,2,0,0,people from Flevoland,stubborn
Gelderlandsen,eigenwijs,1,2,0,0,Gelderlandsen,stubborn
Sahrawi,vrijheidsstrijder,1,2,0,0,Sahrawi,freedom fighter
Drent,eigenwijs,1,2,0,0,Drent,stubborn
Zeeuw,zuinig,0,3,0,0,Zeeland,frugal
Mensen uit Utrecht,eigenwijs,1,2,0,0,People from Utrecht,stubborn
Groningsen,eigenwijs,1,2,0,0,Groningsen,stubborn
Britten,koel,1,2,0,0,British,cool
IJslands,onderkoeld,0,3,0,0,Icelandic,hypothermia
Duits,streng,0,3,0,0,German,strict
Mensen uit Zeeland,eigenwijs,1,2,0,0,People from Zeeland,stubborn
Drentsen,eigenwijs,1,2,0,0,Drentsen,stubborn
mensen uit Drenthe,eigenwijs,1,2,0,0,people from Drenthe,stubborn
Finnen,koud,1,2,0,0,Finns,cold
Hollandsen,koel,1,2,0,0,Hollandsen,cool
Cypriotisch,mieren,1,2,0,0,Cypriot,ants
Brabantsen,eigenwijs,0,3,0,0,Brabant,stubborn
Drentsen,zuinig,1,2,0,0,Drentsen,frugal
Wit-Russisch,koud,0,3,0,0,Belarusian,cold
Koreanen,streng,0,3,0,0,Koreans,strict
Duits,drinkt veel bier,0,3,0,0,German,drinks a lot of beer
Friesen,eigenwijs,1,2,0,0,Frisians,stubborn
Friesland,eigenwijs,0,3,0,0,Friesland,stubborn
Limburger,eigenwijs,1,2,0,0,Limburger,stubborn
Zeeuwen,boeren,0,3,0,0,Zeelanders,farmers
Mensen uit Gelderland,boeren,1,2,0,0,People from Gelderland,farmers
Russisch,streng,0,3,0,0,Russian,strict
Utrechtsen,eigenwijs,1,2,0,0,Utrechtsen,stubborn
Noord-Brabanters,eigenwijs,1,2,0,0,North Brabant people,stubborn
Zeeuwen,zuinig,0,3,0,0,Zeelanders,frugal
Flevolander,eigenwijs,1,2,0,0,Flevolander,stubborn
Drent,zuinig,0,3,0,0,Drent,frugal
Chinees,eten veel,1,2,0,-0.3333333333,Chinese,eat a lot
Noors,blond,1,2,0,-0.3333333333,Norwegian,blond
Britten,snobistisch,1,2,0,-0.3333333333,British,snobbish
Zeeuw,boer,0,3,0,-0.3333333333,Zeeland,farmer
Friesen,taai,0,3,0,-0.3333333333,Frisians,tough
Drent,boer,0,3,0,-0.3333333333,Drent,farmer
Belgisch,hilarisch,0,3,0,-0.3333333333,Belgian,hilarious
Belgisch,praat met veel handen,1,2,0,-0.3333333333,Belgian,talk with many hands
Overijsselsen,boer,0,3,0,-0.3333333333,Overijsselsen,farmer
Utrechters,eigengereed,1,2,0,-0.3333333333,Utrecht,self-employed
Amerikanen,houdt van fastfood,0,3,0,-0.3333333333,Americans,likes fast food
mensen uit Drenthe,boer,0,3,0,-0.3333333333,people from Drenthe,farmer
Slowaken,houden van bier,0,3,0,-0.3333333333,Slovaks,love beer
Zeeuwen,plat,1,2,0,-0.3333333333,Zeelanders,flat
Duits,bierdrinker,0,3,0,-0.3333333333,German,beer drinker
Gelderlanders,boer,1,2,0,-0.3333333333,Gelderlanders,farmer
Fransen,eten veel kaas,0,3,0,-0.3333333333,French,eat a lot of cheese
Finnen,blond,2,1,0,-0.3333333333,Finns,blond
Italiaans,emotioneel,0,3,0,-0.3333333333,Italian,emotional
Overijsselaars,conservatief,1,2,0,-0.3333333333,Overijssel residents,conservative
Mensen uit Overijssel,boer,0,3,0,-0.3333333333,People from Overijssel,farmer
Drentsen,conservatief,0,3,0,-0.3333333333,Drentsen,conservative
mensen uit Flevoland,boer,0,3,0,-0.3333333333,people from Flevoland,farmer
Chinees,eet veel,1,2,0,-0.3333333333,Chinese,eat a lot
Friesen,boer,0,3,0,-0.3333333333,Frisians,farmer
Oekraïens,blond,0,3,0,-0.3333333333,Ukrainian,blond
Sahrawi,in ballingschap,0,2,1,-0.3333333333,Sahrawi,in exile
Friesen,conservatief,0,3,0,-0.3333333333,Frisians,conservative
Italiaans,eet veel pasta,0,3,0,-0.3333333333,Italian,eat a lot of pasta
Zeeuwen,conservatief,0,3,0,-0.3333333333,Zeelanders,conservative
Belgisch,bierdrinker,0,3,0,-0.3333333333,Belgian,beer drinker
Duits,perfectionistisch,0,3,0,-0.3333333333,German,perfectionist
Britten,houden van thee,0,3,0,-0.3333333333,British,love tea
Hollandsen,blank,0,3,0,-0.3333333333,Hollandsen,White
Cubanen,houden van rum,0,3,0,-0.3333333333,Cubans,love rum
Drentsen,boer,0,3,0,-0.3333333333,Drentsen,farmer
Zeeuwse mensen,spreken een dialect,2,1,0,-0.3333333333,Zeeland people,speak a dialect
Zeeuwse mensen,houden van garnalen,0,3,0,-0.3333333333,Zeeland people,love shrimp
Utrechtsen,hebben een accent,1,2,0,-0.3333333333,Utrechtsen,have an accent
Brabanders,houden van bier,0,3,0,-0.3333333333,Brabanders,love beer
Belgisch,praatgraag,0,3,0,-0.3333333333,Belgian,chatty
Hollander,direkt,0,3,0,-0.3333333333,Dutchman,directly
Ests,blond,0,3,0,-0.3333333333,Estonian,blond
Groninger,plat,1,2,0,-0.3333333333,Groningen,flat
Duits,houdt van bier,0,3,0,-0.3333333333,German,likes beer
Schots,houdt van whisky,0,3,0,-0.3333333333,Scottish,likes whisky
Lets,blond,1,2,0,-0.3333333333,Latvian,blond
Belgisch,bierliefhebbers,0,3,0,-0.3333333333,Belgian,beer lovers
Overijsselaars,boer,0,3,0,-0.3333333333,Overijssel residents,farmer
Zeeuwen,houden van garnalen,0,3,0,-0.3333333333,Zeelanders,love shrimp
Argentijnen,fanatiek,1,2,0,-0.3333333333,Argentinians,fanatic
Belgisch,lacherig,0,3,0,-0.3333333333,Belgian,giggly
Duits,koelblütig,0,3,0,-0.3333333333,German,cold-blooded
Belgisch,eet veel friet,0,3,0,-0.3333333333,Belgian,eat a lot of fries
Wit-Russisch,blond,1,2,0,-0.3333333333,Belarusian,blond
Hollandsen,kalte,1,2,0,-0.3333333333,Hollandsen,calmness
Drenten,conservatief,0,3,0,-0.3333333333,Drenthe,conservative
Gelderlander,boer,1,2,0,-0.3333333333,Gelderlander,farmer
Nederlanders,pittig,1,2,0,-0.3333333333,Dutch,spicy
Nederlanders,direkt,0,3,0,-0.3333333333,Dutch,directly
Flevolanders,schapenboeren,1,2,0,-0.3333333333,Flevolanders,sheep farmers
Amerikanen,houden van hamburger,1,2,0,-0.3333333333,Americans,love hamburger
Amerikanen,konservativ,1,2,0,-0.3333333333,Americans,conservative
Groningen,grijs,2,1,0,-0.3333333333,Groningen,gray
Duits,bier drinkend,0,3,0,-0.3333333333,German,drinking beer
Friesen,blond,0,3,0,-0.3333333333,Frisians,blond
Amerikanen,houdt van hamburgers,0,3,0,-0.3333333333,Americans,likes burgers
Engels,houden van thee,1,2,0,-0.3333333333,English,love tea
Belgisch,praat veel,0,3,0,-0.3333333333,Belgian,talks a lot
Cubanen,houdt van rum,0,3,0,-0.3333333333,Cubans,likes rum
Hellenen,antiek,0,3,0,-0.3333333333,Hellenes,antique
Tsjechisch,houdt van bier,0,3,0,-0.3333333333,Czech,likes beer
Britten,drinken veel thee,0,3,0,-0.3333333333,British,drink a lot of tea
Flevolander,boer,0,3,0,-0.3333333333,Flevolander,farmer
Friesland,vlak,2,1,0,-0.3333333333,Friesland,right
Friesland,arm,0,3,0,-0.3333333333,Friesland,arm
Ethiopisch,eet veel injera,0,3,0,-0.3333333333,Ethiopian,eat a lot of injera
Flevolandsen,boer,0,3,0,-0.3333333333,Flevolansen,farmer
Hollander,druipend,1,2,0,-0.3333333333,Dutchman,dripping
Limburgers,dialectsprekers,2,1,0,-0.3333333333,Limburgers,dialect speakers
Zeeuwen,ouderwets,1,2,0,-0.3333333333,Zeelanders,old-fashioned
Flevolanders,boer,0,3,0,-0.3333333333,Flevolanders,farmer
Hollandsen,direkt,0,3,0,-0.3333333333,Hollandsen,directly
Koreanen,gesloten,0,3,0,-0.3333333333,Koreans,Closed
Denen,blond,1,2,0,-0.3333333333,Danes,blond
Crimeans,krimtataren,2,1,0,-0.3333333333,Crimeans,Crimean Tatars
Fransen,koken,1,2,0,-1,French,to cook
Serviërs,wodka,1,2,0,-1,Serbs,vodka
Utrechters,nuchter,1,2,0,-1,Utrecht,sober
Friesen,roodharig,1,2,0,-1,Frisians,red-haired
Schots,whisky,1,2,0,-1,Scottish,whiskey
Mensen uit Utrecht,aardig,1,2,0,-1,People from Utrecht,nice
overijsselsen,trots,1,2,0,-1,overijsselsen,pride
Formosanen,gedisciplineerd,1,2,0,-1,Formosans,disciplined
Zeeuwse mensen,gastvrij,1,2,0,-1,Zeeland people,hospitable
Drent,trots,1,2,0,-1,Drent,pride
Groningsen,houden van groningers,1,2,0,-1,Groningsen,love people from Groningen
Zeeuw,zeemansvolk,1,2,0,-1,Zeeland,sailor people
Pakistaans,moslim,1,2,0,-1,Pakistani,Muslim
Amerikanen,innovatief,1,2,0,-1,Americans,Innovative
Duits,autorijden,1,2,0,-1,German,driving
Groninger,vriendelijk,1,2,0,-1,Groningen,friendly
Overijsselaars,bescheiden,1,2,0,-1,Overijssel residents,modest
Flevolanders,vriendelijk,1,2,0,-1,Flevolanders,friendly
overijsselsen,behulpzaam,1,2,0,-1,overijsselsen,helpful
Mensen uit Zuid-Holland,nuchter,1,2,0,-1,People from South Holland,sober
Zeeuw,vis,1,2,0,-1,Zeeland,fish
Utrechtsen,tolerant,1,2,0,-1,Utrechtsen,tolerant
Nederlanders,puur,1,2,0,-1,Dutch,pure
Indonesisch,curry,1,2,0,-1,Indonesian,Curry
Fransen,eten,1,2,0,-1,French,to eat
mensen uit Drenthe,vriendelijk,1,2,0,-1,people from Drenthe,friendly
overijsselsen,hardwerkend,1,2,0,-1,overijsselsen,hardworking
Duits,bier drinken,1,2,0,-1,German,drinking beer
Russisch,vodka,1,2,0,-1,Russian,vodka
Koeweits,olie,1,2,0,-1,Kuwaiti,oil
Limburgers,limburg,1,2,0,-1,Limburgers,Limburg
Fransen,croissant,1,2,0,-1,French,Croissant
Gambiaans,goed in worstelen,1,2,0,-1,Gambian,good at wrestling
Limburger,spreekt limburgs,1,2,0,-1,Limburger,speaks Limburgish
Engels,houdt van voetbal,1,2,0,-1,English,likes football
Braziliaans,gek op voetbal,1,2,0,-1,Brazilian,crazy about football
Slowaken,goed in skiën,1,2,0,-1,Slovaks,good at skiing
flevolandsen,platteland,1,2,0,-1,Flevolandsen,country
Overijsselaars,calvinistisch,1,2,0,-1,Overijssel residents,Calvinistic
Friesen,goed in zwemmen,1,2,0,-1,Frisians,good at swimming
Hollander,vriendelijk,1,2,0,-1,Dutchman,friendly
Utrechtsen,vriendelijk,1,2,0,-1,Utrechtsen,friendly
Nederlanders,theorie,1,2,0,-1,Dutch,theory
Singaporeërs,efficiënt,1,2,0,-1,Singaporeans,efficient
Belgisch,praat graag,1,2,0,-1,Belgian,likes to talk
Italiaans,eten pasta,1,2,0,-1,Italian,eat pasta
Schots,onafhankelijk,1,2,0,-1,Scottish,independent
Gelderlander,calvinistisch,1,2,0,-1,Gelderlander,Calvinistic
Venezolaans,salsa,1,2,0,-1,Venezuelan,salsa
Emiratis,rijk,1,2,0,-1,Emiratis,rich
Zimbabweaans,goed in cricket,1,2,0,-1,Zimbabwean,good at cricket
Nederlanders,houden van fietsen,0,2,1,-1,Dutch,love cycling
Nederlanders,kaas,1,2,0,-1,Dutch,cheese
Utrechtsen,slim,1,2,0,-1,Utrechtsen,smart
Formosanen,gehoorzaam,1,2,0,-1,Formosans,obedient
Russisch,wodka,1,2,0,-1,Russian,vodka
Mauritaans,moslim,1,2,0,-1,Mauritanian,Muslim
Mensen uit Noord-Brabant,nuchter,1,2,0,-1,People from North Brabant,sober
Friesland,mooi,1,2,0,-1,Friesland,Nice
Overijsselsen,vriendelijk,1,2,0,-1,Overijsselsen,friendly
Fransen,wijn,1,2,0,-1,French,wine
